milliseconds,CML,T_cell_naive,T_cell_effector
0,10008.036755319008,1514.5673418495667,20.049392636548863
100,9845.633030977226,1491.015689834215,0.6701838740212162
200,9808.487203091248,1479.7906975197575,0.747191307132558
300,9795.748555755707,1455.2413568451561,0.5796225381903567
400,9752.378029974401,1452.3531541528232,0.8104876553974132
500,9727.342168486683,1418.6488460454368,0.6782621315236776
600,9705.759698886437,1413.721910719018,0.5956996389169292
700,9682.570906250912,1399.1703673050831,0.7223471963663003
800,9659.230639467634,1375.329292457014,0.5685006274660587
900,9638.980934138433,1373.7340575322246,0.6047633204306606
1000,9613.845738158338,1357.761988853627,0.7231461058760384
1100,9581.452427864906,1342.7309562770272,0.6333868244679733
1200,9555.664880595974,1315.8619942379325,0.7053975773186167
1300,9534.580509916084,1313.8772569053417,0.5425500993741247
1400,9513.061954874025,1296.8628708501785,0.6656046776942699
1500,9498.840160305926,1269.6936197846728,0.6396927016286351
1600,9482.017293111972,1254.6869668384186,0.6285717714671123
1700,9468.643907005327,1246.814902194377,0.5823732896953121
1800,9441.23819000399,1226.0602389138555,0.7232426031083552
1900,9433.011221666673,1226.718002812654,0.4716632587716685
2000,9418.04570864356,1211.947479129826,0.6987907606474689
2100,9408.556754051662,1190.055824016771,0.5251008673878009
2200,9382.224753689157,1181.1529718308375,0.6981233736575467
2300,9378.36930940033,1171.677098220556,0.6981973733395689
2400,9367.902285790993,1144.421474371172,0.7000472821335627
2500,9340.19165353953,1136.1035479070072,0.6769828800066504
2600,9322.869616654505,1135.8705976415577,0.5046002554283132
2700,9311.959594620608,1111.1075397368968,0.4732234385629457
2800,9312.896193318771,1110.112473053437,0.6552673742364346
2900,9296.4564333709,1095.5846976320977,0.5706666249569496
3000,9286.618010836504,1082.707052178113,0.48616695654708525
3100,9283.896100627004,1074.4607395258386,0.496516789809549
3200,9270.380907103243,1051.1599714942581,0.45927494729725693
3300,9265.022681122533,1049.224080560539,0.4269912157667041
3400,9261.95598967543,1024.5300572313304,0.4715523529656818
3500,9251.522028126139,1012.6906345687391,0.49264241177004797
3600,9243.243503133112,1004.77874181095,0.5075355879254599
3700,9230.233424007569,986.0448830088069,0.507503293053295
3800,9216.422232355586,991.0388219365562,0.60664263527496
3900,9226.002877562038,977.4761922872138,0.49459044328772206
4000,9202.939050610654,968.1074641231874,0.5952048611856589
4100,9205.762616955928,944.5637345480839,0.4643642259029486
4200,9206.594498907596,934.1888395287971,0.5460680654041017
4300,9192.416838580293,936.2143258179339,0.5177064134158695
4400,9180.068963780253,920.8312190132862,0.5705152985173674
4500,9182.240040969047,912.4396677388532,0.3955916513448105
4600,9174.554360620381,891.701598322166,0.5479003717686035
4700,9178.662578702992,885.9353825469238,0.3959462218493857
4800,9174.494365229782,884.2383586212515,0.44629648144498046
4900,9167.489135400087,868.9749360576441,0.4243503921244604
5000,9168.53378794844,866.363130454477,0.36326045269715085
