miliseconds,CML,T_cell_naive,T_cell_effector
0,10003.38090634387,1518.1831023698667,20.118588950966114
100,9842.82784798677,1490.8147785631738,0.8039849995214533
200,9813.257887217034,1468.2962621832087,0.7541977107360346
300,9786.329729717003,1456.2561492541352,0.5591167625406234
400,9769.22882203212,1445.1132396551895,0.7625507275065769
500,9739.28030150425,1423.2720920768031,0.6322131301118215
600,9704.56606195813,1407.0274935348032,0.766974194492623
700,9679.712206471953,1398.6966602240855,0.7139217450357438
800,9652.550826693254,1381.779355029094,0.5825567221170787
900,9638.152115947943,1355.7681345798371,0.6390133098717892
1000,9606.49725774476,1343.9065640181218,0.7227680809283461
1100,9586.88781105685,1327.7328852640799,0.7713527807559226
1200,9569.98536448217,1322.3103792794564,0.6902867725460303
1300,9535.963522057264,1311.4014563936041,0.7175222817926548
1400,9510.23830899043,1286.1224562862017,0.5912030256008907
1500,9497.611086969098,1276.9357081442868,0.7108074175020938
1600,9472.677706920722,1252.4946839652932,0.7418568370520531
1700,9455.420013006114,1244.0450469423495,0.7112672619404891
1800,9453.634290126582,1233.7110323946267,0.4955197726499921
1900,9439.402651432276,1209.5821783756512,0.6378048561599168
2000,9415.51039334946,1213.8239322589363,0.6207884329348156
2100,9397.767000564723,1182.3089680753517,0.6421240910825379
2200,9380.755363869992,1185.9285343658248,0.5948843282969253
2300,9360.975108859244,1161.1553359552795,0.6151117562223966
2400,9352.272790944156,1148.8583301981005,0.48002708602548816
2500,9354.596932348366,1136.2599199015438,0.5185670370268053
2600,9335.4775040579,1134.7926628987113,0.5857305586187099
2700,9327.820888070193,1108.5362011634722,0.415577093755642
2800,9316.52114483312,1094.783569855751,0.5560660443273897
2900,9298.76504248993,1093.282588556177,0.5154044053869051
3000,9298.594412119353,1068.7753030880326,0.5063247563147542
3100,9279.611752371551,1068.1560664723866,0.600487998789014
3200,9274.832553620812,1062.0743841147262,0.6026669434599726
3300,9251.38743857107,1046.1725263718415,0.5042828585610042
3400,9250.082034195571,1021.6302627020207,0.5888481612816827
3500,9234.148129719348,1013.2639068762029,0.5812714702186139
3600,9226.084401463742,1003.5144498604984,0.404506893403693
3700,9232.090816220758,988.8819623638874,0.5989825245642049
3800,9231.54390241125,993.1685486321645,0.4752227045422638
3900,9217.161865669319,967.7267533130995,0.6138732050041421
4000,9211.948122395486,957.9412933666115,0.5558310085748879
4100,9194.521011715939,947.4217168099926,0.41294714290840034
4200,9200.527085832751,934.8629386522063,0.3632764010257181
4300,9201.437490044724,924.0819500030418,0.5687263011272767
4400,9188.042116867618,929.2156128072486,0.5148913934468176
4500,9186.118702073716,917.2895417272346,0.5507149851626638
4600,9179.014851575363,891.2868599818987,0.4964438182624253
4700,9180.975371896116,880.7428338393181,0.37055922851356693
4800,9167.51755318897,880.066505182194,0.4699020925481249
4900,9177.34899278554,868.7829362909844,0.3868728333587727
5000,9168.534042528634,865.4597284418016,0.4046717731959367
