milliseconds,T,E,I
0,0.9716623484923087,0.9995196785147498,1.0046969755096546
100,1.0328070500601918,0.9989063287495172,0.3708009257533623
200,1.0053138751721327,0.997919742560605,0.1365825316223599
300,1.0235979029912352,0.9969876853517141,0.05149994252550806
400,1.0544585074426727,0.9959322689237639,0.014957053130438686
500,1.1040653636558408,0.9960480489426639,0.020230309029380434
600,1.1295485651496848,0.9941002128341238,-0.002407231716452325
700,1.1108808021975503,0.9937105841006019,-0.0021704596687711934
800,1.1566401068702716,0.9935082492020861,0.004775696652292402
900,1.15121657246334,0.9925107146037,0.009550050393621353
1000,1.1948481975527476,0.9914983204778386,-0.014214084196285967
1100,1.1888692376995542,0.9920097741538441,-0.003389762944055012
1200,1.2342704190670286,0.9915473995205932,0.013301688432618601
1300,1.2804984636812247,0.9910986780511691,-0.00737735328200409
1400,1.3221922411946971,0.9895759940115498,0.0016383501496586828
1500,1.2951691279337494,0.9897572935324779,0.004568708775756282
1600,1.2969821810671929,0.9894032835358194,-0.003958715559227747
1700,1.3190889301548874,0.9893569600512385,-0.010671844510284132
1800,1.3609015492314527,0.9894479646215057,0.01016639201669641
1900,1.4444583082909934,0.988728864092153,0.004741489933890183
2000,1.438999189935378,0.9886447753435466,-0.0002215381591736065
2100,1.4978903755261102,0.9891302243824713,-0.007696230062501019
2200,1.4806301864618248,0.9886896338917032,-0.009418167247872995
2300,1.5330739139094922,0.9891029317491823,0.004580010420835049
2400,1.542525297661177,0.9889693064888917,-0.004768140383280634
2500,1.5491307793593077,0.9888646667708948,0.00030852073717042134
2600,1.5914533033400258,0.9894105853865642,-0.009721750674480807
2700,1.6631664485992612,0.9893801167641743,0.002773634506583937
2800,1.640958271828747,0.9895027851249534,0.0021774264707712
2900,1.6533695042363183,0.9898001621714937,0.01238520954472696
3000,1.6850514125302505,0.9897202221396102,0.009449432624980604
3100,1.762835563709681,0.9908963105665036,0.011233177249115928
3200,1.776486556459088,0.9915241084885,0.013743091371231923
3300,1.7897217522378543,0.9922506547326797,-0.010792755516452701
3400,1.8788371332096485,0.9923828472845307,0.0026008120403106538
3500,1.8939078738233048,0.9935496519366007,-0.010881565363882562
3600,1.9467311412309034,0.9943090456452296,0.008790812398998435
3700,1.914768319255631,0.9952737096146126,0.005957835017574045
3800,2.0122157382307986,0.9957371900425019,0.009195464775099997
3900,2.0435070056861457,0.9972658793688208,0.0016604634308735198
4000,2.0768322882891823,0.9977538845066516,-0.001605375842968407
4100,2.1009846345415992,0.9990585595456315,0.009786583537774934
4200,2.155970275425647,1.0009473121321668,-0.01396963091420949
4300,2.198685664445595,1.0012676082833316,0.011207836809531566
4400,2.25066620661942,1.0037891202037172,0.005733023282743195
4500,2.277792906438938,1.0047383483453423,0.006501536680636494
4600,2.2891125359318445,1.0055902905242013,0.010348998115672796
4700,2.3659510391789467,1.0071814751748787,-0.003227337231905334
4800,2.3821480196263654,1.0093921335501024,-0.0067262462345239445
4900,2.4344183082391595,1.0115036252668281,-0.008160133487730883
5000,2.4758673984312147,1.0123528875551429,0.009890957519873447
