milliseconds,x_Normal_Hematopoietic_Stem_Cell,y_Leukemic_Cell
0,4.499149017943917,1.4990814016411742
100,4.493469865190813,1.4951214946987474
200,4.477801610792036,1.4931553213726272
300,4.461373156732437,1.4898187624525239
400,4.459441035746664,1.483501552554319
500,4.44853937830644,1.4811158560312605
600,4.435829826066206,1.4772720158644765
700,4.423796118310087,1.472878429928898
800,4.408115480688455,1.4702097981420288
900,4.399174370068523,1.4674869672979003
1000,4.397744065603126,1.465855322585099
1100,4.3862710855399465,1.4597238701598771
1200,4.367163158048057,1.4587215922223458
1300,4.367923552696639,1.4545194954463567
1400,4.347966682871895,1.449777009939837
1500,4.343642834921923,1.4452631265191533
1600,4.3247088537409155,1.4444729841593442
1700,4.32435964612059,1.4420371526838087
1800,4.315866989619878,1.4358362114028917
1900,4.306841837668369,1.433964409205395
2000,4.286775759757958,1.4286792625015998
2100,4.276767542112601,1.4269141047367884
2200,4.278953235477068,1.4236424334016504
2300,4.267965933076283,1.4197340160745804
2400,4.252425552457551,1.4175821420817805
2500,4.241128663079866,1.4148296074376703
2600,4.231248867573797,1.4130605879049005
2700,4.231829127377317,1.4072529196999137
2800,4.214990251405874,1.4077437669088049
2900,4.210545323395008,1.4011501664639519
3000,4.2009450850001215,1.4020202972763476
3100,4.185842318784105,1.3962067451415472
3200,4.178029905049955,1.3965063438190046
3300,4.176532829632597,1.3928465590886685
3400,4.169143149274327,1.3900478861824919
3500,4.156686940873948,1.387155864591832
3600,4.150937588437634,1.381592924801494
3700,4.137404204648828,1.3807044360608471
3800,4.1345975159964965,1.3758310824815894
3900,4.1206435821432645,1.3733775611049848
4000,4.111555140665423,1.3717381042161456
4100,4.102106597221226,1.368332738484777
4200,4.102494822679256,1.3669535206426804
4300,4.086046887753097,1.3636143182289504
4400,4.0809124901579645,1.3597930680541526
4500,4.068564025641919,1.3580983029020195
4600,4.072518373079455,1.3555931739785951
4700,4.059165834751126,1.3539333509075606
4800,4.051159343798391,1.3514953251706432
4900,4.048606070721788,1.3466683786328448
5000,4.037651344203242,1.3435761385084026
