miliseconds,x_Normal_Hematopoietic_Stem_Cell,y_Leukemic_Cell
0,4.497582224554344,1.5020120097472884
100,4.487144054256074,1.4979927771275394
200,4.472743455486506,1.4929472987635606
300,4.463734211978634,1.4908734492721618
400,4.45167869803937,1.4834643079008103
500,4.44159812395533,1.480713800908297
600,4.4408923876051585,1.478726201827717
700,4.4248393029602076,1.4758710744842427
800,4.4074508512959625,1.4706278499657974
900,4.403435476995252,1.4695785554282494
1000,4.388118406332651,1.4629325340279484
1100,4.387065921783675,1.4605472391130734
1200,4.367212266131947,1.4575634058445173
1300,4.362033479093465,1.4525875666746149
1400,4.345784022780125,1.450528050116211
1500,4.342403581777588,1.4472215987107595
1600,4.335413147639228,1.4425042666157086
1700,4.320063962597024,1.442253748918296
1800,4.307742614251769,1.4351391929483481
1900,4.296071582866469,1.4351702529703116
2000,4.292320906093936,1.4318710056416264
2100,4.287765575371404,1.4253712577751794
2200,4.278402535899416,1.4251174558851298
2300,4.2654711812158395,1.4197155928480931
2400,4.248734240828484,1.4198322370581866
2500,4.240269861915786,1.4158709543910677
2600,4.2429833178304905,1.4110994260280143
2700,4.224636469188619,1.4103971704112959
2800,4.223920610403119,1.4046700161191255
2900,4.20279440124852,1.4012962923765357
3000,4.2000640132433995,1.401859880121499
3100,4.194483256180269,1.396208282753294
3200,4.1791491042166,1.3925222350730508
3300,4.169921053548428,1.389315121776593
3400,4.16845045876617,1.3882798026004166
3500,4.162277845384577,1.3870938394791639
3600,4.144252582053118,1.3826870274722667
3700,4.135384186457327,1.3798237952019288
3800,4.134137226638799,1.3791257541707977
3900,4.128111423398115,1.374605998707666
4000,4.108852533171234,1.3727045468162753
4100,4.102862702797848,1.369565269046345
4200,4.105243487100155,1.366294869919152
4300,4.094812692387878,1.3614659303517842
4400,4.082948083671828,1.3616755252034913
4500,4.070611305982004,1.36060956467923
4600,4.0611808798937945,1.3558820384443755
4700,4.065325195438693,1.3534580122991144
4800,4.054645193687267,1.3486252818777567
4900,4.049105747212756,1.3486073275720223
5000,4.043326728731819,1.3470475167836664
