miliseconds,x_Normal_Hematopoietic_Stem_Cell,y_Leukemic_Cell
0,4.498905466236877,1.4992990988874806
100,4.488991660611748,1.4959281625693563
200,4.4842717696251775,1.4908175955281153
300,4.471002313565568,1.4868565469813169
400,4.46110746108745,1.484742824487
500,4.441662433283203,1.482624602536528
600,4.4338062823505915,1.478692670392833
700,4.417369195536681,1.473801711899899
800,4.412653243077225,1.473054174543147
900,4.397820139895625,1.4673359384463351
1000,4.394477163635796,1.4639159939544686
1100,4.381751876798253,1.462759871918654
1200,4.372361772012024,1.4575542395590737
1300,4.3675514039439225,1.4543230816570565
1400,4.350311414855567,1.4487049943864796
1500,4.338625503893626,1.445104023687364
1600,4.325470940351528,1.4459212389716458
1700,4.31983050985334,1.4391370590526904
1800,4.309899486826093,1.4377771840993792
1900,4.300102113518547,1.4361424559987408
2000,4.289999887913377,1.4306390840158045
2100,4.27931271207445,1.4264748636663527
2200,4.279840160545527,1.4226981170789903
2300,4.270436153541292,1.4213719727147687
2400,4.26141289598259,1.4183256304330156
2500,4.24135897935102,1.413539992591886
2600,4.235760591796671,1.4106275284366177
2700,4.223823618514615,1.4084131624901892
2800,4.2111814231613325,1.4047755048104087
2900,4.211930812039336,1.403307380372287
3000,4.199633107101792,1.3978061657532144
3100,4.190777213525111,1.3958842705894265
3200,4.187110969910337,1.3960323167894406
3300,4.17190329881246,1.3890870180234958
3400,4.171973316509337,1.3868675254634049
3500,4.150739311329194,1.3849523521579465
3600,4.1528540820955335,1.382602803306664
3700,4.135476264339006,1.3817406018701768
3800,4.127067614666308,1.3790610743751943
3900,4.125697393195209,1.3760223686365691
4000,4.120750123713391,1.369585111646717
4100,4.109374532459633,1.371229044410832
4200,4.105766151897255,1.3656263224391882
4300,4.09125825267678,1.3635690858416112
4400,4.0761403801483524,1.361189965644189
4500,4.068302886175734,1.356812317300335
4600,4.071545779582117,1.3566917421506466
4700,4.055528992669256,1.35491303492701
4800,4.047719588310119,1.3511617646814698
4900,4.04390811279705,1.3476166235810947
5000,4.0312816858471665,1.3449720156577263
