milliseconds,MDM2cyt,MDM2nuc,p53_inact,p53_act
0,0.2104905803604456,0.5493851242713613,0.1899254998340873,0.009913545550333488
100,0.20837191800437246,0.5503325582528074,0.19126358884325467,0.010707613320501231
200,0.20583277590946916,0.5501589490361283,0.1918832733406887,0.011178849554729997
300,0.2041627992016017,0.5495457687470389,0.1919838762231029,0.011676590368772078
400,0.20261357483088915,0.5500172324864021,0.1927022810289702,0.012071110202893016
500,0.20169142096791728,0.5492752575110452,0.19332919192019019,0.012220284652525322
600,0.2001584448428015,0.5499846902097667,0.19353576947578113,0.012454697098092845
700,0.19962414361614778,0.5495367252177576,0.19412100968142212,0.012531707072246046
800,0.1986605064552752,0.5491412679270659,0.19396042329098967,0.012693006326676599
900,0.19779118603033313,0.5488512317286353,0.19450953587815373,0.012891530412222357
1000,0.1971611323930467,0.5478896991889894,0.19475008081603443,0.012860625491093314
1100,0.19647359809287462,0.5487315098118382,0.19489709506666267,0.013023324817702235
1200,0.19538881408977493,0.5479979566769742,0.19513683516326885,0.012971033316328864
1300,0.19461657801099208,0.5475753507412868,0.19535827674077333,0.013068321815804284
1400,0.19474636785591418,0.5468015461584956,0.19533916216086109,0.01318685741434121
1500,0.19425678333525037,0.5460274191497305,0.19529622617558776,0.013239828952278519
1600,0.19388129724166098,0.5461396957550366,0.19596993948791386,0.01312323711187216
1700,0.19356318028683536,0.5451598630989887,0.19580864369422651,0.013288418882094621
1800,0.19308985323634556,0.5454985469487957,0.19628702703728412,0.013291391674174008
1900,0.19237132806382423,0.5451918114171864,0.1963500495774561,0.013335772934219598
2000,0.19285440224948186,0.5441406774673531,0.196409761466204,0.013387966597998957
2100,0.19225338658299035,0.54335535045101,0.1966666857702689,0.013429370321390412
2200,0.1920454992047287,0.5437236931705424,0.19728161974834116,0.013435382673395373
2300,0.19234063355619185,0.5434183915323054,0.19731913806447665,0.01339391054176892
2400,0.19175788793757734,0.5425576169703173,0.19736189243517419,0.013392558970578837
2500,0.19196161252991584,0.5423279566051515,0.19746958830112513,0.013576260583018402
2600,0.1914995871860234,0.5410533808454607,0.19821253401221656,0.01346516864592831
2700,0.19127201996335888,0.5404185972464007,0.19854519217881142,0.01355055805233225
2800,0.19083616482578789,0.5403616352249137,0.1986792224980607,0.013526237335058608
2900,0.19147696471217238,0.5397714676980099,0.19882652298345557,0.013719688519547408
3000,0.19083369491826482,0.5392492150420082,0.19904268821089446,0.013686763730160733
3100,0.1912166313764157,0.5388286093229976,0.19889384566336674,0.013763031430491297
3200,0.19070293257613197,0.5391129599893603,0.1989956716798517,0.013699517387941857
3300,0.1909425047440685,0.5386041677945369,0.1994046538360643,0.013773093538408655
3400,0.19064720566455307,0.5372240393849501,0.19972364401605236,0.013765468936420742
3500,0.18999109077640655,0.5372883446950846,0.1999240973821406,0.013795671870414276
3600,0.1906038811965238,0.5365472959769645,0.20038773612629907,0.013849952754456631
3700,0.1904173752678034,0.5366542142062227,0.2003026540900412,0.013838036024841752
3800,0.1898737710022507,0.5363782527783139,0.20050916014395553,0.013891346437042162
3900,0.1906604238271046,0.5352475323626841,0.20075884625768659,0.013969864628942464
4000,0.19063961132993962,0.5353345117054139,0.20139552492076152,0.013943432188201503
4100,0.19001050998557506,0.5347407109621717,0.20136290551296837,0.014044499354097698
4200,0.18990846774200068,0.5341862767944995,0.20179558100717868,0.014089097483729916
4300,0.1901459298828002,0.5335989899896888,0.20175952141730624,0.014030367447773463
4400,0.1897486532537705,0.5333936300066643,0.2017319827300421,0.014154202679272422
4500,0.19018580717375178,0.5328318642679729,0.20229945147009268,0.014157895094683196
4600,0.18957282822046903,0.5333128611472315,0.20256308493041952,0.014096459764079774
4700,0.19006125344691288,0.5327468299293016,0.2024566451603692,0.01428606861667494
4800,0.1903323466182173,0.5316006784508026,0.20276038563721724,0.014164245541210046
4900,0.1900889165304947,0.531454380529622,0.20291436810545405,0.01426536389361277
5000,0.18985629328655865,0.5308305564707357,0.20322314792672805,0.014310491574979236
