milliseconds,clb2,cdc20,cdh1,securin_total,separase_total,securin_separase,net1,net1cdc14,polo_total,men,polo,tem1,cdc15
0,0.997,0.0,0.0,0.6,0.25,0.248,0.098,0.485,0.99,8e-06,0.945,1.0,0.0257
100,0.9969864796587614,0.0014962504391455786,3.9072187734393584e-05,0.5999103063808704,0.25,0.2485053172723687,0.09708281153630349,0.48464449298944773,0.9900090517543869,0.01453747355621024,0.9438376681319856,0.9318922036219155,0.02571632863498852
200,0.9969430282134679,0.0029850264518097927,3.9766039028186775e-05,0.5996424996457392,0.25,0.24850005979915485,0.09510289173533679,0.48420752986292337,0.9900180624710987,0.01869282876428891,0.9428330342976659,0.8699342998647555,0.02574895327069826
300,0.9968700102054593,0.004466364979926184,4.04325303221206e-05,0.599198598223119,0.25,0.24849406644383212,0.09285736284835988,0.4837887925686036,0.990027047398525,0.019760838358635194,0.9419637632376864,0.8088771080845847,0.025796250861499385
400,0.9967676725398968,0.005940302796612417,4.1083608714952135e-05,0.5985807597317724,0.25,0.24848733614899887,0.09063152366520044,0.48338095675278425,0.9900360070438771,0.019814869690996363,0.9412108441755795,0.7482328217319889,0.025856646572937327
500,0.9966362624223952,0.007406876506571737,4.1717889440254684e-05,0.5977912761145655,0.25,0.24847986492747132,0.08851657637492223,0.48298496017851444,0.9900449418177687,0.01948129909682702,0.9405580540003222,0.6878458600060358,0.025928776503009014
600,0.9964760287970781,0.008866122554137995,4.233022030076489e-05,0.5968325686480159,0.25,0.24847164745954262,0.08654457334214981,0.48260406438097025,0.9900538522196708,0.018950609471591287,0.9399915104930785,0.6276533832819792,0.026011288747437203
700,0.9962872227768216,0.010318077232761028,4.291374971819086e-05,0.5957071828388705,0.25,0.24846267701173275,0.08472958178081391,0.4822425777318218,0.9900627388985154,0.01827191513214975,0.9394993066917684,0.5676307360763232,0.02610278257170408
800,0.9960700978834993,0.011762776695894248,4.3460180749259446e-05,0.5944177832198051,0.25,0.24845294541179822,0.08308119374875991,0.48190569930921046,0.9900716026898537,0.017443725576163947,0.9390712093046863,0.5077740192097389,0.02620177502579341
900,0.9958249102893881,0.01320025696995175,4.395958596963282e-05,0.5929671480561846,0.25,0.24844244302092416,0.08160942585137178,0.48159963352831353,0.9900804446533025,0.016442608169767614,0.9386984082255188,0.4480944280275043,0.026306669516420963
1000,0.9955519191078763,0.01463055397004499,4.4400124028625635e-05,0.5913581639730876,0.25,0.2484311587324477,0.08032685868833842,0.4813317653790885,0.9900892661163032,0.015232100592497803,0.938373308417133,0.38861827875762645,0.026415720324676924
1100,0.9952513867332271,0.016053703518672892,4.476778209030479e-05,0.5895938205213808,0.25,0.2484190799362089,0.07924999546500544,0.48111081900104835,0.9900980687241966,0.01376625839888002,0.9380893527035232,0.32939134475733056,0.02652699313221756
1200,0.9949235792185961,0.017469741367797324,4.504626580707026e-05,0.5876772046864919,0.25,0.2484061924973424,0.0784001937337195,0.48094692272461764,0.9901068544953427,0.011992312346961962,0.9378408735091656,0.27049028099215505,0.02663832340336185
1300,0.9945687666361736,0.018878703223438258,4.5217423926070725e-05,0.585611495349542,0.25,0.24839248071558645,0.07780426989089798,0.4808513392724469,0.9901156258743591,0.00985793466445033,0.9376229693211644,0.21204896606599372,0.026747279969242446
1400,0.9941872232512659,0.020280624770061307,4.5262738592992235e-05,0.5833999577154014,0.25,0.24837792726978294,0.07749382314950047,0.4808355216929925,0.9901243857625701,0.007333460828773672,0.937431399668509,0.15432746217480303,0.026851154766044872
1500,0.9937792271220838,0.02167554168292728,4.516810418271579e-05,0.5810459377317024,0.25,0.24836251318134145,0.07750114001724293,0.48090809337757773,0.9901331374770505,0.004475093418556194,0.937262490387781,0.09792531492400411,0.02694702577414206
1600,0.9933450580652512,0.023063489601785028,4.493716619400215e-05,0.5785528564891306,0.25,0.24834621774526922,0.07784361770892448,0.48106637527925333,0.990141884505827,0.001626899462641247,0.9371130577408405,0.04477063501696081,0.027032025573306927
1700,0.9928849906624478,0.02444450397104507,4.463316311529009e-05,0.5759242046383021,0.25,0.2483290184668643,0.0784695361227863,0.48126982867988954,0.990150629643085,5.7512187363879465e-05,0.9369803406703553,0.006997810756633495,0.027104230436002276
1800,0.9923992796170878,0.025818619639015244,4.436709350957769e-05,0.5731635368526107,0.25,0.2483108909861802,0.07918431997699235,0.48144978888672646,0.9901593731640633,8.61033905095202e-06,0.93686194186343,0.003859879099917144,0.027164423283842883
1900,0.9918881710412524,0.02718587105279143,4.4120829664827404e-05,0.5702744663348043,0.25,0.24829180899416586,0.07988439168437672,0.48161824010796633,0.9901681142278144,8.597437813687933e-06,0.9367557797576983,0.003856278829111179,0.02721437766207051
2000,0.9913519152909873,0.028546292567524015,4.38869969382838e-05,0.5672606593338467,0.25,0.24827174413744363,0.08056563913718696,0.4817795416725705,0.9901768524823394,8.617763644680853e-06,0.9366600478406681,0.003857704582927307,0.027255248088038378
2100,0.9907907634614296,0.02989991836573932,4.366478270184433e-05,0.5641258300466688,0.25,0.24825066591337808,0.08122874252729766,0.4819341844878839,0.9901855876338583,8.63626245829426e-06,0.9365731794521683,0.0038593090747186046,0.027288045883248024
