miliseconds,pc3,c3,iap,survivin,cascade,iapc3,iapsmac,sursmac,smacmit,smac
0,0.1,0.7095468701589175,0.2992840151198852,0.0,0.0,0.4501803556822229,0.004835821601961057,0.0,9.99999999999994,0.007683958877665039
100,0.1,0.7332873561878228,0.3217878700035041,0.0,0.0,0.4272905307013008,0.004598513249480699,0.0,9.99999999999994,0.007922908016508969
200,0.1,0.7502547013332392,0.33855345814461657,0.0,0.0,0.40969380297644326,0.004404441764955315,0.0,9.99999999999994,0.008113597391093144
300,0.1,0.766469323694025,0.3542815381157182,0.0,0.0,0.39536084522105935,0.0042657675573558205,0.0,9.99999999999994,0.008246292111076657
400,0.1,0.779336273647652,0.3657391391350502,0.0,0.0,0.38528746775198325,0.00414823154391521,0.0,9.99999999999994,0.008382997661011356
500,0.1,0.7866261949732644,0.3746233709864785,0.0,0.0,0.376628978794476,0.004026687729855721,0.0,9.99999999999994,0.008474459467559805
600,0.1,0.7952493112247263,0.3830262936510588,0.0,0.0,0.36939213642532986,0.003961261461479058,0.0,9.99999999999994,0.008546139596916701
700,0.1,0.8026477825209537,0.38687812662575344,0.0,0.0,0.36207460146781256,0.0038852021426964037,0.0,9.99999999999994,0.008599150607715506
800,0.1,0.8070821507711974,0.3934702503794049,0.0,0.0,0.3572755755891926,0.003842505135977085,0.0,9.99999999999994,0.008656727089489715
900,0.1,0.812821403767182,0.395971725797122,0.0,0.0,0.35557118667814924,0.0037897947322818475,0.0,9.99999999999994,0.008695123090150976
1000,0.1,0.8181198856902554,0.3991571184740581,0.0,0.0,0.3507338877125277,0.0037600778758093856,0.0,9.99999999999994,0.008720139353551835
1100,0.1,0.8187398701407971,0.40145353969333486,0.0,0.0,0.3488215367880191,0.00373141336661621,0.0,9.99999999999994,0.008747257689048065
1200,0.1,0.8222658974758245,0.4043114529129698,0.0,0.0,0.34772549743036746,0.003714414014622014,0.0,9.99999999999994,0.008781877970189342
1300,0.1,0.8254713402806463,0.40632078765506807,0.0,0.0,0.34721915917484963,0.0036872540166767217,0.0,9.99999999999994,0.008797556966380559
1400,0.1,0.8281562210805816,0.40659526734041607,0.0,0.0,0.34398050821723164,0.00367624953123576,0.0,9.99999999999994,0.008785931934027833
1500,0.1,0.8286306319124295,0.40801064637500156,0.0,0.0,0.3444678998333992,0.0036696516108913123,0.0,9.99999999999994,0.008814631559824633
1600,0.1,0.8303452310483158,0.40749974463547994,0.0,0.0,0.34318359407045934,0.003665492199314837,0.0,9.99999999999994,0.008820887936784757
1700,0.1,0.8315271909201912,0.4084620078110135,0.0,0.0,0.3421486348366224,0.003636185441344123,0.0,9.99999999999994,0.008806748775668225
1800,0.1,0.8310367148738153,0.4087545076277035,0.0,0.0,0.3436698886773194,0.0036303259982760645,0.0,9.99999999999994,0.008810607911219032
1900,0.1,0.8329168463486242,0.4090002941204828,0.0,0.0,0.3436654325142502,0.003640366663691794,0.0,9.99999999999994,0.008834285214968606
2000,0.1,0.8335114971617407,0.4089078114884076,0.0,0.0,0.3422567398911067,0.003635192170067072,0.0,9.99999999999994,0.008831025724154978
2100,0.1,0.8341279336174025,0.4100317238894839,0.0,0.0,0.3418773645259431,0.00363116142437521,0.0,9.99999999999994,0.008829315271669465
2200,0.1,0.835628621518817,0.4103896908446261,0.0,0.0,0.3413482200229124,0.0036301584112350105,0.0,9.99999999999994,0.008819903652952479
2300,0.1,0.8385288397712385,0.4104459490514729,0.0,0.0,0.34287617559022143,0.003624243077738318,0.0,9.99999999999994,0.008833505261086295
2400,0.1,0.8371326065668616,0.4091641793416655,0.0,0.0,0.34337345165398525,0.003623404228019611,0.0,9.99999999999994,0.008836696268319101
2500,0.1,0.838551492059169,0.409909419817039,0.0,0.0,0.34195804679678554,0.003608650439933636,0.0,9.99999999999994,0.008829179355302759
2600,0.1,0.8385262867902319,0.41012484888732104,0.0,0.0,0.3428416365176935,0.003594003659688594,0.0,9.99999999999994,0.008819845373604931
2700,0.1,0.8417215203766765,0.41041715795567907,0.0,0.0,0.34279644009141597,0.003610890786166113,0.0,9.99999999999994,0.008821151557209164
2800,0.1,0.8420656849506923,0.41085477841835416,0.0,0.0,0.34228014944153806,0.003593422484450238,0.0,9.99999999999994,0.008811030080247495
2900,0.1,0.8431663557228591,0.409235122085317,0.0,0.0,0.3438287872690869,0.0035933374820348468,0.0,9.99999999999994,0.008817516604175587
3000,0.1,0.8421083345593973,0.41014081035831923,0.0,0.0,0.34297301018214965,0.003585089403475393,0.0,9.99999999999994,0.00882049270146865
3100,0.1,0.8436628747737732,0.4090175711508943,0.0,0.0,0.34439338931573366,0.003600617566314995,0.0,9.99999999999994,0.008813225511493258
3200,0.1,0.8433051533820053,0.4084257485730442,0.0,0.0,0.34412565920213073,0.003579805040762689,0.0,9.99999999999994,0.008809147966379945
3300,0.1,0.8451673488740112,0.40843694608221054,0.0,0.0,0.34346781966607803,0.00360355814456874,0.0,9.99999999999994,0.008812230876916866
3400,0.1,0.8465380925241701,0.4102545809350989,0.0,0.0,0.3429347838856545,0.0035848058741526274,0.0,9.99999999999994,0.008821591610514115
3500,0.1,0.8450021942488336,0.40904294184320966,0.0,0.0,0.3441186747973463,0.00359422667354637,0.0,9.99999999999994,0.008807469239122177
3600,0.1,0.8458350123969972,0.40997236003839094,0.0,0.0,0.34445752987922673,0.003585691449262083,0.0,9.99999999999994,0.008799054689286373
3700,0.1,0.8474309938708091,0.4093702954784772,0.0,0.0,0.34447668898536815,0.0035884957372253365,0.0,9.99999999999994,0.00879965687687445
3800,0.1,0.8499788014008108,0.4085248758023184,0.0,0.0,0.34466652632101225,0.003579229781709733,0.0,9.99999999999994,0.008798318464264548
3900,0.1,0.8502473377685587,0.40991170857859294,0.0,0.0,0.3456283590519379,0.0035805492467382706,0.0,9.99999999999994,0.008796303764540863
4000,0.1,0.8487052443305869,0.4093730966172394,0.0,0.0,0.3453629058229298,0.003581453520815477,0.0,9.99999999999994,0.00879428548648719
4100,0.1,0.8507574644722469,0.40962652196333244,0.0,0.0,0.346259913391516,0.003564264817068378,0.0,9.99999999999994,0.0088015480259166
4200,0.1,0.8520098737912029,0.4073016093713785,0.0,0.0,0.3459352249323382,0.0035613699192466363,0.0,9.99999999999994,0.008792346785037358
4300,0.1,0.8526067642840951,0.40803684278804075,0.0,0.0,0.34533815060216927,0.0035608480313829996,0.0,9.99999999999994,0.008784934970383388
4400,0.1,0.8537143716943664,0.40934275358902555,0.0,0.0,0.34629297386280405,0.003571988989238989,0.0,9.99999999999994,0.008784337941886156
4500,0.1,0.8532582879896893,0.40798299205150834,0.0,0.0,0.34687492776175993,0.0035795573512285637,0.0,9.99999999999994,0.008798924651513561
4600,0.1,0.8524106800253256,0.4091012522302294,0.0,0.0,0.3457793763148281,0.003571175404089413,0.0,9.99999999999994,0.008795115505442846
4700,0.1,0.854833475395693,0.4079952053847832,0.0,0.0,0.34553305291619285,0.0035712736260598045,0.0,9.99999999999994,0.008791896713914851
4800,0.1,0.856208291003287,0.4078016599902295,0.0,0.0,0.34619493857726763,0.0035685025939388645,0.0,9.99999999999994,0.008781493276691464
4900,0.1,0.854494560498484,0.4069447471418941,0.0,0.0,0.34696804842273166,0.0035700911351690956,0.0,9.99999999999994,0.008781850964989929
5000,0.1,0.857676485537068,0.40763027074543773,0.0,0.0,0.3473031957021818,0.003572906036684544,0.0,9.99999999999994,0.008780706486145934
