milliseconds,IFNBm,IFNBenv,STATP2n,SOCSm,IRF7m,IRF7Pn,IFNam,IFNaenv,TNFam,TFNenv,STATm,STAT
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,0.9728198667130296,1.0000059949833382,0.8835773557531063,0.8604329229650041,0.9330662379398303,35.78129819781151,1.6273052265004484,1.0000059968442312,0.9660443829386763,1.0000136915787343,0.9346676111405513,35.72525434556234
200,0.9465022717793823,1.0000119899667483,0.7807091899688762,0.740352532390789,0.8706121027066959,68.23452034868285,3.4220365079972375,1.000011998648437,0.933245422439718,1.0000273812071856,0.8735200708122768,68.01985989324672
300,0.9210156391815975,1.0000179849502302,0.6898169214496855,0.6370361825261581,0.8123379155527104,98.51548764398414,6.264826294811499,1.0000180030174939,0.9015637133801186,1.0000410688176213,0.816299237842331,98.04067839045261
400,0.8963297973390618,1.000023979933784,0.6095065778229392,0.5481432958490648,0.7579641136044764,126.76948750501977,10.0457415082938,1.0000240084699545,0.8709611999042481,1.000054754340001,0.7627617482067466,125.9347969593746
500,0.8724158949737654,1.000029974917409,0.5385461373806429,0.4716595360754114,0.7072297797028215,153.13198613519452,14.663541306822848,1.0000300144514693,0.8414011202266624,1.0000684377018974,0.7126782320684024,151.84015426924037
600,0.8492463325074082,1.000035969901106,0.47584681858204836,0.4058514771356722,0.6598914207994452,177.72920531263637,20.025053997250367,1.000036020719301,0.8128479643314663,1.0000821188284132,0.6658326594209628,175.886061947712
700,0.8267946987906255,1.0000419648848748,0.42044722746019864,0.349229300925045,0.6157218626511681,200.67864257615886,26.044613981958875,1.000042027163524,0.7852674333960474,1.0000957976421037,0.6220217131538968,198.19368670886882
800,0.8050357050898883,1.0000479598687153,0.37149779799146837,0.30051101709406247,0.5745091109768277,222.08960894743672,32.64348141724405,1.0000480337260698,0.7586263965549909,1.000109474062892,0.5810541180260664,218.87655455372908
900,0.7839451229963389,1.0000539548526277,0.328247193617412,0.2585921219898082,0.5360552947913808,242.06373223714994,39.74930300343313,1.0000540403669995,0.732892849427837,1.0001231480079775,0.5427499909044173,238.04102665162853
1000,0.7634997321552472,1.0000599498366116,0.2900318468124837,0.22252308264635082,0.5001757926753663,260.69538182866836,47.29566597584956,1.0000600470630376,0.7080358782316265,1.0001368193917537,0.5069402781033739,255.78670037389418
1100,0.7436772666565851,1.0000659448206672,0.2562657211871393,0.1914876419572039,0.4666983455987293,278.07211038062064,55.22164559492193,1.0000660538011754,0.6840256223726583,1.0001504881257162,0.4734661716411586,272.2068201887763
1200,0.7244563632119881,1.0000719398047948,0.22643090888309256,0.16478328863638358,0.43546220757555015,294.2750867095125,63.47137241896741,1.0000720605719757,0.6608332376847673,1.000164154118367,0.4421785374707737,287.3886748712068
1300,0.7058165133432451,1.0000779347889939,0.20006960603633675,0.14180513046713794,0.40631737286071584,309.37950360206685,71.99363944034849,1.0000780673680527,0.6384308616769983,1.0001778172751192,0.4129373780445604,301.4139640227277
1400,0.6877380188507171,1.0000839297732647,0.17677728144679525,0.12203268595846391,0.37912386692744,323.45497070566165,80.74154320462306,1.000084074184137,0.6167915801980749,1.0001914774981961,0.3856113220323901,314.35913945096934
1500,0.6702019497879486,1.0000899247576074,0.15619661931499804,0.10501846148429633,0.3537510834262983,336.56589971256204,89.6721502883084,1.0000900810166993,0.5958893951741903,1.0002051346865308,0.3600771364048874,326.29572759675744
1600,0.653190104541502,1.0000959197420218,0.13801198633550654,0.09037765650940525,0.33007715663752557,348.7718855983566,98.74618415044536,1.0000960878627563,0.5756991932591148,1.0002187887356586,0.33621925814873777,337.2906366287902
1700,0.6366849722713541,1.0001019147265078,0.12194447688005358,0.07777914204312013,0.30798837251032796,360.12808345761715,107.92773433367486,1.0001020947200565,0.5561967154974902,1.0002324395376105,0.31392934706564507,347.40644694653355
1800,0.6206696980145566,1.0001079097110654,0.10774760448202568,0.0669378842560404,0.28737862218605664,370.68558023195266,117.18399045552032,1.0001081015868785,0.5373585281064523,1.0002460869808,0.2931058614655424,356.70168351037336
