miliseconds,N0,N1,N2,N3
0,1.7544483141265668,27.405850589929333,45.619149410906694,1.5709821428997872
100,1.754448314128766,27.405850590531525,45.619149409687836,1.5709821429000776
200,1.7544483141296652,27.40585059073912,45.619149408632765,1.5709821429006028
300,1.7544483141300178,27.40585059122601,45.61914940770653,1.5709821429011184
400,1.7544483141318743,27.40585059176357,45.61914940696059,1.5709821429015889
500,1.7544483141290435,27.405850591847702,45.61914940688688,1.5709821429006658
600,1.7544483141269522,27.405850591998405,45.619149406790676,1.5709821429003399
700,1.7544483141255998,27.40585059231209,45.61914940676185,1.5709821428990787
800,1.754448314125559,27.40585059251225,45.619149406704096,1.5709821428986144
900,1.754448314122026,27.405850592625956,45.61914940660892,1.5709821428985953
1000,1.754448314122534,27.40585059299533,45.61914940654431,1.5709821428973654
1100,1.7544483141193894,27.40585059312324,45.61914940654763,1.5709821428970152
1200,1.7544483141201204,27.405850593355893,45.6191494064816,1.5709821428967703
1300,1.7544483141183906,27.405850593695305,45.61914940641869,1.5709821428957158
1400,1.7544483141162337,27.40585059390194,45.61914940638452,1.5709821428958197
1500,1.7544483141140086,27.40585059419892,45.61914940632065,1.5709821428950925
1600,1.7544483141132734,27.40585059442773,45.619149406282695,1.570982142894172
1700,1.7544483141126443,27.405850594504557,45.61914940623135,1.570982142893504
1800,1.7544483141098801,27.405850594875105,45.6191494061984,1.570982142893649
1900,1.7544483141082154,27.405850595134858,45.619149406103816,1.570982142893266
2000,1.7544483141060259,27.40585059523103,45.61914940606125,1.5709821428919861
2100,1.7544483141063756,27.405850595525298,45.61914940602207,1.570982142892009
2200,1.7544483141029386,27.40585059582533,45.619149405994875,1.5709821428917634
2300,1.7544483141022076,27.405850596020578,45.61914940586973,1.5709821428902677
2400,1.7544483140996712,27.405850596259597,45.619149405809814,1.5709821428902215
2500,1.7544483141000995,27.405850596322637,45.61914940574873,1.5709821428901778
2600,1.7544483140967178,27.405850596525525,45.61914940578079,1.570982142888957
2700,1.754448314096085,27.405850596810595,45.61914940573897,1.5709821428885704
2800,1.7544483140949538,27.405850597157098,45.619149405618096,1.5709821428879873
2900,1.7544483140923943,27.40585059731658,45.619149405541705,1.570982142887284
3000,1.7544483140912628,27.405850597565813,45.61914940558958,1.5709821428875652
3100,1.7544483140897829,27.405850597680807,45.61914940553869,1.5709821428865955
3200,1.7544483140885931,27.405850598061917,45.61914940542583,1.570982142885769
3300,1.7544483140879281,27.40585059828834,45.619149405413594,1.5709821428850086
3400,1.7544483140868286,27.40585059854061,45.61914940531418,1.5709821428850277
3500,1.7544483140844247,27.40585059862248,45.61914940530038,1.5709821428844877
3600,1.7544483140818445,27.405850598779576,45.61914940525721,1.5709821428837982
3700,1.7544483140828138,27.405850599163124,45.61914940512137,1.5709821428835102
3800,1.7544483140808187,27.40585059947052,45.619149405142366,1.5709821428824557
3900,1.7544483140761782,27.405850599277695,45.619149405093594,1.570982142880817
4000,1.7544483140706904,27.405850599469858,45.61914940506474,1.5709821428790323
4100,1.7544483140678633,27.405850599344735,45.619149405038144,1.5709821428777657
4200,1.754448314062345,27.405850599447977,45.619149405072804,1.5709821428755868
4300,1.7544483140561693,27.405850599500305,45.619149405115046,1.5709821428737392
4400,1.754448314053469,27.405850599222596,45.619149405071205,1.5709821428724833
4500,1.7544483140471268,27.40585059934191,45.61914940501787,1.5709821428698922
4600,1.7544483140436242,27.40585059944026,45.61914940506488,1.5709821428680808
4700,1.7544483140401537,27.405850599350586,45.61914940499481,1.570982142866196
4800,1.7544483140348968,27.405850599295427,45.61914940503419,1.5709821428652724
4900,1.7544483140314713,27.405850599523653,45.61914940502736,1.5709821428626107
5000,1.7544483140259952,27.405850599442694,45.619149404952296,1.570982142860955
