miliseconds,EpoRJAK2,EpoRpJAK2,p1EpoRpJAK2,p2EpoRpJAK2,p12EpoRpJAK2,EpoRJAK2_CIS,SHP1,SHP1Act,STAT5,pSTAT5,npSTAT5,CISnRNA1,CISnRNA2,CISnRNA3,CISnRNA4,CISnRNA5,CISRNA,CIS,SOCS3nRNA1,SOCS3nRNA2,SOCS3nRNA3,SOCS3nRNA4,SOCS3nRNA5,SOCS3RNA,SOCS3,Epo
0,3.9604574513441038,-0.0020886021706868593,0.0009525214514059386,-0.0008834268671654438,-0.001360061246430389,0.0,26.724818268922487,0.0003033324690618189,80.05406006281312,0.6937205518158432,-0.02691420781327501,0.22567321441247962,0.009791264153091938,0.002526626913910371,-0.00013438646815649763,-3.8002817978081196e-06,-1.2377112169197501e-09,-2.9236835818521895e-09,1.4030160189214116e-06,4.34711605271357e-07,-3.6718533352368055e-08,1.436794348990027e-07,1.4367396006967218e-09,-7.787908324597683e-09,2.558914668406552e-06,1.24997e-07
100,3.94409270887658,0.027133980735466724,-0.0006671857639984907,-0.0008437342222314482,-0.004940783997359561,0.0,26.725404454003897,-0.00010313452720608333,80.07031475030935,-0.23087437268365563,0.018529776649599067,0.044390627946248276,0.02524383555826923,0.0006307426337767035,9.33185489765225e-06,1.6845755144643003e-05,1.4204268040224387e-09,9.441626441350746e-10,2.9443793311451753e-07,-8.841003527304643e-08,-1.782955814988382e-08,1.2785139656343814e-07,-6.058154256429532e-08,1.8157179256337216e-08,-2.977001519992564e-06,1.24997e-07
200,3.9193943024310176,0.057291204475368805,0.0006598761177676934,0.009836099034524478,-0.005305278826563312,0.0,26.725320936473867,-0.0002231932917294665,80.14584220723523,-0.36554020512693125,0.016366422686075743,0.09863663946251999,-0.013652794697371773,0.002521069847805194,-6.012089824238522e-05,1.0303149251083016e-05,-1.1409878876214493e-09,2.2089605131460357e-09,-1.1351893122684586e-06,-3.4352068180492247e-07,-3.1711123268001725e-07,9.516130569137513e-08,-6.048498394245598e-09,1.4035857491244058e-08,-2.3155411346104884e-06,1.24997e-07
300,3.8785625550060647,0.07994457760225825,0.003905654206465576,0.01603146571460997,0.0031527173356432083,0.0,26.725153053174605,0.00011674200965834615,80.25856534637916,0.062175246503161835,-0.028279931928820466,0.16499150599759424,0.022152561617796027,-0.0013310264051979966,0.00021564503019982537,-5.073666611705609e-06,-5.12422119211916e-11,-5.881582729909123e-10,1.8936237516893893e-07,6.017685302217382e-07,-8.483744929122869e-08,9.851666070945114e-08,5.865289982852192e-08,-1.9972705856061248e-08,6.837123926271209e-07,1.24997e-07
400,3.8631456666424118,0.10339608695729498,0.004921502334963416,0.02004022574861573,-0.004984141199280817,0.0,26.724837366387206,6.245936985963094e-05,79.65267909354438,0.4170852751561047,-0.02100711586124034,-0.16865343245696668,-0.009698991732128747,0.00034367752298158357,-0.00019983255707226524,7.21321751093032e-06,-1.2265857225307007e-09,2.026764209249444e-09,3.0370804130087267e-07,6.600864587007655e-07,-1.2144410464299824e-07,-1.1468246856534348e-07,-4.834884481293743e-08,1.552405338677324e-08,4.155897851534588e-06,1.24997e-07
500,3.8251610294198373,0.11849631999439021,0.008116982562189375,0.020201907068214356,0.0034973680370613647,0.0,26.7247496581635,-3.935877275006795e-05,80.22864721613675,0.018376023945422794,-0.0022811993272923237,-0.13612885811279507,-0.025042442469921652,-0.0025247561354416457,0.00023383893529474602,1.4477445948733366e-06,-1.5637003213961837e-09,1.5505793560510911e-09,-2.9538295859247146e-07,3.31484311007222e-07,-2.3417629121316676e-07,9.451895733488414e-08,-2.2997029935139442e-08,2.446635001024806e-08,4.152165758188299e-07,1.24997e-07
600,3.802092602744507,0.1377337469199744,0.010304640982489247,0.028239730079721536,-0.003482487655325525,0.0,26.724517682982814,0.00037261770968074044,79.09524765718656,-0.5946336140107167,-0.024318928905443904,0.10975059859914972,0.032180098652301994,0.0009171104552328729,0.00013535225692805494,-1.8619047239754378e-06,1.2315005766537465e-09,-2.970690588397179e-09,-2.199093018939359e-07,1.895659666406472e-07,-2.7652587771578125e-07,6.673667237472016e-09,8.11694212947834e-09,-1.5151953903741764e-08,-1.928242166682015e-06,1.24997e-07
700,3.746884979927632,0.14963666607452952,0.013544125863829966,0.04754477970228247,0.0023844655250072878,0.0,26.724912141968876,0.0003634050770231819,78.93536984717949,0.5740826977524106,0.010846911775687708,0.06291423878041956,0.031155118459203702,-0.001551617530804237,-3.384098377505e-05,1.5174234306375093e-06,1.439081944691584e-10,-1.352023200797205e-09,1.410883771073535e-06,-7.249378632171337e-07,-3.5537459593773483e-09,8.027866935603774e-08,-3.8260245212204704e-08,-1.7052460433135625e-08,-3.5913650074501784e-06,1.24997e-07
800,3.738747030342563,0.16269403426665335,0.0159902584972171,0.06205318337004862,0.011798606105780523,0.0,26.72415534103278,0.0008834570108610314,78.9337873417749,0.37168556908086303,0.008768275942709848,0.14452510059903856,0.014243276156679955,-0.000909195940104879,-5.349612159312752e-05,-8.011684012886454e-06,1.4987384549034496e-09,-8.09675439119525e-10,-9.13689799746431e-07,6.668855921222613e-07,-1.7437059899407667e-07,-7.871862893744849e-08,4.813554384224111e-08,2.352643708971134e-08,2.8083850791618246e-06,1.24997e-07
900,3.690390822657263,0.17250010458782505,0.01964665215793716,0.074878884505358,0.017766661493440236,0.0,26.724363351389467,0.0009763596048373735,79.62584698865011,-0.4899202396268062,0.02816271755952643,0.24671229380349166,0.008933133017585894,0.0014433763425635352,-2.2315898323266745e-05,1.2483759865379193e-05,4.073800508585477e-10,-2.5438700383836117e-09,4.740112969733767e-07,1.3101799165732254e-07,4.688311341507623e-08,-8.950144503305064e-08,-2.7267796608736666e-08,2.3980719670072916e-08,2.150824104767909e-06,1.24997e-07
