miliseconds,CKX3m,Auxin,Cytokinin,AHP6m,AHP6p,IAA2m,IAA2p,ARR5m,ARR5p,PHBm,PHBp,CKX3p,PIN3m,PIN1m,PIN7m,miRNA
0,0.0,0.05976373196280157,0.1994612157091347,0.0014446282996837293,0.0024614402550470534,0.054497970912287474,0.052984554761292824,0.27337140860598586,0.27466861161097644,1.982899141376075,1.9034611389817022,0.0,0.0,0.0,0.9539544638227915,0.0
100,0.0,0.05991675493233841,0.20128265392246078,0.0015428026917020036,0.0023849582921165366,0.05336635344614009,0.053450447306089076,0.2783006845274111,0.27547291334878177,1.9692741049981675,1.9521892142106128,0.0,0.0,0.0,0.940706731763922,0.0
200,0.0,0.06015816795331397,0.19991900851065056,0.0015236732551131183,0.0022680584396723687,0.054363717163092476,0.05363527421986752,0.27467928197893565,0.27677240299215033,2.002133396801533,1.927423732078866,0.0,0.0,0.0,0.9584492327914484,0.0
300,0.0,0.05931659498325147,0.1993666709015123,0.0013931963002828463,0.0022884399442601,0.05335836255319025,0.05354875385440354,0.27475130762691635,0.2747394905220003,1.9704768152964764,1.965423144826067,0.0,0.0,0.0,0.9626009270348872,0.0
400,0.0,0.05904438055522632,0.20054743286194887,0.0013590415240567319,0.0020968328520627757,0.05354492261401247,0.053023853796905225,0.2745280951212622,0.27580768561741126,1.9748528590927015,1.9227204754128944,0.0,0.0,0.0,0.9349178743579409,0.0
500,0.0,0.0597914797632798,0.2003305897451886,0.0014358215822293525,0.002006040451891426,0.05366683604374546,0.05441228858783124,0.2734485138503276,0.2734771938137846,1.9793841002588866,1.9593134971887178,0.0,0.0,0.0,0.9445787108980501,0.0
600,0.0,0.060224110313650214,0.20121408219224793,0.0011910849296868976,0.001966000680789234,0.054033190042844036,0.05376473635893152,0.27594200401269564,0.27529179140881627,1.989815610349418,1.975803928330338,0.0,0.0,0.0,0.9538277925107553,0.0
700,0.0,0.05964451904642597,0.20143034569592175,0.001282830328141372,0.0018369411544673362,0.0535128092138006,0.05409320808947367,0.2785069266358546,0.27895921391837103,2.007617665027131,1.9427461545520832,0.0,0.0,0.0,0.9583366784449199,0.0
800,0.0,0.059802607075713575,0.20134052244866588,0.0012375794108431613,0.001844913026955823,0.05483155772181119,0.054952556485248376,0.27405057302250346,0.2769471345428713,1.977024968625257,1.9619778437005408,0.0,0.0,0.0,0.9502530338022879,0.0
900,0.0,0.06057414325518099,0.19918991517429369,0.0011813308861487626,0.0017586087555934663,0.0544804057150659,0.05346970272394095,0.27757004967993565,0.2781642935485061,1.9692886996823764,1.9579691045947374,0.0,0.0,0.0,0.9582206848274079,0.0
