miliseconds,CKX3m,Auxin,Cytokinin,AHP6m,AHP6p,IAA2m,IAA2p,ARR5m,ARR5p,PHBm,PHBp,CKX3p,PIN3m,PIN1m,PIN7m,miRNA
0,0.0,0.059999947823955374,0.2,0.0009140486892891873,0.0009150317828450659,0.054462855027572296,0.054462858008226256,0.275859230096257,0.2758592198389428,2.000000155098912,1.9999839096787189,0.0,0.0,0.0,0.954529261372234,0.0
100,0.0,0.05999998058296669,0.2,0.0009140450433247626,0.0009141132982516523,0.05446294051763739,0.05446283628569262,0.27585923000650353,0.27585922423505876,1.9999984097183379,1.999986468089996,0.0,0.0,0.0,0.954529316519307,0.0
200,0.0,0.060000017103107865,0.2,0.0009138518417746693,0.000914604263415665,0.05446285588227754,0.05446287616874683,0.2758592273211802,0.2758592275141685,2.000000471345024,1.9999855244265237,0.0,0.0,0.0,0.9545299492326803,0.0
300,0.0,0.06000001046728251,0.2,0.000913887541318231,0.0009143210619677206,0.05446285153628212,0.054462933519525386,0.27585922460476514,0.27585922730118234,2.000000387310105,1.9999977191953358,0.0,0.0,0.0,0.9545302632647563,0.0
400,0.0,0.06000002107287218,0.2,0.0009140384739110562,0.0009141380140892815,0.054462863471665665,0.05446294994694548,0.27585923098267706,0.2758592243036883,2.000000247387146,1.9999816413120333,0.0,0.0,0.0,0.9545291059270621,0.0
500,0.0,0.05999996160391173,0.2,0.0009139196317267368,0.0009147714860819842,0.054462974936043754,0.05446284033945989,0.2758592291691925,0.27585922816636455,2.0000000961529727,1.9999846852833545,0.0,0.0,0.0,0.9545299328777452,0.0
600,0.0,0.05999997711084836,0.2,0.0009138795173954969,0.0009147440670276505,0.05446288921419789,0.05446284611438686,0.2758592263107298,0.27585922278608704,1.9999999165680113,1.9999909031004681,0.0,0.0,0.0,0.9545296475122076,0.0
700,0.0,0.06000001479182265,0.2,0.000914016270121316,0.0009145922215397154,0.05446295659615201,0.05446290453626789,0.27585922440848193,0.2758592240476557,2.000000547947904,1.9999989576390764,0.0,0.0,0.0,0.9545301569452482,0.0
800,0.0,0.060000008084159076,0.2,0.0009138704341534507,0.0009139206191353829,0.05446289664465498,0.054462954643742366,0.27585922711373834,0.27585923207709767,2.0000003977045253,1.9999902985501548,0.0,0.0,0.0,0.9545294174166117,0.0
900,0.0,0.059999992386744146,0.2,0.0009138031612486194,0.0009140580369632837,0.05446296306126342,0.05446288979708349,0.2758592338546143,0.27585922318703837,1.9999991346193338,2.0000070952031836,0.0,0.0,0.0,0.9545295768251545,0.0
1000,0.0,0.05999999977183789,0.2,0.000913929163949557,0.0009141718198659786,0.05446291437318784,0.05446292402540427,0.2758592279199485,0.2758592284365004,1.9999998940116908,2.000003850201356,0.0,0.0,0.0,0.9545291375885292,0.0
1100,0.0,0.059999964653776806,0.2,0.0009138863024759304,0.000914489661159741,0.05446290891106002,0.05446291288576884,0.27585923283237407,0.2758592284103143,2.0000008718107583,1.999993996284931,0.0,0.0,0.0,0.9545299231878515,0.0
1200,0.0,0.06000000102376664,0.2,0.0009138110346426872,0.0009136200696507149,0.054462969319855864,0.054462891375176986,0.2758592277787756,0.2758592310769751,2.000000086387963,2.000000326902384,0.0,0.0,0.0,0.9545290462517422,0.0
1300,0.0,0.060000016568273584,0.2,0.0009139559186407562,0.0009144512642736053,0.054462871580477766,0.0544629101801838,0.2758592354821607,0.2758592288360097,2.000000053755618,2.000007314481697,0.0,0.0,0.0,0.9545289669478058,0.0
1400,0.0,0.059999979422060805,0.2,0.0009140041397810994,0.000914540435781058,0.0544629596533776,0.05446296008234678,0.27585923604965185,0.2758592279949979,1.9999989609495141,2.0000086015801033,0.0,0.0,0.0,0.9545292177836184,0.0
1500,0.0,0.05999999833141739,0.2,0.000913780249327372,0.0009143463180478485,0.05446287940764893,0.05446291404049361,0.27585922847290467,0.2758592310204411,1.9999988653705743,1.999989726692554,0.0,0.0,0.0,0.9545300160075307,0.0
1600,0.0,0.060000021587707585,0.2,0.0009138562800429029,0.0009139844196869268,0.05446290418576839,0.054462860536961644,0.2758592363148237,0.2758592361675455,2.000000118948314,2.000002110217304,0.0,0.0,0.0,0.954529779039628,0.0
1700,0.0,0.06000000976166102,0.2,0.000913986623017069,0.0009135428061861394,0.05446295652239322,0.054462885796463835,0.2758592324652603,0.2758592351948538,1.9999997763146122,1.999990569607398,0.0,0.0,0.0,0.9545303365572998,0.0
1800,0.0,0.059999968294929915,0.2,0.0009138402170678425,0.0009140973340567491,0.05446286241504829,0.054462894913971244,0.2758592256191005,0.27585922695191506,2.00000063222246,2.0000112979640625,0.0,0.0,0.0,0.954529382611219,0.0
1900,0.0,0.059999999859285336,0.2,0.0009137705076487957,0.0009143751752701894,0.054462955515322965,0.05446296383954818,0.2758592360627726,0.27585923182556044,2.0000008313499587,2.000000366594946,0.0,0.0,0.0,0.954529706767654,0.0
2000,0.0,0.059999978842868305,0.2,0.0009138469875753832,0.0009138222022801986,0.054462955112942274,0.0544629907167701,0.27585923205491514,0.275859231020849,2.000000555704716,2.0000118017995527,0.0,0.0,0.0,0.9545291190546367,0.0
2100,0.0,0.05999998471014729,0.2,0.0009139892066507123,0.0009142179334326571,0.05446293791376938,0.054462990554686716,0.27585922668161755,0.2758592348869822,2.0000005651297648,1.9999862000142308,0.0,0.0,0.0,0.954529741392714,0.0
2200,0.0,0.060000002762433835,0.2,0.0009137708352211987,0.0009139222696290812,0.054462876903811054,0.054462890851973235,0.2758592310738879,0.27585923417205416,1.9999996418622383,2.0000009809307846,0.0,0.0,0.0,0.9545296346312147,0.0
2300,0.0,0.0600000299725268,0.2,0.0009139910472128418,0.0009136347846961868,0.0544629942900694,0.05446297116172348,0.2758592284617331,0.2758592291748094,1.999999861087287,2.0000112114176383,0.0,0.0,0.0,0.9545299764954859,0.0
2400,0.0,0.059999972285366236,0.2,0.0009139663127720981,0.0009137452611529657,0.05446295557098781,0.05446297270667891,0.27585922739226804,0.2758592278612921,2.000000348441077,1.9999912435604983,0.0,0.0,0.0,0.9545302287079309,0.0
2500,0.0,0.059999967549944196,0.2,0.0009139826270877435,0.0009134255917959245,0.05446292033285178,0.05446289577973775,0.2758592363549541,0.2758592370264153,2.0000007885485065,1.999988253463604,0.0,0.0,0.0,0.9545294939467098,0.0
2600,0.0,0.0600000274505175,0.2,0.0009139524560263353,0.0009144213713357662,0.05446286646708269,0.05446296822288634,0.27585923072129115,0.2758592377241811,1.9999991663846497,2.0000044538724238,0.0,0.0,0.0,0.9545292883596507,0.0
2700,0.0,0.06000003216834815,0.2,0.000913960759196188,0.0009134634121820097,0.05446287534230998,0.054462892551756056,0.27585922875576613,0.27585923815504076,1.9999993837718997,1.9999919650877929,0.0,0.0,0.0,0.9545292773209716,0.0
2800,0.0,0.060000007106095626,0.2,0.0009139268342449112,0.0009134172780577564,0.0544629891178588,0.05446296227387058,0.2758592290980076,0.2758592335955467,2.000001082752084,1.9999885412814888,0.0,0.0,0.0,0.9545292843076931,0.0
2900,0.0,0.0599999998739522,0.2,0.0009138556593593141,0.0009138365795296011,0.05446295280268033,0.05446290963213533,0.27585922869472956,0.2758592327029796,2.000001110211996,1.999986569829003,0.0,0.0,0.0,0.9545299046399833,0.0
3000,0.0,0.059999991118343275,0.2,0.0009139569014954223,0.0009141558248620295,0.05446291027036664,0.054462933901069786,0.27585922861339257,0.2758592303219032,1.9999990837518289,2.000010602165231,0.0,0.0,0.0,0.9545300836738644,0.0
3100,0.0,0.05999999168388394,0.2,0.0009138049427755504,0.0009139644090704898,0.054462992179622464,0.05446290974015325,0.27585922897918613,0.275859237750327,2.0000008601658523,1.9999967965751413,0.0,0.0,0.0,0.954529271815501,0.0
3200,0.0,0.05999999079772612,0.2,0.0009138406314773984,0.0009139074725715144,0.054462887884782735,0.05446293809876034,0.27585922788226996,0.27585922993009226,2.0000001908708507,1.9999992893059113,0.0,0.0,0.0,0.9545303082212057,0.0
3300,0.0,0.05999999189612178,0.2,0.0009138213778842919,0.0009142134209464356,0.05446297988188246,0.05446291642576018,0.27585923097309945,0.27585923000344953,1.9999991895903617,2.0000088332754666,0.0,0.0,0.0,0.9545303012248779,0.0
3400,0.0,0.06000000076572159,0.2,0.0009138022813049278,0.0009143153414250609,0.05446294347291611,0.05446287226601128,0.27585923372259474,0.27585923605859336,1.9999992362717895,1.9999944190549581,0.0,0.0,0.0,0.9545300094823356,0.0
3500,0.0,0.059999983966427736,0.2,0.0009138846589629662,0.0009141381960270725,0.054462923517771135,0.05446289613419349,0.27585922908682387,0.27585923056855505,2.0000003272026583,2.000007595868683,0.0,0.0,0.0,0.954529178002326,0.0
3600,0.0,0.05999999577438605,0.2,0.0009137927049482416,0.0009138475204316839,0.05446288594925041,0.05446298306148491,0.2758592328264845,0.2758592310052644,2.0000005494234894,2.0000127828215715,0.0,0.0,0.0,0.9545294191703348,0.0
3700,0.0,0.06000001201898736,0.2,0.0009139332014901298,0.000913641503278271,0.05446294462822586,0.054462956434245854,0.27585923218778263,0.2758592308679346,2.0000002304061715,1.999992101401424,0.0,0.0,0.0,0.9545293357944563,0.0
3800,0.0,0.05999998142625447,0.2,0.0009138857209566865,0.0009143630517969111,0.05446291116763831,0.05446290908687033,0.2758592350921314,0.2758592384357863,2.0000007778018802,1.9999955181565099,0.0,0.0,0.0,0.9545302338755118,0.0
3900,0.0,0.05999999730855374,0.2,0.0009138665238415563,0.000913692237371971,0.054462902066378736,0.054462942861201284,0.275859232988945,0.2758592336054916,2.000000170598197,1.9999866599941978,0.0,0.0,0.0,0.9545302285217172,0.0
4000,0.0,0.05999999928227652,0.2,0.0009138578161075776,0.0009134245527630017,0.05446293329326497,0.05446297073962451,0.2758592270088007,0.27585923323652534,1.9999988570318472,1.9999900444695562,0.0,0.0,0.0,0.9545296962408012,0.0
4100,0.0,0.060000012823478985,0.2,0.0009138420970136503,0.0009141476585569915,0.054462938283819894,0.05446286720725688,0.2758592334148485,0.27585923115532274,1.999999458423413,1.9999946508656619,0.0,0.0,0.0,0.9545305104005944,0.0
4200,0.0,0.05999996957213381,0.2,0.0009137586316301006,0.0009135822561955158,0.054462876740769765,0.05446300051130065,0.27585923704248155,0.2758592297433979,2.000000180363746,1.999997989062156,0.0,0.0,0.0,0.9545297465409321,0.0
4300,0.0,0.06000000869449103,0.2,0.0009138510131200729,0.0009133307384917703,0.05446298778693842,0.054462942290074715,0.2758592385643791,0.2758592271601215,2.0000010146200733,2.0000120044998746,0.0,0.0,0.0,0.9545291841945205,0.0
