milliseconds,CKX3m,Auxin,Cytokinin,AHP6m,AHP6p,IAA2m,IAA2p,ARR5m,ARR5p,PHBm,PHBp,CKX3p,PIN3m,PIN1m,PIN7m,miRNA
0,0.0,0.06000000001168111,0.2,0.0009138678555734812,0.0009138673539767568,0.05446293496874984,0.05446293497136647,0.2758592330131374,0.27585923301365856,2.000000000376495,2.0000000072179307,0.0,0.0,0.0,0.9545297948801892,0.0
100,0.0,0.06000000001045805,0.2,0.0009138678624202684,0.000913867382057391,0.05446293496714548,0.05446293496858886,0.2758592330123081,0.27585923301328025,2.000000000345603,2.000000006431737,0.0,0.0,0.0,0.9545297948554896,0.0
200,0.0,0.06000000000945058,0.2,0.0009138678679866116,0.0009138674149744766,0.05446293496493412,0.0544629349662618,0.27585923301214493,0.2758592330124906,2.0000000003143263,2.0000000059922307,0.0,0.0,0.0,0.9545297948335039,0.0
300,0.0,0.060000000008758485,0.2,0.0009138678788747918,0.0009138674857016486,0.054462934964012874,0.05446293496505591,0.27585923301168896,0.27585923301212834,2.0000000002962883,2.0000000055325686,0.0,0.0,0.0,0.9545297948116053,0.0
400,0.0,0.06000000000770533,0.2,0.0009138678842463257,0.0009138675154253869,0.054462934961815604,0.054462934963702414,0.27585923301128223,0.27585923301181764,2.000000000253989,2.000000005048386,0.0,0.0,0.0,0.9545297947915227,0.0
500,0.0,0.060000000006971324,0.2,0.000913867890950205,0.000913867563841949,0.054462934959810014,0.05446293496163714,0.2758592330108732,0.27585923301131116,2.0000000002364122,2.0000000045239665,0.0,0.0,0.0,0.9545297947801245,0.0
600,0.0,0.06000000000641121,0.2,0.0009138678957400909,0.0009138676015391352,0.054462934958794805,0.05446293495990662,0.27585923301058995,0.2758592330107185,2.0000000002115925,2.000000003946039,0.0,0.0,0.0,0.9545297947635163,0.0
700,0.0,0.06000000000536659,0.2,0.0009138679013859057,0.0009138676031497798,0.05446293495762133,0.054462934958934804,0.2758592330104189,0.2758592330105661,2.0000000001762204,2.0000000035852614,0.0,0.0,0.0,0.9545297947455148,0.0
800,0.0,0.0600000000047047,0.2,0.0009138679016260011,0.0009138676397387715,0.054462934956480386,0.05446293495663239,0.2758592330100166,0.2758592330102593,2.000000000167827,2.0000000032741054,0.0,0.0,0.0,0.9545297947286351,0.0
900,0.0,0.060000000004415195,0.2,0.0009138679104876182,0.0009138676587365302,0.05446293495486295,0.054462934955652124,0.2758592330099158,0.27585923300954496,2.0000000001380966,2.000000002718577,0.0,0.0,0.0,0.9545297947081811,0.0
