milliseconds,V_membrane,h1,x1,n1,c
0,-54.874143550501046,0.9008833059339543,0.2732808852752829,0.030245855500084063,0.4002253477335901
100,-54.872430296211135,0.9008950999513796,0.2733117168672989,0.03024827254888356,0.40022561166792964
200,-54.87347287078868,0.900891812147597,0.2733396859692444,0.03025015367197888,0.4002263728957608
300,-54.87100343391488,0.9008998921980175,0.27334035687264635,0.03025044030248664,0.40023142528261085
400,-54.87211645862135,0.9009032629853274,0.27335709625104765,0.030253776744156163,0.40022978104975826
500,-54.87117846658663,0.9009050206378428,0.27336649178412203,0.030253195679603943,0.4002325026728659
600,-54.86927728277143,0.900912746223953,0.27337974297448486,0.03025553292324893,0.40023314819174133
700,-54.86949073467799,0.900915162034994,0.27343372310610925,0.030258821825651313,0.40023523247359
800,-54.86774244323586,0.9009241899288908,0.2734567276614747,0.030258133202860596,0.40023648427914404
900,-54.86567744893407,0.900928208069354,0.2734831653539649,0.030262757018852605,0.40024109171061323
1000,-54.864884095548575,0.9009234341400861,0.2734835103877214,0.030260498050468522,0.4002416319064319
1100,-54.86497529115108,0.9009364795633599,0.2735444814951129,0.030262766805935766,0.40024127097711276
1200,-54.865230369814874,0.9009376886053523,0.2735456066025913,0.030268157265632593,0.4002423295391756
1300,-54.86242497810407,0.9009345542952246,0.2735281731501101,0.030267535280714377,0.400246416232403
1400,-54.863134817328394,0.9009383471828111,0.27360822770116855,0.030269776799381885,0.40024523317602756
1500,-54.860412360809704,0.9009423832739275,0.27357090716253,0.030272504213489922,0.4002485235933788
1600,-54.85958907171186,0.9009507645705305,0.273651862658384,0.030270815464477213,0.4002519808954923
1700,-54.859183785270154,0.9009583654806589,0.27362935026848023,0.030276999353856207,0.40025286470922966
1800,-54.860077386761475,0.9009617943190172,0.27365265597241295,0.030278444254679657,0.40025192087597516
1900,-54.85822704969679,0.9009677157702285,0.27367001394944573,0.03028035640922715,0.40025458896544547
2000,-54.8562126190456,0.9009724839100675,0.2737195572747405,0.030277891617452698,0.4002585984502269
2100,-54.855959188672784,0.9009669523788255,0.2737620115226463,0.030283199807605594,0.40026004891158257
2200,-54.8545382219855,0.9009746652915176,0.2737422164241947,0.03028571019679278,0.4002597646075816
2300,-54.85514457678138,0.9009757192322495,0.27378780831341487,0.030283000050740673,0.4002598512459444
2400,-54.85459524450125,0.9009777451936646,0.2738256408784968,0.03028590621696633,0.4002646641019795
2500,-54.85396924962421,0.9009940230406968,0.27380688124347247,0.030289854898950454,0.4002623485207844
2600,-54.851624039523735,0.900987358920774,0.27381566854537404,0.030289825107602142,0.4002644771228795
2700,-54.85187239671006,0.9009903445056445,0.2738567467608039,0.03029423825460583,0.4002666794708621
2800,-54.851362950301834,0.9009983112104246,0.273888487937477,0.03029574899706785,0.4002686616295236
2900,-54.8500960849612,0.9009961538409118,0.2738838643457795,0.030294197866980597,0.4002718182113798
3000,-54.84841717045518,0.9010094029762414,0.27394486585090716,0.03029976110392169,0.40027470059814824
3100,-54.84827077380956,0.9010074425044966,0.2739743212122608,0.030299274699637474,0.40027620809164144
3200,-54.847476776471076,0.9010153747866539,0.27397717488195333,0.030302834217305202,0.4002777818935618
3300,-54.846227132386616,0.9010115504961729,0.2739998392681758,0.03030293308650997,0.4002758411820653
3400,-54.84471368375973,0.9010184085317364,0.2740372612963904,0.030304053817752804,0.4002807220500336
3500,-54.84482959556213,0.9010311689199304,0.2740262413915149,0.03030526976143481,0.4002800763054785
3600,-54.8445471649642,0.9010225408048423,0.2740602415404265,0.03030959488647286,0.4002838936172236
3700,-54.84267963902068,0.9010287753022838,0.2741027167203238,0.030309712392409545,0.400282004670942
3800,-54.84165535469167,0.9010400062657313,0.2740776611685702,0.030313507578480454,0.400283777203705
3900,-54.84105868690564,0.9010443515826925,0.27410317043958177,0.030316592971598017,0.4002865209004474
4000,-54.840956235241485,0.9010408968184596,0.27413698516058443,0.030316228400727653,0.4002871517650603
4100,-54.838398145755704,0.9010507690025262,0.27420585942720116,0.03031899306898696,0.40029247445567534
4200,-54.838599859255474,0.9010466770172627,0.27418075304507133,0.030319786934064896,0.4002902217774328
4300,-54.83770508041619,0.9010578471290187,0.27423635405246205,0.030320077814201915,0.4002934811062698
4400,-54.837326376125894,0.9010508804504849,0.27423439289323287,0.03032455679533515,0.40029489026597
4500,-54.83692727446317,0.9010653097506307,0.2742556754228892,0.030324116132864024,0.400296891375186
4600,-54.83398230268686,0.9010688704382827,0.27429860510364723,0.030325505596003704,0.4002992136928716
4700,-54.83392566509086,0.9010601398953749,0.2743020915007607,0.030329580541653578,0.4002998471700389
4800,-54.831940405707286,0.9010657036183488,0.27431355579835354,0.030332434189263666,0.40030120875906794
4900,-54.831413083752736,0.9010708627560279,0.27437577221301285,0.030333923381631652,0.4003045125888537
5000,-54.831977598342995,0.901077418935652,0.27436836999918357,0.030335828162675,0.4003067637302522
