milliseconds,V_membrane,h1,x1,n1,c
0,-54.61162788789205,0.9013305803142476,0.2799941849030113,0.0308423714357786,0.40074360599797504
100,-54.60869740676315,0.9013298414336168,0.27998342471619053,0.030841588147223452,0.40074317511423624
200,-54.60975550166104,0.9013290073183458,0.2800470879353993,0.03084825388215079,0.40074306232075685
300,-54.60796850676622,0.9013268971996298,0.28008141633107714,0.030849149417463185,0.40074713312795734
400,-54.60709157372628,0.9013270272361744,0.2801001537384619,0.030847654195689907,0.40075010102324454
500,-54.604953922479304,0.9013244703333974,0.2801083054545837,0.030849388155950157,0.40075367356484437
600,-54.6041868544118,0.9013251863672292,0.28011825171963534,0.03085562316538874,0.400753103393982
700,-54.60485881869774,0.9013223968120266,0.28017257972380166,0.03085577796110692,0.4007545477760178
800,-54.603690908209536,0.9013217546808838,0.2801678057812399,0.030861800125961795,0.4007592595568001
900,-54.60344587886286,0.9013200899816981,0.28016724072834137,0.030861034019723444,0.400759058693106
1000,-54.60220316719219,0.9013202190010129,0.28019022880625294,0.030866183125967846,0.40076043156030994
1100,-54.59936781589913,0.9013173015739421,0.28025924070286434,0.03086640491445303,0.40075989722977573
1200,-54.59840460526903,0.9013164528174189,0.28027772839334353,0.030866329127600532,0.4007630917903211
1300,-54.59810956746561,0.9013156992132051,0.28025684327307865,0.030871167021891917,0.4007636943321299
1400,-54.59685687188022,0.9013149010737569,0.2803052925087665,0.030872124038491815,0.4007700926545658
1500,-54.59576392080758,0.9013134149246167,0.28032240748170706,0.030874936672663944,0.4007686997324053
1600,-54.59691544841164,0.9013107922137022,0.2803374977969419,0.03087713324863664,0.40077332914086017
1700,-54.59564545176365,0.9013109526424314,0.280347518575976,0.030877887336971603,0.4007751609372221
1800,-54.59328201872222,0.9013093247347006,0.2804149041596522,0.03088356702869964,0.4007769050831411
1900,-54.594097551476345,0.9013080348625035,0.2804191542576678,0.030882812888223417,0.4007787377138625
2000,-54.5924922122499,0.9013072386763197,0.28045932812419927,0.030883989215138682,0.40078002346752545
2100,-54.59094950393254,0.9013053027303569,0.2804651603804844,0.03089108958187962,0.40078158673245934
2200,-54.590534783651975,0.9013027540678046,0.2804983413687071,0.030893276730241497,0.40078200232722894
2300,-54.59060484497613,0.9013015635056415,0.28052184600705815,0.03089268899435535,0.4007853383533534
2400,-54.58779302100963,0.9013003985233367,0.2805344163496473,0.03089452177208112,0.40078631932889003
2500,-54.58846319786884,0.9012999853021767,0.2805926741862606,0.030897568566866863,0.40078713122272464
2600,-54.58642043792127,0.9012987772232431,0.28059704125560575,0.030900842578256937,0.4007926798075816
2700,-54.58615712015813,0.9012966869991145,0.280608838192917,0.030903282295783072,0.4007946458644978
2800,-54.58436493445965,0.9012942297961959,0.280599729286405,0.030902126512935852,0.4007959449051945
2900,-54.58478160033476,0.9012938502561242,0.28063607480982417,0.030907190065108156,0.40079849912387405
3000,-54.58254248338192,0.9012927287014036,0.2806799827943447,0.0309070559545437,0.40079562100967037
3100,-54.5809727073391,0.9012903257645581,0.2806958083355805,0.0309125819124852,0.4008002952064949
3200,-54.58061336350868,0.9012878921609273,0.28071427165623536,0.030912572764142804,0.40079956539113676
3300,-54.580068321536416,0.9012874558634869,0.2807639731599005,0.030917719401762304,0.40080415289093124
3400,-54.579382071654216,0.9012860945819169,0.28075216714288576,0.030919026436200387,0.4008060518108833
3500,-54.57907407988567,0.901284767268503,0.2808110751621586,0.03091823301970037,0.4008076003462492
3600,-54.57858149059896,0.9012813276660369,0.2808168917993762,0.030924226331596097,0.4008105195168939
3700,-54.577759498848486,0.9012800067718816,0.2808700338154509,0.030925684255143835,0.4008138117041495
3800,-54.57556989960832,0.9012794244904347,0.2808600913264036,0.030923767812787058,0.4008148870767105
3900,-54.57625924639417,0.9012769160709068,0.2808787332424493,0.03092823722677237,0.4008132216919383
4000,-54.57480257507941,0.9012754849003308,0.2809080114854349,0.03093101148824916,0.4008161327731283
4100,-54.573081207069244,0.9012730353806503,0.28089982504085514,0.030931951002718592,0.4008213616097615
4200,-54.57211282972165,0.9012715683380997,0.2809479299626229,0.030932275423869646,0.4008185485684321
4300,-54.570679367271396,0.9012710224323263,0.28094436884784396,0.03093893001062295,0.40082087233370356
4400,-54.569735308262686,0.9012685582366495,0.28097292056705264,0.030942645429195417,0.4008275623442768
4500,-54.56910900331244,0.9012673233490982,0.2810167393811092,0.0309444833967372,0.4008251822009916
4600,-54.569106282089656,0.901265458665316,0.2810476442859532,0.030943104780628058,0.40083144409576515
4700,-54.567734177123164,0.9012644649446804,0.2810449196999792,0.030945813917478363,0.40083188172641465
4800,-54.56726213667645,0.9012609608129807,0.28110863169720585,0.03094571613316354,0.4008340056288968
4900,-54.5649297104403,0.9012602864766747,0.2811434545136909,0.030948670632371285,0.40083415220000346
5000,-54.564850729324974,0.9012581042958809,0.2811358878475652,0.030955969994480456,0.40083407761615364
