miliseconds,T1,T2,T3,C1,C2,C3
0,5.960434945232031,4.97372983311731,0.9967133075442378,0.0277586722828142,0.01604213259504474,0.003270056748773743
100,5.657921486875469,4.631458126034844,1.0770019602408194,0.36000201417713334,0.29596221404676204,0.017906703256969664
200,5.328193470450797,4.406657436273185,1.1552838249842206,0.7039416124439086,0.5468016825705159,0.04128153921702551
300,5.057935419186935,4.1246230532749095,1.2004032113739544,1.0383191617280492,0.7452790780261054,0.05226919399676877
400,4.773391626755651,3.8380439521453567,1.249684347294249,1.2919510826463316,0.9642735740175353,0.07352107899703701
500,4.570315991802378,3.673212488172583,1.274741909055146,1.567047072406385,1.0967226402324477,0.10314588402661128
600,4.380060338746416,3.487485323084569,1.3009089192668537,1.7281779906578711,1.2777181835716507,0.1132779482345331
700,4.249885790165791,3.330126225319814,1.3262273771592579,1.913487001021104,1.4002344267640299,0.13409201065036383
800,4.07638657219753,3.164523399850492,1.3295617251573022,2.174336621622151,1.5117947904183193,0.16506468374065936
900,3.956003893499786,2.9443780199790384,1.3325637119798175,2.3522770575510044,1.6083638679484558,0.18705590151632068
1000,3.78377938126189,2.856774472388193,1.3412399587921804,2.4580402819364626,1.7081064677240572,0.2036923086292125
1100,3.6512907528028813,2.700215972933523,1.336058563672355,2.6292444193547784,1.768970449982269,0.22740920072837642
1200,3.6018395485256747,2.6108392310023993,1.3261063589599282,2.705392305921835,1.8696679695469471,0.24951587590538937
1300,3.477026299298483,2.4809337301856424,1.3165634085857434,2.8023737125799046,1.93192413850438,0.2657254214551796
1400,3.3708007970083473,2.417996057000916,1.3110299382238084,3.0028747082885956,1.975735865470777,0.2927911458385187
1500,3.316126734341239,2.364536071585876,1.2956790843505974,3.014957767201181,1.9900485872629619,0.299316961481821
1600,3.236543859557107,2.2185520045021945,1.284314742157611,3.170130669512274,2.039691548617309,0.3184402564690238
1700,3.1925452489522828,2.1840246563171677,1.2713330023277154,3.2278441405184957,2.108793134673126,0.3436038103772099
1800,3.088088738652895,2.0976999150635325,1.2553785860650808,3.3266072776849036,2.1136365838373035,0.3497572881660689
1900,3.0831801075628444,2.083205985624443,1.2429832793496864,3.412533076718558,2.162979248254946,0.3796741957847649
