miliseconds,T1,T2,T3,C1,C2,C3
2000,3.032247560673449,1.9916474439560554,1.2323008484102178,3.3880949202511905,2.1751539128455355,0.3796212644406963
2100,2.936440208151379,1.9787284735461184,1.2143425394832261,3.5388485984069096,2.2035144124648607,0.392578241108959
2200,2.951020648100578,1.9146188869896223,1.201697674115396,3.5002134273295304,2.1881545647466645,0.40730607045191475
2300,2.9022135733382513,1.8721530578228327,1.1861140205755898,3.6356470095848556,2.2507486067026155,0.4170094987873744
2400,2.803788194142683,1.854175227624921,1.176891840845409,3.6366054723519587,2.245330441615931,0.441176543835613
2500,2.7959218609090515,1.7582463102558643,1.1626101370772022,3.6571841392463122,2.2597416939682713,0.4469980611999935
2600,2.747027824427016,1.752236282412106,1.14255529619496,3.7231159100820883,2.268578185170995,0.4520773750633644
2700,2.7929401559910745,1.7411076358303021,1.137547184624479,3.7554426513909163,2.28764893701537,0.4608753874040531
2800,2.7104069098331998,1.6559094084361201,1.1193370352282788,3.824015485111287,2.275329093243902,0.48051555210758995
2900,2.7109625504470167,1.6772393876642209,1.119056073376524,3.9138738705271767,2.278811258687177,0.4822374875146082
3000,2.7129553695617497,1.6114621790855481,1.1010822100013296,3.925809628091427,2.2634212628372388,0.4823512749419598
3100,2.6995209778377025,1.638181836359474,1.0951480858280132,3.975974910579884,2.287583885436316,0.5041876237794239
3200,2.665630223312086,1.5519498293497371,1.0848720690843763,3.938790971173714,2.292934450730032,0.5101487966075838
3300,2.6112513737460263,1.5804493749569795,1.077401039500261,3.9578158691722676,2.2673179795938756,0.5161837538531526
3400,2.626241119817414,1.5729257755510615,1.0671046667638087,4.053968202431545,2.288087479199087,0.5236481574822162
3500,2.6422608296347283,1.5437770168250669,1.0585949394078693,4.04722398275189,2.280372666458418,0.520800786240676
3600,2.5793285127591585,1.5564577223863787,1.0573854803826392,4.06978638174604,2.297883819434015,0.5328096179610992
3700,2.6104793287157197,1.514556004408421,1.044817324089475,4.130934182747481,2.299327940626728,0.5354907138993864
3800,2.544088156220731,1.533643280581441,1.0410036822687434,4.146001690182191,2.2450149310507834,0.5337204098627208
3900,2.551303032414817,1.443975693740267,1.0363676381724165,4.157794427494176,2.2602907448925347,0.5488338183122634
4000,2.5523296304215064,1.4361610333937016,1.0321765460989234,4.148261337034984,2.254275417404713,0.5482815975337981
4100,2.5441990150768503,1.497402746361005,1.0235628061026574,4.196977460966771,2.2328693406987052,0.5560952232946548
4200,2.51233132164422,1.4284373348341555,1.0202433919214722,4.223074783381517,2.256205152921783,0.5690976820800677
4300,2.5884201699531264,1.4532260432847548,1.009548496233491,4.231911035978765,2.247189814728566,0.5647398332223439
4400,2.5557671082738573,1.4614497648636582,1.0117120118896739,4.218226242859664,2.2397405977440084,0.5650942696918126
4500,2.50058330531758,1.4284146852770923,1.00298822137831,4.23328083986889,2.2152890027622907,0.579885664975115
4600,2.556345736797635,1.4423672706350914,1.0081321882285847,4.29957911112515,2.2338485222429165,0.5705109518076931
4700,2.4876730847082027,1.409107611717915,0.9973728133095382,4.305473973762612,2.2165407384665965,0.5701464054740836
4800,2.5522366290824827,1.440183291033518,0.9912674096563111,4.334104249409869,2.22660644231178,0.5853891255224924
4900,2.529529795477273,1.3948496212700048,0.9896487639881941,4.287859017301382,2.1841098160889274,0.5803866141172759
5000,2.533166955061773,1.377675553118439,0.9957409492477066,4.325437614661053,2.1769460901422515,0.594788860334969
