miliseconds,T1,T2,T3,C1,C2,C3
0,6.012733516139868,4.966884651046878,0.9987990245916272,0.04091368457100212,0.021412246781609457,0.006610269254914583
100,5.635758515526529,4.671458186395541,1.0764481043391814,0.32473415421013146,0.28054811106704924,0.01699031873716443
200,5.326339819065338,4.432819967914441,1.1500796665793156,0.7643101627970992,0.5298831900095607,0.02602223342890707
300,5.039800760812673,4.131314839218249,1.1992059836288702,1.0245143598568442,0.758420681030984,0.06176050602155261
400,4.8431171295789435,3.8909630065477825,1.2474688878678313,1.2784302887452323,0.9521675705893812,0.07211474316285328
500,4.55552091906275,3.6504434074692385,1.2821050081214822,1.5139353481963111,1.1129155293510118,0.09062683834128991
600,4.363114063310381,3.5131821356000668,1.302057408448967,1.732293462637707,1.2423288141772915,0.11156997257942157
700,4.204820215777956,3.2794978254327223,1.3202854260153245,1.9097061343563293,1.402142824981322,0.1432415383708817
800,4.062910193586405,3.0790735841918506,1.3268167009086853,2.169724889835459,1.5126544840076612,0.16350039807848427
900,3.8930740753226982,2.929910546687472,1.3411486672556618,2.3421173579530605,1.6351809741584022,0.1819510607051052
1000,3.766932660661742,2.8750706238276225,1.340282072065314,2.410456499788798,1.7162483132735384,0.21001088932249184
1100,3.6646916124555333,2.6918889732806206,1.3315024241793965,2.636241279940561,1.790692942710117,0.22613865886488857
1200,3.595967929308958,2.5692634260614993,1.330521175211081,2.7277363194107123,1.8465989382160204,0.2539232479969584
1300,3.479527609009717,2.4903140352331867,1.3194061785233508,2.8859420572090486,1.902678685708651,0.26860279794761815
1400,3.381189254251822,2.413103240170556,1.3099173873973096,2.96973548822724,1.9480039817683434,0.2882712115843372
1500,3.287463142702439,2.316535020530512,1.30194213481057,3.0254057439205053,2.0174090225399395,0.3102111266787735
1600,3.2411587879667323,2.275738089595786,1.2798611121851202,3.143157875644435,2.0558287100186883,0.32539307288030256
1700,3.117432152961439,2.1223328425052674,1.267872929364915,3.2128782967506835,2.091675027637738,0.34503858084808514
1800,3.0987772011507073,2.1004955451430205,1.2615332387238496,3.2942671420771745,2.116215960569565,0.35930089059245074
1900,3.0241572951753946,2.0885325647404405,1.2460523521292846,3.3752181873439824,2.1277107552731995,0.37415643210100935
2000,3.0434362525219902,1.9542686260734956,1.2226140477052958,3.3985800132372948,2.182638914878689,0.3774587859734996
2100,2.937187992706002,1.9264149738453236,1.2091140229388064,3.48673713462358,2.2115971810843904,0.3983809825647266
2200,2.8816399025493054,1.8947833921117743,1.20342636457165,3.5842835576399783,2.2201532082524027,0.4194269370312137
2300,2.898998471634761,1.8006026553019412,1.191317813455417,3.5494993235495835,2.257050823772193,0.4194822833789433
2400,2.8774399587491977,1.7953743096360435,1.173825896712813,3.660255024568175,2.236992993040172,0.43422251183941724
2500,2.85075677734652,1.8018341905028956,1.1612604105222453,3.755517982626996,2.261553150254324,0.4517660566988819
2600,2.753212237254155,1.7331828498368016,1.1524517893842139,3.7118267928839925,2.240693857321832,0.4636390692817486
2700,2.71582570986261,1.7041221927256105,1.1375044221115587,3.8090195954535897,2.241355297987737,0.47215699725787363
2800,2.757911710109315,1.7261253561809793,1.1251664897170515,3.839808546771765,2.283916120547374,0.47261662211687394
2900,2.7383817432009105,1.6081512806697416,1.1155260850020265,3.881000435604903,2.257694094840596,0.48918520028228685
3000,2.656134185363772,1.6464034270202794,1.1016231566047074,3.915729232722929,2.2774172018512258,0.4967351042425045
3100,2.672792982824313,1.5753244005671896,1.096335785816819,3.9736804868453754,2.300860680998277,0.49712415761134204
3200,2.6418183577621543,1.5793023279883558,1.084674639451315,3.992112119502331,2.2805398288232683,0.5005937564355408
