milliseconds,Sti_g1,Sti_g2,Sti_g3,Sti_g4,Sti_b1,Sti_b2,Sti_b3,Sti_b4,Ra,Rd
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711940.5471482177,10244.19264887968
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712307.6120866647,10256.919048707656
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713309.9787255629,10276.720102355255
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714763.8140427016,10316.291661650348
400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716771.7486660681,10328.890406017896
500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718484.9138215939,10355.139963737147
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719317.9356733995,10394.029067959596
700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719587.5586518445,10400.517109750357
800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721191.8403558626,10449.789801108285
900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722426.6025503136,10471.688855064156
1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723924.5853891443,10514.541809523416
1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724692.8217904674,10515.910862572553
1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727216.4653500915,10539.244643654352
1300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728290.5256341179,10600.840854626234
1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729205.1862834754,10627.459036507866
1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731330.8030457522,10655.066551212009
1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731903.5545538928,10681.25329733321
1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733275.1162661122,10690.984396885331
1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734072.0437359262,10718.216451183538
1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735822.988863375,10756.872806456167
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737618.728645729,10772.934098978118
2100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738881.2941393924,10799.043980438053
2200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739937.0728681949,10828.470164689634
2300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741406.003914765,10848.59598992232
2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743113.645163562,10884.35140451417
2500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743901.3398150477,10929.787369142563
2600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744991.0565573948,10965.47557379335
2700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746860.888404774,10986.635532214823
2800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747485.6028852352,11010.67073794249
2900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748878.9091795251,11031.315225313001
3000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751076.2640827296,11062.53755387198
3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750958.2258726323,11077.434367487762
3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752222.9688695163,11135.546208920186
3300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753516.1559613515,11141.635356678862
3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755232.2334961606,11186.859908781633
3500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756461.8431948004,11203.097034626424
3600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758782.5916961164,11226.619182794268
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759294.3960555795,11279.667383461927
3800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760166.282419551,11289.81488842629
3900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763022.6307720559,11324.228218270942
4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764157.2082261979,11331.918543603157
4100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764580.7161911342,11391.469239685772
4200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765641.1518770688,11414.630711549027
4300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768358.601902319,11446.109520646325
4400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769084.3362627187,11460.04392496262
4500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770360.7578903787,11497.807295597628
4600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771582.2859062342,11504.537357724024
4700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772626.5908325072,11560.483648953938
4800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774857.311721663,11566.378350843224
4900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775688.1101818314,11606.972026667449
5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777166.6541134723,11652.705887591237
