milliseconds,T1,T2,T3,C1,C2,C3
0,6.0,5.0,1.0,0.0,0.0,0.0
100,5.652974613187491,4.678424726471482,1.0820723857195387,0.37670041635557255,0.28207978370156506,0.015996546520879933
200,5.342876998595723,4.387229531063214,1.1494450737893585,0.7153476325669634,0.5309985112822365,0.034028733947032805
300,5.065685398298501,4.123269907530418,1.2037841115645125,1.0198229551569544,0.7505002713374344,0.05369563838079594
400,4.817751927725181,3.8837643886622106,1.246656407605677,1.2937791868664317,0.9439665499498995,0.07459685565228424
500,4.595794667136303,3.66624967934373,1.2795202889645392,1.5405809417617684,1.1144283270094713,0.09635485612631961
600,4.396879888542347,3.4685409843618342,1.3037197385362798,1.7632788386316172,1.2645861834568182,0.1186279614576049
700,4.218397701199886,3.2886949604825664,1.320481312355195,1.964605154690826,1.396835892093416,0.14111752366913194
800,4.058035681086608,3.1249802636972137,1.3309144726441808,2.146987433315284,1.5132948132381243,0.1635693166001529
900,3.9137510535273528,2.9758511038168955,1.3360142913050097,2.3125698432471347,1.615829201268535,0.1857723877652612
1000,3.7837432038179073,2.839923795303822,1.3366657010596241,2.4632381116483555,1.706080849437316,0.20755643606500343
1100,3.666427278162731,2.715957005134734,1.3336494682865563,2.6006466582614816,1.7854921912450818,0.2287878891088889
1200,3.5604094936193085,2.6028353735380647,1.327649583047094,2.7262460860244984,1.85532949189023,0.24936520378669014
1300,3.464464769582033,2.4995553094984913,1.3192610694359272,2.841308471760274,1.9167037149815243,0.26921432558615294
1400,3.3775161659643578,2.405212309336851,1.3089980219655573,2.946949865065114,1.9705896078575136,0.2882845090013959
1500,3.2986165188147836,2.3189898382308693,1.2973014604703736,3.044150264838404,2.017842691004634,0.306544549288478
1600,3.2269321193712583,2.2401498414550054,1.2845470656299585,3.1337715626288842,2.0592142403969924,0.3239792778421883
1700,3.1617283035970405,2.1680246011679647,1.271052632384901,3.21657341092363,2.095364434145188,0.3405864019601153
1800,3.102356763264743,2.1020095525048825,1.2570850534506486,3.293226914958492,2.1268739144727284,0.3563737901637279
1900,3.048244433909933,2.0415568557059274,1.2428667116094092,3.3643263131553276,2.1542539354646397,0.3713572083865558
2000,2.9988838252919185,1.986169682350422,1.2285812673546872,3.430398993828798,2.1779552068753327,0.38555843162831627
2100,2.9538246333155365,1.93539717786686,1.2143788792631702,3.4919141504048086,2.198375564698693,0.3990036582647076
2200,2.9126664628548338,1.8888300025990807,1.2003808867562331,3.549290252087933,2.215866631238577,0.4117221918644087
2300,2.87505251578349,1.846096342047479,1.1866839695108258,3.6029014516522335,2.2307396133131223,0.42374537089806985
2400,2.8406641283343856,1.8068583163596155,1.1733638049759343,3.653083067967538,2.2432703472102284,0.4351057164943266
2500,2.8092160538116184,1.7708087540365316,1.160478264706323,3.7001362954363994,2.253703675800587,0.4458362587134159
2600,2.7804523885453243,1.73766829920903,1.14807020007436,3.744332271431905,2.262257242608164,0.4559700060386608
2700,2.754143047041305,1.7071828131583586,1.136169863609117,3.785915597009485,2.269124787472074,0.46553953339167314
2800,2.7300807076439866,1.6791210303244621,1.1247970042054032,3.8251073832788984,2.274479016109797,0.4745766704007371
2900,2.708078195671677,1.6532724564736918,1.1139626475886266,3.862107854986421,2.2784740673165613,0.48311227896219183
3000,2.687966260036159,1.629445497035123,1.1036705902236992,3.897098589618121,2.2812476393197163,0.49117610299637043
3100,2.6695914132213856,1.6074656334796331,1.0939188398446746,3.930244668580812,2.282923025640289,0.4987966262951049
3200,2.652813947630533,1.5871737043055674,1.0847009270566632,3.961696667820997,2.283611002338878,0.5060009617609071
3300,2.637507133533114,1.568424915727853,1.0760063368232462,3.991591508624628,2.2834106413445863,0.5128149411640717
3400,2.6235549624286088,1.5510869903452547,1.0678220099102154,4.020054706535303,2.282411429715594,0.519262944192933
3500,2.6108519769205256,1.5350395902056664,1.0601322959208845,4.047200603218135,2.2806934900325633,0.5253680890739489
3600,2.5993018428220553,1.5201730532640183,1.052919816600067,4.073133802418511,2.2783289072472113,0.5311521704211716
3700,2.58881628545851,1.5063872832038852,1.0461660833132946,4.097950265240152,2.2753827622261174,0.5366356886671381
3800,2.5793144797790077,1.4935910468228357,1.0398517413694297,4.1217379466973165,2.2719136920988836,0.541837904161408
3900,2.5707222767054416,1.481701131094627,1.0339569629938308,4.144577604227572,2.2679746419308953,0.5467768776883054
4000,2.562971397946581,1.4706414739348181,1.0284618538834183,4.166543631279341,2.2636136281376373,0.5514695105738858
4100,2.555999164488393,1.4603427332897794,1.0233464627311082,4.187704369442017,2.2588740051790777,0.5559316279173446
4200,2.5497479202963347,1.4507416347099973,1.0185910237118057,4.208122711442287,2.2537950046248905,0.560178026467343
4300,2.544164481719162,1.4417803242129739,1.0141761759252814,4.227856683903489,2.248412259073659,0.564222529585095
4400,2.5391999263313862,1.4334060573738485,1.0100829390366035,4.246959682495449,2.2427579814573932,0.5680780486687593
4500,2.5348091147493497,1.4255706574068214,1.0062928914788276,4.265480974124773,2.2368614086795326,0.5717566252802448
4600,2.5309503319269453,1.4182300552940752,1.0027882545561018,4.283466084079644,2.230749133483202,0.5752694908696383
4700,2.5275850823128767,1.4113440315114487,0.9995518869425,4.300957017955281,2.2244452767251244,0.5786271072881195
4800,2.5246777866014853,1.4048758231829812,0.9965673433716686,4.317992591148681,2.2179717677669686,0.5818392215380196
4900,2.522195510091855,1.398791785490674,0.9938189119248624,4.334608721122115,2.211348585004975,0.5849149114483128
5000,2.5201078343745276,1.393061205979895,0.9912915721838249,4.350838572862163,2.204593860666724,0.5878626279256486
