milliseconds,s118,s119,s120,s122,species_3,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_18,species_19,species_20,species_21,species_22,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66,s126,s135,species_74,species_75,species_76,species_78,species_80,species_81,species_82,species_83,species_84,species_85,species_86,species_87,species_88,species_90,species_91,species_98,species_99,species_100,species_101,species_104,species_105,species_106,species_107,species_108,s138,s139,s140,species_92,species_94,species_95,species_96,species_97,species_102,species_103,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30
0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,85.0,0.0,0.0,34.0,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,0.0,0.0,40493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,100.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1.426505850378401e-17,3.285605526466933e-39,7.512973033609375e-41,3.032436547741929e-45,0.0,10.717379184018586,0.0953786952461372,0.0,0.0,0.0,0.0,1000.0,7.72814988733539e-19,0.0,8.371476352517269e-41,0.0,0.0,1.8903417076966805e-24,4.374125504083801e-61,50.0,4.725694500749971e-22,3.384402321387721e-44,5.671396905298983e-57,83.73356116064794,0.0,0.0,32.73356116064791,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,1.2664388393520973,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,1.4400524160488925e-48,3.0314022499187103e-44,40493.0,0.0,0.0,1.2824877035282285,0.00013311246373416913,1.452533088768937e-11,1.1006830772101739e-15,1.3058025970312817e-16,1000.0,6.990006264269985e-19,3.001194654339601e-38,6.742722814792157e-41,1.6539911236903947e-18,4.235870983317352e-22,1.6944052777283716e-24,4.17420469753604e-57,3.2107693510889584e-61,1.8001735987509817e-80,2.7153765763082843e-44,1.063178681628009e-81,7.793956267361382e-85,2.8328747796003685e-90,10.717379184018586,100.0,0.0,0.0,11.904621304753864,2.7077405960513693e-45,1.112116379945355e-50,2.3821571132294717e-47,2.8589657994310833e-53,5.357142606955661e-52,1.2836737447804955e-48,4.993534845156086e-53,3.385559117208353e-45,60.0,1.610600629902125e-48,7.777586859643348e-48,3.640129503034634e-51,2.8322467173670634e-53,6.285192097253662e-53,7.257251448364042e-52
200,1.2901210296497307e-15,6.548333188442077e-35,6.88114573965862e-36,5.365390411519415e-40,0.0,9.688240647682669,0.18952549213184167,0.0,0.0,0.0,0.0,1000.0,1.4121196983814618e-16,0.0,6.840023212489796e-36,0.0,0.0,6.855880516371543e-22,5.41401668826113e-55,50.0,1.7138566425614218e-19,5.345759195450139e-39,3.523370022142925e-51,82.53197921407205,0.0,0.0,31.53197921407201,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,2.4680207859279912,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,4.974193878416663e-43,5.361810179512721e-39,40493.0,0.0,0.0,2.311263880467317,0.0004954717998696839,4.094381507126867e-10,5.6270736111689694e-14,1.3287680638428227e-14,1000.0,1.419449698243403e-16,6.89675963868615e-34,6.926882410654775e-36,1.705023538180849e-16,1.6913675959031496e-19,6.765912063457365e-22,3.1872531524444e-51,4.892540650510921e-55,1.1054894799648227e-71,5.382338593375407e-39,1.3480795337801792e-72,2.0817596646327587e-75,1.6151627014798563e-80,9.688240647682669,100.0,0.0,0.0,11.81047450786816,5.3528790779050304e-40,8.384464669498305e-45,9.105310138966661e-42,1.9908945197698473e-47,2.0704742714680696e-46,4.953582292635667e-43,3.8011236804513835e-47,5.349335864497517e-40,60.0,4.969217920039472e-43,2.4910178018376188e-42,2.2978987495198107e-45,1.944304391640369e-47,3.821838241802942e-47,2.2840718881189004e-46
300,1.623012623612694e-14,1.547175511569123e-32,3.472715966089694e-33,3.736828785516604e-37,0.0,8.84511332812571,0.2824563017058297,0.0,0.0,0.0,0.0,1000.0,2.7283854280933226e-15,0.0,3.1818865150515014e-33,0.0,0.0,2.010005439551551e-20,8.46391171810939e-52,50.0,5.0245135972157914e-18,3.449509664051836e-36,4.197560169367992e-48,81.39069831054171,0.0,0.0,30.39069831054166,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,3.6093016894583423,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,4.691509338282896e-40,3.733447230822583e-36,40493.0,0.0,0.0,3.1538435400202385,0.001043129578839282,2.76594680303371e-09,5.246874010247954e-13,1.863548111991326e-13,999.9999999999999,3.02303718703585e-15,1.8245674310284844e-31,3.791439917962983e-33,2.4231047686321083e-15,5.417021962575368e-18,2.1670198136103046e-20,4.2686759362431055e-48,8.525592402881441e-52,8.060820445442554e-68,4.042984965003691e-36,1.1733892142247923e-68,2.1335916790511824e-71,1.925124503329625e-76,8.84511332812571,100.0,0.0,0.0,11.71754369829417,4.013230301132905e-37,1.1152413735003013e-41,9.148932524510896e-39,2.5350773914753306e-44,2.0936711934723084e-43,5.003996446933552e-40,5.081374134381328e-44,3.4526568522077923e-37,60.0,4.366196928251846e-40,2.2440262562931744e-39,2.761585765828673e-42,2.4493734368934e-44,4.488196623079529e-44,2.0362764272067037e-43
400,9.147767114060879e-14,7.0215649017762035e-31,2.8676737009638627e-31,3.7372146478102874e-35,0.0,8.142564984435383,0.37418682948517007,0.0,0.0,0.0,0.0,1000.0,2.0871380072657287e-14,0.0,2.4168390665919736e-31,0.0,0.0,2.0605240406589155e-19,1.3726802126296269e-49,50.0,5.150630145321413e-17,3.1939094777365145e-34,5.715726544954829e-46,80.30557777214382,0.0,0.0,29.305577772143767,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,4.694422227856234,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,5.632235351236937e-38,3.733150570918766e-34,40493.0,0.0,0.0,3.855691648782402,0.0017433529844166399,1.04431860193662e-08,2.4499611802323807e-12,1.1581066342864662e-12,999.9999999999989,2.52215083156844e-14,9.204868929567524e-30,3.4045454353306125e-31,1.525640849454393e-14,6.003347841352418e-17,2.401647122225184e-19,6.531846084529614e-46,1.5413044786960017e-49,9.449628615733977e-65,4.367657377877914e-34,1.4311628104608559e-65,2.7231846588334365e-68,2.5825100655185724e-73,8.142564984435383,99.99999999999999,0.0,0.0,11.62581317051483,4.3293476845828214e-35,1.6956519431969178e-39,1.1718986156177327e-36,3.6797299513209e-42,2.698057872065736e-41,6.443512570408265e-38,7.764103494993916e-42,3.1974326154662274e-35,60.0,4.882187638198445e-38,2.575317680976262e-37,3.791674876221468e-40,3.5174611111546334e-42,6.016464849954405e-42,2.3143276292651454e-41
500,3.3571348323386434e-13,1.311705951333474e-29,8.827475946039701e-30,1.4663417063962394e-33,0.0,7.548779129084737,0.4647325781543582,0.0,0.0,0.0,0.0,999.9999999999997,9.780029944851553e-14,0.0,6.859019259582018e-30,0.0,0.0,1.2225724443407227e-18,1.0045976162982955e-47,50.0,3.055923012723513e-16,1.1561578405078217e-32,3.3516798743654594e-44,79.27284525719124,0.0,0.0,28.272845257191207,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,5.727154742808792,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,2.790267337963546e-36,1.4643248500308904e-32,40493.0,0.0,0.0,4.448649759723268,0.002571057133202743,2.8740251273773693e-08,7.880580697010332e-12,4.6542152913602246e-12,999.9999999999951,1.2826566274462406e-13,1.9201960950864885e-28,1.1371607900305359e-29,6.213729631508933e-14,3.8380457697487113e-16,1.535464829205228e-18,4.394391658458581e-44,1.2939550233775613e-47,2.7905407269660356e-62,1.8576252809655777e-32,5.751161672504494e-63,1.4836120023276243e-65,1.898482329633972e-70,7.548779129084737,99.99999999999993,0.0,0.0,11.535267421845642,1.8371112074894553e-33,1.1321121351848498e-37,6.244221892847656e-35,2.3372670917142075e-40,1.446843394323848e-39,3.451038004316825e-36,5.21115680038685e-40,1.1577726794382055e-33,60.0,2.2338564662678673e-36,1.21511806518536e-35,2.2426878707821998e-38,2.1942646924621576e-40,3.4526832751642837e-40,1.0813625429938355e-39
600,9.42276430158868e-13,1.344041729646536e-28,1.3392268710424483e-28,2.6714977804915764e-32,0.0,7.040896319142937,0.5541088501596969,0.0,0.0,0.0,0.0,999.9999999999987,3.361710967064594e-13,0.0,9.701360585339388e-29,0.0,0.0,5.113999741632017e-18,2.985136839273438e-46,50.0,1.2782421964685265e-15,1.9710165341174249e-31,8.376046052082966e-43,78.28905711246848,0.0,0.0,27.289057112468463,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,6.710942887531538,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,6.092601101717261e-35,2.6670866967777456e-31,40493.0,0.0,0.0,4.955596923943119,0.0035066287099069244,6.484713736487934e-08,2.0075372883689224e-11,1.4203994293316707e-11,999.9999999999852,4.758528459805203e-13,2.174389963116899e-27,1.850469358033231e-28,1.9221103269609087e-13,1.722344514673977e-15,6.8907128200757886e-18,1.2161229950953096e-42,4.242465650144759e-46,2.8273715345636284e-60,3.6148452051148206e-31,6.258915092648209e-61,1.7541561889269748e-63,2.454874096700997e-68,7.040896319142937,99.9999999999998,0.0,0.0,11.445891149840303,3.5672579091700873e-32,3.115243631724917e-36,1.4435928436689694e-33,6.223501738270765e-39,3.3608674505602823e-38,8.006962355404907e-35,1.439013810850382e-38,1.9743330201143488e-32,60.0,4.5800512698476545e-35,2.5558337373099926e-34,5.63607657439346e-37,5.740774982380769e-39,8.46919353343165e-39,2.2589415971310948e-38
700,2.205334928326582e-12,9.23048222001988e-28,1.2902526593016628e-27,2.9653928670199255e-31,0.0,6.602021185945659,0.6423307503013715,0.0,0.0,0.0,0.0,999.9999999999968,9.34864175720277e-13,0.0,8.740329607192708e-28,0.0,0.0,1.6798692884448334e-17,4.8386415198040734e-45,49.99999999999999,4.198676473226165e-15,2.0544264501133937e-30,1.1825571153500744e-41,77.35106313861459,0.0,0.0,26.35106313861458,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,7.648936861385422,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,7.774168469455797e-34,2.9597558973552546e-30,40493.0,0.0,0.0,5.393444134691411,0.004534418628622362,1.2770901449359087e-07,4.3630081008222386e-11,3.590147879150955e-11,999.9999999999625,1.4199597289636738e-12,1.6401020767511687e-26,1.9068631544436456e-27,4.924313223938931e-13,6.038267286564562e-15,2.4158552676014987e-17,1.882648750588392e-41,7.504460913833412e-45,1.4035533548031496e-58,4.272411654102992e-30,3.445522880209831e-59,1.0633311322060149e-61,1.6280128084098635e-66,6.602021185945659,99.9999999999995,0.0,0.0,11.35766924969863,4.208136898066613e-31,4.7983608326129905e-35,1.9439677108093033e-32,9.310146016943327e-38,4.544985128318925e-37,1.0816535326933749e-33,2.223261265545698e-37,2.058423354515915e-31,60.0,5.511111840803661e-34,3.1521913094277606e-33,7.991283324681153e-36,8.436641707791751e-38,1.1735902507494677e-37,2.770909491354651e-37
800,4.529709801712761e-12,4.769221376239414e-27,8.97781835973249e-27,2.3456814053807586e-30,0.0,6.219413409238174,0.7294131882927704,0.0,0.0,0.0,0.0,999.9999999999933,2.231130263896877e-12,0.0,5.7140140770031914e-27,0.0,0.0,4.6341773747830484e-17,5.304904502632909e-44,49.99999999999998,1.1582273333727515e-14,1.5314459514272917e-29,1.1521062004839254e-40,76.45597593272637,0.0,0.0,25.455975932726357,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,8.544024067273646,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,6.95317525347688e-33,2.3406323354176762e-29,40493.0,0.0,0.0,5.774944382178996,0.005641744472248779,2.278501743327608e-07,8.45423231989896e-11,7.915410897059707e-11,999.9999999999171,3.6179935462374947e-12,9.265139852594636e-26,1.4123801852888228e-26,1.1004543484715065e-12,1.7702361419576906e-14,7.082790465208713e-17,2.000190956432487e-40,8.933395929383364e-44,3.7793009022930846e-57,3.585284313314596e-29,1.0235681343764423e-57,3.478950193958371e-60,5.8447922346552954e-65,6.219413409238174,99.99999999999889,0.0,0.0,11.27058681170723,3.524602948626077e-30,5.074210519312492e-34,1.8304444329274417e-31,9.586151774865448e-37,4.2960397289339646e-36,1.0213452640413359e-32,2.3575308487886108e-36,1.534831690239294e-30,60.0,4.66125551638661e-33,2.7316450677655485e-32,7.811004117193274e-35,8.526332592853028e-37,1.1214277878846252e-36,2.3910339633033062e-36
900,8.436262381047671e-12,1.9953177978262187e-26,4.950266961995152e-26,1.47695212993754e-29,0.0,5.883297476351507,0.8153708812726965,0.0,0.0,0.0,0.0,999.9999999999868,4.7452060354902406e-12,0.0,2.9651162710683164e-26,0.0,0.0,1.120479301283676e-16,4.7473871849901564e-43,49.999999999999936,2.800328303812183e-14,9.077269414055609e-29,9.065736391799718e-40,75.60114417978872,0.0,0.0,24.601144179788683,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,9.398855820211317,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,4.984498373227081e-32,1.4733261510588849e-28,40493.0,0.0,0.0,6.109883571328441,0.006818190985137033,3.771872626642756e-07,1.5024021227637284e-10,1.5737435067061071e-10,999.9999999998342,8.177903372054277e-12,4.2353668716687645e-25,8.277938229028854e-26,2.2176292096511367e-12,4.5320351653795463e-14,1.8133487135796243e-16,1.7309748424480473e-39,8.790821426359068e-43,8.575460000317455e-56,2.39821437538189e-28,2.7502089876089217e-56,1.111339751773107e-58,2.2245961018296774e-63,5.883297476351507,99.99999999999778,0.0,0.0,11.184629118727305,2.3521294801823535e-29,4.368315404072563e-33,1.3867203952941253e-30,8.038991520256044e-36,3.2675432448153673e-35,7.758226704642849e-32,2.035227336855623e-35,9.100181282962216e-30,60.0,3.148571635905473e-32,1.8952941529264938e-31,6.161015025871704e-34,6.975799091743532e-36,8.617241426678457e-36,1.6534623599951312e-35
