miliseconds,GLC,F6P,FBP,GAP,DPG,PEP,PYR_cyt,AMP,LAC,G3P,DHAP,OXA_cyt,Asp_cyt,Glu_cyt,OG_cyt,Mal_cyt,Acetyl_CoA_cyt,CoA_cyt,IsoCitcyt,Cit_cyt,ATP_cyt,ADP_cyt,NAD,NADH_cyt,NADP_cyt,NADPH_cyt,Pyr,CO2,CoA,Acetyl_CoA,Pi,Fum,SCoA,Suc,GTP,GDP,Ala,Asp,Glu,H2O,ETFred,ETFox,FADH2,FAD,OG,Mal,OXA,Cit,IsoCit,ATP,ADP,NADP_p,NADPH,NAD_p,NADH,Q,QH2,Cytc3p,Cytc2p
0,3.034070621500971e-05,0.000646809041260686,1.69756638117311e-05,4.114957214644482e-06,0.00031162052406172444,2.473289479753455e-06,2.2223528421133096e-06,-2.2044365093370494e-07,0.00033065822297243176,0.007692500018017585,0.007692500127026282,4.02952197750774e-06,0.0011398745816383583,0.0030326765291392105,2.103013520485981e-05,0.0004996724039971934,2.9999999999065937e-05,0.0002719999999933645,0.0004200692018468204,0.00041998848121194675,0.004512584944566097,0.00012060931359424443,0.0036201430838027683,0.0006480496961225389,0.003620670620852306,0.0006161819955287933,0.0010250306435502544,0.0016261600793763564,0.0002737137125486374,3.121858975169301e-05,0.00400155406122097,6.491226457289149e-05,0.0002953832104016109,0.0029495394070609593,0.004498502705316763,0.0004502264245536217,0.0034400000102330353,0.0011426498183482905,0.003028279811965732,0.0010006535184162997,0.0003095693476907298,0.00031964999721290457,7.199979674318156e-05,0.0010099998744430578,2.089524098866538e-05,0.000500277966731154,4.014228402056525e-06,0.0004193348648033469,0.00041926198104365683,0.0045019539920528396,0.00045005909882657544,0.010100157028514207,7.203259313379241e-05,0.010099834861100698,0.0007180649615711607,0.025999568207645634,0.028001890542360314,0.0029995430102119753,0.00011051575701207924
100,8.843233635422572e-05,0.0006795800183535385,1.7808306171504927e-05,-1.0840466836523816e-08,0.00030346211188900463,2.3998869135928625e-06,1.0115086324218987e-05,4.718055068415887e-06,0.0003594275362388946,0.007692500132134839,0.007692499832688944,3.073713467473253e-06,0.0011452674747061491,0.003023684998161122,1.9255675283344106e-05,0.0004655467630506324,3.000000003334213e-05,0.00027199999997172596,0.0004370792514085592,0.00043967470775627766,0.0045083802298823425,0.00010829125898236359,0.0036091285994037294,0.0006329095459926578,0.0036201461058091872,0.0006164277695513467,0.000997318738863291,0.0016546118916657168,0.0002487927335701649,5.8970747371307283e-05,0.0039973014778835044,7.517970117047447e-05,0.0002929302696786416,0.002949255363067451,0.004501695079080068,0.00045060213693193707,0.0034400004266865744,0.00113300496141929,0.003038367355847624,0.0010014728548412843,0.00031234204714875155,0.00031875242376982067,7.200028992920098e-05,0.0010099998584498302,2.1499589098505456e-05,0.0005282996489904627,4.04813205361607e-06,0.0004024514271773534,0.00040166056042050533,0.004495138106459169,0.00044851994801901163,0.010099901430316555,7.220375801698223e-05,0.010077484826666067,0.0007408025903467634,0.025996384783784812,0.028004660041820832,0.002999651822458902,0.0001109721122330863
200,0.00012013299679636793,0.0006998560618658637,1.8087229201550898e-05,-1.3130183953874717e-07,0.0003207735366423976,2.3812799952323927e-06,1.449165930059637e-05,1.4294996305678227e-06,0.00034744134568836566,0.007692500006368041,0.007692499885094836,2.4590787945679625e-06,0.0011494112866142993,0.0030190487105841964,1.7693439849679037e-05,0.00043946688425005085,3.0000000054781064e-05,0.00027199999993781434,0.00045095374301528794,0.0004547466352971925,0.004511777347724061,0.00013414574458304006,0.0036218301403043896,0.000636030507919006,0.003620227703747802,0.0006165292791415892,0.0009736114043472844,0.0016800912093942284,0.00022232672972487095,7.63097341351812e-05,0.003992209200232556,8.358114308776126e-05,0.00029259274805646263,0.002945476749161789,0.004500677613333668,0.00044804996966189717,0.0034400008136498414,0.0011237440015730068,0.003042222495213899,0.0010036096641835434,0.0003129895450914044,0.00031684784636910657,7.200081326628471e-05,0.001009999741947116,2.1889480018111072e-05,0.0005502568382340929,4.092559594697822e-06,0.0003881003418248685,0.00038473125301781116,0.0044753256636252325,0.0004459613624794283,0.010099760013329385,7.228083089590173e-05,0.01005585347581102,0.0007613839812755991,0.02599016763702944,0.02800757026381488,0.002998119076260435,0.00011105005404815048
300,0.0001538437149094229,0.0007229840925206071,1.814843847266879e-05,7.863452017526425e-07,0.00030510480989849755,2.059396252865221e-06,1.0107470724512463e-05,7.1936578958953965e-06,0.00036285100272512457,0.007692500252014224,0.0076924996578392555,2.0950930709760154e-06,0.0011588495845240682,0.003012888660829065,1.6423770735768734e-05,0.00041981058984682433,3.0000000070211958e-05,0.00027199999992644593,0.0004606304555401819,0.00046628325941205185,0.004514402403834891,0.0001459898668206305,0.0036294029207904178,0.0005879145994115321,0.0036199073239368915,0.0006167476777929194,0.000954635085467634,0.0017025449617714596,0.00020323590641104378,0.00010708349340573335,0.00399240016233252,9.083596519151384e-05,0.00029042787761808005,0.0029503924527788,0.004502867128822031,0.00044734168945291286,0.0034400015370445406,0.0011153825084440022,0.0030497579707534023,0.0010059763136303667,0.0003147457252984665,0.0003139934764286576,7.200084961744227e-05,0.0010099990792958881,2.245726595353039e-05,0.000565921565559318,4.132736348594211e-06,0.0003786357443927341,0.00037406599127584453,0.004449507161772897,0.00044260071006072574,0.010099479913180096,7.256345284154238e-05,0.010039988442245058,0.0007806470988464125,0.02598919440128906,0.02801420079912937,0.0029973950299461427,0.00011240221691712083
400,0.00021521237429537684,0.0007425662105832008,1.497690516073714e-05,5.563416813777483e-06,0.0002829327637100772,2.5450467948902726e-06,1.2754830410577004e-05,9.792551958747888e-06,0.0003394829940603349,0.00769250036325209,0.007692499742376148,1.8203920754715258e-06,0.0011634111815563074,0.0030083625930631603,1.5072061720871651e-05,0.00040371570153497027,3.000000009612433e-05,0.0002719999998963874,0.00046852877632366205,0.00047536488117682913,0.004463396297683243,0.00018944164183665342,0.0036240944451964995,0.0005822672124055613,0.0036193978022623914,0.000617246548531335,0.0009249484288108329,0.001728409263820038,0.00018311983772233213,0.000127624553615148,0.00398800591600497,9.624536148114685e-05,0.0002874790380725866,0.0029480509345553747,0.004503851009269569,0.0004442030886855957,0.003440002068784082,0.0011139758944340862,0.003061207876325289,0.0010092200332658173,0.0003178318754287828,0.00031260537910106156,7.20008742154838e-05,0.001009998916925769,2.2919526831168434e-05,0.0005784839533858424,4.174313506079787e-06,0.00037051975839029846,0.00036360839470717766,0.0044388820181331485,0.0004419920908739824,0.01009907974211929,7.266075611884263e-05,0.010021818371200157,0.0007981155576829909,0.02598425198140992,0.028013862844921373,0.0029974622289622808,0.00011313058187348724
500,0.00022812421352367946,0.0007616831198421336,3.11286110687795e-05,6.450792691669397e-06,0.0002839417282055175,2.7197718945042054e-06,1.3904546944939291e-05,1.215111740071803e-05,0.0003398312259081141,0.007692500350919461,0.00769249978566845,1.592154452261476e-06,0.0011701840843582629,0.0030000231046207995,1.4081635466627621e-05,0.00039168249473236995,3.0000000109003004e-05,0.0002719999998890386,0.0004741164339553383,0.0004828363915491584,0.004492849755161916,0.00020204546683162588,0.003651225066204602,0.0006103650326057348,0.003619243560102691,0.0006174715497719451,0.0009093922029591152,0.0017489682635751826,0.00016163190592519326,0.00014819350994661228,0.003979505970183415,0.00010047945373580079,0.0002888225973722187,0.0029485401274604423,0.004507570687042026,0.00044491922709196513,0.0034400025060954053,0.0011023261934109542,0.0030623413893344953,0.0010099029034208418,0.00031944380437629705,0.00031082680732123286,7.200124229371621e-05,0.001009998873904595,2.305589955152859e-05,0.0005855011651057962,4.202008452113329e-06,0.00036408361424951585,0.0003578907857207224,0.004426714252804151,0.00043968040271169496,0.010098977580219416,7.302787758336808e-05,0.010005899797629638,0.0008134209857022879,0.025980997934106548,0.028016856630971906,0.0029968044938337413,0.00011334283401862832
600,0.00025511250859233507,0.0007992259547548169,3.34856078138493e-05,5.839632289382692e-06,0.00029910133621607925,2.7842046485051525e-06,1.8566962729487623e-05,1.3426623732689932e-05,0.000329524666695523,0.007692500433550907,0.007692499562095957,1.476259333763229e-06,0.0011752439040448256,0.0029959401511638513,1.3051850842590283e-05,0.0003837897737213958,3.000000013259561e-05,0.00027199999986434766,0.0004790975279419875,0.0004882683896516729,0.004437252046549965,0.0002537401921618907,0.0036188499824984888,0.0006378008409579834,0.003618782137882014,0.0006176814854048185,0.0008889168163863591,0.001765374299172181,0.00014530866147588752,0.00016281084543585608,0.003978626212262942,0.0001055306334943592,0.00028354523440666076,0.002953703447414206,0.004510679172455396,0.0004414776597716411,0.0034400029602447337,0.001095492439681278,0.003069822266403352,0.0010146568161419809,0.0003199788456689792,0.00030998492740450667,7.200190990408821e-05,0.0010099981639366481,2.3148932527858792e-05,0.0005928864033237337,4.235860092103492e-06,0.00035910994132900106,0.00034988997304723137,0.0044153336895639975,0.00043729553134282204,0.010098779424274697,7.31524949278671e-05,0.009991603776830907,0.0008281148339111669,0.025976772715367104,0.028022504136626752,0.0029952868449486013,0.00011392812958652395
700,0.00029166144806223263,0.000803455057321796,5.970076339251454e-05,9.87629275509022e-06,0.0002887568744874631,3.0988611043286298e-06,3.091419224353023e-05,1.8760797618033873e-05,0.000314542079739489,0.0076925004604080065,0.007692499554164038,1.3699325713944752e-06,0.0011776836972475842,0.0029917200680802964,1.2299389925219109e-05,0.0003750063708560728,3.0000000151213756e-05,0.0002719999998515736,0.00048165449426335136,0.0004932547072725167,0.004442200341923259,0.0002742364967213905,0.003589795286941502,0.0006302440755305935,0.0036185591293756156,0.0006181292515917714,0.0008776908666578841,0.0017862778800365065,0.00013212227375244452,0.00018201916677615222,0.003975280806406874,0.00010782973470816503,0.00028365567577110136,0.0029571632588697716,0.004509011671175945,0.0004377266778121847,0.0034400031761836892,0.0010940408946258293,0.003075891693238465,0.0010154222208821945,0.00032232961016860796,0.0003072176869463447,7.20016853667572e-05,0.0010099981540022992,2.3294782615539127e-05,0.000597214702481156,4.283285352835118e-06,0.00035572144826741985,0.0003458790795370132,0.004382374035029816,0.0004365408660090563,0.010098433301518378,7.338190169447405e-05,0.009981171797060252,0.0008420590829652583,0.02597714175833601,0.02802228499108657,0.0029947016672654063,0.00011486953606471718
800,0.00033118630874740045,0.0007990376296020763,0.00010291732999213994,1.815719444853093e-05,0.00028267160074673455,3.6494341455426384e-06,3.198775190016778e-05,2.1149346520704245e-05,0.0003451009464148402,0.007692500625445798,0.00769249956233815,1.2294791302251015e-06,0.0011842592874789094,0.002982608279306778,1.160904941509933e-05,0.0003715051711214392,3.00000001564363e-05,0.0002719999998314086,0.0004843648293982357,0.0004980041032315308,0.0043732363680596305,0.000328606476482875,0.003597808181092796,0.0006514624867984438,0.0036185717662732737,0.0006183056630848151,0.0008602291318389388,0.0017997648309357908,0.00011433166114363371,0.0002001830363299079,0.003967335195289443,0.00011135645865399796,0.000281889480575619,0.0029555118407043504,0.0045123684073258485,0.0004368519547658408,0.0034400035693343874,0.0010822312100310784,0.003084315118735412,0.0010190751439140323,0.00032317309432340575,0.0003067325810604151,7.200232925354367e-05,0.0010099977346515636,2.3406070939372675e-05,0.0006003274501850508,4.32929456085861e-06,0.00035317903897749133,0.00034267637334328054,0.004373892406878005,0.0004345333298119867,0.010098183885591368,7.380684237825042e-05,0.00996993383202011,0.0008512611576216094,0.025972531524829305,0.028025695624415148,0.0029941849643353845,0.00011576713409077633
900,0.00039018669493809567,0.0007367848860029475,0.00017564781047091493,2.3559662505559174e-05,0.00027897504436600104,3.4750891799389405e-06,4.0640775595663246e-05,3.464014560330081e-05,0.00036874833020793696,0.007692500712448453,0.007692499452222354,1.1963876231102525e-06,0.0011885007818254573,0.002980908352206871,1.0992548957411416e-05,0.0003672504984200705,3.0000000170688544e-05,0.000271999999824211,0.0004851550177339582,0.00050062031045076,0.004308573634289866,0.0004107226397664733,0.0035867510320125202,0.0006235981512248571,0.003617994594890112,0.0006184890829961743,0.0008403704968221764,0.001809386211946627,9.903245947171897e-05,0.00021759848974523644,0.003968462506641438,0.00011263586066244415,0.00027861515536958093,0.0029591702961527327,0.0045158897273030185,0.00043651641335963436,0.0034400044491733686,0.001077649866558636,0.003090422159784803,0.0010187317268765272,0.00032585230465326167,0.0003041656703424856,7.20024503012422e-05,0.0010099976760236465,2.319399591160818e-05,0.0006008763432508026,4.336137141455228e-06,0.0003519090035209331,0.0003400071756444029,0.004354295938313599,0.00043252278099141983,0.010098122580623495,7.379402660567627e-05,0.009960393890481381,0.0008606474211492416,0.025972050596735866,0.02802961665134967,0.002993736959076496,0.00011684689423512521
