miliseconds,Cdc25_phosphorylated,Cyclin_Cdk1_MPF,Cyclin_Cdk1_preMPF,Wee1_phosphorylated,Cyclin,IE_phosphorylated,APC_active
0,0.00017212741094232458,0.006482205250233939,0.0019425049749496976,0.00019562881231311252,-0.003054177592087441,1.0044179473998973,1.0006703544503615
100,3.778017883036495e-05,0.005402785471373309,0.0005890612799937219,0.00040159407783121854,0.09428565098419812,0.9833766854152954,0.9965935056851466
200,0.0004084399546981277,0.00577366657188429,-0.0035939214260880033,-0.000313128663942474,0.19983041308452448,0.9753627273223455,0.993344575229257
300,0.00022934116326438136,0.01147796569517128,0.016731193754589507,0.0001307143324463706,0.25519627143581275,0.9633755703971917,0.9919785576200487
400,4.70411822898002e-06,0.03657365817437477,-0.001488175424453085,0.0001394674079756624,0.3586913383779188,0.9503306428141524,0.9910952828360134
500,0.00026856020351080005,0.04908921392613705,0.010184101020002846,0.0005289118720310342,0.4020369532379443,0.9328178480711744,0.9902028624793888
600,0.00033047065073749056,0.05606454138677675,-0.0016963752777569615,0.00044211694064248816,0.4793262056889945,0.9123544143042752,0.990035706440084
700,0.0003354269750675102,0.07793737952681186,0.013291597885907284,0.0007324242221272603,0.5557239953874139,0.8995327805873405,0.9903119073988956
800,0.0002841701500286753,0.10304639558361588,0.028929624076042514,0.0009069378787042116,0.609152273197781,0.8741880220270013,0.988333947198514
900,0.0011011598086908886,0.11150748316633677,0.052873344375610046,0.0009965073593160036,0.6708896778174018,0.870778980333822,0.9883829843674184
1000,0.0007595853739852835,0.14031276999092088,0.05881383363880632,0.0005688403920053352,0.6935406239262676,0.8430538632327956,0.9888740780326903
1100,0.0011089003311712347,0.1471315319944961,0.05898059412807529,0.0014670339495501316,0.7564038538874306,0.847020566710895,0.9871109408026073
1200,0.0017365488890878147,0.16558353155205963,0.06609551177094955,0.0015710281724357392,0.7845018121801073,0.8267337404790818,0.986618769764969
1300,0.002040208940577892,0.1836798730180934,0.09251545156280803,0.0020083035001582875,0.8438367427597304,0.8010115357295386,0.9859642590293335
1400,0.0023337540359592533,0.19942274918400502,0.09266386402379724,0.001787790686435042,0.8857967620557365,0.7855727843257546,0.9870260046069671
1500,0.002166264234733689,0.22156431357555054,0.1165129636383987,0.00261950295052382,0.8840802297055887,0.7765486375109938,0.9856773011979387
1600,0.0025327738421896248,0.24843685678768956,0.1528873694689733,0.0027114932571348552,0.9442246981637107,0.7751899197690276,0.9852338174908799
1700,0.0030558382133993385,0.25531121866191686,0.16938799632513277,0.0036904992004125102,0.9505194493726291,0.7554986575108493,0.9854171878311908
1800,0.003890707570099676,0.28203333099109873,0.1958304332910975,0.00412691243436444,0.9758483545415015,0.7470393023571537,0.9845585628517053
1900,0.004106438761691204,0.2943782167394523,0.22308929393923257,0.00438557783488642,1.0270815614727342,0.7174007032786408,0.9843713022582532
2000,0.0048965447381972005,0.307552769870663,0.25243788557527036,0.0049155696337675955,1.0422609203324,0.7189761580787958,0.982538960130429
2100,0.005107236588080339,0.3129184697501468,0.2772117342830561,0.005255353561494865,1.059457870469301,0.6983878842012129,0.9816052574063403
2200,0.005628724366882746,0.33808705427283997,0.2703268198323117,0.00557105364272929,1.0902582898926325,0.6756319662458035,0.9809667926805706
2300,0.005917778798843005,0.3418063733899843,0.3181928235025135,0.006176218787747969,1.0957195755639866,0.6592299111203166,0.980805003915345
2400,0.006725956832331118,0.3639151425222845,0.3537475601111068,0.007181534615201181,1.106457211337088,0.6555724691577988,0.9802368662989465
2500,0.007096478279886371,0.3763284071431893,0.37193855818343,0.0073983705720894145,1.1317578941083732,0.640309657856489,0.9786218043405089
2600,0.008063348374119076,0.3784515867248618,0.3873940144815854,0.008160960193291794,1.140068964799788,0.6290227676921698,0.9787192122772103
