miliseconds,Cdc25_phosphorylated,Cyclin_Cdk1_MPF,Cyclin_Cdk1_preMPF,Wee1_phosphorylated,Cyclin,IE_phosphorylated,APC_active
0,-0.0001679889087779559,0.007817818285582687,0.0019804084005225295,-0.0003821812603191039,0.017272208393413504,0.9913592022575283,0.9992527914799753
100,0.00015093680458833043,-0.0010349546093851524,0.006113166695014751,-0.00023766318984844433,0.09548578491443764,0.9816140310162318,0.9952825902644412
200,0.0001233441925181222,0.005802853627070304,-0.008858319769250392,-0.00031113235652103794,0.17918922579669527,0.9642325387284834,0.994178612768305
300,0.0002883281466968666,0.014360093856507408,0.002981772856700605,-0.0003400558851578533,0.27251985450157334,0.9475774130768102,0.9917162724680715
400,-0.0002543484526889278,0.03525309027043376,-0.004914730130069068,0.00042657362021239926,0.36124184102367757,0.9386600932037976,0.9921475387306125
500,0.0005360832345251013,0.05312950827178753,-0.002947525460423782,-0.00025389870250220237,0.4286832988626513,0.9273208410562184,0.9909455628455274
600,0.0005534234771268978,0.05442568537652901,0.007473120443278835,0.00045040751400461404,0.494538804095617,0.900753995913395,0.9895312613799441
700,0.0007501639874903775,0.07447457953849969,0.003071709072648362,0.00021161752538618713,0.5287162699507549,0.9045524280392461,0.9898121362711294
800,0.000903083416291784,0.09061185661667992,0.01823756809702804,0.0005022595433969714,0.6110516523316788,0.891884299053778,0.9883467395482849
900,0.00048718727536785936,0.11986212988757683,0.03213388635916464,0.0010464557227679429,0.6456389261675561,0.8762142481195618,0.9889483195393808
1000,0.000891656345245615,0.13464570670104173,0.04600499461254064,0.0009218269641633581,0.687120738493525,0.8442564391164654,0.9877573551735584
1100,0.0012690609008446496,0.15628840412996833,0.05148141055754491,0.0014460522016044924,0.7348408545651147,0.8383222182571964,0.9868913884391552
1200,0.0011993014250706701,0.16376096339818713,0.07830109727629056,0.0012547009033527779,0.7905650752666575,0.8286025332580921,0.987490779994866
1300,0.0016270982538007727,0.18365740493906313,0.09754927454896102,0.0021138660994400177,0.8186195307817934,0.811047389150817,0.9866738855485473
1400,0.0022549579112853546,0.2040837021994589,0.09954114772591155,0.002344604563488243,0.8665749300403165,0.796576813950192,0.9858437504962244
1500,0.002095754885991679,0.2171367333985661,0.13502094836456913,0.0023715142189772408,0.9096787285144377,0.777089215375025,0.9853368037007859
1600,0.003231073923310519,0.23864130079591722,0.159146840700328,0.0028247194942778195,0.9488203640589917,0.7710997078047053,0.985644975024654
1700,0.0035270639283480165,0.26601397757647144,0.16749568468811507,0.0035148383917687673,0.9609306894866616,0.7476388790369709,0.9845352703709387
1800,0.0033575480917585406,0.2667074365896647,0.18585531103614225,0.003681687031678275,0.9840907091241952,0.7277042533661743,0.9845664393841586
1900,0.004479592994519641,0.2916449716857629,0.19846567131779774,0.004372170951279281,1.0180686583483811,0.7308248987602767,0.9842969040458611
2000,0.0048050682465408156,0.2976543541904215,0.24976448004337853,0.005042806070390327,1.055595006384243,0.7088504319712238,0.9823065063051925
2100,0.00547507991723959,0.314361027289914,0.27216130869685934,0.005556243006580902,1.0538252461911684,0.6938844081525135,0.982776633887049
2200,0.005860761611313901,0.3297559245917185,0.26876655978309727,0.005852052299109389,1.0905029006178988,0.6755480770232747,0.9811850322893247
2300,0.0064254450033031,0.3533105740830894,0.30743649349196456,0.006082402746896978,1.1159500720786997,0.6573933988949261,0.9810215100549972
2400,0.007065723118570228,0.3502531802633136,0.32841697436297085,0.007198141420053358,1.1006344915661739,0.6424216929283733,0.9795886740320097
2500,0.007106743492265575,0.37843059027525777,0.36189765440385396,0.007776532037814973,1.1346778350223414,0.6288755204879399,0.9786375905821376
2600,0.008430478128984264,0.3879824155708609,0.4014175916531087,0.008084132208200995,1.163430708842292,0.6220587503042739,0.9787729581507982
2700,0.008363156367390719,0.39614179554014606,0.415987828482195,0.008431664888599102,1.1700935142797573,0.6059816612235056,0.977489771296028
2800,0.009011145030825658,0.4081138116484265,0.4507590924181182,0.00973148361681717,1.1928144019880638,0.5891712536622901,0.9771985379261452
2900,0.00961689656653452,0.411560458804054,0.46382308533845856,0.009587451033803127,1.1798604365987966,0.5732713007199977,0.9760398635758394
3000,0.010269929882712284,0.41409685046161426,0.5106595558077469,0.01034498337418386,1.1959759280235227,0.5701477982891359,0.9751919178302071
3100,0.011265451803311425,0.4228037692266262,0.531375299001212,0.0115881324464389,1.2064501655265987,0.5513821490550858,0.9741439914974533
3200,0.012119397868623462,0.439849201618075,0.5485058335477967,0.01212728353618779,1.227147366004966,0.5449967498408508,0.9715804986023879
3300,0.012405079300865141,0.4475268442407296,0.601213422061837,0.012407170050052155,1.21994739504271,0.5213879963064522,0.970876933404033
3400,0.01310282166064375,0.44767558580278155,0.6165134381721581,0.013701516312391472,1.231886794638697,0.5208651482717732,0.9702041328412705
3500,0.013932513881622659,0.4688582095996581,0.6330625422725806,0.014174639502930773,1.2403503717863855,0.5017165718800417,0.9675809196178032
