miliseconds,A,AgB,gB,rB,B,AB
0,38.13205268307876,0.0035438966796208235,1.0048182795774352,0.09066746233696404,0.0005911158233832892,-0.3029265805415159
100,52.49055191002359,-0.0007968587058068488,0.9888658298090228,0.06911337147956575,0.0011530608256673956,-0.4922471306818592
200,57.02964987671537,0.0011650714473426058,0.9865044980259865,-0.09700558129274607,0.001496398693404447,0.462571421189453
300,70.5387603719027,0.026755179155961106,0.9788716834888952,0.056275663533769935,0.001781752515928613,0.3272573526629739
400,73.09490964609473,0.01269928608096394,0.967339706337249,0.18523680959022948,0.0026306536750903553,-0.19649631144184326
500,86.63202452817782,0.03215767623684438,0.9749656846203546,0.08650237672633342,0.002908179283507252,-0.10593507329928661
600,101.38382985769313,0.03500728132761288,0.9505206465271948,0.12613757023096037,0.003166622272140856,0.26993766087996474
700,107.58378203506453,0.057062941023628654,0.9478515242879237,0.022441020098038042,0.003993534324682237,0.6242101710847855
800,112.9392243607669,0.07085680588201344,0.932653156128986,0.07132311957768991,0.00472143151437836,-0.10739725574933687
900,130.17745399508374,0.07629364157558995,0.9330556011252003,0.24622603006849453,0.004899821549080172,0.05005196852298685
1000,132.93070054700473,0.08418639141159676,0.9206382838739712,0.372056214316505,0.005309170802153294,0.032371148752075585
1100,147.48502097707967,0.09046990554097957,0.9102853759877031,0.3788727176446007,0.006483301123072539,-0.16950849454062028
1200,161.4426758398857,0.10435761514699175,0.8821613859133177,0.4678739037955348,0.006673427740838984,0.7468660064530018
1300,172.20262306852604,0.12990276467002435,0.8859399820229328,0.3720648619768334,0.008415660178844816,0.42178367253795856
1400,171.63563601483804,0.13014647230390405,0.860487391322301,0.5882553094030907,0.008545497501246373,1.0446397616685048
1500,189.32734648417227,0.162094831212956,0.8375479960517207,0.536861887105678,0.009509003317235214,1.1924033668931246
1600,190.54922194093433,0.1612189330489201,0.8225189724454123,0.7737012155098449,0.00999202374188449,0.8852165448872398
1700,211.68976386047,0.18055048428879716,0.8204101370007485,0.8514399269210158,0.011087901506451664,1.761803670128154
1800,212.51501295787267,0.20507699744218183,0.7886848759537067,0.8085384736519239,0.01160995180080856,1.868194704433484
1900,222.5377856694738,0.20805748612558086,0.7810045576789064,1.0425841907017233,0.013427249197802712,1.861558951383674
2000,239.45573938638063,0.2273274490273412,0.770032540410238,1.1501349065788458,0.01491978255522793,2.7157743850524723
2100,248.6619342726906,0.2625693555353945,0.7482680116722711,1.2998863779488188,0.014804119165868487,2.5464502004268055
2200,254.24656584150705,0.27116030583212497,0.7277492590139727,1.4594101478954742,0.01589166978611616,2.8415156756740134
2300,261.6797834218979,0.2889037430939743,0.7149848049179245,1.4810776741839822,0.016943359390828774,3.8968876436856204
2400,267.6652266482516,0.30896035566532853,0.7042235493309552,1.724619789564335,0.018019795221646043,3.7956614888075104
2500,284.88497381492186,0.3159582739152111,0.6732347869058657,1.7740855319892403,0.019554141043448558,3.9391121068068164
2600,291.146440566481,0.33766742589521054,0.6572851560234555,1.8925024214621569,0.02087709995468353,4.527116940365928
2700,303.7517749367864,0.3515726953616613,0.6339953958526964,2.075565386957315,0.022079214880625298,5.818905193533816
2800,310.34870567327334,0.3859295270927672,0.6147607718668099,2.296376628637603,0.022834750306903427,6.2156992767678245
2900,313.5773286138842,0.3928618528057333,0.6181099029773854,2.4190694659688377,0.02401986062315461,7.215613944575404
3000,326.6261731250092,0.40719837779120277,0.5838121867322627,2.6546643123501497,0.025289044655014088,7.132725963651008
3100,330.9632845557714,0.43724230213134696,0.5790929604757831,3.001994301218793,0.026372599867576344,8.093192077491128
3200,346.7411293487631,0.4357504467206196,0.5586617894857625,3.088641972276201,0.027521924171570816,8.991487761599494
3300,348.839585449987,0.465304870526752,0.5314101068375404,3.448691114729426,0.028609270475549203,10.103271262121222
3400,367.55232601366833,0.46955906965726124,0.5259085913848345,3.6678323436798603,0.030250890429316998,11.439710537798263
3500,371.1215527304888,0.48537644802852636,0.5063046123410929,3.973165027457689,0.0317878078644044,12.843686247817278
3600,380.0296526815866,0.5192273335778016,0.48069882744274695,4.212153482352543,0.031817979815979155,14.178199885907501
3700,379.8145188025467,0.5242173206784739,0.46302965762437065,4.468290534273427,0.033957084584050536,14.66254509828512
3800,398.12131207972106,0.5424990347586724,0.451879443845363,4.732673125295116,0.035734490088456326,15.919076663269301
3900,404.77868463001664,0.5717409971251035,0.4387703006834435,4.808746864033453,0.035576108927031176,17.930447964640496
4000,405.685227644779,0.5729221310348348,0.4295421706289746,5.096233122619444,0.036904184679479014,19.111529504366377
4100,413.441800226248,0.5815797399673066,0.4201253405471954,5.440186122653111,0.03954549869799539,20.750818017583253
4200,423.7032322002673,0.608348247010658,0.390147507912699,5.718523313226518,0.039934421893913094,21.929330490663887
4300,437.6143904831832,0.6283884242612549,0.3870988913655318,6.069294467189696,0.04092952761514417,24.545829720032902
4400,436.23775943495906,0.632486508077848,0.3679964407200496,6.189041202940315,0.04352600270259147,25.583707953225986
4500,450.2720730650634,0.6443685331451562,0.3493771143864262,6.574184793723398,0.04438117938121307,27.788517656774324
4600,460.15466487870185,0.6666230402839303,0.3503931175495843,6.866553542102911,0.04488148388661104,29.97486377761004
4700,461.0604851749362,0.6783860915736206,0.32228973767788305,7.34651478866016,0.047148561179323166,32.061650685866326
4800,467.9936419659201,0.6794245972972517,0.32526953701497635,7.589538428795311,0.04795471407394478,34.085343995715284
4900,483.79959320445784,0.702395198076684,0.30130277977505704,7.982760395919136,0.049436434548805606,36.22439950686359
