milliseconds,A,AgB,gB,rB,B,AB
0,37.4136027713153,-0.0036215737576331224,0.990970686593207,0.10614726648757526,-0.00018336581351472916,0.1694987243556622
100,50.522473269292476,0.015379627210237307,0.9994666896196476,0.08292130730716342,0.00023106962164139416,-0.31900293229705823
200,58.71874407711213,0.01204963451882727,0.9840735207929153,-0.06871710310412435,0.0017714998845000027,-0.4586310236418718
300,65.77298570959418,0.01820633264552917,0.9918254820661784,0.1380420530722649,0.001249566642251042,0.2432542623949237
400,79.00411093581081,0.01604759388188461,0.9841085150222487,0.0372848648980206,0.0028324884164966637,0.3104004081697509
500,91.93585146283064,0.029906892118867524,0.9698665384707497,0.17221962955299297,0.0029798504669381618,0.27929680496139
600,100.16283722489652,0.04871695417915854,0.9580569294220663,0.10370084272683162,0.003140739123095781,-0.07672450006939506
700,113.76832116248322,0.05322115106659706,0.9539141880076827,0.02756785623662447,0.004380617055497995,-0.2750867712394827
800,113.97516645681408,0.06292069561716668,0.9324312843419609,0.28320068001605625,0.004523375276920087,0.33858273926097693
900,134.36125296706152,0.07908497915417514,0.9257827005731109,0.10424056167152235,0.004832755149819728,-0.14841142153407452
1000,144.3483123763601,0.09412240205098146,0.9162420938710591,0.35874689859476205,0.005952960544759097,0.3462800275493553
1100,148.02698888039316,0.09981658207707429,0.8968853378548449,0.43156249909821504,0.005795244817250836,0.27785080560740183
1200,156.22070145513453,0.11766907702597629,0.8963855524579117,0.29175950487653046,0.007868249854438021,1.0531944923733998
1300,167.40245994669377,0.13196343614508838,0.8658093748150327,0.5241024485324902,0.008372632975618336,0.27998293085791437
1400,174.8397533047723,0.13706812722538178,0.8606941189308849,0.5301080780946766,0.00895273431150821,1.2985523180829401
1500,180.8781635689396,0.15094407703339133,0.8374665484958139,0.6841447905731405,0.009727616834149182,0.7426102871012288
1600,195.34192825936324,0.16100130576978633,0.8275365095942533,0.5708246681090821,0.010113489287720163,1.1995861749451402
1700,208.39499978948172,0.18409152021246253,0.8206226227823359,0.7356391946369174,0.012045456209413148,1.0625147536495168
1800,216.4833666814582,0.19076013935261427,0.7992843387088459,0.7968818374537225,0.012385061436269908,1.3151100675487841
1900,226.07642863457949,0.2157352168183674,0.7712185695843052,1.0274585527895266,0.013057305836015786,1.4207057343834972
2000,233.34334188751177,0.23354450780112104,0.7587187190491255,1.03207713956302,0.014475843229673279,2.6580495683018297
2100,245.12180257804647,0.24824560870208454,0.7561571467009326,1.1655768553733017,0.014511257019725414,2.979593711551961
2200,250.8324202086012,0.2633137787005674,0.7414401437777473,1.2850887667542779,0.01584375114146672,3.1998283058069035
2300,263.5728263091948,0.2789398359361185,0.7036016141957144,1.3983092505339032,0.017301957187948292,3.426001552424644
2400,275.60438187340293,0.3051410876265002,0.70451928717234,1.6212147076985755,0.018577275201679802,4.10549101234872
2500,287.32490358871894,0.3237321996873917,0.6728860651753734,1.8065008874771324,0.019814901633126117,4.783131223983506
2600,286.80422858500816,0.33122053185528955,0.6604791595893613,2.110914098568859,0.021223516394463463,5.059486674509008
