miliseconds,A,AgB,gB,rB,B,AB
0,41.84541522041417,0.011265996937618521,1.003560285961645,-0.10036930764201847,-0.00030226449841588913,0.2338616147872787
100,51.76862058993865,-0.0069141602862811645,0.9859755171650672,0.018092364825654718,0.00034540236216800313,0.1693882789879999
200,57.59382293776426,0.011791312123961629,0.9972815839023292,-0.011376287824012985,0.001084410455075383,0.3752964572880466
300,70.47030762612299,0.00624536542610607,0.9749767548967917,0.006926322675963367,0.0010668835897512515,-0.5219333439451138
400,79.91871599474263,0.017319466907089423,0.9666393427272348,0.1465262802952076,0.0025981434173238237,0.34025828707085404
500,94.59123264677706,0.03341373633448566,0.9778568618251515,0.06384548129429436,0.0032823392414586313,-0.1127519063048247
600,103.61346250355552,0.029449190678934534,0.9576418018180464,0.03264004850501037,0.003998246377355856,-0.018599757006202297
700,105.2456204222528,0.051690113235591216,0.9384552454790067,0.23038640118318182,0.0036253028627529207,0.21115676157955007
800,116.55002725002713,0.058078061505496395,0.9320507121760181,0.21272209288872568,0.0047133707472105865,0.6468116138370344
900,125.37971145248247,0.06098432348153311,0.9281310945952701,0.13511807911091814,0.0050691218672383785,0.21338467455484625
1000,134.17172879583816,0.08033773366720429,0.9092871022436386,0.32140931951047363,0.006022985582634851,0.2448470170507578
1100,147.2628194157465,0.08907700965421989,0.8924496702271005,0.26884639941204025,0.005920374669630027,0.9297623324609834
1200,155.21259769245177,0.11272028295750594,0.884830989538322,0.34980135908232735,0.007026885929904261,1.0448036061695718
1300,170.20935523593508,0.1325814229194285,0.8745145787821125,0.34555512294046453,0.007385005974658282,0.7690203980405265
1400,183.36753093130366,0.13535301289049528,0.8567006795305601,0.6213735819351002,0.008497556295054911,1.0017672051147763
1500,193.80304139187254,0.1478764389487921,0.8576442567822735,0.6295757158927772,0.009315919446888124,0.8631832332460958
1600,199.68201791147908,0.16152178858022886,0.8297342015709034,0.6635467925457444,0.010706332634579192,1.092846931885871
1700,200.989134077123,0.19426124593851724,0.81774533942101,0.8607004444170837,0.011442343155098516,1.2693401804561621
1800,211.5911088901016,0.2087606870354196,0.8056265960561407,0.808361200506466,0.012942031677722406,1.7138377679677244
1900,226.8364752380159,0.22639841308892925,0.7887024388153407,1.0728097302116857,0.01288880194417718,1.7416477236019288
2000,230.71095321150744,0.23296931438140223,0.7614550701389764,1.048810421225556,0.01413977829557091,1.7271884196306155
2100,242.05335729434276,0.25118884641904266,0.7427644458211192,1.1961784181734865,0.014754039954777594,2.999359877718942
2200,259.801864852123,0.2771372224223986,0.7256782384675239,1.255422049055398,0.016884515333147748,2.7702488652655677
2300,261.44563887057365,0.2933955905116244,0.7223718971119129,1.40831007767253,0.01741370604329515,3.66276571319193
2400,274.63982373392344,0.2961196279269386,0.6979189330308612,1.6426827704815272,0.018742097908528075,4.090734352517667
2500,286.7361698844564,0.31931708308449763,0.6800226213642439,1.7393513028767624,0.020175588374253456,4.877186894621259
2600,290.38993160953174,0.332977005598897,0.6703155446435187,2.062684262035413,0.02016425688508538,4.51179760810278
2700,299.63934207960216,0.3636471236423351,0.6483908745459981,2.2273900836516414,0.02127624715381274,5.082826149316112
2800,312.299488535547,0.37283751760294453,0.6148260714946406,2.4553412973838338,0.02331882173778999,6.333969791155229
2900,311.2227996801719,0.4041193143111106,0.6067487864918228,2.448658922348482,0.023278401439875453,7.361023542924666
3000,326.0434036132753,0.40013846912731055,0.5832893769782727,2.6920223105886065,0.025056803119244297,7.956197016025221
3100,331.5313199253009,0.4295183448423109,0.5798893204370308,3.039255682829607,0.02626741960371431,8.527354831164187
3200,347.60584437850014,0.44619660985268284,0.554558977206509,3.0702300903569464,0.026945688462389948,8.930807589059425
3300,352.2013737912756,0.45255746377677974,0.5435131192624123,3.2699687384284064,0.029313491020992937,9.982385730624308
3400,359.81319487213585,0.47101455624678684,0.5208664660467446,3.5722775659735873,0.0301877883745744,11.712886716156888
3500,368.1801447079262,0.4996650367424693,0.4951361694811999,3.8858422647678688,0.03063287432870218,12.04973414499967
3600,375.2613901463213,0.5097917541774819,0.48209271087042826,4.050447449786485,0.03196050801991577,13.877818601299262
3700,388.8978262066997,0.5329601224839763,0.47161139739890773,4.248846454834282,0.0334644282664439,15.143853007659017
3800,395.7870518038653,0.536019206851227,0.46599412789581246,4.618640512632561,0.03564301861822041,16.323120227776066
3900,404.09426146016625,0.5614377180977693,0.44145205534372234,4.944919783138143,0.03584772996572249,18.156010464063566
4000,410.50648472506106,0.5679696144949209,0.4335064527967868,5.0234025509189655,0.037856298601904835,19.22547660692113
4100,423.80825622307515,0.5816592440206239,0.4134258497710804,5.4266166590196185,0.0395466394121434,21.17920178886902
4200,424.10116277651605,0.6116958718856382,0.38617922335670374,5.690331739868797,0.040663742421665414,22.58130574086601
4300,435.83386210111513,0.6264476673795519,0.3864555112333447,6.038097083908079,0.042000510508502474,24.54033389198056
4400,440.2053018040992,0.6377484642562176,0.3652076227380394,6.405341727200747,0.042779192969157546,26.189654005174475
4500,449.8810196131489,0.6398567300508637,0.3605506487877221,6.5414987048892455,0.043330893338096164,28.02414278349821
4600,460.84311307473195,0.6582768907202545,0.34230938096459623,6.837879686321909,0.046067292610668914,29.354349969755948
4700,460.3658017376834,0.679464050870956,0.32181466438872186,7.283769118473652,0.04652891928267882,32.359990753537446
4800,467.6077397223111,0.6777058009216474,0.3173990851233273,7.637223528112282,0.04819870635851466,34.24274846908168
4900,473.11482931931585,0.7051583389751791,0.2926770989612251,7.847120156365301,0.04997762510005767,36.881658781637874
5000,480.77653123441956,0.7116040040523444,0.29351678977251394,8.284454238283335,0.05039344094608292,38.58140778805442
