milliseconds,C_free,R_A,R_B,RC_A,RC_B,RC_AB,AP,AD
0,50.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0
100,0.13626761084565547,0.0027752273362596706,50.718982489348406,0.034962676386805135,39.483688123799055,9.96819469624836,0.16995636388141666,0.0
200,0.008503042058346594,0.0027962251766107185,51.05059746978357,0.00216970799495836,39.31382502222038,10.000949516474192,0.1704299755575261,0.0
300,0.007600385769993854,0.0028174041602524224,51.53653160788444,0.0019472675949582323,39.01895845529368,10.001101843821054,0.17015342914740228,0.0
400,0.007468794232221068,0.002838798016004223,52.01859136129903,0.0019278932465383375,38.724800283742375,10.001051088950675,0.16986938140095995,0.0
500,0.007344919043373125,0.0028604099543984673,52.495861582424105,0.0019102295215854942,38.43210420927912,10.000998800076209,0.16958240088932133,0.0
600,0.0072242817610920435,0.002882243055333149,52.9683843839701,0.0018930774764869074,38.14086732120251,10.000946172762648,0.1692926181959495,0.0
700,0.007106671768091408,0.0029043004552877193,53.436206818791895,0.0018763943144540474,37.85108249220374,10.000893245166301,0.16900013513074252,0.0
800,0.006991969520338074,0.0029265853497393865,53.89937558266525,0.001860161129113399,37.562742542723335,10.000840031394631,0.16870504912431059,0.0
900,0.006880087228542958,0.002949100994579571,54.357936943858995,0.001844366878465704,37.275840299875306,10.000786537545862,0.16840745363173554,0.0
1000,0.006770908550323728,0.002971850707546023,54.81193667160511,0.0018289922290946092,36.99036865722027,10.00073277789116,0.16810743882054463,0.0
1100,0.0066643274573764955,0.002994837869653915,55.2614200894068,0.001814020010648672,36.70632053577414,10.00067876441287,0.167805091496444,0.0
1200,0.006560255629758285,0.003018065926826872,55.70643208930405,0.0017994372641774224,36.42368887638783,10.000624504754446,0.16750049516725254,0.0
1300,0.006458599489483085,0.003041538399485717,56.1470169901067,0.0017852290226630216,36.14246667222397,10.000570008423242,0.16719372947467365,0.0
1400,0.006359273961083066,0.003065258847645074,56.58321884494121,0.0017713822933373583,35.86264693092973,10.000515282883148,0.16688487228664584,0.0
1500,0.006262195689824696,0.0030892309228749463,57.015081194043496,0.001757883855329165,35.58422270139202,10.00046033568251,0.1665739982768014,0.0
1600,0.006167284879844689,0.003113458364414691,57.44264717797869,0.0017447211863150839,35.30718706287782,10.000405173543575,0.16626117966891826,0.0
1700,0.006074464908307044,0.003137944954706118,57.86595965660943,0.001731882285829516,35.03153311536942,10.000349802597468,0.16594648701523254,0.0
1800,0.0059836656476991434,0.003162694573488396,58.28506087174002,0.001719356214773755,34.75725400499404,10.00029422775999,0.16562998722514635,0.0
1900,0.005894819579638173,0.0031877112067034558,58.69999239441181,0.0017071324134422467,34.48434293252443,10.000238453410917,0.16531174361793957,0.0
2000,0.005807857755382163,0.0032129987950385848,59.110796083239656,0.0016952001057686053,34.21279307562298,10.000182484213964,0.16499182107538538,0.0
2100,0.005722720310834436,0.003238561489613294,59.51751280696325,0.0016835499311012088,33.94259768815887,10.000126323137945,0.1646702793425172,0.0
2200,0.005639348334895555,0.0032644034640345447,59.92018331349157,0.00167217267793368,33.67375003340575,10.000069972970861,0.16434717751374625,0.0
2300,0.005557683963511257,0.0032905289731749877,60.318847945580394,0.0016610592980203366,33.40624340869883,10.000013436236047,0.16402257284973962,0.0
2400,0.005477673073081391,0.003316942407101146,60.713546401022924,0.0016502013255306953,33.14007116341358,9.999956714701716,0.16369651951108125,0.0
2500,0.005399262915100416,0.003343648205938769,61.10431821270977,0.001639590514155693,32.87522666000979,9.999899809857475,0.16336907087626684,0.0
2600,0.00532240155742149,0.0033706509661810134,61.491202342870366,0.0016292187557572842,32.61170331035805,9.999842722879906,0.1630402780449594,0.0
2700,0.005247041172278368,0.0033979553278660774,61.87423741813642,0.0016190785732689665,32.349494551035164,9.999785454245574,0.16271019031467449,0.0
2800,0.005173138530454951,0.0034255659804975688,62.25346174039675,0.0016091631951292598,32.088593844386615,9.99972800368432,0.1623788562669676,0.0
2900,0.005100650719376765,0.0034534877423119926,62.62891313538196,0.0015994659115892262,31.82899469286636,9.999670370699876,0.16204632194959262,0.0
3000,0.005029528734128354,0.0034817255138484254,63.0006291617251,0.0015899790928309886,31.57069062992949,9.99961255564619,0.16171263300830527,0.0
3100,0.004959730821308453,0.0035102842751446,63.36864693140188,0.0015806962225102705,31.313675220587417,9.999554557657133,0.16137783290059995,0.0
3200,0.004891226172305121,0.0035391692377501126,63.73300325175241,0.001571612442254185,31.05794204858818,9.999496373987663,0.1610419645012961,0.0
3300,0.00482398338922479,0.0035683856807274153,64.09373454730246,0.0015627228153653984,30.803484731800545,9.999438001889411,0.16070506909976917,0.0
3400,0.00475795894853959,0.0035979390146807008,64.45087686796532,0.0015540205768855536,30.55029693312678,9.999379440305823,0.16036718673537342,0.0
3500,0.004693105606899291,0.0036278347944791157,64.80446590041107,0.0015454984055698485,30.298372351772052,9.99932068858861,0.16002835625601478,0.0
3600,0.00462939163945636,0.003658078591522469,65.1545369878494,0.0015371513337165176,30.047704703814382,9.999261743714573,0.15968861529092115,0.0
3700,0.004566794858039672,0.0036886759397199076,65.50112513920814,0.001528975837035153,29.798287727850436,9.999202601256156,0.159348000470419,0.0
3800,0.004505283761498331,0.0037196326392840238,65.84426498725682,0.0015209669955067152,29.550115204549037,9.999143257909159,0.15900654716038903,0.0
3900,0.004444830544696975,0.0037509547392629607,66.1839908476639,0.0015131204626570697,29.303180941697562,9.999083709560269,0.15866429021479078,0.0
4000,0.004385410974067894,0.0037826482773540195,66.52033666633699,0.0015054324314350363,29.057478776736033,9.99902395155672,0.15832126299325402,0.0
4100,0.0043269894619423505,0.0038147198465604214,66.85333607473275,0.0014978973669836839,28.813002588382012,9.9989639804322,0.15797749840266959,0.0
4200,0.004269539151373498,0.00384717597551553,67.1830223415072,0.0014905110732348554,28.569746279769202,9.99890379143996,0.15763302805669868,0.0
4300,0.004213034194032976,0.0038800229785277834,67.50942843871661,0.0014832695146519937,28.327703782099825,9.998843379894785,0.15728788288094417,0.0
4400,0.00415744745530539,0.003913267509852604,67.8325869828127,0.0014761684629626675,28.086869060367473,9.998782740964735,0.15694209277793178,0.0
4500,0.004102757209277676,0.003946916140477651,68.15253028658475,0.0014692045063434509,27.847236103984418,9.998721869092678,0.15659568696525442,0.0
4600,0.004048943888350367,0.0039809754680117096,68.46929033898228,0.001462374563082675,27.60879893098606,9.998660758369079,0.1562486938141698,0.0
4700,0.003995984009253374,0.00401545271954809,68.7828988013627,0.00145567497254724,27.37155159455157,9.998599402838778,0.15590114087855636,0.0
4800,0.00394385176723319,0.004050355811783934,69.0933870282406,0.0014491017339503993,27.135488180502257,9.998537796206216,0.15555305507582956,0.0
4900,0.0038925274845387973,0.004085692314976634,69.40078605134154,0.0014426517638181147,26.900602799106657,9.998475931608972,0.1552044624637938,0.0
5000,0.0038419953234161163,0.00412147011533412,69.70512661972383,0.0014363225409474818,26.66688958583866,9.998413801319728,0.15485538865960627,0.0
