milliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
2800,0.0003332714149509777,0.0003332714149509777,0.0003332714149509777,6.566710069798061e-13,7.824663726930983e-13,2.1281073211303203e-10,7.520076246024256e-17,3.386855822425747e-10,1.6114118502537004e-12,1.713123912450455e-10,1.3716550447649234e-13,-1.7794592472066745e-40,1.7791662289731638e-40,3.662282478686717e-41,0.0,0.0,2.7995100225017053e-05,-2.8000000000000013e-05,-1.7972126457263984e-08,1.7633346610940798e-08,-1.7972126457263984e-08,1.7759272618505332e-08,3.59159671038545e-10,1.0667035898045844e-08,3.934903413395929e-42,0.0,1.5840292729180133e-31,0.0,7.424787768829789e-47,6.6047482843113455e-06,6.191838235532559e-08,8.487290790165123e-34,1.4617876427031575e-39,4.479997803761389e-51,6.6047482843113455e-06,6.191838235532558e-08,8.941336988240088e-42,1.6682039464363085e-53,6.6047482843113455e-06,6.191838235532559e-08,-1.1026363132834713e-08,1.4617876427031575e-39,4.479997803761389e-51,8.941336988240088e-42,1.6682039464363085e-53
2900,0.0003332692147799665,0.0003332692147799665,0.0003332692147799665,7.504306122632317e-13,8.753777526887688e-13,2.3113423801040757e-10,8.650228942028903e-17,3.67788743169388e-10,1.8025362956403912e-12,1.9018107260523048e-10,1.5227695428004914e-13,-2.50405571942223e-40,2.5036353324760884e-40,5.254186334091111e-41,0.0,0.0,2.89947440394857e-05,-2.9000000000000014e-05,-1.893245817841491e-08,1.8564568616776188e-08,-1.8932458178414915e-08,1.8701277597165794e-08,3.863843208744103e-10,1.1096006786795274e-08,6.166290741833317e-42,0.0,2.1304173846439303e-31,0.0,1.2348073964202432e-46,6.602548113300163e-06,6.411855336650785e-08,1.1690959879012785e-33,2.0567533141249652e-39,7.563828609795689e-51,6.602548113300163e-06,6.411855336650782e-08,1.2849070504383363e-41,3.487178877564246e-53,6.602548113300163e-06,6.411855336650785e-08,-1.1482575546378162e-08,2.0567533141249652e-39,7.563828609795689e-51,1.2849070504383363e-41,3.487178877564246e-53
3000,0.00033326701537888484,0.00033326701537888484,0.00033326701537888484,8.534521951158785e-13,9.75668045844277e-13,2.5038841064305843e-10,9.899536965234038e-17,3.9836402372082174e-10,2.008812771398688e-12,2.1038413636708878e-10,1.68457540485047e-13,-3.3956826543124776e-40,3.395104566109321e-40,7.225196852860995e-41,0.0,0.0,2.9994375358334443e-05,-3.0000000000000014e-05,-1.9914685622624898e-08,1.9516213880732784e-08,-1.9914685622624898e-08,1.9664247450580737e-08,4.1467590078461917e-10,1.1528200724590556e-08,8.984834947577604e-42,0.0,2.791183248200577e-31,0.0,1.8637309539879003e-46,6.600348712218473e-06,6.6317954448198e-08,1.5603139271788462e-33,2.7888514855609685e-39,1.151293917427796e-50,6.600348712218473e-06,6.631795444819799e-08,1.7672730993555945e-41,5.872366263084388e-53,6.600348712218473e-06,6.6317954448198e-08,-1.1943079081486396e-08,2.7888514855609685e-39,1.151293917427796e-50,1.7672730993555945e-41,5.872366263084388e-53
3100,0.00033326481674750004,0.00033326481674750004,0.00033326481674750004,9.661962034314017e-13,1.083624019971808e-12,2.705909297026225e-10,1.1274373903260205e-16,4.30439057846973e-10,2.2308285461100907e-12,2.3196464503466813e-10,1.8574179415648177e-13,-4.470175117757992e-40,4.469406069209295e-40,9.611890932104935e-41,0.0,0.0,3.0993994181666746e-05,-3.100000000000001e-05,-2.0918802405031422e-08,2.0488248336832956e-08,-2.0918802405031422e-08,2.0648158092550385e-08,4.440412244288532e-10,1.1963609596222347e-08,1.2449890579671288e-41,0.0,3.576576722626136e-31,0.0,2.643413329961086e-46,6.598150080833663e-06,6.851658583300769e-08,2.0289445826460527e-33,3.671082575801395e-39,1.6417519909967827e-50,6.598150080833663e-06,6.851658583300768e-08,2.3499317765376146e-41,8.885467767627791e-53,6.598150080833663e-06,6.851658583300769e-08,-1.2407872486848316e-08,3.671082575801395e-39,1.6417519909967827e-50,2.3499317765376146e-41,8.885467767627791e-53
3200,0.00033326261888557947,0.00033326261888557947,0.00033326261888557947,1.089123085103459e-12,1.1995324428835487e-12,2.9175947488073826e-10,1.278111334372796e-16,4.640414794979397e-10,2.4691708883561014e-12,2.5496566111201643e-10,2.0416424635934948e-13,-5.743368175639371e-40,5.742371981112463e-40,1.245084546893155e-40,0.0,0.0,3.199360050958608e-05,-3.200000000000001e-05,-2.1944802140771988e-08,2.1480637919099082e-08,-2.1944802140771988e-08,2.1652985436874975e-08,4.744871054667949e-10,1.2402225286481313e-08,1.6620812187156916e-41,0.0,4.496847666958807e-31,0.0,3.588018404714947e-46,6.595952218913123e-06,7.071444775354858e-08,2.581549640099746e-33,4.7164470036364955e-39,2.2367761229625016e-50,6.595952218913123e-06,7.071444775354857e-08,3.0415830129462327e-41,1.258818505582556e-52,6.595952218913123e-06,7.071444775354858e-08,-1.287695451115283e-08,4.7164470036364955e-39,2.2367761229625016e-50,3.0415830129462327e-41,1.258818505582556e-52
3300,0.0003332604217928906,0.0003332604217928906,0.0003332604217928906,1.2226932880257056e-12,1.3236800823916838e-12,3.1391172586904364e-10,1.4426128874257844e-16,4.991989226238189e-10,2.72442706671822e-12,2.7943024710318135e-10,2.23759428158646e-13,-7.2310968938371894e-40,7.229834441155261e-40,1.5778637360449405e-40,0.0,0.0,3.299319434219591e-05,-3.3000000000000016e-05,-2.2992678444984083e-08,2.249334856155353e-08,-2.2992678444984083e-08,2.2678705397354726e-08,5.060203575581258e-10,1.2844039680158111e-08,2.1556954319076986e-41,0.0,5.5622459402367745e-31,0.0,4.711710058624617e-46,6.593755126224239e-06,7.29115404424323e-08,3.2246907853367655e-33,5.937945187856501e-39,2.9453853546009136e-50,6.593755126224239e-06,7.291154044243229e-08,3.8509267395432776e-41,1.7042219792308744e-52,6.593755126224239e-06,7.29115404424323e-08,-1.3350323903088834e-08,5.937945187856501e-39,2.9453853546009136e-50,3.8509267395432776e-41,1.7042219792308744e-52
3400,0.0003332582254692008,0.0003332582254692008,0.0003332582254692008,1.3673672600917976e-12,1.4563537063083989e-12,3.370653623591767e-10,1.6215794082470404e-16,5.359390211747081e-10,2.9971843497779465e-12,3.054014655122106e-10,2.445618706193673e-13,-8.94919633823203e-40,8.947625588674128e-40,1.963184350376709e-40,0.0,0.0,3.39927756795997e-05,-3.400000000000001e-05,-2.4062424932805204e-08,2.3526346198218666e-08,-2.4062424932805204e-08,2.3725293887789873e-08,5.386477943625281e-10,1.3289044662043403e-08,2.731767152447402e-41,0.0,6.783021401498229e-31,0.0,6.0286521720652366e-46,6.591558802534401e-06,7.510786413227052e-08,3.964929704153954e-33,7.34857754725165e-39,3.776598727187986e-50,6.591558802534401e-06,7.51078641322705e-08,4.786662887290579e-41,2.2309273641708422e-52,6.591558802534401e-06,7.510786413227052e-08,-1.3827979411345234e-08,7.34857754725165e-39,3.776598727187986e-50,4.786662887290579e-41,2.2309273641708422e-52
3500,0.00033325602991427736,0.00033325602991427736,0.00033325602991427736,1.5236054491953912e-12,1.5978400824458798e-12,3.6123806404277563e-10,1.8156482555986189e-16,5.742894091007048e-10,3.2880300061167818e-12,3.329223788431521e-10,2.6660610480650913e-13,-1.0913501574704477e-39,1.0911577563005506e-39,2.404704079599319e-40,0.0,0.0,3.499234452190092e-05,-3.500000000000002e-05,-2.5154035219372837e-08,2.457959676311687e-08,-2.5154035219372837e-08,2.4792726821980642e-08,5.723762295396835e-10,1.373723211692785e-08,3.3962318352390534e-41,0.0,8.16942390978136e-31,0.0,7.553008625411945e-46,6.589363247610996e-06,7.730341905567484e-08,4.808828082348153e-33,8.961344500612182e-39,4.739435281999683e-50,6.589363247610996e-06,7.730341905567483e-08,5.857491387149972e-41,2.8451048268655666e-52,6.589363247610996e-06,7.730341905567484e-08,-1.430991978461093e-08,8.961344500612182e-39,4.739435281999683e-50,5.857491387149972e-41,2.8451048268655666e-52
3600,0.0003332538351266237,0.0003332538351266237,0.0003332538351266237,1.6978928846576753e-12,1.7511341592120657e-12,3.865382804480549e-10,2.035383655029737e-16,6.144168833925455e-10,3.6030622285512425e-12,3.623207886133767e-10,2.9015551378691086e-13,-1.4486300057791257e-39,1.448369809715987e-39,3.2520231552481186e-40,0.0,0.0,3.599190087028387e-05,-3.6000000000000014e-05,-2.626746822249256e-08,2.5652893499655796e-08,-2.626746822249256e-08,2.5880855146467583e-08,6.072456248842029e-10,1.4188554216287346e-08,5.214612303341691e-41,0.0,1.0444449704705602e-30,0.0,1.283800942112861e-45,6.587168459957329e-06,7.949820670934238e-08,6.26330022349492e-33,1.189047092944181e-38,8.365027071087027e-50,6.587168459957329e-06,7.949820670934236e-08,8.228939712678028e-41,5.2253031258827594e-52,6.587168459957329e-06,7.949820670934238e-08,-1.4796136971795214e-08,1.189047092944181e-38,8.365027071087027e-50,8.228939712678036e-41,5.2253031258827594e-52
3700,0.0003332516411067346,0.0003332516411067346,0.0003332516411067346,1.8872230393691716e-12,1.9149642236280052e-12,4.129314558112549e-10,2.275710336230285e-16,6.562689936344578e-10,3.939696905742615e-12,3.934758981354711e-10,3.151129308172888e-13,-1.8908581856997006e-39,1.890513362172548e-39,4.3097191882843455e-40,0.0,0.0,3.699144472423002e-05,-3.700000000000002e-05,-2.7402737524628047e-08,2.674630172038754e-08,-2.7402737524628047e-08,2.6989726690149218e-08,6.432437182483316e-10,1.4643025698793981e-08,7.58308166331739e-41,0.0,1.3208183405653216e-30,0.0,1.9861186695573775e-45,6.584974440068231e-06,8.169222659843962e-08,8.04696913425489e-33,1.5515233942290325e-38,1.32109889396636e-49,6.584974440068231e-06,8.169222659843959e-08,1.1243986495961663e-40,8.415286185135912e-52,6.584974440068231e-06,8.169222659843962e-08,-1.5286633634666463e-08,1.5515233942290325e-38,1.32109889396636e-49,1.1243986495961667e-40,8.415286185135912e-52
3800,0.0003332494478543573,0.0003332494478543573,0.0003332494478543573,2.092152515216873e-12,2.0896602668205808e-12,4.4043671853582316e-10,2.537424093514131e-16,6.9987559485733e-10,4.2986092621542405e-12,4.264353144272419e-10,3.4151653950416816e-13,-2.421767179239792e-39,2.4213201612509586e-39,5.5869712074964596e-40,0.0,0.0,3.79909760838601e-05,-3.8000000000000016e-05,-2.8559836187137728e-08,2.7859784603144286e-08,-2.8559836187137728e-08,2.811931537231359e-08,6.803778523451942e-10,1.5100637815402875e-08,1.0524486678841714e-40,0.0,1.6482250501912335e-30,0.0,2.8693188807657766e-45,6.5827811876909175e-06,8.388547897575334e-08,1.017438226721309e-32,1.9866209806316079e-38,1.9326593553353143e-49,6.5827811876909175e-06,8.388547897575333e-08,1.4929794956933415e-40,1.2447915798039924e-51,6.5827811876909175e-06,8.388547897575334e-08,-1.5781408413387212e-08,1.9866209806316079e-38,1.9326593553353143e-49,1.492979495693342e-40,1.2447915798039924e-51
3900,0.00033324725536919986,0.00033324725536919986,0.00033324725536919986,2.313424370254464e-12,2.2756360960255066e-12,4.690760062819138e-10,2.8216279500957137e-16,7.452708490812439e-10,4.680645081120669e-12,4.612554569602024e-10,3.6941160624771153e-13,-3.0492566351063016e-39,3.0486882645720214e-39,7.103664897565849e-40,0.0,0.0,3.8990494949328265e-05,-3.900000000000002e-05,-2.973875619752427e-08,2.899329998111637e-08,-2.973875619752427e-08,2.9269591244608066e-08,7.186563957972246e-10,1.5561380587972574e-08,1.4094467528587694e-40,0.0,2.0310335435669945e-30,0.0,3.951419549381885e-45,6.580588702533478e-06,8.607796413319282e-08,1.2675572604069955e-32,2.500805683976306e-38,2.683917103780453e-49,6.580588702533478e-06,8.607796413319281e-08,1.934933123921574e-40,1.740781259060058e-51,6.580588702533478e-06,8.607796413319282e-08,-1.6280459737672032e-08,2.500805683976306e-38,2.683917103780453e-49,1.9349331239215742e-40,1.740781259060058e-51
4000,0.00033324506365097037,0.00033324506365097037,0.00033324506365097037,2.5517816625356286e-12,2.4733055184784942e-12,4.988712567096809e-10,3.129424929189472e-16,7.924889183262809e-10,5.086650145976447e-12,4.979927452058659e-10,3.988433974480814e-13,-3.7812262020061274e-39,3.7805157297565326e-39,8.879685943173896e-40,0.0,0.0,3.999000132078869e-05,-4.000000000000001e-05,-3.093948954329034e-08,3.014680568749411e-08,-3.093948954329034e-08,3.044052435868001e-08,7.580877172268569e-10,1.6025244038361614e-08,1.8348664391228336e-40,0.0,2.4736122649113017e-30,0.0,5.2504386490495183e-45,6.578396984304003e-06,8.826968236266734e-08,1.5580573126525914e-32,3.100543336087522e-38,3.587605151866657e-49,6.578396984304003e-06,8.826968236266733e-08,2.456556148643104e-40,2.3379597188823668e-51,6.578396984304003e-06,8.826968236266734e-08,-1.6783786037235497e-08,3.100543336087522e-38,3.587605151866657e-49,2.456556148643105e-40,2.3379597188823668e-51
4100,0.000333242872699377,0.000333242872699377,0.000333242872699377,2.8079674501140507e-12,2.6830823414152587e-12,5.298444074792784e-10,3.4619180540098464e-16,8.415639646125228e-10,5.517470240056124e-12,5.367035986357459e-10,4.298571795054405e-13,-4.6255755286461726e-39,4.624700614425298e-39,1.0934920029002e-39,0.0,0.0,4.098949519839553e-05,-4.100000000000001e-05,-3.216202821193861e-08,3.132025955546785e-08,-3.216202821193861e-08,3.1632084766176785e-08,7.986801852565251e-10,1.6492218188428544e-08,2.3342717445436685e-40,0.0,2.9803296584428555e-30,0.0,6.784394153412504e-45,6.576206032710585e-06,9.046063395608615e-08,1.891941681628142e-32,3.792299768789655e-38,4.656456512158815e-49,6.576206032710585e-06,9.046063395608613e-08,3.0641451842201802e-40,3.0447890218715e-51,6.576206032710585e-06,9.046063395608615e-08,-1.7291385741792187e-08,3.792299768789655e-38,4.656456512158815e-49,3.064145184220181e-40,3.0447890218715e-51
4200,0.0003332406825141277,0.0003332406825141277,0.0003332406825141277,3.0827247910434183e-12,2.9053803720715158e-12,5.62017396250861e-10,3.820210347771279e-16,8.925301499600519e-10,5.973951146694256e-12,5.774444367213564e-10,4.624982188199518e-13,-5.590204263733349e-39,5.5891409761991275e-39,1.328925283973157e-39,0.0,0.0,4.1988976582302986e-05,-4.200000000000002e-05,-3.340636419097177e-08,3.251361941822792e-08,-3.340636419097177e-08,3.284424251874578e-08,8.404421685086639e-10,1.6962293060031906e-08,2.9132266869885826e-40,0.0,3.55555416838036e-30,0.0,8.571304036114685e-45,6.5740158474613124e-06,9.265081920535855e-08,2.2722136655036944e-32,4.5825408139071116e-38,5.903204197221827e-49,6.5740158474613124e-06,9.265081920535854e-08,3.763996845015053e-40,3.869731230628047e-51,6.5740158474613124e-06,9.265081920535855e-08,-1.7803257281056676e-08,4.5825408139071116e-38,5.903204197221827e-49,3.7639968450150536e-40,3.869731230628047e-51
4300,0.0003332384930948733,0.0003332384930948733,0.0003332384930948733,3.3794330737087864e-12,3.1414768241466176e-12,5.954140431716236e-10,4.210585407450691e-16,9.45422771268046e-10,6.4586776751455236e-12,6.203187809369855e-10,4.96849927683254e-13,-6.948321576380012e-39,6.94698424344674e-39,1.6714319301266728e-39,0.0,0.0,4.2988445472815505e-05,-4.3000000000000015e-05,-3.467248788674007e-08,3.372684078827964e-08,-3.467248788674007e-08,3.407696437761062e-08,8.833815584523513e-10,1.7435458954668392e-08,3.9483421229411405e-40,0.0,4.308960144745032e-30,0.0,1.2210241806935976e-44,6.5718264282068896e-06,9.48402384597821e-08,2.789594115189907e-32,5.693941143297026e-38,8.568684226878168e-49,6.5718264282068896e-06,9.48402384597821e-08,4.867810838754038e-40,5.97369129358309e-51,6.5718264282068896e-06,9.48402384597821e-08,-1.831939877494005e-08,5.693941143297026e-38,8.568684226878168e-49,4.867810838754028e-40,5.97369129358309e-51
4400,0.0003332363044412972,0.0003332363044412972,0.0003332363044412972,3.699965783584315e-12,3.392155723406901e-12,6.300570930900093e-10,4.636367625324365e-16,1.0002764771793873e-09,6.973241282593327e-12,6.654032475386176e-10,5.329739290048556e-13,-8.821588715351344e-39,8.819864282381923e-39,2.1552346325974217e-39,0.0,0.0,4.3987901870151724e-05,-4.400000000000001e-05,-3.5960390608766666e-08,3.495988050373092e-08,-3.5960390608766666e-08,3.533021898352372e-08,9.275065191122786e-10,1.79117060141021e-08,5.6042825880074856e-40,0.0,5.2900699648725435e-30,0.0,1.8397163446784218e-44,6.569637774630798e-06,9.702889203587347e-08,3.484698583169152e-32,7.225674394938961e-38,1.3192225730290808e-48,6.569637774630798e-06,9.702889203587347e-08,6.512837032101625e-40,9.859285220272494e-51,6.569637774630798e-06,9.702889203587347e-08,-1.8839808520316782e-08,7.225674394938961e-38,1.3192225730290808e-48,6.512837032101618e-40,9.859285220272494e-51
4500,0.00033323411655314264,0.00033323411655314264,0.00033323411655314264,4.043451451689658e-12,3.6573021144135715e-12,6.659673308037328e-10,5.095487365895577e-16,1.0571247346976957e-09,7.51742274760877e-12,7.127254100462815e-10,5.70892128086239e-13,-1.105542592076734e-38,1.105323657856359e-38,2.7362837430820982e-39,0.0,0.0,4.498734577437376e-05,-4.5000000000000016e-05,-3.727006531287495e-08,3.6212697818993365e-08,-3.727006531287495e-08,3.660397840323579e-08,9.728257113265338e-10,1.8391024088937106e-08,7.659377620100033e-40,0.0,6.438761204846306e-30,0.0,2.618182552631293e-44,6.567449886476275e-06,9.921678019039656e-08,4.3068108626717055e-32,9.051796962782277e-38,1.903445357856747e-48,6.567449886476275e-06,9.921678019039656e-08,8.518338743688439e-40,1.4829202290496626e-50,6.567449886476275e-06,9.921678019039656e-08,-1.9364485136629627e-08,9.051796962782277e-38,1.903445357856747e-48,8.518338743688435e-40,1.4829202290496645e-50
4600,0.0003332319294301126,0.0003332319294301126,0.0003332319294301126,4.410873237300017e-12,3.9374084383064916e-12,7.031668654186241e-10,5.589519468096907e-16,1.116001809201062e-09,8.092226233621147e-12,7.62345977700593e-10,6.106532654275415e-13,-1.368189564793516e-38,1.3679156518141227e-38,3.423414313167809e-39,0.0,0.0,4.598677718564946e-05,-4.6000000000000014e-05,-3.860150384256565e-08,3.748525035590313e-08,-3.860150384256565e-08,3.789821238872204e-08,1.0193474602612725e-09,1.8873403226499713e-08,1.015298396712996e-39,0.0,7.768992941862998e-30,0.0,3.572623911479848e-44,6.565262763446184e-06,1.0140390322048717e-07,5.266923042692311e-32,1.1198465688529184e-37,2.6219949071527302e-48,6.565262763446184e-06,1.0140390322048717e-07,1.0918426877649687e-39,2.0996862182118604e-50,6.565262763446184e-06,1.0140390322048717e-07,-1.9893427025378092e-08,1.1198465688529184e-37,2.6219949071527302e-48,1.0918426877649682e-39,2.0996862182118613e-50
4700,0.00033322974307190977,0.00033322974307190977,0.00033322974307190977,4.803214299690608e-12,4.232967136225533e-12,7.41677806040515e-10,6.12003877086095e-16,1.1769419660675794e-09,8.698655904059771e-12,8.143256597421705e-10,6.523060815289022e-13,-1.6733060352162073e-38,1.6729679487264422e-38,4.2254613944416804e-39,0.0,0.0,4.6986196104146695e-05,-4.700000000000002e-05,-3.995469804133955e-08,3.877749573629645e-08,-3.995469804133955e-08,3.9212890691957725e-08,1.0670800910826514e-09,1.9358833474116244e-08,1.3124458377008517e-39,0.0,9.294724253119336e-30,0.0,4.719241528151755e-44,6.5630764052433904e-06,1.0359026142328118e-07,6.376027212225743e-32,1.3691837413881952e-37,3.487329350898966e-48,6.5630764052433904e-06,1.0359026142328118e-07,1.3747212338120653e-39,2.8475684573001716e-50,6.5630764052433904e-06,1.0359026142328118e-07,-2.042663258806172e-08,1.3691837413881952e-37,3.487329350898966e-48,1.374721233812065e-39,2.8475684573001725e-50
4800,0.00033322755747823714,0.00033322755747823714,0.00033322755747823714,5.221457798136634e-12,4.544470649310556e-12,7.815222617752357e-10,6.688620113120285e-16,1.2399794706753388e-09,9.337715922353939e-12,8.687251654116299e-10,6.958993168904583e-13,-2.0240982488755225e-38,2.0236860872082653e-38,5.151260038490812e-39,0.0,0.0,4.798560253003331e-05,-4.8000000000000015e-05,-4.132963975269737e-08,4.008939158200951e-08,-4.132963975269737e-08,4.0547983064918026e-08,1.1160319289568262e-09,1.984730487911301e-08,1.6613157597646866e-39,0.0,1.1029914215811986e-29,0.0,6.074236509574644e-44,6.560890811570757e-06,1.0577585509591445e-07,7.645115460266735e-32,1.655806898054277e-37,4.511906819077361e-48,6.560890811570757e-06,1.0577585509591445e-07,1.703880602923652e-39,3.7379089141009014e-50,6.560890811570757e-06,1.0577585509591445e-07,-2.0964100226180015e-08,1.655806898054277e-37,4.511906819077361e-48,1.703880602923652e-39,3.737908914100903e-50
4900,0.00033322537264879754,0.00033322537264879754,0.00033322537264879754,5.666586891913312e-12,4.8724114187014335e-12,8.227223417286182e-10,7.296838333807509e-16,1.305148588402433e-09,1.0010410451932962e-11,9.256052039495894e-10,7.414817120123488e-13,-2.423772451302189e-38,2.423275605874552e-38,6.209645296902334e-39,0.0,0.0,4.898499646347717e-05,-4.900000000000002e-05,-4.272632082013989e-08,4.1420895514878526e-08,-4.272632082013989e-08,4.1903459259578215e-08,1.166211299049954e-09,2.0338807488816334e-08,2.0658438376956277e-39,0.0,1.2988521907137675e-29,0.0,7.653809962676186e-44,6.558705982131148e-06,1.0796068453552283e-07,9.085179875810069e-32,1.982331723021393e-37,5.708185441669858e-48,6.558705982131148e-06,1.0796068453552283e-07,2.0827318855132594e-39,4.782049556400384e-50,6.558705982131148e-06,1.0796068453552283e-07,-2.1505828341232516e-08,1.982331723021393e-37,5.708185441669858e-48,2.082731885513259e-39,4.782049556400386e-50
5000,0.00033322318858332523,0.00033322318858332523,0.00033322318858332523,6.140022026926376e-12,5.217391017010774e-12,8.652974191041704e-10,7.947278879428003e-16,1.3724789797253523e-09,1.0717960338861047e-11,9.850275604977259e-10,7.891029451447021e-13,-2.891754129818696e-38,2.891157182864828e-38,7.460721460010391e-39,0.0,0.0,4.998437790463291e-05,-5.0000000000000016e-05,-4.4144733942488366e-08,4.277197052514067e-08,-4.414473394248836e-08,4.327929257859324e-08,1.2176252562733301e-09,2.0833332753381453e-08,2.5647572768748503e-39,0.0,1.5232582482908594e-29,0.0,9.668951148102358e-44,6.55652191665884e-06,1.1014475000783101e-07,1.0754148982245172e-31,2.3645401589181468e-37,7.255410967342077e-48,6.55652191665884e-06,1.1014475000783101e-07,2.5384440551257693e-39,6.199940486348751e-50,6.55652191665884e-06,1.1014475000783101e-07,-2.205181550232906e-08,2.3645401589181468e-37,7.255410967342077e-48,2.538444055125768e-39,6.199940486348767e-50
