milliseconds,CDK1_active,APC_active
0,0.0073257905492031825,-0.006390541947749833
100,-0.0019877517014693716,0.001459917725931356
200,0.012213279279609308,0.009275154208544512
300,0.03343217612505683,-0.011394903509897782
400,0.04021834877129357,-0.0049449299581523845
500,0.043951733897435716,-0.0012036635248527743
600,0.06582344963426344,0.004671219424821624
700,0.06490789826387044,0.011370291115763492
800,0.09281120788074913,-0.0036147287200928467
900,0.07603448799405225,0.0014850805548315624
1000,0.09909023092354392,-0.009918217052329018
1100,0.11014714066063588,0.0005220068404698147
1200,0.12941760085677123,0.004304294593718494
1300,0.11759846747302094,-0.004592438429346319
1400,0.13760576257990506,-0.007870109866713207
1500,0.14059446754264707,-0.008970053729655966
1600,0.16198307168253726,0.00858230878652938
1700,0.1730142801373814,-0.0005490925058673015
1800,0.18634508533170788,-0.003914974872961397
1900,0.18611996770574316,0.009449126133901597
2000,0.20770128297449125,0.005792173926998843
2100,0.19812751898131833,0.007528764996284922
2200,0.21084747388478137,0.007343681118374864
2300,0.2345294861946374,7.56626937015272e-05
2400,0.24805309235437864,-0.00683556988942626
2500,0.238851824669409,0.009656273685621025
2600,0.2655715048878937,-0.001971391365617659
2700,0.2789679389811298,0.014167110775361823
2800,0.2925428653738783,-0.002498953290539582
2900,0.29822921904780036,0.014757334036475334
3000,0.30327359113493785,0.006875262865275491
3100,0.2989134966319766,0.017360059632844326
3200,0.3055893959771127,0.012196962965941827
3300,0.33762405066569856,0.028338372507674434
3400,0.3498137740683512,0.03767594813209804
3500,0.34164631332732004,0.05093843403984424
3600,0.3714419402622596,0.04785518327251876
3700,0.36005933012253577,0.06949584817258508
3800,0.3884373748767224,0.09878849322502618
3900,0.3758333092879801,0.11204077232752313
4000,0.4035487083802337,0.1411229030597354
4100,0.40756892026301034,0.15248245198646318
4200,0.4318338721358577,0.186534684169738
4300,0.4294743934844726,0.213846719976994
4400,0.45278532776241576,0.25132586296932413
4500,0.4520603547384801,0.2852614698710764
4600,0.46358300237312283,0.32962274633996846
4700,0.44690378044880763,0.3471118180486452
4800,0.45523354265677074,0.3880599471093689
4900,0.4526056373160789,0.3896351184917368
5000,0.4363484629001177,0.41893462035149515
