milliseconds,T,E,I
0,48.923427840933364,10.51517122812765,-0.027171853700741117
100,49.41772615927673,10.66009325126989,0.1453768759968791
200,52.60259858603116,10.827081716078867,0.1940897440142041
300,54.90814492300068,11.100631640481511,0.2203219440591095
400,55.72365498508494,10.619581060451535,0.2621223707142913
500,55.63631173115104,10.62865211862159,0.24789814277930777
600,56.23471493822848,11.466538057161095,0.30168279928266245
700,54.90964121468299,11.828565823247189,0.30679603986506704
800,55.61705391407247,11.537282518108954,0.33609339807332783
900,58.06324406776073,12.31806942940419,0.34578787597798694
1000,59.830380936864444,12.049925290860207,0.35806356785883015
1100,62.11675416688811,12.777596476078969,0.3180935511935473
1200,64.15521058225463,12.789694425192854,0.3378400137540714
1300,62.45227954835127,13.624582992757604,0.410750980033745
1400,64.54052552973957,13.848331984320435,0.4214557340218216
1500,66.95048839153205,13.890352866414828,0.37490271928421054
1600,67.65175855863208,13.97097162088341,0.4489701967996197
1700,67.60764235626226,14.52396565328478,0.4396515170074364
1800,68.83375782273214,15.158211017687297,0.43198660743261447
1900,71.57778002952969,14.61529553932277,0.480270598750698
2000,71.57537428427871,15.25720384784975,0.509443398485775
2100,73.623152824544,15.760187563731044,0.5097271858159563
2200,72.24140930943955,15.384818241352361,0.5308488757367572
2300,74.93527114464484,16.221760141498724,0.5289650982548029
2400,76.58347071572534,16.930389631744898,0.5928452598165059
2500,77.96124728785705,16.450876729643085,0.62755695745501
2600,81.32126603561939,16.754449130999507,0.5809463565254558
2700,82.06576316459197,18.05033725604802,0.6210771857784293
2800,82.13260716594132,17.733948120748504,0.6248526623395948
2900,85.37931339755258,18.477801212254693,0.6706396626204197
3000,87.71273698041432,18.60898288287739,0.6907479168576951
3100,88.5848444901318,19.140512537177834,0.7414260604057599
3200,88.29000381740555,19.418420867950996,0.7562144280942197
3300,91.019472225324,19.76196340852147,0.8125446696163869
3400,93.11664219021964,19.851084674362376,0.8295678841573729
3500,95.59555767442279,20.446297075285027,0.8534273321678842
3600,96.75046010524757,20.773966904215023,0.8905452453604654
3700,97.75259872491198,21.72710068251884,0.8957614881500611
3800,99.54635628816828,22.165681236279035,0.9743236074798913
3900,100.1731853763213,22.782179760561057,0.9790439540692442
4000,101.82012593388372,22.452138311929655,1.0043356431534818
4100,106.48990589103133,22.75356990431867,1.0597544585614904
4200,107.02383891347908,23.778098024175907,1.122070171757116
4300,107.02001176233244,24.511300022470195,1.1334337295828245
4400,109.00970256129236,24.815491735639526,1.1489803853686709
4500,111.23334192245335,24.88626639027224,1.1900784268574198
4600,115.77617902823623,25.07301523583601,1.2370641519528076
4700,114.49683223371869,26.354309287992077,1.3058002515608067
4800,118.76690423797993,26.227933444917806,1.3599211533644804
4900,122.69637357720399,26.611150747126114,1.3971707371441353
5000,121.48576780276264,27.486345774444946,1.4762139317355847
