milliseconds,T,E,I
0,51.57837678407285,9.703902212368043,-0.034574917349054414
100,52.846406207108295,10.08114621499448,0.17066679018439157
200,51.22224036538441,10.56817480680696,0.2375976191880809
300,54.59768862310826,10.268140917554678,0.25330748991219215
400,55.23203306516602,11.3690849283486,0.2484188297656922
500,54.42425355793472,11.639113573137912,0.2588305020399017
600,54.16813931500761,10.968544664063756,0.3248364266771096
700,56.02964756575748,11.948280668089698,0.3344259981051314
800,56.048882330887935,11.585643803629106,0.27917544660821797
900,57.65383800146033,11.723658268339628,0.3151516473826903
1000,59.16405751543122,12.380978796603285,0.3047584997771546
1100,60.84943949760268,12.219265307699695,0.3435422785394708
1200,64.02666278908266,13.022861132940449,0.39972878105535303
1300,64.50228429181882,13.083680220118085,0.3783259806732233
1400,62.23559464820546,13.227176875601494,0.3681130308623891
1500,65.26949560641442,13.772314770558557,0.4074772189890689
1600,66.98766706614387,14.462992568422019,0.4414877922170021
1700,66.67942913385883,13.929350688446311,0.4472367576730819
1800,67.48928615138045,14.907692067759589,0.4309876970832023
1900,72.24071808787318,14.91947112349917,0.47633889957758435
2000,71.3060295673439,15.251361074175504,0.4855045477584441
2100,74.9776896067687,15.098696990431932,0.4787572027159003
2200,74.6762978442922,15.807589883156199,0.5339866948029739
2300,74.31113590989078,15.73397787307946,0.5316129179750183
2400,75.0742476978358,16.391339246836797,0.5521681365046476
2500,77.01689942603372,17.019099547591725,0.6189800921201386
2600,81.84386429335628,17.27165904302068,0.597916191041436
2700,81.14259433922946,17.569289283416584,0.6334681107032151
2800,83.58508427934527,18.19976995869054,0.6340810675019601
2900,85.5343434777651,18.67626186125312,0.7208974695836415
3000,86.8391269488813,19.146378695108925,0.7151849320386588
3100,87.10667305565995,18.926897861868127,0.7211921051302382
3200,88.35573764478121,18.954412439907134,0.7296808102988642
3300,89.92048768124744,19.80416026201235,0.8301611265954176
3400,90.11119748244701,20.163506608936757,0.8336376414669602
3500,93.63012025671972,21.0984019409914,0.8435081476907392
3600,93.64289720105833,21.253798487354246,0.8923781874475398
3700,98.71122530285115,21.49999537169993,0.9391776229216815
3800,97.78838862213301,21.77442616398879,0.9570278851348845
3900,101.17488460067342,22.22626959832115,0.9500220870203904
4000,101.46959116821138,22.650031987961164,1.0124589881248052
4100,104.20884489562883,23.375563046429132,1.0623018067424919
4200,107.56484245889278,23.294824117894727,1.0937171745483028
4300,110.19324204963345,23.920620771744616,1.1109091892519483
4400,108.69813739562636,24.607467007258595,1.1755919648250062
4500,114.08634247146041,25.437047644603833,1.2006901536577226
4600,116.15511374187913,25.740527150832317,1.2404600330127078
4700,115.27993865370232,26.58017164204161,1.343445828213704
4800,119.16989716776659,26.537539203924375,1.365645247253157
4900,122.00458950060185,27.307999157171345,1.4205602523205154
5000,124.14320602806875,27.12774728852484,1.44929701560931
