milliseconds,N0,N1,N2,N3
0,1.719732765744735,26.79443563995603,44.55597870178943,1.5357566576285713
100,1.7209971082432505,27.1381999615121,45.755267328577986,1.5422023054259077
200,1.731645670306521,27.393137737308358,46.65053208938602,1.54548241398972
300,1.7351443528986692,27.59075723146134,47.34412833073217,1.5496383215103917
400,1.7328612802385241,27.69803711644643,47.74815817518175,1.5509576503692968
500,1.7447579651946354,27.93178882185024,48.002117896640456,1.5522275039800137
600,1.7397781964371355,27.97819338742714,48.24194450346415,1.5553571455233997
700,1.7487808335007073,28.1261340283428,48.422336314628026,1.5564133354647725
800,1.7561236731797032,28.178770697034814,48.504623215845385,1.5561150693723511
900,1.7623732243294055,28.25076195134081,48.61330088805672,1.5568888130519072
1000,1.7669162158587668,28.372605726986688,48.656028175109874,1.5571054221033362
1100,1.7730124206692714,28.451115062564742,48.751008455941935,1.559892477867303
1200,1.7763191771055336,28.51660116995823,48.686368530466986,1.5584679529074759
1300,1.7728830499430965,28.523441984552914,48.70032009874396,1.5600059562222555
1400,1.7852965636648992,28.595070665711134,48.7927846604083,1.5591727734476732
1500,1.7896496812696887,28.63036279986024,48.7522021462403,1.56038911053336
1600,1.7910795225778302,28.695539241757007,48.766879162240535,1.5614718333069975
1700,1.7863786777716293,28.657599412109423,48.712629866028536,1.562393507259794
1800,1.8002641878958756,28.776663735537216,48.7097700564193,1.5634988919823574
1900,1.8065940867337311,28.79853710865741,48.73443792271544,1.563398699912665
2000,1.8041027550120916,28.813289434765796,48.70222913179478,1.5645637584158698
2100,1.8176325230468084,28.8817727872622,48.71285810529524,1.564662411326469
2200,1.8202449031567554,28.81558433477549,48.65015638911593,1.5651000809913147
2300,1.8142422003889709,28.862617341925244,48.779311092372545,1.5656886554802731
2400,1.8298208127281808,28.865684707719822,48.651755501804864,1.5667514112263117
2500,1.8228534452180825,28.96225591086679,48.711734168797264,1.5652215119601498
2600,1.8406779255818804,28.975783974767694,48.649524876982056,1.5664807128756482
2700,1.8327415712119708,28.98257010518081,48.68657707014418,1.5678834828757438
2800,1.8467232720760758,28.965734390957472,48.65353179439513,1.568628198408935
2900,1.841292481033882,29.082360898012436,48.73978862178164,1.570165783635405
3000,1.8579593021431289,29.033199427439225,48.659143388529095,1.5687071945392208
3100,1.852236423470658,29.04208226251151,48.692213393839474,1.5709895711481696
3200,1.863702983361331,29.07522119203312,48.752609453108114,1.5707974253622867
3300,1.8650970001397604,29.109483221076093,48.63509060454929,1.57105596982699
3400,1.8723565472878425,29.130287163409683,48.62316207268481,1.5728873980884925
3500,1.879228937224448,29.082893558885072,48.69655014106886,1.5732895663685937
3600,1.875116891191116,29.167943581261333,48.70776895688674,1.5738901778919774
3700,1.8808235907874944,29.185103020813006,48.68215657623726,1.5761232158866023
3800,1.8947764227070145,29.205087777876965,48.60627963309465,1.5772230115142378
3900,1.8910149420834519,29.198331427970384,48.62440008694942,1.5767203536440004
4000,1.9011218084984292,29.22478142699019,48.742335021506385,1.5783682631695637
4100,1.9009466097402112,29.190809093501482,48.70005997397069,1.5804549186815868
4200,1.9034545403835315,29.22053764682155,48.65687614969764,1.581073585926649
4300,1.917982492403352,29.178971521092787,48.604132488843696,1.5825217136471736
4400,1.9176204247359974,29.277242883006924,48.60577269008627,1.582259723655867
4500,1.9210969277799346,29.182263990571812,48.64923197119342,1.5849586988898268
4600,1.9284494712239002,29.277139356876187,48.66670569063089,1.5847591108610746
4700,1.940625934222698,29.25102288433337,48.71605130559723,1.58715185021453
4800,1.942711609688622,29.266959700774727,48.6327629945478,1.5876843551808129
4900,1.9458163348258544,29.305196316528807,48.620600292992926,1.587433835230251
5000,1.9535587710319904,29.26285910448208,48.73175618221227,1.5897893835388128
