miliseconds,GLCi,G6P,F6P,F16P,TRIO,BPG,P3G,P2G,PEP,PYR,ACE,P,NAD,NADH,SUM_P,F26BP,ATP,ADP,AMP
0,0.08734193611529766,2.4651997540323425,0.6242614678355575,5.539385466632192,0.9600294762910081,-1.6395687159910778e-05,0.9009699867466058,0.11955352465316382,0.06888788086802372,1.7964950188555866,0.17103815188353777,6.301454855306817,1.1977738872592087,0.39066160165651403,4.1,0.02,2.5184406091928144,1.2894737617544072,0.2995148025669292
100,0.0732843203404091,2.727782334921449,0.4740075391260427,3.092966100110023,1.870449821096884,0.0016333848916204772,0.6463356900140642,0.08806510110805471,0.21128771664095294,6.619200185440457,0.049755034722289385,7.526924084049516,1.4420886785742095,0.1479160984646243,4.1,0.02,3.4778418188806612,0.5823613546301403,0.04277895783525193
200,0.07504887947165453,3.115112145273227,0.4690681576083697,1.8346273924477257,1.3932517816331669,0.0018703742551139963,0.7870799507195841,0.10957300027317957,0.25670076410747056,8.513961596116474,0.11007293818994404,7.501959959940978,1.5190130779497328,0.07131246071534579,4.1,0.02,3.457339946290751,0.6038810344092478,0.05059941569645044
300,0.07621780134338892,2.6958804928741436,0.3873634156419541,1.3304333393519647,1.2086722626653648,0.0015242773425859866,0.7315779998003185,0.09921563692342616,0.22146987044905478,9.774816219549953,0.13834349038887478,7.411451673024946,1.5369543077570653,0.05743487169423034,4.1,0.02,3.367979526426725,0.6669794370712203,0.06202040505125286
400,0.07760706812679388,2.2318451683463976,0.3080120100634102,1.0903146510191652,1.064149811967391,0.001168305399204065,0.6419437678098041,0.08643715499505097,0.18578216134369868,10.609537750893939,0.16097386315539863,7.287263560902747,1.542637430359981,0.04755427528844638,4.1,0.02,3.2630483431979607,0.7644518547892153,0.08180099631328386
500,0.08004967068699002,1.8553158019140197,0.25422950576514824,0.8897595163842543,0.9789463879930665,0.0008998256380172191,0.5576592683556925,0.07488509577414476,0.1502480310878252,10.971327529148505,0.17826635189673132,7.119116254963804,1.5442679325423405,0.046286705167053424,4.1,0.02,3.138328150743329,0.8550763696466197,0.10870525769203312
600,0.08304223635986925,1.5761582687098947,0.20592112975694674,0.766400545486446,0.9069744735258404,0.0006905798290855076,0.49405227188149614,0.06597523689972774,0.12540935171979917,10.902409767905187,0.18993328375768934,6.935742505379489,1.5504333835675927,0.0433956106426313,4.1,0.02,2.9841894354305833,0.9700771071653181,0.14408851724827573
700,0.08662588509891221,1.3608398104254011,0.1730881191751571,0.7130815131345747,0.8598045825940261,0.0005330205293245066,0.4525806804465459,0.05845903783055357,0.10943898747122734,10.679308461854225,0.19771823487127524,6.757672453371467,1.551220937688685,0.03809515440669151,4.1,0.02,2.846739024683967,1.0763195173882778,0.1825327648084173
800,0.09034759807743901,1.2287859715258702,0.14743296431767267,0.6475253172682266,0.8258640011564966,0.0004717470644613721,0.4172306640951815,0.05419726364881565,0.09588814381315154,10.351654547597947,0.1999808949773356,6.636447844875595,1.5493489891900134,0.03863360346779387,4.1,0.02,2.743653896439074,1.138372392438084,0.213690331816593
900,0.0927404234773573,1.1725810383900952,0.13224108872200518,0.6215498011790712,0.8124120404809316,0.00041522379601967107,0.3927881840783421,0.05058298603535666,0.0874393158209136,9.90152344603274,0.19900224208903233,6.533419661058493,1.5498235333360924,0.03657920920400365,4.1,0.02,2.656784784822865,1.2032070665285652,0.24268285706627002
1000,0.09487640847819448,1.115072828388884,0.12029841270285484,0.6424371445250403,0.8040488956473505,0.0003965554053926646,0.3814041343827713,0.048106886604762214,0.08320702127410982,9.616151642586209,0.1931301004831985,6.458017118401604,1.5494835104241238,0.03956180740666862,4.1,0.02,2.5990152749631013,1.2380807102699263,0.26328266361780855
1100,0.09661936196796679,1.092161672977963,0.1224627650314234,0.5835216309300595,0.7875275703307413,0.00035653141959821175,0.37101408114631135,0.047589187499501,0.07811853662782216,9.242723045735,0.1875411573133881,6.394019310218789,1.5498624468402735,0.04072412659848004,4.1,0.02,2.5599870190744984,1.2504920320113528,0.2724457229152621
1200,0.0969385865981624,1.0807348464391051,0.11754663741949177,0.6063978706876854,0.7912131164580043,0.0003609442054409427,0.36302416353225336,0.045951383306767214,0.07619627861452553,9.078430665307618,0.1831286248080539,6.352691971022143,1.5467735070943498,0.0397092982378392,4.1,0.02,2.5565453033941434,1.2727026540999753,0.285148806054158
1300,0.09759409594382895,1.032153428863506,0.12093325391957624,0.6028359985376658,0.7767692941260418,0.00034679417983926353,0.3620629604915916,0.045808681349426936,0.07462062238656816,8.843418093299318,0.18068673780076996,6.349832493777394,1.5458449641735115,0.04367551611062794,4.1,0.02,2.527330826792324,1.2685374056125345,0.28539707953006127
1400,0.09812034876467973,1.0334983798825668,0.11014073128355377,0.5978083089063587,0.7799042326818195,0.0003250202551355224,0.3613006820371598,0.0459328473629358,0.07400781453308522,8.745419931158178,0.17604779088940575,6.335592418615545,1.548813899120595,0.04424078965409409,4.1,0.02,2.5302138508876304,1.287958517626186,0.29279577108210725
1500,0.09796910766882237,1.0511758087830456,0.11366070731757798,0.6350033855759418,0.777581575964258,0.00032815283096070423,0.36376181046320766,0.04502552719683557,0.07640876987978758,8.646035552944381,0.1739515579030152,6.3382650479206095,1.5474060344942242,0.044268496091809446,4.1,0.02,2.5271516053720293,1.2887378333659594,0.2939908125294331
1600,0.09816778593125647,1.0163101725546844,0.1094342897610807,0.607266827223741,0.7696548444031566,0.0003450917785366478,0.3582089976600156,0.04464313865822079,0.07371041611926757,8.594147902281929,0.17272953885752843,6.317841373724352,1.5471032394960367,0.043460534293454825,4.1,0.02,2.5092076399429626,1.27891463388124,0.294025260211331
1700,0.09885956861642567,1.0339554996202829,0.11759449355913193,0.6198031960396997,0.7862723582624446,0.00031765238934971737,0.35454139186557165,0.04503828875968194,0.07395731811786846,8.644330613734844,0.17249909954670156,6.305369982678387,1.5485321071485183,0.04480836095028891,4.1,0.02,2.5101585918174876,1.2848559355606386,0.2970083638028661
1800,0.09894390541259086,1.0139066293671954,0.11819218063552601,0.5992134389086877,0.7768401446224782,0.00031755426886499,0.356976679525065,0.04550360779739918,0.07298205884652247,8.54543234588485,0.17189509306037953,6.3140675518088445,1.5473681497184937,0.043916308374995286,4.1,0.02,2.503828773882573,1.293503442950518,0.29441313425271176
1900,0.09873714940710188,1.025660363784558,0.11718834435848881,0.595412327069444,0.7804621633831101,0.000331370765906585,0.3600707819522298,0.044634865523388266,0.07429512262602575,8.599778369839907,0.17018920439132937,6.29795180921659,1.5440285914454779,0.04182472026361048,4.1,0.02,2.519572865122655,1.2841341713189196,0.2998869630503924
2000,0.09867340129099363,1.0493348145237065,0.1129373849096621,0.5895552444256373,0.7820144633064536,0.000321503603428149,0.35174212142259564,0.04427287510835535,0.07266748969344883,8.508128455483488,0.1713930235237885,6.308551309919831,1.5446639436925638,0.04455917454141257,4.1,0.02,2.504716586070414,1.2857512136837297,0.29870669089692403
2100,0.0983792225894925,1.057536021481723,0.1130288647108365,0.5952163600807268,0.772833440072114,0.0003359663809043657,0.35299329677417557,0.045132467863712666,0.07346106337567718,8.541833176756933,0.1711755633645639,6.3094490077111605,1.5474922351547902,0.04532021359423624,4.1,0.02,2.5180089391924128,1.283594362342703,0.30181145795259456
2200,0.09868019345044855,1.0552720346818274,0.11504909353757609,0.640083076611921,0.7762734755251542,0.0003224405189244981,0.3617211798654665,0.0455081976837488,0.07200758832167799,8.523934493980883,0.16933112866956,6.299042546079722,1.546539496947613,0.04559772150509566,4.1,0.02,2.5043267823366304,1.2893079547643684,0.2957148816994985
