milliseconds,P2,Target
0,10.021135002248014,10.037347632830997
100,10.126247234801856,10.001503716992522
200,10.169292372166904,10.12501260757607
300,10.192807777640494,10.118845993274311
400,10.257253238046195,10.171864455431516
500,10.193326931184412,10.248634671862765
600,10.247532309976265,10.395735007623756
700,10.420747621222375,10.302095213251517
800,10.417986389322685,10.362589565703077
900,10.50779823875845,10.540172553842707
1000,10.494381344853558,10.55153677044911
1100,10.620407059108718,10.570865268899977
1200,10.70083947512599,10.708382028741843
1300,10.668749166272981,10.745640712673598
1400,10.685496128633494,10.763148694263819
1500,10.806810622581384,10.758428714983372
1600,10.844068233865116,10.777879419954667
1700,10.886436912213716,10.921550399876207
1800,10.946865173566831,11.030216281625778
1900,10.98065381921154,11.036557969481875
2000,11.005866348943739,10.989553514399098
2100,11.165299545498012,11.082597213971859
2200,11.203099025080423,11.118546656625611
2300,11.28022640183321,11.199862349488233
2400,11.287862514912778,11.27654895082399
2500,11.35131563890517,11.353158186645949
2600,11.431168261860853,11.35823513897947
2700,11.45444394506866,11.426675119586339
2800,11.501463398231353,11.468423983961507
2900,11.504275534925474,11.467446505410967
3000,11.648682964699452,11.653966132467243
3100,11.595119627870682,11.661098038618189
3200,11.733663350189257,11.70366056196268
3300,11.772251462287569,11.80566913802804
3400,11.836761287466464,11.872909788196134
3500,11.849603449855255,11.9260401155757
3600,11.961160227581285,11.946151740972851
3700,11.909948541689582,11.992803898328704
3800,12.097733934339294,12.099329182131918
3900,12.111978046450838,12.121252565274068
4000,12.111025940206897,12.201953760764141
4100,12.204456721860788,12.117497700906064
4200,12.277818046585699,12.234610048895007
4300,12.367380861095883,12.315172516558544
4400,12.326191476037343,12.328910357238247
4500,12.483073464608637,12.399640322583352
4600,12.412162446477065,12.388320083192582
4700,12.579922294760246,12.4854355121558
4800,12.57172937248392,12.567864441204595
4900,12.640607135975227,12.58813841319
5000,12.690218890700393,12.644355533340109
