milliseconds,P2,Target
0,9.935703656174683,9.986109796742706
100,10.046650593915109,10.119968255856591
200,10.07390398242152,10.076390820194929
300,10.084395694339792,10.13423155596737
400,10.166085919098796,10.181953953969405
500,10.215467516250687,10.209610720562788
600,10.395542079732177,10.376287634567175
700,10.405057204829154,10.297105408152532
800,10.353129058996684,10.449629921693559
900,10.4810896529311,10.40421575489548
1000,10.540703928146426,10.599851469630122
1100,10.643544425365144,10.539579025689113
1200,10.699235903033516,10.601315286356856
1300,10.688185947659965,10.690129183841451
1400,10.811191331240087,10.696290666644831
1500,10.779787772607683,10.861319052786252
1600,10.856991376965832,10.807932487031477
1700,10.846480279606025,10.844975903899947
1800,10.975441987510635,11.015311495924946
1900,10.95988202831564,11.069807235014519
2000,11.010187323360135,11.006391309709374
2100,11.185707599645598,11.142697248356413
2200,11.24602296580692,11.101358661769787
2300,11.178919246868382,11.278298964809208
2400,11.261070052069789,11.254757766635043
2500,11.26888111798066,11.26101591168469
2600,11.37214607256973,11.327180571720596
2700,11.427338203278591,11.513012665574509
2800,11.500565938274743,11.490198352958831
2900,11.613358384869434,11.607841824354512
3000,11.580079155453378,11.570527226773988
3100,11.612765501074067,11.675361941335735
3200,11.667712631850815,11.71429929589737
3300,11.80886474139286,11.794034836297863
3400,11.849432085079897,11.801781250991327
3500,11.79251171469867,11.924891672760994
3600,11.903773174633404,11.959229511686466
3700,11.96433537705978,11.953951565476364
3800,12.022814803439614,12.032887264103987
3900,12.058949708315936,12.108486176807203
4000,12.202692279860532,12.186572508029847
4100,12.167049677804252,12.206464719822002
4200,12.215332491674666,12.269371854297118
4300,12.352073923662793,12.333986627480273
4400,12.341775763703067,12.435727902897415
4500,12.443924583371015,12.437947265000448
4600,12.48666931803329,12.423545933961993
4700,12.530679882727032,12.58454634017682
4800,12.498117397502037,12.50676639914915
4900,12.669739967721675,12.565110795653409
5000,12.655903346453409,12.642350350227852
