milliseconds,P2,Target
0,9.968534535089452,9.978381888977777
100,10.048120900251568,10.034916592290456
200,10.169547431589779,10.09977841941567
300,10.235312376121913,10.17260535773333
400,10.203213729280606,10.169617741394385
500,10.251061981207382,10.263055226092074
600,10.368582212891747,10.346968591870011
700,10.447707930923919,10.444395465737038
800,10.470457716972946,10.359398026928567
900,10.471134161974788,10.477546394322653
1000,10.48835542263584,10.585814943129689
1100,10.628948366885831,10.609661403222082
1200,10.56388173006607,10.584021286581374
1300,10.749759048778646,10.691189825811
1400,10.734112309725203,10.765912698912597
1500,10.813582220299793,10.766499869703004
1600,10.811857329909243,10.897496700555834
1700,10.935882052056364,10.934502530581515
1800,10.875780748372883,10.969756267841566
1900,10.98052165900396,11.070542781732946
2000,11.011079022918702,11.061730300746026
2100,11.159486760653513,11.088549190022645
2200,11.120626740449575,11.224340456145349
2300,11.190695669066585,11.202503099611913
2400,11.334905661433242,11.313985134279932
2500,11.31712214206849,11.378026114243951
2600,11.358814152565262,11.448250292891409
2700,11.482845006764787,11.42048597157766
2800,11.541996252516881,11.535636631635436
2900,11.559818254779001,11.470621054227836
3000,11.65435938051745,11.522173322749545
3100,11.579979585274977,11.618827638512606
3200,11.646110660066586,11.7498751831315
3300,11.698337674117559,11.766951400389482
3400,11.766379149589696,11.820565951707882
3500,11.833083876580613,11.813160552319657
3600,11.859642573456341,11.96885871912819
3700,11.990237988603106,11.978570380148081
3800,12.100084608121266,12.029836682733826
3900,12.117569598651238,12.007744191771797
4000,12.100098404905488,12.179826947683761
4100,12.115603296893095,12.25909608955123
4200,12.269761226999224,12.182973600530342
4300,12.342547965306888,12.287873884567206
4400,12.41198020881409,12.398538104716556
4500,12.47754422330004,12.46465134514791
4600,12.456256761882887,12.464094156004837
4700,12.47728869048113,12.557360247424338
4800,12.581327187708219,12.593520606301324
4900,12.675388302907017,12.630050232783598
5000,12.751828275999458,12.660085062458357
