milliseconds,EpoRJAK2,EpoRpJAK2,p1EpoRpJAK2,p2EpoRpJAK2,p12EpoRpJAK2,EpoRJAK2_CIS,SHP1,SHP1Act,STAT5,pSTAT5,npSTAT5,CISnRNA1,CISnRNA2,CISnRNA3,CISnRNA4,CISnRNA5,CISRNA,CIS,SOCS3nRNA1,SOCS3nRNA2,SOCS3nRNA3,SOCS3nRNA4,SOCS3nRNA5,SOCS3RNA,SOCS3,Epo
1000,3.6740313209287434,0.1843528496900069,0.022420122460763043,0.08036126395216285,0.015054442994435861,0.0,26.724073053434836,0.0010269465651945582,79.45665968257967,0.29447053502030546,0.003446956218158493,0.010115044544688027,0.0002819908361663008,6.6446655528122915e-06,1.3526047314762535e-07,2.4205594874424247e-09,2.390241124972134e-13,9.698291121162459e-14,7.11240654219647e-08,1.2936712458010308e-08,2.0514640331267173e-09,2.869690573197026e-10,3.580646289021036e-11,3.076121533566915e-12,5.337233985444831e-10,1.24997e-07
1100,3.6452552444036965,0.1930208121699128,0.025529251660587574,0.09312986560684834,0.019284826185068094,0.0,26.72386119170443,0.0012388082955937343,79.37414339481396,0.37610964434866395,0.004722852127032025,0.015024471293167628,0.0004568609255048979,1.1780028505981371e-05,2.6287920613079413e-07,5.162707249868001e-09,5.101684755927404e-13,2.276429200873979e-13,1.041659193718086e-07,2.0429144840001452e-08,3.5129814908890072e-09,5.34884943125982e-10,7.28279415014122e-11,6.9114707049202305e-12,1.199273565753262e-09,1.24997e-07
1200,3.61676396380579,0.20056811756527532,0.02860172258628275,0.10618290078490332,0.02410329528386633,0.0,26.72363026767644,0.0014697323235851921,79.27387656541595,0.4752643033259764,0.0063405545571557495,0.021658033967583888,0.0007117197851188143,1.99028143534829e-05,4.82666138591411e-07,1.0313796348881602e-08,1.0197939577778152e-12,4.961985419783085e-13,1.4814409566588162e-07,3.1043804304815e-08,5.737048582806388e-09,9.424451627781193e-10,1.3881417413434985e-10,1.4427741556288688e-11,2.503659377163016e-09,1.24997e-07
1300,3.5885655036336432,0.20710765041069973,0.03161211238592254,0.11942441633347384,0.029510317262379345,0.0,26.723380491391666,0.0017195086083623093,79.15251830790069,0.5952258979147051,0.00837206426844396,0.03046007862181643,0.0010732992310736543,3.2305081122507966e-05,8.450999420431021e-07,1.9505955198053255e-08,1.929649499757105e-12,1.0164545216709377e-12,2.0568379990894432e-07,4.57008051560124e-08,9.007733005706601e-09,1.5845667700601585e-09,2.506249960364474e-10,2.832000161869173e-11,4.91467356539384e-09,1.24997e-07
1400,3.5606685181631916,0.21274101815541888,0.03453966309076228,0.13276908573521656,0.03550171488152958,0.0,26.723112078357357,0.001987921642672123,79.00631569854464,0.7396888579441607,0.010902463288958998,0.04196620557275224,0.0015749731030689587,5.0690936500186174e-05,1.421366405716149e-06,3.521584828594968e-08,3.4852576492872186e-12,1.9752636932809758e-12,2.799212273224897e-07,6.551804423118137e-08,1.368322470410435e-08,2.56098914261154e-09,4.3221560819906244e-10,5.2762839948575324e-11,9.156942266409574e-09,1.24997e-07
1500,3.5330822495259975,0.21755971452874173,0.03736766052233445,0.14614111760801907,0.042069257841026275,0.0,26.722825249950077,0.0022747500499527905,78.83112036483968,0.9127330774688692,0.014031356642047294,0.05681915051394704,0.002258086177068606,7.727542359690566e-05,2.3096757945636663e-06,6.10941714146168e-08,6.04862404499288e-12,3.6686060262388195e-12,3.7458854408787896e-07,9.184715580934728e-08,2.0210131483250262e-08,4.001969120013012e-09,7.167122325237868e-10,9.40020398132458e-11,1.6314644464035135e-08,1.24997e-07
1600,3.5058164847056084,0.22164616107262866,0.04008288842225861,0.15947328203602748,0.049201183789596134,0.0,26.7225202337898,0.002579766210233173,78.62241403943553,1.1187974357449666,0.01787421791920575,0.07578616563339471,0.003173502111511936,0.00011490255760368532,3.64303906065224e-06,1.0239103331555382e-07,1.0140471134862983e-11,6.551147091142039e-12,4.941040364427634e-07,1.2631466716059823e-07,2.914021848862164e-08,6.07496382389312e-09,1.1489010019246916e-09,1.6111167084456024e-10,2.7962951793621172e-08,1.24997e-07
1700,3.4788815114103193,0.22507463784280982,0.04267515018729878,0.1727060438065912,0.05688265677909984,0.0,26.722197264084127,0.002902735915912072,78.37534364524066,1.3626438775097374,0.022563603272072182,0.09977776265533383,0.004383390447885173,0.00016718572746087028,5.5987942861970185e-06,1.6649973099317865e-07,1.6494232480414e-11,1.1303227868584725e-11,6.436658909396006e-07,1.70868342792137e-07,4.1149895194158696e-08,8.992473560278419e-09,1.7882010131339105e-09,2.6695082231199745e-10,4.6334130500786986e-08,1.24997e-07
1800,3.452288072826698,0.2279121173917357,0.04513684876429427,0.18578678862544828,0.06509617241794326,0.0,26.72185658194229,0.0032434180577504967,78.0847662138179,1.649311775229685,0.02825019774889338,0.12986758726355213,0.005963264749674138,0.00023867347795164344,8.410187085557413e-06,2.636436492163267e-07,2.612426511959852e-11,1.8919870574771137e-11,8.293476442382899e-07,2.278283959247505e-07,5.706265824318907e-08,1.302120689869964e-08,2.71219392538467e-09,4.293562530557462e-10,7.452460399702961e-08,1.24997e-07
1900,3.426047321253679,0.23021901100121067,0.04746261864799876,0.1986691334053524,0.0738219157178793,0.0,26.72149843565797,0.003601564342063249,77.74530406664195,1.9840621697230003,0.03510365619636892,0.1673131914988222,0.008004284538981556,0.00033504414863514564,1.2380375493039836e-05,4.0773702050752807e-07,4.041133437323002e-11,3.082757707374513e-11,1.0581933534215797e-06,2.9994318615831717e-07,7.787468098614416e-08,1.849275002575297e-08,4.020799751356158e-09,6.726158602743482e-10,1.1675077228014142e-07,1.24997e-07
2000,3.4001707706492033,0.23204983721586195,0.04964900333201962,0.21131231068797557,0.08303807814105907,0.0,26.721123080960353,0.003976919039684361,77.35141045758493,2.372311716925354,0.04331320071223642,0.2135774041817272,0.010615827104079791,0.000463332713372963,1.789925691969871e-05,6.174542931942563e-07,6.120882439469404e-11,4.9035726660882336e-11,1.3383102632181127e-06,3.9044878753301375e-07,1.047836453686756e-07,2.5815907676242932e-08,5.84119238096373e-09,1.029272670179935e-09,1.7866221811508378e-07,1.24997e-07
2100,3.3746702481326265,0.23345382066082296,0.05169417295950605,0.22368061928466038,0.09272113898850312,0.0,26.72073078123259,0.004369218767448223,76.89744578030914,2.8195562636700724,0.05308793603019097,0.27034996634253555,0.013928331890999672,0.000632193293099222,2.5463566916062106e-05,9.175490186684385e-07,9.097374057873077e-11,7.633081965221998e-11,1.6789566337551818e-06,5.031316721510602e-07,1.392208457235221e-07,3.5490878083813325e-08,8.333558094968203e-09,1.542317211205e-09,2.6772234635264745e-07,1.24997e-07
2200,3.349557844505971,0.23447542855703915,0.053597677348189016,0.23574293379020644,0.1028461158247142,0.0,26.720321807697207,0.004778192302832077,76.37776423040964,3.3312841888459053,0.06465684471914458,0.3395690525377687,0.018096414655180533,0.0008522007295849898,3.570073967237726e-05,1.3404691577711915e-06,1.329271655310289e-10,1.165233648892613e-10,2.0906222362564843e-06,6.423935783144976e-07,1.8288650188244623e-07,4.812540453329944e-08,1.1697804584400554e-08,2.2678335033393582e-09,3.9366778303541154e-07,1.24997e-07
2300,3.324845863874588,0.2351548515191204,0.055360230149343104,0.24747226644340722,0.11338678803965979,0.0,26.719896439567677,0.005203560432358429,75.78681057717209,3.912879880404743,0.07826842534272936,0.4234422576825989,0.023302242846424383,0.0011361944796998886,4.939706115268337e-05,1.9283223816995463e-06,1.912494942351249e-10,1.7475901588593412e-10,2.5850989051988878e-06,8.13317467935081e-07,2.3778812290122953e-07,6.445302059795819e-08,1.6181330325300102e-08,3.278171826539122e-09,5.690592378696635e-07,1.24997e-07
2400,3.3005467724645947,0.23552843446851104,0.056983520424611224,0.25884537555232534,0.12431589711607727,0.0,26.719454964165735,0.005645035834302501,75.11922643237261,4.5695179846046745,0.09418993894205958,0.524466590974323,0.02975915755332867,0.0014996678801750456,6.75306838358234e-05,2.73525209807744e-06,2.7131648578865535e-10,2.5790761577425436e-10,3.1755384475261728e-06,1.021733321485451e-06,3.0628166047472883e-07,8.535347325789116e-08,2.2087963339330584e-08,4.665729428438118e-09,8.099379224066182e-07,1.24997e-07
2500,3.276673146751095,0.23562906289958643,0.05847004834111299,0.2698424152933579,0.135605326740967,0.0,26.718997677003866,0.006102322996173792,74.36996510489251,5.30604936027508,0.11270623248343085,0.6454469833516387,0.037715520674205374,0.001961205531370498,9.13101058478879e-05,3.830292513021954e-06,3.79982923179773e-10,3.750461358256727e-10,3.8764951523271185e-06,1.274282368084148e-06,3.9111508303156524e-07,1.11875367735116e-07,2.9788173876380664e-08,6.547428132212719e-09,1.1366029709356396e-06,1.24997e-07
2600,3.2532376210271017,0.23548650915601074,0.059822982086226634,0.2804466222698339,0.14722626548694695,0.0,26.71852488183268,0.006575118167358573,73.53441381333205,6.126879984380934,0.13411811241738777,0.7895127858843279,0.04745875896895548,0.0025429711503745416,0.0001222187452088806,5.300778922546685e-06,5.259214568530845e-10,5.380540878578661e-10,4.70395013623196e-06,1.5784782109494178e-06,4.954738897809181e-07,1.4526103035317475e-07,3.973065699684393e-08,9.069985076302819e-09,1.574526573807165e-06,1.24997e-07
2700,3.2302528345581005,0.23512774290746277,0.061046033428358126,0.2906440346838397,0.1591493544483593,0.0,26.718036890652847,0.007063109347190735,72.60852169971116,7.035844380116966,0.158740247522649,0.9601317163952463,0.05931956930933643,0.003271247712130361,0.0001620662556469827,7.256396998450472e-06,7.200249613389252e-10,7.623427512046596e-10,5.675314818548613e-06,1.942763191815332e-06,6.230279705459816e-07,1.8697353035960665e-07,5.245536713715468e-08,1.2416078557655692e-08,2.1554245298423705e-06,1.24997e-07
2800,3.207731378480556,0.23457720949060729,0.06214334969534109,0.30042324049334074,0.1713448218662759,0.0,26.717534023691343,0.007565976308701332,71.58893176924984,8.036075452913195,0.18689858594461078,1.1611206903024662,0.0736762423463273,0.004177031234552477,0.00021304726084175844,9.833964757808668e-06,9.758817216840892e-10,1.067743084404968e-09,6.809410865226665e-06,2.376558221261308e-06,7.779791063179206e-07,2.387257468182179e-07,6.860807313029958e-08,1.681151865745694e-08,2.9185012630560275e-06,1.24997e-07
2900,3.185685742617497,0.23385707946495168,0.06311942016485415,0.30977515124661664,0.18378260653220116,0.0,26.71701660934192,0.008083390658127469,70.47311452753209,9.129872967309595,0.2189272802301886,1.3966529669873062,0.09095905367268678,0.005296678787231377,0.00027780818157285153,1.3203048914680082e-05,1.310333563777973e-09,1.4795806751127856e-09,8.126424122064085e-06,2.8903042170460625e-06,9.651082856794673e-07,3.0251129613895487e-07,8.895647809960718e-08,2.253353566232735e-08,3.911888928186791e-06,1.24997e-07
3000,3.1641282623991582,0.23298747204806527,0.06397899525856,0.3186927989322901,0.19643247138804654,0.0,26.716484984069403,0.008615015930642072,69.25950073473427,10.31857324737221,0.2551651169359539,1.6712609817774422,0.1116546632429054,0.006672611243620107,0.00035952295606368653,1.7572540663132344e-05,1.7441293653309386e-09,2.029973564040536e-09,9.647829871148279e-06,3.49549306824056e-06,1.1898218731254177e-06,3.8063708246477884e-07,1.144079436313964e-07,2.992032057206142e-08,5.194303924601272e-06,1.24997e-07
3100,3.1430710660585435,0.23198665695080437,0.06472701610490485,0.32717115161791305,0.2092641092939543,0.0,26.71593949228081,0.009160507719233657,67.9476106818062,11.602422659661146,0.2959515033201599,1.989834719422218,0.13631046300237878,0.00835406534942532,0.000461977523570428,2.3198220414036937e-05,2.302676888244766e-09,2.759367906347662e-09,1.139628997815096e-05,4.204687224880378e-06,1.4581957859366176e-06,4.7575704142662723e-07,1.46028675933896e-07,3.938182114788838e-08,6.836921420174914e-06,1.24997e-07
3200,3.1225260223418254,0.23087123369097243,0.06536855470546034,0.3352069484323331,0.22224724085552794,0.0,26.715380486158686,0.009719513841357231,66.53817636861659,12.980458527364167,0.3416219694824488,2.357614487665425,0.16553879748702247,0.010397900480867712,0.000589664947943236,3.039157527549517e-05,3.016919164883709e-09,3.7183847156262148e-09,1.3395516309770868e-05,5.031524436270303e-06,1.7770163335715591e-06,5.909068762940793e-07,1.8506454499425893e-07,5.141208542571798e-08,8.925518576572886e-06,1.24997e-07
3300,3.1025046889152006,0.22965629245016786,0.06590876255997635,0.34279855012601396,0.23535170597475982,0.0,26.71480832545992,0.010291674540129265,65.03325345298005,14.450400555210404,0.3925032608138102,2.780177982719455,0.20002098253880995,0.01286945289331414,0.0007478910351281491,3.952992029984047e-05,3.924340519528804e-09,4.970003343457021e-09,1.567010161837434e-05,5.9907066905181415e-06,2.1538166696135176e-06,7.295392047240899e-07,2.329633284062788e-07,6.66031583147592e-08,1.1562887454588963e-05,1.24997e-07
3400,3.083018261719347,0.22835555862394336,0.06635282654706563,0.34994580311613993,0.2485475500196214,0.0,26.71422337728043,0.010876622719620784,63.436318367000176,16.00855733057662,0.44890807625186924,3.263421136358519,0.24051102559596374,0.01584343304420024,0.0009428911070728144,5.106798944537392e-05,5.070118735135628e-09,6.592140633121569e-09,1.8245317001295038e-05,7.0979712257758404e-06,2.5969073847909252e-06,8.955584891310457e-07,2.9139824337047755e-07,8.56606573049352e-08,1.4871539485618092e-05,1.24997e-07
3500,3.0640775254214514,0.22698152343660183,0.06670593088611983,0.3566499148786285,0.26180510540331614,0.0,26.713626015788545,0.011473984211506761,61.75234727105638,17.649751170399686,0.5111295397002085,3.813532867201651,0.28783898715236544,0.019404858192333677,0.0011819576124508268,6.555103506559937e-05,6.5084272336892085e-09,8.680652210003833e-09,2.1146878311530904e-05,8.370043356567273e-06,3.1154004325215548e-06,1.0933551807428642e-06,3.6229251391882366e-07,1.0942099977679669e-07,1.8996696735945494e-05,1.24997e-07
3600,3.045692805255441,0.22554555980934832,0.06697322544913761,0.3629133412275486,0.27509506828464075,0.0,26.713016621923664,0.012083378076390771,59.9878708456905,19.36726729048207,0.5794354382944001,4.436962858548691,0.34291387516107347,0.0236500196886238,0.0014735801413333748,8.362972928903747e-05,8.303916451046362e-09,1.1352853200431966e-08,2.4400678530405216e-05,9.824567965560492e-06,3.719224630729163e-06,1.327838467973655e-06,4.4784492600318494e-07,1.3887053496645922e-07,2.4109613907805182e-05,1.24997e-07
3700,3.0278739204730956,0.22405802629502886,0.0671597989952162,0.3687396829237175,0.28838857133905704,0.0,26.712395583063213,0.012704416936838405,58.15099903946317,21.152833084382625,0.6540623653151502,5.140382480507336,0.40672597577611036,0.0286874738925109,0.0018275976310534049,0.00010607697417984537,1.0533385049934544e-08,1.4751615952645512e-08,2.803248941702901e-05,1.1480019028730648e-05,4.419131411838308e-06,1.604466741594322e-06,5.50555993811899e-07,1.7516657412287003e-07,3.0411229959733714e-05,1.24997e-07
3800,3.0106301395201474,0.22252836104282622,0.06727065640513644,0.3741335899108478,0.30165725314715747,0.0,26.71176329266113,0.013336707338926322,56.2514114239766,22.996631769661267,0.7352099001630618,5.930639350878861,0.480348568730893,0.034639046361555716,0.0022553620805496814,0.00013380664291908962,1.3287643194841272e-08,1.9050076937694414e-08,3.206763711175013e-05,1.3355587847891241e-05,5.226690203981591e-06,1.9292751251551868e-06,6.732543736241354e-07,2.196602278765111e-07,3.8136133551720676e-05,1.24997e-07
3900,2.9939701373355785,0.22096516527410992,0.06731070006444106,0.3791006734830858,0.3148733238688984,0.0,26.7111201498552,0.013979850144850947,54.30030264543072,24.887360815009355,0.8230349666325951,6.814704981091458,0.5649388787494143,0.04164084218078151,0.0027699151620991114,0.000167894619694009,1.667360447101346e-08,2.44570957437224e-08,3.653065200509431e-05,1.547104715467369e-05,6.1542711606865914e-06,2.3088989701344253e-06,8.191232201547641e-07,2.739212764688099e-07,4.755688150373912e-05,1.24997e-07
4000,2.977901954783435,0.2193762785719893,0.06728471436718234,0.3836474244797669,0.3280096278237395,0.0,26.710466559048374,0.01463344095168005,52.31027954833163,26.81233845122458,0.9176465461000474,7.799616677816555,0.661738253168016,0.04984424956292348,0.003386176187904264,0.00020960205407822457,2.0816598086200956e-08,3.122347558333031e-08,4.1444901035827565e-05,1.78465936941386e-05,7.21501534709818e-06,2.7505927658258926e-06,9.917260232772038e-07,3.397648370455112e-07,5.89886293266822e-05,1.24997e-07
4100,2.962432960560698,0.21776884622789525,0.06719735316183614,0.3877811372132338,0.3410397028624497,0.0,26.709802929463294,0.015297070536758875,50.29519976999989,28.757668319905097,1.0191009601381873,8.892413870316142,0.772071442956393,0.059416925291220384,0.004121141973076982,0.00026040112064878345,2.5862930290260756e-08,3.964908059421697e-08,4.683220699095579e-05,2.0502668307285114e-05,8.422790592895617e-06,3.2622433088331245e-06,1.1950314560083854e-06,4.192799122981739e-07,7.27940884678783e-05,1.24997e-07
4200,2.9475698157580967,0.2161493796066408,0.06705312970677549,0.39150983833685293,0.3539378366177459,0.0,26.709129674672496,0.015970325327556784,48.2699456406453,30.708468258010434,1.127397965591657,10.100069931855982,0.89734493416488,0.07054374830122602,0.004994097878124094,0.00032200339091537636,3.19827056819796e-08,5.009093640286193e-08,5.271246361424704e-05,2.345975526400081e-05,9.792132391158007e-06,3.852376239152111e-06,1.4334366850872337e-06,5.148596965849083e-07,8.938878876793618e-05,1.24997e-07
4300,2.9333184411044115,0.21452381055657063,0.0668564087071196,0.39484221986167006,0.36667911979634016,0.0,26.708447212107117,0.01665278789293975,46.25013316060004,32.649163312372174,1.2424778574949584,11.42942090009178,1.0390443402290657,0.08342773037121919,0.006026838770870144,0.0003963907921818623,3.9372905894759175e-08,6.297235292623619e-08,5.910325592651512e-05,2.6738163989539217e-05,1.1338170184810499e-05,4.530155476996747e-06,1.7117886978158147e-06,6.292334203775484e-07,0.00010924660807802048,1.24997e-07
4400,2.9196839873394036,0.21289753989275603,0.0666114003603756,0.3977875762426589,0.37923949619091685,0.0,26.70775596254382,0.017344037456234793,44.25174960668412,34.563849190384865,1.36421993153602,12.887092227157511,1.1987307340716586,0.09829086620628813,0.007243900103539461,0.00048584952854570655,4.8260763008982644e-08,7.879327328385703e-08,6.601949704135678e-05,3.035779417027696e-05,1.307653732071371e-05,5.305374029838643e-06,2.035402873705845e-06,7.65499728837448e-07,0.0001329055683183977,1.24997e-07
4500,2.90667080868833,0.2112754810781902,0.06632215596405658,0.40035574471577884,0.39159580957975504,0.0,26.70705634957394,0.018043650426121393,42.29073179015796,36.43671398879972,1.4924425033343023,14.479425842650665,1.3780359916208014,0.11537491052956858,0.008672797143194954,0.0005930068736458263,5.890741872128949e-08,9.814188991531885e-08,7.347309529277652e-05,3.433788994247397e-05,1.5023265965725199e-05,6.188435867037907e-06,2.4100782611903485e-06,9.271612326963974e-07,0.00016097383515332553,1.24997e-07
4600,2.8942824395588596,0.20966209948830805,0.065992564925489,0.40255704861885044,0.40372584743460294,0.0,26.706348799056418,0.018751200943641085,40.382498152321986,38.25250490314959,1.6269046465868522,16.212409312102242,1.5786571736207486,0.13494207086231166,0.01034427131162279,0.0007208709068719926,7.161187642462735e-08,1.2170762438905555e-07,8.147266326840471e-05,3.8696787349798786e-05,1.7194667521180124e-05,7.190328331125849e-06,2.8421090302099488e-06,1.118160007985586e-06,0.00019413588248498785,1.24997e-07
4700,2.8825215740829466,0.20806144839450927,0.0656263527762826,0.40440224294067084,0.4156083818317003,0.0,26.705633738559275,0.01946626144079013,38.54146589650681,39.99700882526825,1.7673094955999777,18.09160880412957,1.8023501471478134,0.15727561744421995,0.012292541246557633,0.0008728727912702676,8.671520623886285e-08,1.5029536202096722e-07,9.002327481035655e-05,4.345166129185879e-05,1.960720172987776e-05,8.32258609882533e-06,3.3382921297131975e-06,1.3429136190173623e-06,0.00023315874786014942,1.24997e-07
4800,2.8713900496235176,0.20647720065945094,0.065227080481177,0.4059024628069614,0.42722320645500034,0.0,26.704911596786598,0.020188403213468497,36.78056340240231,41.65753621549262,1.9133096466984578,20.12210850841154,2.0509222351674294,0.18268037480318142,0.014555559344371,0.0010529125095215303,1.0460509420371496e-07,1.8484145034392097e-07,9.912629409972885e-05,4.861827559449171e-05,2.2277331460989793e-05,9.597243565051657e-06,3.905929476431261e-06,1.6063516434338556e-06,0.00027889837513182493,1.24997e-07
4900,2.8608888341029113,0.20491267698098467,0.06479814473767212,0.4070691743614303,0.4385511698431065,0.0,26.704182802994687,0.020917197005383397,35.110793674274724,43.22335259249673,2.0645145210599507,22.308459155781538,2.3262240543688204,0.2114830847995988,0.01717527154876984,0.001265407988531377,1.2572072875148544e-07,2.2643155469544017e-07,0.00010877929013021066,5.421074466420869e-05,2.5221365876329414e-05,1.1026775716540157e-05,4.552824099824333e-06,1.9139522139868167e-06,0.000332305960103124,1.24997e-07
5000,2.8510180168636765,0.20337087152651648,0.0643427789759788,0.4079141275306612,0.44957420512927126,0.0,26.703447786402315,0.021652213597755595,33.54087969976078,44.68602713390865,2.220499151026556,24.65463745636801,2.630140850814634,0.24403264584313877,0.02019787732909801,0.0015153471349939772,1.5055797695618247e-07,2.763202771666464e-07,0.00011897603943346763,6.0241315720835734e-05,2.845529700345887e-05,1.2624029114224821e-05,5.287270302405152e-06,2.2717779686234663e-06,0.0003944341934977505,1.24997e-07
