miliseconds,IR_beta,IR_beta_pY1146,IR_beta_refractory,IRS1,IRS1_p,IRS1_pS636,AMPK,AMPK_pT172,Akt_T308,Akt_pT308,Akt_S473,Akt_pS473,mTORC1,mTORC1_pS2448,mTORC2,mTORC2_pS2481,p70S6K,p70S6K_pT389,PRAS40_T246,PRAS40_pT246,PRAS40_S183,PRAS40_pS183,TSC1_TSC2_pT1462,TSC1_TSC2_pS1387,PI3K_variant,PI3K_variant_p
0,16.622256611304714,-0.0019097497291072428,0.0689491791782301,18.972163718698376,0.0012237317775085047,-0.029166204594512343,20.585050575632675,0.03226964911394371,21.52286305761182,-0.048021720649528477,12.342245078760405,0.08279500593270404,25.19740261972825,-0.06033860505673119,18.857648490388193,-0.0058263995886318155,14.3045681146638,-0.0002890088316172525,13.602277667265755,0.020300316221059572,17.54910583216343,0.05676592242196506,14.905449387457928,0.15165637052767617,18.933109200254638,0.00024297432923333257
100,14.825250718931787,1.9100973211092995,-0.10539126903076794,18.94072367052505,0.007869889464513872,-0.012857612020196689,20.422447472352545,0.05780006561695881,21.326205491493436,0.0524644745694823,12.202016526413509,0.04737715359023821,25.01782246862944,0.10737343270172695,18.80185279955859,-0.003272748566531894,14.304592872720537,-0.0026241808390620957,13.64234897111363,-0.07069448137621136,17.503630632306336,-0.004988171336358212,14.870481637897095,-0.09158831656621726,18.923086648823823,0.01133436555236811
200,12.999402277148143,3.4144176130718464,0.21365206854907978,18.94595325974169,0.03332668688116575,0.015017507217242612,20.145399970099344,0.5316177414271273,21.00261814571943,0.3620410119549882,12.197995807222895,-0.0592463877540692,24.880083190805,0.24453747044836463,18.752714728862475,0.05280601050108069,14.302701601791677,0.002805037974749286,13.503636108670461,-0.04126581773759924,17.474837938014907,0.038104305643145236,15.021630422314358,-0.061443006219297554,18.894453801820056,0.0378229128446654
300,11.379303580473396,4.799506462996197,0.3310020058087338,18.889233413233573,0.0646386004055842,0.05114743501194166,18.960140673934074,1.4651888100686792,20.428847517569878,1.0310425653540864,12.172602029941384,-0.016239385006138224,24.84084496802246,0.35673290145220266,18.685600136076065,0.12009022149422026,14.297267411397415,0.0015620393990040636,13.416812566729417,0.1488617203893119,17.35350902900578,0.12455755340989826,14.988603814411995,0.07440325250003475,18.868578742413618,0.06497584406603475
400,9.918310193294266,5.955792099917173,0.38052382591730316,18.76982695116737,0.09146348809043597,0.03272632217602858,17.824301398098434,2.7125404018472,19.21438899279532,2.1109242964493946,12.05927929751389,0.08120033394731668,24.677049912274367,0.4062682202293529,18.720299268339577,0.06062501531748663,14.295720947493106,-0.0007278118911367266,13.107904290819036,0.46911300339252143,17.380496356950264,0.20804640633403354,14.769334208799027,0.2276893928942359,18.844401061613812,0.08834742525395359
500,9.055929281099248,6.954254849707535,0.8846104549921201,18.70574601223893,0.10278358154389933,0.12839727759785832,16.211733976015193,4.427695924264832,18.10559066816437,3.366186815502507,11.78769185084967,0.44987975553778986,24.572366392715782,0.5064933871999124,18.658052334465268,0.132923381575914,14.297541322859574,0.0023854428074851037,12.873014420282848,0.8355741047982885,17.211848094397663,0.379162422564056,14.662198841784711,0.29094947607808774,18.82515957042608,0.10952474559863215
600,7.7876224619419725,7.602501695767428,1.0994522409487477,18.68199836710553,0.09661952836782954,0.14473589510667897,14.720795953709315,6.008149301670266,16.754552947710497,4.636053882380532,11.502333871870311,0.8180132740250269,24.49472861517178,0.6716982459172108,18.544519852754952,0.3083226181541922,14.294774307494366,0.006129488944007271,12.190753849059542,1.3924083662535647,17.08731828621065,0.38322593053178433,14.278592255849249,0.6843010965302923,18.8053214078043,0.1281294376020358
700,7.092901229144307,8.214274586110722,1.5368017845306376,18.594486461614316,0.0803789197298409,0.21699972305921672,13.41951954127907,6.9533325066883185,15.952318023455602,5.475641327212794,11.058847000144786,1.0652280904561087,24.43312423012657,0.808002674685896,18.40877426267406,0.3366494042952678,14.292362551037282,0.009132077166718995,11.662445439445596,1.821319101793972,16.983263232499866,0.5514894700415094,13.869352173824039,0.9386199060588318,18.792224226728028,0.14228144179632626
800,6.100523868435918,8.826477529867631,1.5641982446734384,18.520613062355878,0.06098374214032368,0.3741062609432208,12.506725089378197,7.986485341248039,15.039623791449351,6.231882337998629,10.803703633135674,1.5601854768900818,24.31173338600103,0.8757406976058126,18.285509318635217,0.43055352984757805,14.290160978948991,0.008547823521064628,11.06226347340707,2.5272476189764435,16.950415776247105,0.6824857715972457,13.455954817670627,1.1981814240798976,18.781764281713276,0.15243091835187245
900,5.426813019527379,9.141396253114696,2.114082206465146,18.487429422264103,0.04886857438177824,0.4467014794290655,11.820355170896745,8.561771275005748,14.650369123007692,6.925584464564254,10.298597830151252,1.9196640664184568,24.222120174047152,0.94684615027991,18.198993931420357,0.5127041902897265,14.289351838346906,0.007740991933513342,10.528045295571872,3.0377592771421846,16.76248702510458,0.7961648504748464,13.325163066698744,1.7929928351969455,18.773652536780773,0.16265374335466817
1000,4.682949665263533,9.30607603258761,2.268900907328364,18.39596369852626,0.03930354738770046,0.5631000835533003,11.48087820340983,9.249768721483804,14.026793112800334,7.3368127298859624,9.933993884343064,2.243079477925977,24.11664218756664,1.0142282844948767,18.133208705303957,0.6422753177474104,14.290450323452294,0.010531937836480453,9.991816313320346,3.579001932950754,16.63514236544028,0.9503847923621052,12.836955640740815,2.062674567629215,18.764810317241086,0.16984235251573737
1100,4.461196539950228,9.561184512000345,2.8967331232491365,18.274659855753285,0.030939494077675975,0.5757033014421173,11.124688385399637,9.465383630750477,13.655482442106402,7.745233535717409,9.650677850077495,2.5501611457852214,23.931566162513917,1.1553271397819924,18.043212672839783,0.7574614416164739,14.282952233344005,0.01273952194324426,9.558787119747942,3.881237183754079,16.568099221020155,1.0916960782886536,12.533147138706118,2.6414032667216327,18.75961780760308,0.17662686098433786
