milliseconds,Rs_0,Cs_0,Ri_0,Ci_0,Li_0,Ld_0,L_0,Y_0
0,1499.6845995728104,1.5933031039996997,300.0010932809337,1.1194916372448174,0.035906377826176915,1.0003262487595728,10.00093700652629,250000000.0
100,1500.5571438870436,3.5033274814610573,300.0090602989235,1.1413012345115594,0.290424938224224,1.0142945907022969,9.999899974219504,250000000.0
200,1496.7197172925705,4.1061632036935025,300.0191396928482,0.9318317039706613,0.27357479372949617,1.0233018090812558,9.997620113186336,250000000.0
300,1494.5949914382686,5.900249421843512,300.0217885601226,0.9367984170300738,0.2937532132401051,1.0028350628007663,9.99692998985676,250000000.0
400,1490.5262133074825,7.739649254820815,300.02861079543845,1.0084187105480145,0.35054661743832133,1.0240636091768986,9.997529658988924,250000000.0
500,1489.6107820775487,12.253598641021904,300.0374553189463,1.0896423698242501,0.3309040098095978,1.0207983757756516,9.995956830288351,250000000.0
600,1490.5424110803558,10.849864981778962,300.03648416856885,1.1615172401371445,0.3521842091363565,1.0164977398191983,9.996448366094175,250000000.0
700,1485.2817842948584,15.66647586685978,300.04141427896826,1.0431387633250133,0.35756374787366335,1.0333749866937363,9.994151891935338,250000000.0
800,1483.509696768698,14.61243332706333,300.0418284436241,1.0359753313405597,0.33966024821397706,1.0144038926225478,9.993759158543547,250000000.0
900,1484.7682065963452,17.47627025734901,300.0440793527031,1.2060311182096055,0.3223502738013248,1.037589992208044,9.993268909196516,250000000.0
1000,1482.7221079379647,20.92685503194517,300.0454993807698,1.4450940266232797,0.3934281138044856,1.0220159863852056,9.992383202120319,250000000.0
1100,1481.7492057176016,22.650399416609986,300.0440329731699,1.226827499470787,0.36041295956688546,1.0499510996867694,9.99255683057191,250000000.0
1200,1476.648054912817,20.204062498572263,300.04040544394263,1.5055248765262388,0.4310872203721354,1.0580856213240604,9.990582561939815,250000000.0
1300,1476.755532106181,26.308259300642295,300.04264661708794,1.6109263488293548,0.38444380074202045,1.0578124313043902,9.989374544809257,250000000.0
1400,1475.8081150868747,23.96085752470584,300.04056351582983,1.5838230599100616,0.47836251465984997,1.0530119382154008,9.9885883617397,250000000.0
1500,1473.590376828873,25.737632747764323,300.03701908271427,1.6888246597971914,0.4969113632522096,1.0615954650257757,9.989013842200285,250000000.0
1600,1473.8687042214094,30.17642617088281,300.03688934935496,1.5506756827377006,0.5010694175205783,1.068232870237712,9.987984788935234,250000000.0
1700,1467.7860221922504,31.990261431646275,300.0345678211625,1.9306748462854482,0.5576984362301715,1.0804689602006476,9.98807549594738,250000000.0
1800,1470.8278771059738,32.38816607151229,300.0301211252423,1.8428582617080262,0.5165553493359019,1.0731007295914998,9.986622064249943,250000000.0
1900,1465.3810004312315,32.26166463189789,300.0296232920451,1.8360538184610593,0.6244887112403263,1.1025430408628099,9.985046292511013,250000000.0
2000,1466.9861097794244,34.3797900167676,300.0217151598881,2.021517678974011,0.6216281500871933,1.0897397921518102,9.985448321296166,250000000.0
2100,1464.498340578987,38.36797570221656,300.0223307452933,2.314504420417912,0.7151356996750232,1.1165373781563959,9.984514440982126,250000000.0
2200,1459.9242363145377,38.34041799655168,300.01530999835904,2.5012013559344046,0.7228917863809371,1.109767434774944,9.984169772621673,250000000.0
2300,1459.737405056629,42.111406825879726,300.01713926324163,2.4116956752288043,0.7299583414266005,1.1119518052457034,9.982776687426018,250000000.0
2400,1455.893647343456,41.92094171390376,300.0133099027569,2.6776022488993636,0.7395486500890339,1.1353963907241957,9.98184841377414,250000000.0
2500,1454.2476382223006,46.074335502602736,300.0118216680927,2.604170426079188,0.7732537637812544,1.138476296898492,9.980527031602962,250000000.0
2600,1452.5020425283321,43.54196199633976,300.00666366088575,3.070465793544708,0.9016515412267939,1.1484307315548998,9.980234801699089,250000000.0
2700,1454.6402169807545,47.471026782783,300.00480163025,2.8497317001625295,0.9237699580296973,1.1728634436577248,9.980388526038585,250000000.0
2800,1450.7172596855323,46.97959329909605,300.00407485218216,3.340454180697413,0.9443248754352652,1.1775350529914006,9.980060994454437,250000000.0
2900,1451.478437966831,47.91266240014157,300.00029973749287,3.4840971039841904,0.9988233629798292,1.195452650345118,9.977512177169327,250000000.0
3000,1450.1385575122415,53.511622719393486,300.00260609493535,3.4301505065801434,1.0817038534438213,1.1910881551156811,9.977553112552988,250000000.0
3100,1447.0872182526928,51.463662805838446,300.000572831808,3.7995184410908265,1.0853135403162177,1.1962394084316625,9.977162433942533,250000000.0
3200,1444.7061758721086,53.375590478499056,299.9985162339432,3.713040926323622,1.0910926558904852,1.2261244696348446,9.97531842208822,250000000.0
3300,1441.3892487792743,55.14457527698321,299.99932442438944,3.8489566328632048,1.157781506224448,1.2219139388728877,9.974582252370924,250000000.0
3400,1440.5715613640216,55.208372959192786,300.0031899737928,4.152370700214027,1.1815213256261528,1.2607431794743977,9.97584902158299,250000000.0
3500,1438.2689060954294,61.10772835519935,300.00404383755773,4.453628165108073,1.2368169229000785,1.26443401109162,9.97426916450855,250000000.0
3600,1440.005272894702,58.3559690571642,300.0025150733779,4.3921791141068365,1.3198801718067446,1.2622289935027562,9.97305322825722,250000000.0
3700,1436.6902184192243,63.925789205348934,300.00949369316237,4.622123123369143,1.410693352705387,1.3016316296777581,9.971815824504906,250000000.0
3800,1434.3752972350414,63.952642976235964,300.01243032740655,5.022163469945131,1.4619221541304512,1.318291019273251,9.97100418083866,250000000.0
