milliseconds,Rs_0,Cs_0,Ri_0,Ci_0,Li_0,Ld_0,L_0,Y_0
3900,1434.9338750857196,65.9601579514761,300.01522083736216,5.0960983371354285,1.4856767021204083,1.3301653691581912,9.971893642665442,250000000.0
4000,1431.1413455243855,66.83303744826658,300.02320760622024,5.196783121062453,1.5983700160900791,1.3608833835516292,9.970809066113803,250000000.0
4100,1430.1978330468683,66.7424215526541,300.0247886992708,5.579416793111422,1.5687445866798424,1.3660270730274124,9.969761204681049,250000000.0
4200,1429.9933269882085,68.80703594208163,300.03322532502943,5.520099858223613,1.62795259668042,1.377448455954303,9.968433953678877,250000000.0
4300,1426.9230575565598,70.65312854623643,300.03963673847693,5.917395024743891,1.7077627463326597,1.397014123895991,9.969487708191187,250000000.0
4400,1424.2365373118166,73.54377022169002,300.0531040622246,6.157946319557958,1.7636057974197568,1.4111171668745675,9.968104028987192,250000000.0
4500,1422.1955792133444,74.336760859771,300.0617291604185,6.3027247763484855,1.8201874917635235,1.4299440653773174,9.96622845321656,250000000.0
4600,1420.7194678130215,73.48503705547306,300.06834768518786,6.3676351491697805,1.903597520798485,1.4574924523490749,9.965707615913379,250000000.0
4700,1419.2657589746373,74.20967053829216,300.0827622331732,6.841379071533097,1.9702394367730711,1.4947760865864446,9.965994604747412,250000000.0
4800,1418.447022442996,79.31279957075596,300.09524839328014,6.918910392637196,2.0000805500373158,1.5187837424702013,9.964211681004446,250000000.0
4900,1416.2276520048672,78.70113553135394,300.11045953111847,7.145744268595784,2.1460762416352432,1.5382535707144722,9.964349139027721,250000000.0
5000,1417.5877910182503,79.26018602315632,300.1249635233088,7.415151211202662,2.128488346929053,1.575960601496303,9.962793951482569,250000000.0
