milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,IR,ROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,AbetaDimer,AbetaPlaque_GliaA,GliaI,GliaM1,GliaM2,GliaA,antiAb,Abeta_antiAb,AbetaDimer_antiAb,degAbetaGlia,disaggPlaque1,disaggPlaque2
0,4.997275625001805,5.002631039819955,95.00039124951408,10.00021698320168,10.000000000009429,1.9845381473984057e-17,200.0,-1.0625192874321859e-20,4.231210471043935e-17,0.0,7.547208823229563e-11,1.4275757420630426e-15,99.53620035235885,100.35082731530329,0.6196384266619023,-0.6750353741911145,499.99999992020304,4001.5130966739916,200.0,200.0,200.0,0.005516699401545193,0.0009182090205743607,7.795913940081171e-05,-6.237307533477908e-06,9.382740884310562e-07,-1.1070962129003828e-05,-3.060615127523563e-06,-4.9466670919381555e-08,-4.611633955139457e-09,4.6878380583040274e-21,-5.9611771949207695e-22,5.301247813271265e-23,1.8310119002945883e-24,-3.133274909408828e-09,-5.6774695757145215e-12,-9.09272492445577e-28,499.9994982692822,-0.0002839616985846035,-1.7765663890595846e-23,-5.911778204016296e-07,3.813435484229172e-20,7.325256118072037e-31,0.0008155203889560792,9.303798100836009e-05,1.1394551800328174e-05,99.99991739086732,-6.494017426160803e-14,1.311325907072061e-17,1.0097836479203137e-07,50.0,1.1001804023015494e-26,2.787018217291623e-16,0.0,100.0,-2.636038623225472e-35,6.136282428264838e-71,0.0,0.0,0.0,0.0,0.0,6.290401135300589e-35,0.0
100,4.99997711951656,4.999382313679556,95.00096215362669,9.99978639101628,10.00000000002731,7.649100539386521e-18,200.0,1.8317788194501068e-20,3.1834506762337527e-16,0.0,2.577831505933765e-11,-1.1924900754666826e-15,94.23226988516224,100.37396076954296,4.63795657403906,-0.23170536352375154,499.99999981176666,3997.4960196901357,200.0,200.0,200.0,0.0017539558730372403,0.0008298125367803755,-8.885237953707645e-05,2.7054391560784582e-06,6.523839388571332e-06,-2.042276653659776e-06,-1.0159209386815989e-07,1.4152709450254377e-07,7.398883763340591e-09,-3.020384071945046e-20,1.7321865282218588e-21,-3.6332701661499984e-23,3.368527737883522e-24,-3.079181399041822e-10,-1.467828666743593e-13,-9.414339395483441e-28,500.00023923008456,-0.0001361096395718456,2.489158090341589e-23,3.120684633840399e-06,1.109074512113675e-20,4.981109277752269e-31,0.00013476234536180423,-1.9202627579753048e-05,6.868696594512203e-06,99.99894602900123,-5.511342765179021e-13,5.576498678395049e-18,-1.3251746632696003e-07,50.0,-3.364300626087032e-27,4.920508193907665e-16,0.0,100.0,2.7363828273200657e-35,-1.517298696538153e-71,0.0,0.0,0.0,0.0,0.0,-9.714332867640126e-35,0.0
200,4.998105859176647,5.002023253757016,95.00335693369006,9.99942848483244,10.000000000015296,4.712068335624392e-17,200.0,3.4889792608607356e-20,1.9853076937481225e-16,0.0,-4.3683177221928283e-11,-2.1451497030034647e-15,87.81736138397439,100.24323279396516,9.215605557008022,0.8473213767360501,499.9999997604931,3988.3237218088366,200.0,200.0,200.0,-0.004330090383717002,-0.0009622360877041326,-0.00011135366853732149,7.387198980262341e-07,-6.79601495088806e-06,-1.4146520289361707e-05,-1.3483367003653166e-06,3.663052188994537e-09,1.0486019003629255e-08,5.592011930029128e-21,1.930255373364837e-21,-8.883200695548541e-23,3.0503893206267513e-24,2.6608603727125164e-09,-4.376959309869245e-12,5.024237545240684e-28,499.99922949604337,0.0016613151306007672,-2.606173043864215e-23,3.085985764330832e-06,8.35362307767176e-21,3.9722915289590815e-31,0.002479633933970714,3.98578343720123e-05,5.46661274351946e-06,99.99788232506475,-5.601732956339618e-14,-4.767399248561933e-18,1.3256050496891696e-07,50.0,-8.968496214052478e-27,3.5792809220687194e-16,0.0,100.0,1.0922181009045936e-35,9.617799281791115e-72,0.0,0.0,0.0,0.0,0.0,-8.416791958672929e-35,0.0
300,4.995594875281142,5.005759458779662,95.0047978216339,9.999496070493354,9.999999999949232,1.3504169421184914e-17,200.0,3.6917247077252954e-20,-1.528136452283683e-16,0.0,3.252175948038638e-11,-8.670304420382184e-16,84.9324560587313,99.38347328788747,13.233754761522446,0.9405864534372772,500.0000000526163,3985.3759049860346,200.0,200.0,200.0,-0.002037343030653365,-0.00010018767712597326,-0.000163873043139013,3.7249027667476004e-06,-9.63854128727377e-06,1.2286529840647841e-05,2.2531031369560326e-06,-2.0318321905197429e-07,-8.278823860396625e-09,-6.4543664626489606e-21,-1.0340415258074129e-21,3.1476019741742335e-23,3.5847654974462395e-24,1.7000441659077533e-09,4.233341607505653e-12,9.093357746693077e-28,499.9981974494929,0.001723070854199149,-2.2906948278497385e-23,4.711981975456347e-06,-3.526292989372297e-20,9.97248151121048e-32,0.003896205688965176,0.00017857462981321937,-8.44388492222744e-06,99.99592187039477,-4.86041536547594e-13,-2.7211933047270915e-17,3.051230240754438e-07,50.0,-4.438687720051578e-27,4.959926472097941e-17,0.0,100.0,-1.4085503259211207e-35,9.36213603354625e-71,0.0,0.0,0.0,0.0,0.0,-4.244415938903683e-35,0.0
400,4.990013812322604,5.012394661354798,95.01228467764837,9.999304527305128,10.000000000074383,5.209142992879218e-18,200.0,-1.1310156823813864e-20,-8.611529913257804e-17,0.0,6.468754552927563e-11,1.9387007814864873e-15,79.97710060442876,100.27956145516703,17.029787850817144,0.9393590653393866,500.0000001552714,3979.229198893869,200.0,200.0,200.0,-0.0021399471812009563,-0.0007151191942245343,-0.00017741407816713,4.350630654332923e-07,-7.5520612406219705e-06,-1.3118341982863286e-05,-1.981378542602948e-06,4.2333478762779334e-08,3.764777734536645e-09,1.3460974784239609e-20,-6.829263661214413e-22,-6.785869271128876e-23,6.504267865192563e-25,5.866672063313922e-09,-3.3649238985178256e-12,-1.0486186348191482e-27,499.99869824890715,0.002189706351782525,1.5031308194785974e-23,8.62883432427982e-06,-2.2573743390395378e-20,-5.228540772726135e-31,0.002905921234668331,8.653002615556191e-05,-6.558882402671545e-06,99.99504148255676,-1.9039956713007176e-13,-2.819823988679014e-17,2.3560079134347165e-07,50.0,3.592763955200051e-27,-4.902766960461253e-16,0.0,100.0,-2.5875482622049363e-35,-1.8371834902473653e-71,0.0,0.0,0.0,0.0,0.0,-2.598614830522035e-35,0.0
500,4.98791151898246,5.022959895934886,95.01146457250165,9.99845849719898,10.000000000037677,-3.7822290841534644e-17,200.0,-1.7194762377249015e-20,3.260473628876779e-16,0.0,-4.514910591575521e-11,8.569025333664187e-17,78.36429413145541,99.28206361578441,22.791017961644126,1.2967506517234764,500.00000011737467,3979.1302343095304,200.0,200.0,200.0,0.00019350654725896186,-0.00022716782558890585,8.464836139754815e-05,-6.219687548022691e-07,-1.439828881865817e-05,-7.567843549228304e-06,-1.935583116159485e-06,5.57558629578935e-08,-1.0737778547614654e-08,2.8294985050201355e-20,-1.8614113889707417e-21,-7.115381740437397e-23,3.429768308119958e-24,8.597898318389554e-10,2.7783971486165282e-12,5.142852919800842e-28,499.99705590392483,0.0017728424383121942,1.5106786601858232e-23,1.179457469292705e-05,-1.683542245299869e-20,-1.4052051591618056e-31,0.0051220968133534606,0.00020275006277318408,-5.494697950109393e-06,99.99405312969772,6.504437180738738e-13,2.0864335218319752e-17,2.4854569512755044e-07,50.0,-7.959270191682187e-27,2.551192978811356e-17,0.0,100.0,-6.97032175834673e-36,-3.7045457457500985e-71,0.0,0.0,0.0,0.0,0.0,-3.102236843062968e-35,0.0
600,4.9850835648903296,5.018634426902418,95.01261165148233,9.9981594457293,10.000000000004231,-1.0967365599131312e-17,200.0,3.2547596080011934e-20,-2.8270784353146054e-16,0.0,2.032700751887348e-11,-1.0479783538921228e-15,74.90425587698795,99.73342781409511,27.138920167015982,0.663678268157786,499.99999957022936,3972.4683890738925,200.0,200.0,200.0,0.0006165744708209494,-0.0012013244319177014,-0.00019516039914261297,7.386871789951455e-06,-8.770917740820792e-06,1.1927950578662458e-06,-1.1750561071869494e-06,8.05851689161827e-08,-1.388230724842426e-09,2.4492472172786907e-20,9.226708184847002e-22,6.555711731131074e-23,2.1162528551058956e-24,4.66443190504507e-09,4.764939057576823e-12,1.176266948526896e-27,499.99643146681944,0.0026642274080948803,1.5831175274394403e-23,1.2304709799195429e-05,1.4412320881850528e-20,8.308864063881201e-31,0.004750930057947408,0.0001706612370811104,-8.869529617017438e-06,99.99389507393145,7.070247405684471e-13,4.168183718524812e-17,5.6392995752595844e-08,50.0,-4.813854139619369e-28,-9.645206507321516e-17,0.0,100.0,1.8109477217307414e-35,1.6413879727062392e-71,0.0,0.0,0.0,0.0,0.0,-5.863199145747337e-35,0.0
700,4.980884023234811,5.028628098929868,95.02203193841711,9.997998982693087,10.000000000099861,2.6112035108488756e-17,200.0,-1.844417372254006e-20,-2.8934211074157717e-16,0.0,1.6193071728067996e-10,7.455843880949537e-16,69.42754316290385,99.53955881582908,29.14562226641984,1.0459771967102731,499.9999996471027,3970.6072837856955,200.0,200.0,200.0,0.0053485308102256355,-0.00037645748753224165,-0.00018282839670834454,7.973482897231977e-06,6.5068752772685614e-06,1.6399622531617205e-05,-2.523694130629189e-06,1.3261548899740048e-07,-1.1055327242051135e-08,1.268962982000602e-20,1.9736442681792587e-21,2.427478368405336e-24,8.873274021522127e-25,-4.873011031929278e-09,4.757726383097674e-12,-1.0196107385570723e-27,499.99710847677034,0.0038501778813913802,-2.8233822786568566e-23,1.3351985215301697e-05,-1.877157477658578e-20,7.87419289880325e-31,0.0057949334946277836,0.00011674843083209418,-2.254478019191427e-06,99.99380657499492,-4.031846526744074e-13,-2.5882713358909547e-17,1.3364585206572396e-07,50.0,-4.201884037167331e-27,-7.668696323202507e-17,0.0,100.0,-1.6903732516163703e-35,1.5708883334119357e-70,0.0,0.0,0.0,0.0,0.0,3.073459352877813e-36,0.0
800,4.978570437904797,5.0247253614732035,95.01973657038037,9.99779123193996,10.000000000023865,-9.659061799832403e-18,200.0,1.5902404264818598e-20,3.103557387955571e-16,0.0,-1.5249521950095154e-11,1.3723414308819333e-15,67.98002680741166,99.27631544249157,34.24213014696091,1.4426105772619802,499.9999995845808,3966.084524149997,200.0,200.0,200.0,0.0038217964946756543,-0.0012551450877406414,-0.00017054577212029283,-7.078037470850423e-06,-1.0653611284627367e-06,2.6618441987273053e-05,9.082066645660461e-08,1.7482687206840164e-07,-1.2633514064067633e-08,1.0000560242128499e-20,1.4258923168008924e-24,6.970896396939118e-23,2.4404019908080505e-24,1.3195338546216268e-11,6.949822490716474e-13,3.9843129862811507e-28,499.9965178593867,0.0038740375598631323,-3.8965212747181474e-24,1.7549632937415167e-05,-3.57383379228938e-20,8.66786701580695e-32,0.006517415002507788,0.00019268385954823936,6.500809931730261e-06,99.99343671710191,5.333318290840945e-14,-3.808786166869535e-17,3.5493895554388975e-07,50.0,-1.7019463001187803e-27,-2.3319544696354826e-17,0.0,100.0,-3.580468332854129e-36,-1.2927503086370157e-70,0.0,0.0,0.0,0.0,0.0,-1.2381254992573513e-35,0.0
900,4.979007936292022,5.034062766333244,95.02109696801087,9.997778831166734,10.000000000141444,2.0339667244322775e-17,200.0,-3.6860890464033374e-20,-1.6224314815409748e-16,0.0,1.727026381754306e-10,-1.5075656488200236e-15,61.51926040326564,98.20592957004588,36.25650015190109,2.4051643415259703,499.99999989429097,3962.2675336184975,200.0,200.0,200.0,0.005174102511898351,0.0006095871353669299,-6.967056274398919e-05,-3.944389922421452e-06,6.62154110882928e-06,2.5516716712092372e-05,-7.401359464782965e-07,1.232954224492585e-07,1.1198250165361695e-08,-1.8274437811213403e-20,1.9914932451766943e-21,-9.386347393792242e-23,-3.42723796512899e-24,-3.820753647578307e-10,2.1238235347822655e-12,2.936167637072034e-28,499.99565473551763,0.004331597060249392,-3.0030197193825308e-24,1.4197789169349284e-05,-3.62444843946004e-20,-2.3600653847431894e-31,0.009114120794206064,0.0002903765408647114,1.4786815404636345e-05,99.9902395128122,9.285229035867846e-13,2.4286416835493258e-17,5.088367618434162e-07,50.0,-8.291970229321914e-27,-3.035022028620686e-16,0.0,100.0,5.556697447591164e-37,8.44935387116721e-71,0.0,0.0,0.0,0.0,0.0,-1.9348917337853552e-35,0.0
