miliseconds,mLiver,mKidneyPlasma,mRemainder,mPlasmaVenous,mHeart,mMuscle,mAdipose,mBrain,mFeces,mUrine,mIntestineLumen,mPlasmaArterial,mLung,mPortalVein,mStomach,mIntestineEnterocytes,mKidneyTissue,mIntestineVascular,mStomachLumen,mKidneyTubular
0,1.6060927706485595,0.09768097950559584,0.2934925014509046,-0.27139274309361466,-0.7500305791902577,0.20506364380100975,0.027523049940330564,-0.008836100563128692,-31.78796014860262,89.1900162748374,-53.235547809103885,-0.02812576354215502,-0.2789188034407184,0.4916815697472118,0.7750429748901896,-144.89989316902972,-0.5839244461855873,2.453975425284477,70.57355096105692,-13.96083142665372
100,32.61995349411794,1.7178136716658612,1.1784246117974135,2.248744695013236,5.336731003611829,1.7752389873381889,-0.013372556668410002,1.0709006872948375,102.82709641361436,63.574532285209244,8959.144958018394,2.4277287861616355,7.464655513196533,12.666733728636578,2.9585349567809747,2238.6890344022213,6.302499113314872,84.2737253233058,12137.409314176477,8.078128300278943
200,98.13631643977224,5.5577757835018256,5.208783374366463,8.14766896463683,18.60431994176834,7.341415348548912,1.079308090007017,5.466631248366046,295.74777372166443,65.37632242446705,12307.682553000865,8.087453857458755,24.228098317814073,23.741668939921865,19.853266151183846,5208.520636308094,26.80517753746914,159.8799591358506,5532.938815639353,130.90933556609787
300,150.71896580313077,9.588662514933736,10.023156013927775,13.264887110249036,33.37404219569827,14.913946336406873,2.7540074283797176,10.131573920766252,499.4709948594842,3.8861186455318943,12819.184714168434,13.613536911108469,40.97001116572858,31.64087232992543,37.853061168178314,7855.547360723407,52.654942836498364,196.81560603481182,2424.429808002772,308.12564376039745
400,180.83635814978874,12.672539851965107,13.19509637970752,17.913898424536562,42.936313249985346,29.074452607814415,4.962182741514124,14.075197408567044,713.3689269559042,164.4999956779438,12692.47808844904,17.617389582986032,52.928834381768795,35.87764572457249,52.15806713770897,10045.937977460324,75.91525580654175,219.00370742353044,1054.887669397303,517.5218126353603
500,197.6874017308467,14.755413280610247,16.268443910651868,20.504825606652155,51.09190070139574,41.71466648332576,7.285290105701519,16.384021909100525,1000.6320859182725,222.93323158571698,12006.791726477566,20.999442958011212,61.5590587771324,39.09254115565895,63.5306027349922,11934.799594026501,98.63469898368461,228.69303802851832,492.27632862166934,667.9268693915914
600,210.53817928556722,16.081879323090657,17.78869667655774,22.9648934084134,57.73038524298486,54.79620184518345,9.47193915101755,18.081928249421388,1143.049635388048,246.48215180206688,11340.262054526402,23.27354641475381,68.19964595111354,40.43573742327814,72.44100082995898,12938.34902358398,114.9930479809725,234.2482274231699,181.40665302403602,795.8444728473562
700,215.7905869326217,17.473051240270447,19.569638825251054,24.851493000493466,61.83072091639545,66.7350780471512,11.539213307436464,19.309010444598616,1332.7109418960883,558.3312008207594,10497.234496062478,24.26300947369695,74.2358274781263,40.890846387406285,77.40131657639452,13864.388376713287,127.8391952659578,231.42153494542487,105.47826611028255,886.2088341123224
800,216.39208971715783,18.21710827636612,20.397395705792885,25.87309845923421,64.12930355273309,76.14309875458618,13.598714976533195,20.499322214115605,1530.2426261348382,644.886959381316,9682.226323292321,25.808057996820203,77.4111917948069,40.441911838722184,81.79860938737306,14168.748419832637,135.37238206026697,231.69360842817494,-19.123564276602167,971.8646228524791
900,217.17350674026983,18.425877684009734,21.21982585056942,26.085127641367208,65.76853773840396,83.05393657464668,15.009968497238546,20.770819135853152,1680.666845695491,809.0295889116686,8841.637653937953,26.309311166715077,80.06629199170777,40.26325035890934,83.45706030321494,14392.688761487665,146.361636148765,227.20961615689004,1.9194295343952632,1018.3326357387169
