miliseconds,mLiver,mKidneyPlasma,mRemainder,mPlasmaVenous,mHeart,mMuscle,mAdipose,mBrain,mFeces,mUrine,mIntestineLumen,mPlasmaArterial,mLung,mPortalVein,mStomach,mIntestineEnterocytes,mKidneyTissue,mIntestineVascular,mStomachLumen,mKidneyTubular
0,-1.9824955551843655,-0.0011589078662919998,-0.12162743827076104,-0.2555618305827489,-0.14659432517452814,-1.0557711400973329,0.19079877975497392,-0.2095134916535519,0.26511144768531447,81.82995935844622,-82.27003329210918,-0.0979621322679204,-0.8926173604982383,0.07253087775357499,0.01319898397827986,-78.9260424639623,0.6709260530268398,-1.2604390217639143,-79.04843293556308,6.853474486955091
100,36.563001802047424,1.279383527354569,1.2117058586946123,2.001205366306895,4.189820005460058,1.0228605126669843,-0.0360523697425531,1.2136674382924941,96.22485297396139,-29.352655903167374,9023.084883887554,2.0778107433836883,7.2722175073714785,12.373688285158703,4.15568246992797,2443.555638335202,5.11777496062106,82.25158080675997,12148.763135842475,30.329996108950255
200,102.08965741849264,5.6034551593511095,5.010347283099621,8.175943396386415,18.77166813776334,7.587090518727487,1.0496940714190786,5.418938302015846,248.79112850455672,54.590549566992095,12307.015992738721,7.892618251238429,24.069965186912086,24.178357513465674,18.81418989851257,5170.425357710718,26.667303955888112,156.70381686021722,5496.424296890561,119.11056644867142
300,147.56096192034465,9.595949209362196,10.031296733401035,13.197115185132795,33.105804536525255,15.714908145428627,2.6026024171240696,10.254950806328745,565.770975844087,37.36911774482144,12965.48112362055,13.555434062587807,39.60032342228274,32.03741251562489,36.69358731407309,7977.831108981969,50.07606700683209,200.04284736289273,2566.0830029794124,320.3122483587245
400,182.6354386651164,12.572596259117791,13.651475625386395,17.986207838414323,43.32055677209745,30.05695038506105,5.101160674038388,13.643592007842681,723.266819893335,53.72920880825168,12840.609305252097,17.529490211217144,52.524919765306905,35.99457690684007,52.04414261756139,10288.634696890082,74.96808202527158,218.68377094626922,1097.2489198069327,500.11172115435073
500,201.52526077987093,14.637883594358172,16.013074064650105,21.115671491647117,51.783407148366564,41.30660428856143,7.587936932929552,16.350605802906237,1011.9686316150237,145.51878284358978,11823.222690197903,21.08593523492382,63.40140719446742,38.72980437474506,64.19765794030889,11874.69560864711,95.0962870673712,228.32372615435514,535.127295850159,685.4257954234275
600,212.1102415020947,16.38062768542935,17.91375275561757,22.709743503292753,57.49698574785893,56.017652313617944,9.649630669725262,17.917049607722074,1185.3806649553305,311.8375387283815,11168.71319861833,23.231869151670427,68.3936396045621,40.45871573591347,72.64913570585449,12865.405018029885,112.96812243179907,232.9223865594171,146.655354228296,796.9917119845849
700,216.0159894794203,17.431827549429123,19.308057057943245,24.648198984693604,61.192095608046145,66.0101973990946,11.861094705854882,19.310245325407834,1398.9013341078896,451.81254720678555,10475.855016273455,24.420474105366303,72.63351606986858,40.20139281516248,77.07261949839358,13663.018953979867,129.13593800910925,234.3597503641169,134.49955792106124,889.0133636217114
800,214.58593242599463,18.008365770718505,20.503498962848248,25.453681073267145,63.158250756346014,75.6549561891622,13.197562020885789,20.188864486981654,1501.1097103521934,686.4554933944529,9608.687751052574,25.708805453443222,77.24778198599203,41.2213175395968,80.9096254137413,14320.854216783193,136.44805520105874,230.26033750550857,-5.297678786720795,969.8000747848317
900,214.28168833375537,18.658449091079294,20.69768642154924,26.34527041208071,66.34300754212587,82.9146071790081,14.784486054027903,21.180151322760803,1714.1877306684971,715.225966065627,8882.759331905576,26.59512818905839,78.40217845641904,40.9748163505109,83.90013965341089,14379.477277293201,144.45126856833514,227.32799834251347,48.84360725507298,1020.52282039391
