milliseconds,CaI,IP3,g,CaO,CaS,CaM
0,0.07691476641973874,-0.0052846498362022,0.02479807517748346,1000.0,1.9915898460658847,0.0008544821173695968
100,0.08531523527059998,0.0014074653964623678,0.0018915000745302936,1000.0,1.9791794533906046,-0.0010430583480125334
200,0.06137914522303264,0.012415528501309461,-0.02106755369720354,1000.0,1.972363225116149,0.0007633511698606772
300,0.06705452923830471,0.0006319646990824383,0.018740756963560395,1000.0,2.0263205267985005,-0.00020282343053214453
400,0.06221094565305028,0.01974954335452614,-0.018127487652243993,1000.0,2.0077448786668954,-0.0012884536926880774
500,0.0886856371598358,0.02323084853244327,0.020262983861496275,1000.0,2.0118625208682825,-0.0015648097246142535
600,0.024414402326230815,0.0172894455219805,0.0070973995637128,1000.0,1.9880090285949952,0.0018865596238026392
700,0.028217097762260574,0.021009481464794456,-0.020377092136505782,1000.0,2.0008520213530727,0.00046392989117055193
800,0.05746577047324849,0.01048056096437585,0.013917781742165817,1000.0,2.0168196814670907,-0.0014976774131892118
900,0.06367911413871742,0.03410985784475795,0.020554291464504153,1000.0,2.0117039844884235,-5.962811230158366e-05
1000,0.02521785176087604,0.027808018269467324,0.01788293078719675,1000.0,1.988247553305126,0.001129765134391032
1100,0.05022529973112091,0.02638890937263108,-0.0012837151753731448,1000.0,1.9671623052266138,-9.677703629347163e-05
1200,0.07936808912378715,0.0361021549338754,-0.01349534498418948,1000.0,2.018303139146007,0.0012103726983732758
1300,0.08373867855081404,0.03147006580772606,-0.023457016617607927,1000.0,1.9781502972347673,0.0013757485348685641
1400,0.04423537768462172,0.020765946427247717,0.026853566574268548,1000.0,1.9818175034247103,0.00018082791649547635
1500,0.08495029229661585,0.026487965069365266,0.015486052484584059,1000.0,1.9739351482892702,0.0002673211080431564
1600,0.08768389586399855,0.03465613016543822,0.011820853456379994,1000.0,2.0245884803574086,0.00016261215516413558
1700,0.06064989326618497,0.025055566808795823,-0.008123301150523721,1000.0,1.9760767029491801,0.0023560336331237227
1800,0.09149163793400998,0.038364068986133745,0.019829856965802646,1000.0,2.007399976624593,-0.0003198206686344416
1900,0.07181806039932648,0.041878643040346976,0.02373376167674329,1000.0,1.9515204453085444,0.001657954118855863
2000,0.0669121600907713,0.04292347085343852,-0.009511680782841368,1000.0,1.9599975739468902,0.0034524186066649883
2100,0.04484909608846154,0.040595365683326556,0.025416970847790973,1000.0,1.985203561195521,0.0033768020115619345
2200,0.10365004710489915,0.04097750216806515,-0.014390559028634677,1000.0,2.013866597127059,0.0011792090311844418
2300,0.07853411039278138,0.03265796014704747,0.009713212411106245,1000.0,1.9584704496977845,0.0004897201198199249
2400,0.07090591949453967,0.03320052681046097,-0.02188032684100698,1000.0,1.983349733504546,0.0004263857538872775
2500,0.11395932817881789,0.028563419146479876,0.007277933328601152,1000.0,1.9706271936776518,0.0009306326627601877
2600,0.05425047036943906,0.024066747969756063,0.009687893511111994,1000.0,1.9915276550264502,0.004341851262856466
2700,0.11812551003905504,0.03468495158323784,-0.018186321557137425,1000.0,1.9690966434683426,0.004391458044191249
2800,0.07905080261998049,0.04141445144203673,-0.0007279907153442036,1000.0,1.9798849796493059,0.0011511045489861036
2900,0.1038869073906688,0.05225434351382924,0.00975370100833723,1000.0,1.9521234128166023,0.0025785362249940774
3000,0.09115065553787399,0.03794435846966487,-0.01086457183820825,1000.0,1.9687994629992926,0.003581687774958913
3100,0.10692450375684583,0.03821253759458463,0.025742504731089695,1000.0,1.8949214340976477,0.002555435420466044
3200,0.13277849662017732,0.046532653096991644,-0.0003077965375380431,1000.0,1.9351381872781064,0.005380383533692187
3300,0.12288922518967851,0.04254741979885688,-0.02185395558711781,1000.0,1.929685051629483,0.0057733411466462745
3400,0.15559657882974942,0.0575607572207998,-0.004624056359980415,1000.0,1.858710624787312,0.004578338220991398
3500,0.2129166130373764,0.07378686229093977,0.025255375875669412,1000.0,1.8233963081733346,0.0052925337754622884
3600,0.2311214801993255,0.07586542121963522,0.028844563906327184,1000.0,1.8485975369930547,0.006568584025937024
3700,0.22357931329018882,0.07833000985241463,0.02507992222602185,1000.0,1.7764908413501306,0.00928769012109706
3800,0.2857256161955338,0.08678012175694472,-0.000308084325255871,1000.0,1.6868920726846797,0.012238852052701029
3900,0.369905482244501,0.10917086921269044,0.025372837927469548,1000.0,1.589728284539407,0.01606551715783794
4000,0.4930882574956899,0.12707709742742468,0.026794017997680178,1000.0,1.492890796140882,0.01983097013602868
4100,0.5969325481730618,0.15714343594273425,0.08479053101943407,1000.0,1.4150453469755515,0.02379971657484555
4200,0.7747131144738859,0.1816072411862979,0.1860270907474017,1000.0,1.2463623674282474,0.03204234180113862
4300,0.900093718497529,0.2372325843844417,0.28072442743813675,1000.0,1.1497298175986823,0.03711874590781334
4400,0.9553820487839452,0.27112574083287816,0.4444378632244011,1000.0,1.0177580610127093,0.044399736954732885
4500,1.105647584897999,0.32275590732850773,0.5519113967256972,1000.0,0.8950873448661658,0.05152515210392745
4600,1.1235390970486103,0.3561060202484753,0.6876272045563726,1000.0,0.9012159657823119,0.05553120937827728
4700,1.17940893843984,0.3856462613102883,0.7604348602949901,1000.0,0.8569304750522097,0.05942556676605307
4800,1.1814505643971147,0.42973673364980275,0.8426177308840666,1000.0,0.8034925225804646,0.06232949679234968
4900,1.1523501156653544,0.46686406028207356,0.8964291687888998,1000.0,0.8024925475468598,0.06536045361082946
5000,1.1797521582734651,0.4826426321943377,0.9120141011388861,1000.0,0.8282737322789981,0.06987799430804455
