milliseconds,CaI,IP3,CaS,g
0,1.0380306692907912,0.04556331463879543,1100.3239836346802,0.001179360569330402
100,1.078646789979398,0.06079052640456088,1097.9442682129536,-0.0023462730873443165
200,2.2697422910495098,0.05373238849850793,1098.5430946185863,-0.003256295857022678
300,3.1447457813995663,0.0627606389813883,1097.9998526011445,-0.0074492235734359
400,3.056573831812736,0.07270402895720847,1095.3010822875942,-0.005985888919025606
500,5.245041356606311,0.08189217385241233,1095.5718312256015,-0.011344363551136738
600,6.180978082623551,0.08579797921964326,1095.3537234492153,-0.011945888949352489
700,5.757238739936581,0.09125257213668272,1094.8873982968855,-0.014147166174544054
800,6.753466495454806,0.0973650125210797,1094.3807793212566,-0.018278013126486897
900,6.658659828725083,0.1036981417228618,1091.4622498062774,-0.01791267459972991
1000,7.710102900374988,0.10319141511508487,1091.4166291826277,-0.02028060459797876
1100,7.352611065329258,0.1113381002575676,1091.412178410654,-0.024366333502253187
1200,7.766881919600233,0.1170496454187052,1090.5738819603453,-0.024890296031722443
1300,9.487857493077755,0.1291017110388278,1089.7965374090813,-0.0284292999227896
1400,9.04338033509923,0.1268942822467602,1090.9592664953382,-0.027495423848961965
1500,9.19597543341077,0.13006505823756884,1090.5804155312787,-0.029303296532772426
1600,11.175985475555327,0.13976677359712697,1090.260217994275,-0.030860120329216825
1700,10.664287926959707,0.13999016419347637,1090.1785053025546,-0.032331029456909854
1800,10.442491796310696,0.15026783492739043,1089.033322628564,-0.0378108892446458
1900,10.939076995263639,0.15363378577807754,1087.9858761829685,-0.03883459783571107
2000,10.731652369435594,0.14916212322334488,1088.6070869820533,-0.039728036274483534
2100,12.114701990066887,0.1636746367168535,1088.369349556026,-0.04404977285095582
2200,12.36061773500778,0.1653454983243344,1086.5985292153375,-0.04422974071188897
2300,12.122452328927105,0.16888619828833515,1087.755929648511,-0.045239909029505275
2400,12.84641169883839,0.1697514346127959,1086.5329990324885,-0.050340567530824366
2500,13.74754340546095,0.17955944735411658,1087.1176282909407,-0.05140990167698853
2600,13.911646536842891,0.17830874780364256,1087.085070790282,-0.05180533022381993
2700,14.727584094008764,0.17808351244004025,1084.7757485664233,-0.05306472849451127
2800,15.561894982479583,0.19236907047845908,1085.0698078243202,-0.053512225296192636
2900,15.087178666587167,0.1907294850751943,1085.196616333941,-0.05919499997900921
3000,16.323092381814394,0.19212346704732197,1083.396753498509,-0.06053671075981951
3100,16.352933467488782,0.20062827387735818,1084.1927847582624,-0.061698622255438644
3200,16.96034579401041,0.20186722260298728,1083.6070002314566,-0.06376427618355246
3300,18.51418268077196,0.20050597228885683,1082.8887089270445,-0.06549314212100989
3400,18.90258942392095,0.20677242130423473,1081.983877144958,-0.06795664570550539
3500,20.742691817726893,0.20786567565274028,1080.3405041034723,-0.07129611273035256
3600,19.345836525408757,0.22406739437835932,1079.4241158527227,-0.06880065373981822
3700,21.76528768618839,0.2268178182542737,1077.7199681955392,-0.0710606156257468
3800,21.464442423459637,0.22666037887121324,1077.8392806322502,-0.07323018956651586
3900,24.884035955726624,0.23875749810782895,1076.8736518357582,-0.07388661126590768
4000,24.478662672912986,0.24005547846873831,1074.2378061648524,-0.07567214990072443
4100,26.293112287662705,0.24662214588378595,1074.2681799343193,-0.07875400815995048
4200,29.032989791919764,0.24868205641277966,1070.9964637529386,-0.08036532267625518
4300,30.139474866706617,0.25445935959430227,1071.0176572420112,-0.08073877571235523
4400,32.94014408413425,0.25799360318954073,1068.5039180957979,-0.08095412358389614
4500,35.20887962905187,0.2700554104527297,1064.8949445522571,-0.08097113035801565
4600,36.51140009138923,0.28071584035290875,1063.36945604715,-0.08273375276067303
4700,39.71298629207131,0.2899852834406032,1058.9867321959298,-0.08213782692194768
4800,44.33437117541323,0.2901385608705266,1056.1094059605373,-0.08317962280497508
4900,47.13844826716489,0.31137733443816507,1053.278587400157,-0.08049961769088783
5000,51.842591357067484,0.32431754825466325,1047.3010039323553,-0.07361511062244917
