milliseconds,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
0,0.0005072875019264223,-8.223359057908813e-05,0.00022725166239735345,0.0009668674536491508,2.403370074087651e-06,0.04888276798326338,0.00011021850173889812,-6.906595866131445e-05,0.00942174277842861,4.175400295076549e-06,1.1182456276926523e-06,0.009636144735284229
100,0.0005271794260451613,0.0030620384736516812,0.00022618924181451734,0.0009326352642637021,3.3397788294206026e-06,0.046083875760431436,0.0001103301024224271,0.0007616261301001552,0.009439956304374818,2.6423778349866834e-06,1.1420602895314243e-05,0.009029404005532708
200,0.0005009721990834524,0.005735499638090971,0.0002246880004850944,0.0009457718424636392,4.658115799405882e-06,0.0427816018245175,0.00010986436497381021,0.001145322302513873,0.009396698267271126,8.179612700944289e-06,1.7647390492982956e-05,0.008575643087857682
300,0.0005237912618867943,0.008424048876847954,0.00022326238347867333,0.0009501926451791499,5.923889782849831e-06,0.040764369688430044,0.00010942885220477268,0.0017660948389670646,0.009414561165402568,1.2836002526459746e-05,3.999242893954299e-05,0.007942825055494507
400,0.0005173372758684899,0.011595205657857134,0.00022218237414611838,0.0009531192755597958,6.8273728332220625e-06,0.038477992106595645,0.00010958865068685774,0.0021247600226840784,0.009388053596348828,7.971643091991228e-06,3.645719970188704e-05,0.007548967696497093
500,0.000503554788652761,0.011575056021303223,0.0002219294921416285,0.0010025287934774545,6.872760404519418e-06,0.037581870383983126,0.00010921825398661785,0.002234777368508773,0.009366334948771579,1.4960835452695071e-05,4.775419642713185e-05,0.007449903238880344
600,0.0005138990115241028,0.011231662657853704,0.00022213560861752737,0.0010112899458010309,6.801515816969698e-06,0.03745230694450209,0.00010911630710858638,0.0022259530653862955,0.009370425483895193,2.1158915097662146e-05,5.742338159296562e-05,0.0073064204704713755
700,0.0005017869169247226,0.011939329635906283,0.00022205819974064654,0.0010287879099927532,6.559836373429346e-06,0.036839196779225654,0.00010905878863992856,0.002386909168655488,0.009326163842837631,2.7247201808464927e-05,6.437350901346296e-05,0.007269829806633779
800,0.0005336114648861165,0.012766956460392668,0.0002217134978192703,0.0010475051376135484,6.559423821190524e-06,0.03691844487821865,0.00010883909955402806,0.0024291841803451993,0.009296733461649092,2.6699351617901546e-05,6.25548165019062e-05,0.0073263090474406925
900,0.0005154395501071371,0.013141701880948988,0.0002215944624358389,0.0010456832332596424,6.594184489002777e-06,0.036309780140414194,0.00010850245661868035,0.002528058426497411,0.009283690489354917,4.1730191486883e-05,8.112089263033963e-05,0.007070851600831898
1000,0.0005101635038425819,0.01324374552360731,0.00022159861123074396,0.00108943699460806,6.481684493280683e-06,0.035664803204422044,0.00010824833618310467,0.002456706902911898,0.009292220111740288,4.4796467840493345e-05,8.665598478649987e-05,0.007153875085607214
1100,0.000531921328108747,0.013135350545982324,0.0002214085066037054,0.0010896090688417353,6.320993273687671e-06,0.03548715270350166,0.00010845428338332226,0.0026114378378298453,0.009269542888539314,5.02978931801923e-05,9.142306032986505e-05,0.006953631825216785
