milliseconds,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
0,0.0005186734721431187,0.00046465369950961656,0.00022737116491863935,0.0009568301371460369,2.5249985242218533e-06,0.04935791598424747,0.00011039539431341661,-2.4809313266430814e-05,0.009437305073876714,2.9149434967562882e-06,4.6332524392091495e-06,0.009736143199921578
100,0.0005163840307029936,0.003531499921158433,0.00022610712069043298,0.0009404252919671895,3.4638159907971977e-06,0.045361251563024736,0.00011020848864602859,0.0005936378994710562,0.009433390616942391,8.430111516788329e-06,1.2759952270841279e-05,0.009061646266110078
200,0.0005310138354424746,0.006078613153012171,0.00022458659591310042,0.0009595308303854845,4.58160098733284e-06,0.0426733951783669,0.0001097079333021579,0.001116020576533915,0.009402264606557107,1.3220514483048973e-05,2.3455908931509714e-05,0.008456794759343314
300,0.0005101140067707953,0.008417225212573872,0.00022336255696628273,0.0009592979443896909,5.871306564513941e-06,0.04011898045206149,0.00010950283301970143,0.0017720107420525287,0.009404677385261245,1.6359061891293303e-05,3.416119694999883e-05,0.008046402173015306
400,0.000521087608813084,0.010752100563837875,0.00022216408510630914,0.0009765706000862764,6.9044081275580624e-06,0.03799034242059088,0.00010926273843756595,0.0021534269155843258,0.00939612562717804,1.0686760801495693e-05,4.633854535634741e-05,0.00753017832649277
500,0.0004962004221965066,0.011132928601139108,0.0002220552517402765,0.0009938225047929092,6.839957378987886e-06,0.03809967977427256,0.00010907690391473605,0.002244593621968654,0.009384453549818168,2.130609513033511e-05,5.375232574116158e-05,0.007519280346449757
600,0.0005064648259690715,0.012230229320356301,0.00022207440717492702,0.0009963290752274445,6.7324070922048964e-06,0.037408545575050516,0.00010927879043819625,0.002322291197027574,0.009353024706077295,2.3033577292450027e-05,5.69588197377635e-05,0.007255039300289835
700,0.0005027050864081183,0.01174780141374559,0.00022181705578173787,0.001018172498787655,6.5735265542897134e-06,0.03742076166316167,0.00010880856919772245,0.0023593470412964137,0.009351898907085742,2.796883049357178e-05,5.7024123318995215e-05,0.007236984543169766
800,0.0005095898107545688,0.012111568535026596,0.00022198624125604812,0.0010488086494634867,6.595211261454858e-06,0.03626145396221024,0.00010849204589612265,0.0024550859220082654,0.009312921210600901,3.32632213062867e-05,6.431845459662575e-05,0.007136709327341855
900,0.0005109361945218667,0.012949135691736375,0.0002215598334540936,0.0010702162885042122,6.605129042543092e-06,0.0365356044781613,0.00010889829152032581,0.0023787903778878807,0.009278525422954874,3.208387281760526e-05,6.96989840393731e-05,0.007145491792838969
1000,0.0005259331318011786,0.013598983577253854,0.0002214772287709124,0.0010759310138611167,6.430056317490398e-06,0.03580899949838426,0.00010830852011992022,0.0024502376630207313,0.009294806129841675,4.006325356667472e-05,8.130828114769569e-05,0.007022050442513006
1100,0.0005270060881946211,0.013381885595767236,0.00022154863793160133,0.0010826760685963362,6.4377746557973465e-06,0.035250617906481874,0.00010844977767674741,0.002645848672695514,0.009276307341463421,4.9300609268491905e-05,8.52077997096884e-05,0.006940208468934546
1200,0.0005156654912863617,0.01369555338415243,0.00022154737071085055,0.001088728174361698,6.4040497747403105e-06,0.03493003312155713,0.00010813246374456785,0.00253771266523007,0.009240912062863614,5.418130866702783e-05,8.789324289402922e-05,0.0069082569769376104
1300,0.0005257645016959124,0.01368279404435484,0.0002213808664950755,0.0011117983956556153,6.214147553103242e-06,0.03541853088393593,0.00010794619076781337,0.002752155755022227,0.009201129729311532,5.9632185137937825e-05,9.804303333839499e-05,0.0067513106095855365
1400,0.0005307162492920489,0.014260228206550051,0.00022135589536585672,0.0011397130381471097,6.2270910701106e-06,0.03450558181988475,0.0001074473922738365,0.002651421887046216,0.00921208551319396,6.500032371143443e-05,0.00010057416303302689,0.006779563757397696
1500,0.0005377970211393291,0.014848772997973225,0.00022106420930630087,0.001158611678205388,6.210391218619936e-06,0.034400143254444286,0.00010736354377080072,0.002875928458072921,0.009201006743499846,6.556861268654736e-05,0.00010421624022521165,0.006561470850893258
1600,0.0005417698462887954,0.015681829249870303,0.0002211460083875016,0.0011571870197901878,6.060088854045585e-06,0.034521381545096236,0.00010740662067073896,0.0027533190204351975,0.00917429884909576,6.772222234920585e-05,0.00012058674075469742,0.006681795098554661
1700,0.0005393334617501362,0.015178784062442196,0.0002209952961120807,0.0012071689514884549,6.061135709888411e-06,0.033344203215816354,0.00010675109848991987,0.002873535581234987,0.009164666584251264,7.679030033216775e-05,0.0001289103943135498,0.006575166349217502
1800,0.0005372976894453844,0.015923615894715006,0.0002210800404988952,0.001209830309123791,5.977194434108978e-06,0.033087848966572256,0.00010685236998205656,0.002907942427012809,0.009119151768688074,7.700120465093088e-05,0.0001302554034405796,0.0064616851336532855
1900,0.0005328081538195071,0.01648899675664135,0.0002207887985634091,0.001229423909622931,5.856893594845895e-06,0.0330006218562056,0.00010661601396538169,0.002967675318112752,0.00912695427746418,7.902347928630658e-05,0.00014176466823769676,0.006286602827448969
2000,0.0005253350983769623,0.01693158757762494,0.00022064924102197387,0.001253462030140705,5.855950653559334e-06,0.03243214957721678,0.00010647553403903379,0.003060725809801428,0.00910754798313163,8.831419885149668e-05,0.00014663383743799573,0.0063097802783797195
2100,0.0005280615592387377,0.017006501244168942,0.0002206278745952375,0.0012812198836548213,5.712298853670004e-06,0.03239925707844881,0.00010619619512133113,0.003227260154449768,0.009085714863740331,9.630362503752813e-05,0.00015676674232653664,0.006220444375586235
2200,0.0005331392638846812,0.016862228752814665,0.00022059490705040024,0.0012665862150906446,5.671219684858475e-06,0.03176061873784092,0.0001061911630661394,0.0031776316190261084,0.009061276403605219,9.565290510066499e-05,0.00015360688033024051,0.006088504720827852
2300,0.0005299511746104575,0.017652793271940033,0.0002205007802889518,0.0013111669215562817,5.506105701499964e-06,0.0310793231951315,0.00010588991810004343,0.0031751698961826258,0.009020335849736815,0.00010714509320576145,0.00016728930078568124,0.005974721427829276
2400,0.0005575152119961063,0.017783092015720394,0.00022063082990922658,0.001304337287515454,5.470745211030706e-06,0.03168405252318161,0.00010562671047786982,0.0032612837377873267,0.00902033139829854,0.00010181187053852224,0.0001714262151096788,0.005949192076867493
2500,0.0005655242695462136,0.017905848069386426,0.00022037555055222182,0.0013366228950974703,5.51335136381267e-06,0.030369828588973115,0.0001056056609625945,0.0033402940140290598,0.008984071030312764,0.00011099532336092654,0.00017828484080681088,0.005797585933478583
2600,0.0005520017480325542,0.018589572755694304,0.00022037014325623552,0.0013686062305679426,5.4375117078871826e-06,0.03052614680616561,0.00010519314276398489,0.0034341245936147604,0.008978748951483661,0.00011285933379105393,0.0001787766611867084,0.005784341507166357
