milliseconds,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
0,0.0005360547690876017,0.00043813110374140525,0.00022730176163313244,0.0009655137747130028,2.4490903380914574e-06,0.049260020393311475,0.00010985213810301361,4.315282263333913e-05,0.00943097634145094,9.768809811068206e-06,8.265270044889244e-06,0.00962495188135732
100,0.0005103882353278694,0.0036270705047987675,0.0002260579841257203,0.0009357710730246339,3.309445555815927e-06,0.046064814045481774,0.00011011300409329911,0.0006727796196173631,0.009426269334247317,7.597889358265441e-06,1.745797597308576e-05,0.009032935565892006
200,0.0005257700508286955,0.005959871969506973,0.0002247083092234208,0.0009352317248712766,4.689347233506859e-06,0.04276814310963242,0.00010962081673079885,0.0011861193373923337,0.009420577281587914,4.249135273107815e-06,1.532174829566356e-05,0.00846950157227758
300,0.0005078720023432731,0.009031407477171608,0.0002232735741972956,0.0009637001164765442,5.826755071240206e-06,0.0408382411485638,0.0001095154544702338,0.0016731139106638275,0.009411947753073188,8.92413189497409e-06,3.750883652188138e-05,0.007860436088701241
400,0.000501327850019346,0.011243386179739728,0.00022206560552460672,0.0009674691245786182,6.956387329556175e-06,0.03774804359121233,0.00010944971278694552,0.00215933550636337,0.009374285565920596,1.5086816017758886e-05,3.72901914463558e-05,0.007527041883880625
500,0.0005152213852827361,0.011054306406698947,0.00022205897980478293,0.0009736180228152869,6.7141022112847e-06,0.03738690974944011,0.00010905114763900943,0.0021621427891988176,0.009371268474012805,1.489260440037237e-05,5.709181371377235e-05,0.007354683474773783
600,0.0004973730258020592,0.01208251740462348,0.00022204450594154183,0.0009864992266948548,6.7148063090581755e-06,0.037889573492059146,0.00010896548684827796,0.0021859665043975247,0.009367730914769598,2.2913433100394e-05,5.310087466984229e-05,0.007278437231613653
700,0.0005295141310397906,0.012081062270386286,0.0002217820663575632,0.0010142255451399454,6.5567524031191605e-06,0.03669335985725212,0.00010866724571954112,0.0023521756748610787,0.009338011280271301,3.2363603762255694e-05,6.310624242661353e-05,0.0072059441394295935
800,0.000509708487894027,0.012350218031929577,0.0002219679856177354,0.0010202627875149388,6.5762083618835985e-06,0.037056674942758216,0.00010871165347250313,0.002350422677633005,0.009300627027511867,3.562367689270305e-05,7.286472404147882e-05,0.007252188799497461
900,0.000535945024659429,0.012355247996286027,0.00022170994318308136,0.0010419026673877075,6.566242701606447e-06,0.036853418679856795,0.00010828013883390118,0.002357368310423283,0.009307784215742205,3.4178196914019904e-05,7.249503997502998e-05,0.007202351840179292
