milliseconds,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
3700,0.0005733505940900975,0.022040845500103847,0.00021942350171339409,0.0015533729510575746,4.57251370603143e-06,0.02710061294733063,0.00010319843113419777,0.0040266224231990735,0.008767701896918813,0.00016535300753891887,0.0002412702499539353,0.005025607409610389
3800,0.0005798780807395135,0.022971989448215817,0.00021922331110905198,0.0015540758375925969,4.532269432082135e-06,0.026099538039434354,0.00010337042050211976,0.004156350467672879,0.008765801309781125,0.00017687108321538803,0.000251437170368776,0.004814372996135294
3900,0.0005343642079103338,0.023088136635780306,0.00021974845297189927,0.0015594513431216477,4.588392834444616e-06,0.026848392460645857,0.0001023629191453789,0.0040905460980693135,0.008783209911489426,0.00016943044846522018,0.00025174734434496696,0.0050172148240275405
4000,0.0004755962649828658,0.0232204454283866,0.00022001258119184151,0.0015312866913224255,4.445298502121976e-06,0.026354822888174055,0.00010191131398418652,0.004200304748905682,0.008829440586164004,0.00016687534155247806,0.0002526096290820527,0.004851126063735984
4100,0.00040688285507884216,0.02309747669049777,0.00022062148974281545,0.0015354223662590837,4.34408828339834e-06,0.026478168108289443,0.00010164010820652708,0.004106210079217367,0.008835864600898127,0.0001618984205010113,0.0002445128376935597,0.0048370970126990044
4200,0.00035003070784913785,0.022537634646326923,0.00022115482708676964,0.0015139606207173139,4.35444834683048e-06,0.025911389154014104,0.00010118520789391557,0.00425495446854286,0.008874904899873122,0.00016390415356670946,0.0002435141482741746,0.004966229368284384
4300,0.000312872828410365,0.02329209845580004,0.00022139353471573066,0.0015267378142624249,4.2500011726247075e-06,0.026671545605024334,0.00010114128070998951,0.00412890760098382,0.008900313274550715,0.00015874949864971952,0.0002358059489643535,0.005035207758395733
4400,0.00025592703435932125,0.02282774445720153,0.00022196414866540207,0.0015257112240304011,4.1776590124550056e-06,0.0260245762123187,0.00010018823526363772,0.004295666071910549,0.008928263271750808,0.0001629087135412888,0.00023204137515210808,0.005032034518089548
4500,0.0001966687021216011,0.023248193106905565,0.00022254950101304214,0.0014999966310635575,4.029952579654668e-06,0.025868926856208358,0.00010018304553758011,0.004256756932464645,0.00898649361624182,0.00015435920849145285,0.0002308926743185329,0.0049195656065694785
4600,0.00012636748070521923,0.02222799428369448,0.00022284871751777,0.0015111375395978456,4.020744565845236e-06,0.025659755519091755,9.961109822033583e-05,0.004188043287406559,0.009006633385654795,0.00015590933299301484,0.00023763301666831138,0.0051139053846191275
4700,8.387091099276502e-05,0.02232431977530856,0.00022327653927898888,0.001493627369788312,3.9588785299579e-06,0.025649594851427725,9.877874291456471e-05,0.00429138219617293,0.009042114874730584,0.00014817960737759586,0.00022965274820956454,0.005107641868043419
4800,3.5201150293858377e-05,0.023019238784991777,0.00022391833234370183,0.0014782246823957165,3.97156125863579e-06,0.025873490005828583,9.892150782050049e-05,0.0043430936241299935,0.009058778619055364,0.0001470999434626431,0.00022616512955596843,0.004929844873546979
4900,-4.324015364111093e-05,0.022336298221073952,0.00022422994745063387,0.0014609052918733855,3.848015478858543e-06,0.026229436912124853,9.834758651149605e-05,0.004327155757219511,0.009085840178870817,0.00014259634900150707,0.00022306601304266426,0.005081382962902711
5000,-9.944706215483136e-05,0.02302050145633869,0.0002249324337310532,0.0014813803294130776,3.735981739624378e-06,0.025815560764879494,9.753528700493826e-05,0.0042952746017427285,0.009155761057437676,0.00013770954507559687,0.0002177022670131953,0.005161813942823191
