milliseconds,CaI_1,g_1,IP3_1,r_1,CaT_1,g_2,r_2,CaI_2,IP3_2,CaT_2,CaI_3,IP3_3,g_3,r_3,CaT_3,CaI_4,IP3_4,r_4,g_4,CaT_4,r_5,IP3_5,g_5,CaI_5,CaT_5,CaI_6,g_6,r_6,IP3_6,CaT_6,CaI_7,g_7,r_7,IP3_7,CaT_7,r_8,IP3_8,g_8,CaI_8,CaT_8,IP3_9,CaI_9,r_9,g_9,CaT_9,r_10,IP3_10,g_10,CaI_10,CaT_10,IP3_11,g_11,CaI_11,r_11,IP3_12,g_12,CaI_12,r_12,IP3_13,g_13,CaI_13,r_13,IP3_14,g_14,CaI_14,r_14,IP3_15,g_15,CaI_15,r_15,CaT_11,CaT_12,CaT_13,CaT_14,CaT_15
0,0.2,0.25,0.1,0.5,500.0,0.25,0.5,0.2,0.1,500.0,0.2,0.1,0.25,0.5,500.0,0.2,0.1,0.5,0.25,500.0,0.5,0.1,0.25,0.2,500.0,0.2,0.25,0.5,0.1,500.0,0.2,0.25,0.5,0.1,500.0,0.5,0.1,0.25,0.2,500.0,0.1,0.2,0.5,0.25,500.0,0.5,0.1,0.25,0.2,500.0,0.1,0.25,0.2,0.5,0.1,0.25,0.2,0.5,0.1,0.25,0.2,0.5,0.1,0.25,0.2,0.5,0.1,0.25,0.2,0.5,500.0,500.0,500.0,500.0,500.0
100,0.20081461613356363,0.24912107995091023,0.0923116011995908,0.5308852418478343,499.9991853838666,0.24912107995091023,0.5529794046185702,0.20081461613356363,0.0923116011995908,499.9991853838666,0.20081461613356363,0.0923116011995908,0.24912107995091023,0.5710691197914265,499.9991853838666,0.20081461613356363,0.0923116011995908,0.546777611314209,0.24912107995091023,499.9991853838666,0.5681070110359623,0.0923116011995908,0.24912107995091023,0.20081461613356363,499.9991853838666,0.20081461613356363,0.24912107995091023,0.5651239331375097,0.0923116011995908,499.9991853838666,0.20081461613356363,0.24912107995091023,0.5560477084651595,0.0923116011995908,499.9991853838666,0.5621198192168456,0.0923116011995908,0.24912107995091023,0.20081461613356363,499.9991853838666,0.0923116011995908,0.20081461613356363,0.5373094696307481,0.24912107995091023,499.9991853838666,0.5590944336364292,0.0923116011995908,0.24912107995091023,0.20081461613356363,499.9991853838666,0.0923116011995908,0.24912107995091023,0.20081461613356363,0.5498894096838746,0.0923116011995908,0.24912107995091023,0.20081461613356363,0.5740104916458899,0.0923116011995908,0.24912107995091023,0.20081461613356363,0.540487800572761,0.0923116011995908,0.24912107995091023,0.20081461613356363,0.53410870057745,0.0923116011995908,0.24912107995091023,0.20081461613356363,0.5436437651566299,499.9991853838666,499.9991853838666,499.9991853838666,499.9991853838666,499.9991853838666
200,0.20150910388233695,0.2482441310345811,0.0852143780668472,0.5578959837751079,499.9984908961178,0.2482441310345811,0.5970503077728012,0.20150910388233695,0.0852143780668472,499.9984908961178,0.20150910388233695,0.0852143780668472,0.2482441310345811,0.6277035060647309,499.9984908961178,0.20150910388233695,0.0852143780668472,0.5862502192846453,0.2482441310345811,499.9984908961178,0.6227707608497697,0.0852143780668472,0.2482441310345811,0.20150910388233695,499.9984908961178,0.20150910388233695,0.2482441310345811,0.6177688313444454,0.0852143780668472,499.9984908961178,0.20150910388233695,0.2482441310345811,0.6023386324059135,0.0852143780668472,499.9984908961178,0.6126968783635725,0.0852143780668472,0.2482441310345811,0.20150910388233695,499.9984908961178,0.0852143780668472,0.20150910388233695,0.5694752616077968,0.2482441310345811,499.9984908961178,0.607553766571941,0.0852143780668472,0.2482441310345811,0.20150910388233695,499.9984908961178,0.0852143780668472,0.2482441310345811,0.20150910388233695,0.5916878284062438,0.0852143780668472,0.2482441310345811,0.20150910388233695,0.6325681705047188,0.0852143780668472,0.2482441310345811,0.20150910388233695,0.5751450268920115,0.0852143780668472,0.2482441310345811,0.20150910388233695,0.5637260107511936,0.0852143780668472,0.2482441310345811,0.20150910388233695,0.5807362613583871,499.9984908961178,499.9984908961178,499.9984908961178,499.9984908961178,499.9984908961178
300,0.20211358874174173,0.24736891867494287,0.07866281255655908,0.5815193344178873,499.9978864112584,0.24736891867494287,0.6337145747068853,0.20211358874174173,0.07866281255655908,499.9978864112584,0.20211358874174173,0.07866281255655908,0.24736891867494287,0.6728433964019235,499.9978864112584,0.20211358874174173,0.07866281255655908,0.6195614552418646,0.24736891867494287,499.9978864112584,0.6666522521207091,0.07866281255655908,0.24736891867494287,0.20211358874174173,499.9978864112584,0.20211358874174173,0.24736891867494287,0.6603325927973157,0.07866281255655908,499.9978864112584,0.20211358874174173,0.24736891867494287,0.6405757363373585,0.07866281255655908,499.9978864112584,0.653881875383668,0.07866281255655908,0.24736891867494287,0.20211358874174173,499.9978864112584,0.07866281255655908,0.20211358874174173,0.5972081542058817,0.24736891867494287,499.9978864112584,0.647297140999109,0.07866281255655908,0.24736891867494287,0.20211358874174173,499.9978864112584,0.07866281255655908,0.24736891867494287,0.20211358874174173,0.6267107886419375,0.07866281255655908,0.24736891867494287,0.20211358874174173,0.6789088620652913,0.07866281255655908,0.24736891867494287,0.20211358874174173,0.6048133289342726,0.07866281255655908,0.24736891867494287,0.20211358874174173,0.589444682611352,0.07866281255655908,0.24736891867494287,0.20211358874174173,0.612263285534827,499.9978864112584,499.9978864112584,499.9978864112584,499.9978864112584,499.9978864112584
400,0.20265073870411346,0.24649526653553633,0.07261495605756714,0.6021800912610548,499.99734926129605,0.24649526653553633,0.664217012158124,0.20265073870411346,0.07261495605756714,499.99734926129605,0.20265073870411346,0.07261495605756714,0.24649526653553633,0.7088218977585885,499.99734926129605,0.20265073870411346,0.07261495605756714,0.6476730724485704,0.24649526653553633,499.99734926129605,0.7018784043197387,0.07261495605756714,0.24649526653553633,0.20265073870411346,499.99734926129605,0.20265073870411346,0.24649526653553633,0.6947458062064129,0.07261495605756714,499.99734926129605,0.20265073870411346,0.24649526653553633,0.6721602958221045,0.07261495605756714,499.99734926129605,0.6874189910466014,0.07261495605756714,0.24649526653553633,0.20265073870411346,499.99734926129605,0.07261495605756714,0.20265073870411346,0.6211190553733202,0.24649526653553633,499.99734926129605,0.6798922902883158,0.07261495605756714,0.24649526653553633,0.20265073870411346,499.99734926129605,0.07261495605756714,0.24649526653553633,0.20265073870411346,0.6560566024004405,0.07261495605756714,0.24649526653553633,0.20265073870411346,0.7155816461300541,0.07261495605756714,0.24649526653553633,0.20265073870411346,0.6302108608626492,0.07261495605756714,0.24649526653553633,0.20265073870411346,0.6117778979542283,0.07261495605756714,0.24649526653553633,0.20265073870411346,0.6390599003330676,499.99734926129605,499.99734926129605,499.99734926129605,499.99734926129605,499.99734926129605
500,0.2031376358826974,0.24562304250552633,0.06703207919902532,0.6202498376699072,499.9968623641175,0.24562304250552633,0.6895933754269005,0.2031376358826974,0.06703207919902532,499.9968623641175,0.2031376358826974,0.06703207919902532,0.24562304250552633,0.7374988149967039,499.9968623641175,0.2031376358826974,0.06703207919902532,0.6713968261979639,0.24562304250552633,499.9968623641175,0.7301568243634001,0.06703207919902532,0.24562304250552633,0.2031376358826974,499.9968623641175,0.2031376358826974,0.24562304250552633,0.722569571243868,0.06703207919902532,499.9968623641175,0.2031376358826974,0.24562304250552633,0.6982499558841719,0.06703207919902532,499.9968623641175,0.7147287087861457,0.06703207919902532,0.24562304250552633,0.2031376358826974,499.9968623641175,0.06703207919902532,0.2031376358826974,0.641734764694699,0.24562304250552633,499.9968623641175,0.7066251540518544,0.06703207919902532,0.24562304250552633,0.2031376358826974,499.9968623641175,0.06703207919902532,0.24562304250552633,0.2031376358826974,0.6806456857266843,0.06703207919902532,0.24562304250552633,0.2031376358826974,0.7446040147507957,0.06703207919902532,0.24562304250552633,0.2031376358826974,0.6519524947127701,0.06703207919902532,0.24562304250552633,0.2031376358826974,0.6311713574464696,0.06703207919902532,0.24562304250552633,0.2031376358826974,0.66183598326365,499.9968623641175,499.9968623641175,499.9968623641175,499.9968623641175,499.9968623641175
600,0.2035871687295075,0.24475214817712831,0.06187840117218437,0.6360540054964195,499.9964128312706,0.24475214817712831,0.7107070037527076,0.2035871687295075,0.06187840117218437,499.9964128312706,0.2035871687295075,0.06187840117218437,0.24475214817712831,0.7603600340869437,499.9964128312706,0.2035871687295075,0.06187840117218437,0.6914189719197034,0.24475214817712831,499.9964128312706,0.7528614700689304,0.06187840117218437,0.24475214817712831,0.2035871687295075,499.9964128312706,0.2035871687295075,0.24475214817712831,0.7450688679588436,0.06187840117218437,499.9964128312706,0.2035871687295075,0.24475214817712831,0.7198028625658605,0.06187840117218437,499.9964128312706,0.7369702245083214,0.06187840117218437,0.24475214817712831,0.2035871687295075,499.9964128312706,0.06187840117218437,0.2035871687295075,0.6595101775998068,0.24475214817712831,499.9964128312706,0.7285525717506177,0.06187840117218437,0.24475214817712831,0.2035871687295075,499.9964128312706,0.06187840117218437,0.24475214817712831,0.2035871687295075,0.7012506776307045,0.06187840117218437,0.24475214817712831,0.2035871687295075,0.767576493504567,0.06187840117218437,0.24475214817712831,0.2035871687295075,0.6705654388010693,0.06187840117218437,0.24475214817712831,0.2035871687295075,0.648012656086747,0.06187840117218437,0.24475214817712831,0.2035871687295075,0.6811959176367017,499.9964128312706,499.9964128312706,499.9964128312706,499.9964128312706,499.9964128312706
700,0.2040089305113669,0.24388251181890203,0.057120946614627986,0.6498763606707374,499.99599106948875,0.24388251181890203,0.7282729528754348,0.2040089305113669,0.057120946614627986,499.99599106948875,0.2040089305113669,0.057120946614627986,0.24388251181890203,0.7785829595617371,499.99599106948875,0.2040089305113669,0.057120946614627986,0.7083163240152339,0.24388251181890203,499.99599106948875,0.7710891255386058,0.057120946614627986,0.24388251181890203,0.2040089305113669,499.99599106948875,0.2040089305113669,0.24388251181890203,0.7632609685355839,0.057120946614627986,499.99599106948875,0.2040089305113669,0.24388251181890203,0.7376067715420036,0.057120946614627986,499.99599106948875,0.7550826433626876,0.057120946614627986,0.24388251181890203,0.2040089305113669,499.99599106948875,0.057120946614627986,0.2040089305113669,0.674836168151276,0.24388251181890203,499.99599106948875,0.7465370621280994,0.057120946614627986,0.24388251181890203,0.2040089305113669,499.99599106948875,0.057120946614627986,0.24388251181890203,0.2040089305113669,0.7185162398312939,0.057120946614627986,0.24388251181890203,0.2040089305113669,0.7857579887583968,0.057120946614627986,0.24388251181890203,0.2040089305113669,0.6864993876027271,0.057120946614627986,0.24388251181890203,0.2040089305113669,0.6626372932429485,0.057120946614627986,0.24388251181890203,0.2040089305113669,0.6976514514339054,499.99599106948875,499.99599106948875,499.99599106948875,499.99599106948875,499.99599106948875
800,0.20441006394902989,0.24301408148967188,0.05272927660996352,0.6619649822037853,499.9955899360511,0.24301408148967188,0.7428855102112332,0.20441006394902989,0.05272927660996352,499.9955899360511,0.20441006394902989,0.05272927660996352,0.24301408148967188,0.7931044189308686,499.9955899360511,0.20441006394902989,0.05272927660996352,0.7225752695508274,0.24301408148967188,499.9955899360511,0.785718842812035,0.05272927660996352,0.24301408148967188,0.20441006394902989,499.9955899360511,0.20441006394902989,0.24301408148967188,0.7779671465627299,0.05272927660996352,499.9955899360511,0.20441006394902989,0.24301408148967188,0.7523116629726254,0.05272927660996352,499.9955899360511,0.7698296601125239,0.05272927660996352,0.24301408148967188,0.20441006394902989,499.9955899360511,0.05272927660996352,0.20441006394902989,0.6880495578405134,0.24301408148967188,499.9955899360511,0.7612851489649092,0.05272927660996352,0.24301408148967188,0.20441006394902989,499.9955899360511,0.05272927660996352,0.24301408148967188,0.20441006394902989,0.732982049836636,0.05272927660996352,0.24301408148967188,0.20441006394902989,0.8001429105614518,0.05272927660996352,0.24301408148967188,0.20441006394902989,0.7001390601907599,0.05272927660996352,0.24301408148967188,0.20441006394902989,0.6753364674259539,0.05272927660996352,0.24301408148967188,0.20441006394902989,0.7116372383048538,499.9955899360511,499.9955899360511,499.9955899360511,499.9955899360511,499.9955899360511
900,0.20479598568924098,0.24214681936349627,0.04867525464076657,0.672537555758115,499.9952040143109,0.24214681936349627,0.755042138064608,0.20479598568924098,0.04867525464076657,499.9952040143109,0.20479598568924098,0.04867525464076657,0.24214681936349627,0.8046783064800045,499.9952040143109,0.20479598568924098,0.04867525464076657,0.7346084233535048,0.24214681936349627,499.9952040143109,0.7974626309232762,0.04867525464076657,0.24214681936349627,0.204795985689241,499.9952040143109,0.20479598568924098,0.24214681936349627,0.7898569663285703,0.04867525464076657,499.9952040143109,0.20479598568924098,0.24214681936349627,0.7644580184951242,0.04867525464076657,499.9952040143109,0.7818379905594213,0.04867525464076657,0.24214681936349627,0.204795985689241,499.9952040143109,0.04867525464076657,0.20479598568924098,0.699441914675242,0.24214681936349627,499.9952040143109,0.7733804608864148,0.04867525464076657,0.24214681936349627,0.204795985689241,499.9952040143109,0.04867525464076657,0.24214681936349627,0.204795985689241,0.7451028779434598,0.04867525464076657,0.24214681936349627,0.204795985689241,0.8115263373644878,0.04867525464076657,0.24214681936349627,0.204795985689241,0.7118152432624354,0.04867525464076657,0.24214681936349627,0.20479598568924098,0.6863639686148921,0.04867525464076657,0.24214681936349627,0.20479598568924098,0.7235244900768926,499.9952040143109,499.9952040143109,499.9952040143109,499.9952040143109,499.9952040143109
