miliseconds,N0,N1,N2,N3
0,1.7144431296011997,26.83012314743082,44.63376118422671,1.5369575057010325
100,1.722567809330881,27.108757271269887,45.76935035207733,1.5423719843313766
200,1.7250868007149915,27.410212961529183,46.66256021380604,1.5463647152914977
300,1.7322905047032158,27.563424640173075,47.27282175561774,1.5493244354649522
400,1.734863933901439,27.728779794742017,47.681859922580166,1.5511456050931127
500,1.7368915971599783,27.87868256509355,48.03522373805043,1.553577539609192
600,1.7415096360537117,28.004204428178276,48.2711511441611,1.555015087331581
700,1.7494933829456334,28.131507649412292,48.37909313196673,1.5552042772036176
800,1.7510192483298517,28.188606884469216,48.5046994754848,1.5567287421748883
900,1.7581809207720143,28.279214032688596,48.56220895870861,1.5571359532487514
1000,1.7628969015828209,28.32134379688943,48.605670259892,1.5577784905142997
1100,1.7642421982667222,28.40620262617918,48.66390484201808,1.5581201502124238
1200,1.7686120593924965,28.46889137219212,48.67122019634634,1.5590199225513555
1300,1.7765974742906774,28.51179297309515,48.710622489021816,1.5598703296699519
1400,1.7779385834356083,28.550726163119457,48.735590163889874,1.5604292763701815
1500,1.7820308419514033,28.582590138148802,48.75924289636472,1.5608653012620113
1600,1.7910726486884276,28.64527822622939,48.731020111332846,1.5613592846489888
1700,1.7918005798648688,28.672620055867405,48.74659631959258,1.562365230656602
1800,1.7962727863365118,28.702975814734554,48.731283596123234,1.5621413041311454
1900,1.80026470731271,28.77869351980794,48.69608948512503,1.5628049304712675
2000,1.8059910895965623,28.780714171418627,48.697289525966646,1.5631127691927054
2100,1.8144217332833625,28.82454314419436,48.756870518660754,1.563967785963956
2200,1.8155538917999021,28.84119856256379,48.706258564688305,1.5641820152949537
2300,1.8198598959264332,28.920778145167684,48.70320577915474,1.5649873534387764
2400,1.8235365772288887,28.946830357420048,48.70250523882938,1.5657013865773588
2500,1.832646795465102,28.97112071330685,48.680845431632434,1.5666246083887119
2600,1.834755294432177,28.98933813871342,48.72614734717672,1.5669410715183525
2700,1.8398390076965252,29.01639717130254,48.66722218073672,1.568290626510051
2800,1.8438172306335556,29.028044698224413,48.70007321226101,1.5688285028248974
2900,1.8491760252121023,29.01144084314049,48.71759762138761,1.5688140292973838
3000,1.8493726305702503,29.064342852167258,48.68778575045931,1.5695744282882045
3100,1.8560319588437972,29.08346831602274,48.69055147784372,1.570867811653608
3200,1.8584232876487041,29.096639863587317,48.68462555732996,1.570993927896065
3300,1.8672755408355313,29.091537974864927,48.69451154708459,1.5726592085991502
3400,1.8716431345218143,29.12236295498318,48.70065511138424,1.5734188983278723
3500,1.8772055822029161,29.10827524819731,48.71145863306046,1.5735707724505659
3600,1.87982122016921,29.169735655027058,48.64271240902924,1.574838966451063
3700,1.8874777773091758,29.13913526234158,48.668415896207335,1.5751631988185064
3800,1.8906359008537916,29.188404750702237,48.70180645679783,1.5767307150893861
3900,1.892966489177412,29.200220695047914,48.674474241162656,1.578109288615213
4000,1.9013329793372171,29.220528447357765,48.6813474126578,1.578244343528375
4100,1.9074288005906508,29.18988087532024,48.70633836216356,1.5792814704595544
4200,1.9080177990900973,29.235736681513668,48.65191937435194,1.580679171978664
4300,1.9154760631246788,29.214442379289913,48.64979608635588,1.5816658171953077
4400,1.9214938972445976,29.24446515550262,48.690377937358264,1.5832148137679753
4500,1.9217346166313463,29.255944755175506,48.63918702333323,1.5836835573809702
4600,1.9318102780381319,29.228027105682926,48.700268486366134,1.585342807308733
4700,1.936759603562595,29.25197900231751,48.65554120579905,1.5865465669891412
4800,1.9404383924914197,29.26026825932945,48.684473369156,1.58683561139729
4900,1.9472533200761664,29.2892407290941,48.63791157192146,1.588702530103405
5000,1.9501387949134033,29.293118399872505,48.62909419328355,1.5895839719831655
