milliseconds,M,B,A,L,P,I1,I2,I3
0,0.0006227730472779874,2.2256608488155724e-07,0.037055235842780185,0.37201618368636263,0.014943539620955239,-5.220768011298837e-08,2.0248860083259924e-08,-5.061828360507291e-05
100,0.0006058261510670993,1.4258883133269927e-07,0.036245206186447804,0.550765468509633,0.014012612763694945,2.6201567181928656e-07,9.891409646171983e-07,0.0005433703798390691
200,0.0005754254641249029,-3.357414741220993e-08,0.03386255070588308,0.5965750597764524,0.013218812847336375,3.8045969919424893e-07,1.8625166893730067e-06,0.0010620383983777043
300,0.0005544126207107221,3.131897186166697e-07,0.03191489334076501,0.6110631429446708,0.012151126032253752,3.5587857931601075e-07,2.54525422444937e-06,0.0016141473742782235
400,0.0005330563285554806,4.793524076460618e-07,0.03153047602498123,0.6169280680291128,0.011381581495472541,3.9219980527574476e-07,3.358708280617022e-06,0.001963704164556124
500,0.0005126757945105728,7.171940533729418e-07,0.029266505497233388,0.6179007214265911,0.0109503706782485,3.2946237789935336e-07,3.945907751543769e-06,0.0023866072125687844
600,0.0004782624119529676,7.298140516936754e-07,0.02757319954005027,0.6188467575019467,0.010140903290036678,3.2136208074140507e-07,4.492399545634168e-06,0.0028200020745916326
700,0.00046392854151792437,7.421813497358211e-07,0.028121373464197595,0.6203885506118968,0.009644102195266539,2.53777442262808e-07,5.0757436018149995e-06,0.0031550794306610145
800,0.00044151934923230456,1.4678683720282685e-06,0.02681516279404687,0.6186289145460062,0.009302202841417058,3.15792770065156e-07,5.414649680037406e-06,0.003491134940460669
900,0.0004267411338836847,1.4648564708746007e-06,0.025522752386477745,0.6180455993595674,0.008756818893638059,2.593562242917124e-07,5.979371036874914e-06,0.0036694359382806775
1000,0.0004012644932960454,1.8038683547566168e-06,0.02537946748914664,0.6177585950417622,0.008318825659249029,2.419238733064298e-07,6.2641116221667e-06,0.0040410128531586315
1100,0.0003989527563085643,2.0296923760691167e-06,0.02533412213237009,0.6171636913510952,0.007747602663280399,2.6900723013419025e-07,6.4848091117390615e-06,0.004183820531444122
1200,0.00037684227753274744,2.561219945274079e-06,0.026802294614801617,0.6169203817212063,0.007440462612927896,2.7672895113115757e-07,6.840152760516802e-06,0.00437668102355784
1300,0.0003609481676685745,2.8263606534698797e-06,0.02677959850818053,0.6175732972029889,0.007006888722938477,2.8645966930349244e-07,7.109753815994361e-06,0.004617096103473836
1400,0.00034956154813273156,3.1681829955686406e-06,0.027024402034233518,0.61541177149615,0.006973007374257669,2.450479490252313e-07,7.238727644652628e-06,0.004789158665339771
1500,0.0003345206552188087,3.4363036245797374e-06,0.02679280663191804,0.6147117203761846,0.006514935584137872,2.6439627406941567e-07,7.3680933976365845e-06,0.004931407443945993
1600,0.0003138828054543927,3.971589051147916e-06,0.029055929619997742,0.6168567498999055,0.006293170275371689,2.6728779230432797e-07,7.578623355479435e-06,0.005064174452577076
1700,0.00031063723420730085,4.236453792229616e-06,0.028859853834100432,0.6140847684372079,0.006130450686400821,3.303026511198089e-07,7.6632359442323e-06,0.005100228717917884
1800,0.0002910514417833255,4.564569955968492e-06,0.030094694780976476,0.6138868004674537,0.0058401646497979725,2.6876881526733215e-07,7.719296270494859e-06,0.005185937804445887
1900,0.0002846566018082532,5.256962398481204e-06,0.03222572048301338,0.6138120816444471,0.005787600886504342,3.533843674279142e-07,7.906670697256338e-06,0.005297463330440791
2000,0.00026579910393017284,5.394425678471898e-06,0.03282153519769187,0.6134210417130247,0.005319940289827861,3.506397764143532e-07,7.877207549646392e-06,0.005409652039705002
2100,0.0002569985542187631,5.756338411969249e-06,0.03437637921058889,0.6126664926839828,0.005212861185460538,3.8160938277011216e-07,7.972529954408374e-06,0.005450904289116418
2200,0.00024794113336240917,5.970552802621036e-06,0.036956048952695664,0.6115245129076248,0.005187372241744176,4.889923386988807e-07,7.914655697934648e-06,0.005554299260426598
2300,0.00023493352426754547,6.693148779439585e-06,0.0399958443317288,0.6084293192158826,0.005108313228169292,5.327033052979021e-07,7.945230629328326e-06,0.005464502014111441
2400,0.00023415368750250216,7.119616821126311e-06,0.04256536085202408,0.6083701331354319,0.004796082440264232,4.94233990290093e-07,7.951815871265898e-06,0.005492179504066532
2500,0.00021516334411474322,7.4690329025711205e-06,0.042788629761968455,0.607685873955491,0.004718121221278003,6.505388517874331e-07,7.780601220936061e-06,0.005536245934214809
2600,0.0002165472132948231,7.736489853260023e-06,0.045643233392261714,0.6062809451537063,0.004553259444387144,6.689228314370436e-07,7.806765072374278e-06,0.005582754240861445
2700,0.0002045554501286964,8.174005913372045e-06,0.0470569995701566,0.6056556860437846,0.004572142127239618,6.983020184544277e-07,7.784161282328642e-06,0.005565744119450689
2800,0.00019851407174888657,8.162482614339908e-06,0.05027443720241321,0.6061075453811549,0.004523972240466882,8.088779059478474e-07,7.725933814236721e-06,0.0055938045677293895
2900,0.00018271529323464253,8.798537346840268e-06,0.05364383468986396,0.604347026446115,0.004251228291881692,8.467807536633521e-07,7.550211708833748e-06,0.0055798341590414325
3000,0.0001871204045826535,9.276636046877479e-06,0.056459174598098474,0.6041630207274711,0.004355937430124153,1.0072387723899656e-06,7.394529978189032e-06,0.005539841915531106
3100,0.0001771213510227012,9.533145167783508e-06,0.05853838411109026,0.6012595950997853,0.004048548575105838,1.1081416155969472e-06,7.357499672797075e-06,0.005488674355595171
3200,0.00016448133718907203,9.97849715842902e-06,0.061661964181864114,0.6017463497815695,0.004198273857682485,1.13411918303277e-06,7.319924573995064e-06,0.005446469949028641
3300,0.0001654196532943914,1.0054626799290958e-05,0.06346309875246132,0.5987266422454847,0.003896182887590573,1.3311850968016538e-06,7.102475316108173e-06,0.005435550193417682
3400,0.00015725739237966376,1.0518861453242504e-05,0.06698755322126038,0.5997801532640772,0.003955640740713659,1.386676537036371e-06,7.144731937888487e-06,0.005340415021003445
3500,0.00014659407135889134,1.0873795788681707e-05,0.06806583211820134,0.597774835619707,0.0037096695592497555,1.5713121732066785e-06,7.064687697838128e-06,0.005333331344097708
3600,0.0001476345497110165,1.0942182147210658e-05,0.0714497765619188,0.5981840635985906,0.0036058922733239397,1.6891695352360412e-06,6.890950788589716e-06,0.0052771332240477455
3700,0.00013803158320432744,1.1352525357828312e-05,0.07570611786634594,0.595507614215585,0.0035450335855027985,1.8222858272847412e-06,6.805438004288378e-06,0.005173479261978941
3800,0.00014060688330408934,1.1807560331008146e-05,0.0759235557781987,0.5939399394167351,0.0036820344573295603,1.947923346385159e-06,6.652700876130061e-06,0.005230846642131328
3900,0.0001389808564502975,1.2174601704305993e-05,0.07918060738857927,0.5935621626749525,0.0035014317997668137,2.0296617285058526e-06,6.441373401647287e-06,0.005095591103656431
4000,0.00013305482420295108,1.2547006273322816e-05,0.08327190251381678,0.5938475609532388,0.0033725444381158664,2.199774116247233e-06,6.45109993476363e-06,0.005034316783357419
4100,0.00012714734598882942,1.2830887215389762e-05,0.08609765378482814,0.5903975586472051,0.00342476668594432,2.364443653793083e-06,6.216410106349078e-06,0.004942040797468901
4200,0.00012862653403079486,1.2788802988292673e-05,0.08673417448192217,0.5911961466258489,0.0033223490488607107,2.486298557982812e-06,6.271472855817657e-06,0.004914443502133499
4300,0.00012279611155598656,1.3175020756198802e-05,0.09144167017735134,0.5884007382107576,0.0032484604673114785,2.6261665405516477e-06,6.131011093983632e-06,0.004903746369225115
4400,0.00012284244442090325,1.3506726267188839e-05,0.09402988970497389,0.5897640809786955,0.003417391791571574,2.7555259845801794e-06,5.943103136007095e-06,0.004805686567999869
4500,0.00012042649620181857,1.3884265732520928e-05,0.09653866802376179,0.5879956950857328,0.0031182841108166183,2.9026692593706025e-06,5.831804144175116e-06,0.004753984843371201
4600,0.00012131130912403043,1.402749685065894e-05,0.09697522875665199,0.5855023674052694,0.003223870382386011,3.08689088345683e-06,5.814231518580361e-06,0.004693017699763802
4700,0.00011350867434918076,1.4073863012229758e-05,0.09930297066473863,0.5831509159383496,0.0030092560652052775,3.235641557795688e-06,5.691497873387784e-06,0.004697039462916788
4800,0.000106271996655361,1.435990025734867e-05,0.1020469383445373,0.5850438059814024,0.003068359965274102,3.424382253540463e-06,5.447526559895814e-06,0.004580044539297468
4900,0.0001163196934166447,1.4539895056247969e-05,0.10520234111433108,0.583910921879153,0.00316752154558519,3.579039750981485e-06,5.494756424509222e-06,0.004501650730426479
5000,0.00010867979668960348,1.485493763442722e-05,0.10716848124815974,0.5798280576057682,0.0030706985700614986,3.7185954141278947e-06,5.258580213275741e-06,0.004538089228972159
