miliseconds,M,B,A,L,P,I1,I2,I3
0,0.000623340912819129,-5.6780285093244746e-08,0.03808209565695439,0.3713287676518849,0.01482132061396923,2.020890111636975e-08,-6.034643778491792e-08,3.4455862064469e-05
100,0.0005951651767883958,7.152703891285361e-08,0.03732711522133115,0.5503811418007941,0.014035880553927925,3.1363872185484435e-07,9.94471503954422e-07,0.0005085785895250297
200,0.0005773774874397826,1.8964048108054372e-07,0.03362290316866029,0.5977146519617033,0.013204562077576717,4.344721835802112e-07,1.7408117185987545e-06,0.0011491265544239146
300,0.0005504070092233412,1.407744605529772e-07,0.03281804206202331,0.612803088087508,0.012291497424981184,3.3751523698703584e-07,2.6393199179446937e-06,0.0015128214314161948
400,0.0005267871596708984,3.3112645181012123e-07,0.030509163035022668,0.616792909359125,0.011472584175467392,4.043628236994327e-07,3.2560435192904504e-06,0.0020322983471630514
500,0.0005053928947824836,3.09093201348839e-07,0.030381719201431037,0.6197328758110181,0.0108498002112012,2.995628206976382e-07,3.911921847046315e-06,0.0024783766897936406
600,0.0004908938745013434,5.027987969759716e-07,0.028679512186767085,0.6206816504838005,0.01010540364101532,2.695582267310694e-07,4.533956129852925e-06,0.0028458314789923146
700,0.00047026120362141,8.67359655039228e-07,0.027064969702428287,0.6182923818537875,0.009778127844366312,3.2801982156061265e-07,4.96686068109662e-06,0.0030678477737954664
800,0.000445296524596154,1.007544317640944e-06,0.027803603904658632,0.6174525076832399,0.009305328136818931,2.634918222990861e-07,5.5441278739111235e-06,0.0033879787024226195
900,0.0004199412318891016,1.5747637156164146e-06,0.026715173280338705,0.6205029384172724,0.008667173953264665,2.3351987032877607e-07,5.829582727799208e-06,0.003695213496769715
1000,0.00040871729682127867,1.8027704894934783e-06,0.0248623015053817,0.6191462210978135,0.008340052739311394,2.6656087990184973e-07,6.231841658880051e-06,0.003908721912979456
1100,0.0003934014176706143,1.9458827633239907e-06,0.02564943927718845,0.618350225087289,0.00789161985398626,2.898770399845227e-07,6.592761881688717e-06,0.004207408041514584
1200,0.00037262366123861685,2.252970073417598e-06,0.02678137411921893,0.6190361021300727,0.0074381619575766885,2.7960570469415137e-07,6.906359283614269e-06,0.004398141099921582
1300,0.0003643245512942812,2.9051132248593328e-06,0.026000295711526046,0.6160490399981303,0.0071584199138609046,2.676773619189641e-07,7.010423058868748e-06,0.0046294253320154155
1400,0.00034333872332841696,3.0065132291082986e-06,0.027836784201003825,0.6153168193744387,0.0067823909798846475,2.9349537058135965e-07,7.228571985124332e-06,0.004771501927465685
1500,0.0003279964874976646,3.4744562934573123e-06,0.02676676084491586,0.6162940952912084,0.006551411908373481,2.625515044310419e-07,7.5128869073233164e-06,0.00487553769451906
1600,0.00031071599476330144,3.9246478059671e-06,0.028157644362709507,0.6144522192078455,0.006295232227185825,3.257978946618158e-07,7.63936925803837e-06,0.005089454005282178
1700,0.00030543479809941326,4.105843110575226e-06,0.029072642733145408,0.6133465006826806,0.006124991626049224,3.384613003961522e-07,7.675054102445e-06,0.005153157903342634
1800,0.00029227381401486404,4.59885706925339e-06,0.031337735379718124,0.6125315195927697,0.005884344450267782,3.1517455389993776e-07,7.725074596813113e-06,0.00519499914096856
1900,0.00027746744487889744,5.01689456123933e-06,0.031879616594978157,0.6133122902829627,0.005772810903456007,3.8791174529738306e-07,7.889282823065853e-06,0.005274124552868445
2000,0.00026719849525002644,5.180143817422024e-06,0.03453233403838397,0.6140082819397163,0.005451338148231243,3.9619818978439175e-07,7.946683176423715e-06,0.005335228278511929
2100,0.0002596499887166873,5.722156228024726e-06,0.035547891082859565,0.6125201205357202,0.0054345966991231,4.1368647293975913e-07,7.952608873215712e-06,0.005467571003511541
2200,0.00024938114661364366,6.046395340952879e-06,0.03772115410484791,0.6120239199350593,0.005266783548899121,4.770550563181341e-07,7.932816706601453e-06,0.005488505382148306
2300,0.00024403590249208476,6.72324864654105e-06,0.04047279376800607,0.6087473796416618,0.005012978877224628,5.315396787199786e-07,7.80963928305078e-06,0.005578872005266262
2400,0.00022931990194828038,6.968479905265038e-06,0.041626598193286714,0.6101890098042732,0.0049207113998694235,5.15720092964775e-07,7.85614794261001e-06,0.005606260792694212
2500,0.00021953649430273697,7.141242860292565e-06,0.043930645833131055,0.6084559044104587,0.004809978453254715,5.664137402511398e-07,7.781730070820708e-06,0.005622205488357136
2600,0.0002152697780391389,7.904121991168133e-06,0.04704393564894382,0.6052897578711433,0.004525502476796743,7.009757461686859e-07,7.820136380473458e-06,0.005526732467917724
2700,0.0001997410078862464,7.837336650287165e-06,0.04864100636470064,0.6054494189155457,0.004511432595616157,7.932222099836844e-07,7.701760428275412e-06,0.0055523660761614335
2800,0.000187550113920104,8.559676855286926e-06,0.049627777613085323,0.6065764691827773,0.004472204686490393,7.779837975092267e-07,7.592676818240135e-06,0.005584769550393429
2900,0.00018789075916951007,8.961601725124464e-06,0.05330304854424757,0.6032425139530374,0.004354348152624315,8.619040096796233e-07,7.651207817586975e-06,0.005539084522597736
3000,0.00018302327030392718,9.124340647519938e-06,0.05507675253419558,0.6012694265581116,0.004188790679807493,9.437817225693916e-07,7.5636244693560414e-06,0.005468332163649048
3100,0.00017722122132988126,9.336617162251593e-06,0.059387494726462105,0.601546167156635,0.004142227083812928,1.103457190440837e-06,7.472853838957325e-06,0.00544960601411491
3200,0.00016343145568114577,9.981387481792584e-06,0.060668828440616024,0.6022746557710869,0.004174162979062384,1.1389712009202845e-06,7.2519061822141254e-06,0.005465699638965354
3300,0.00016506428057477197,1.0212835211342378e-05,0.06267991940051466,0.6007875505739692,0.0038989145071138174,1.2927706499877589e-06,7.224429727518442e-06,0.005414260116405021
3400,0.00015632203819989819,1.0275106644528853e-05,0.06527475055413183,0.5976552203848556,0.003981131300639624,1.427491015498914e-06,7.052228640413874e-06,0.005394118732057732
3500,0.0001570284456755916,1.0985652826295903e-05,0.06995603321997709,0.5962572921217639,0.0037218948238054756,1.5526157496469814e-06,6.969005720647886e-06,0.005309786114765178
3600,0.00014445699305836417,1.1183069913583916e-05,0.07289945904837315,0.5964076075842369,0.0036400456339826643,1.594957534974759e-06,6.9041191914198034e-06,0.005332775314534465
3700,0.0001426221768923388,1.156246438612052e-05,0.0740981283088541,0.5971888816061971,0.0038136514625823088,1.7407328779506753e-06,6.805752820614631e-06,0.005160775562000212
3800,0.00013873811410870972,1.15599789225565e-05,0.07843004813062629,0.5956848722599458,0.0036636183765982105,1.943066003717966e-06,6.559779603404397e-06,0.005159587667472071
3900,0.00012794514255658307,1.2037841967471987e-05,0.0811687623871783,0.5948460489319478,0.0036546145465564043,2.092365053821756e-06,6.542775387843931e-06,0.0050577997593396744
4000,0.00012707365539185606,1.2236956558095296e-05,0.08327744861875812,0.5926270879551976,0.003541802422348071,2.1287310625988267e-06,6.370073154341559e-06,0.005021653492128404
4100,0.00012977064361853835,1.2485713990663454e-05,0.08486338878857749,0.590929082309044,0.0033922740795504923,2.3506333140791814e-06,6.285933682655726e-06,0.004987245447299918
4200,0.00012415366968407328,1.2797655875112882e-05,0.08691636049598299,0.589476916498791,0.003353505486519618,2.481536784509587e-06,6.129043184231039e-06,0.004978341836999919
4300,0.00011628755072487012,1.3204573900346656e-05,0.08946603151164532,0.5887795101873765,0.003239483824349412,2.6406916922532877e-06,6.14749622434744e-06,0.004825690349781218
4400,0.00012361959352325113,1.3574536032863495e-05,0.09181549787845573,0.5869185407678169,0.0033251829469963723,2.7538451969405363e-06,6.028602037363934e-06,0.004835071414231808
4500,0.00011201898504813418,1.3642966436712225e-05,0.09650320477444038,0.5885702453141121,0.0033869102784080157,2.929119719190191e-06,5.834493050558851e-06,0.00476642103743388
4600,0.00010809471170903213,1.4145296074922987e-05,0.09842635134813744,0.5847074987299828,0.003295595252433262,3.121625398207873e-06,5.824418652654961e-06,0.004656866006169493
4700,0.00011626717723555414,1.3992932603609938e-05,0.09932253731728967,0.5842308241500475,0.003258736652819772,3.297034897938844e-06,5.724126611629509e-06,0.004600195598209922
4800,0.0001184665794912052,1.4573926122925493e-05,0.104047216585704,0.5834763326171595,0.0030664348102746497,3.4444385646758134e-06,5.446667221347536e-06,0.004551741476385048
4900,0.00011444639556944011,1.453182642890296e-05,0.10465448387315215,0.5828806982716142,0.003149220565504208,3.598372792096052e-06,5.410393661895451e-06,0.004509367616523549
5000,0.0001035052001830156,1.5101030974789523e-05,0.10858978947523441,0.5827543182362303,0.0030940484656517856,3.7755282617266734e-06,5.287331320235098e-06,0.004510876504983956
