milliseconds,M,B,A,L,P,I1,I2,I3
0,0.0006280826562550595,7.065039326333768e-08,0.0371653309866704,0.3713048884730338,0.014888601045539409,6.198506750831964e-09,-3.658411495088728e-08,3.303262522059628e-05
100,0.0006064550244619173,-1.744083567360065e-07,0.03536346269807063,0.5493439958680787,0.013811339749780058,3.0764502623119784e-07,9.153120856150493e-07,0.000499897322560755
200,0.0005787126367929941,9.430082733134312e-09,0.035418779840296205,0.5965027583489138,0.012906599465729078,3.3542057007289187e-07,1.7638671662698241e-06,0.0010752680254788674
300,0.000553587006926656,1.5674889805512442e-07,0.03332452999109197,0.6136019485533891,0.012218954944071792,3.622146462895753e-07,2.6318933705101515e-06,0.0015465115816603
400,0.0005287581183042936,3.8993549642702317e-07,0.029568729296043726,0.616481380446412,0.011452316473788679,3.5134782338469645e-07,3.2872845988633524e-06,0.0020538240927198506
500,0.0005067588663455343,7.486607898864979e-07,0.028454704272178,0.6175264915152251,0.010884741993755368,3.3036670507034865e-07,3.943529169194932e-06,0.0023978283018309026
600,0.0004829647264175617,9.252359583558965e-07,0.02709880761530652,0.6200727963935673,0.010080831873602127,2.7595985910878985e-07,4.504238739707715e-06,0.0028120096020191484
700,0.0004660265643747996,1.0213836879532762e-06,0.027289154146099573,0.6205210516491176,0.009690508708461916,3.375390273761011e-07,5.041476630284067e-06,0.003140690713719936
800,0.0004488147624794442,1.0321006134185146e-06,0.02580806207504348,0.6189090752503555,0.00924629778624003,2.748630730025283e-07,5.5298119743995476e-06,0.0035056097615980804
900,0.0004211668771371587,1.5100873771727056e-06,0.024812192229844307,0.6202826185376535,0.008577629099360346,3.0579718778692724e-07,5.885512560737325e-06,0.0037861771464328298
1000,0.00040658074910163784,1.9441425267915697e-06,0.025077775419302582,0.6197495989536773,0.008274865898981429,2.959485427514708e-07,6.218882568557822e-06,0.004025448020828844
1100,0.00039489972802360276,2.068536357502213e-06,0.02529964183252365,0.6191246015241664,0.007749688389418941,2.574623422120567e-07,6.552582018612008e-06,0.0042545687158056416
1200,0.0003794705833588447,2.618224281137621e-06,0.025237981031643004,0.6184100073934123,0.007345680600445824,2.31824770501446e-07,6.7509049328690885e-06,0.0043934114509941195
1300,0.00036547195460718385,2.609960080109043e-06,0.025261720633393363,0.615890312102825,0.007149880192766542,2.995586444243726e-07,7.109660800285835e-06,0.0045376386595738635
1400,0.0003379038044440729,3.2599179960854775e-06,0.02682540799481882,0.6182944151357566,0.0069138995959378965,2.686035139719423e-07,7.217733483620468e-06,0.004737205903986395
1500,0.00032547774847816255,3.534507013958081e-06,0.027158237364393403,0.6155505182845379,0.006475492046047219,2.9877779730892386e-07,7.369965926940025e-06,0.004844926333036883
1600,0.0003184011488463719,4.073855793632358e-06,0.028286006454275384,0.6152698590442213,0.0062382050064694015,2.703525993290976e-07,7.583684535123642e-06,0.005090902678704021
1700,0.00029822888005998316,4.02273523125216e-06,0.02978762003226675,0.6144948399239903,0.006059712176647407,2.971344926734235e-07,7.758775275900182e-06,0.005086136818366418
1800,0.00028852659908821274,4.809666881639802e-06,0.030855963631592313,0.6144599574282165,0.00585745409573991,2.6696929823720004e-07,7.775358398441163e-06,0.005232143902419974
1900,0.00028548496803799944,4.8222519840975094e-06,0.032003144821927926,0.612431114780418,0.005771886253092031,3.4663203048848595e-07,7.801781961005931e-06,0.005297101385336713
2000,0.00027337838419194145,5.34751754384479e-06,0.03423756661771034,0.612256938803379,0.005579177955402135,3.986589065253933e-07,7.944867434186187e-06,0.005353477272687646
2100,0.0002513234223770778,5.539607519620232e-06,0.035849216022274685,0.6119260522768057,0.005372251349420399,4.519076791956374e-07,7.845436873135727e-06,0.005410268438427298
2200,0.00025275232024982153,6.260284260263144e-06,0.036165355092464636,0.6101392147157579,0.005077254878229382,4.635712008283389e-07,7.816717079653924e-06,0.005546185582658151
2300,0.00024209821480738916,6.778369028059827e-06,0.03978028676554292,0.6087273085315174,0.0051196777950245275,4.844910232165231e-07,7.811916218989754e-06,0.005501998457055947
2400,0.0002321330201366042,7.138890807755939e-06,0.0425886180299174,0.609763340460395,0.004954229631565615,5.475647127100791e-07,7.913746217839577e-06,0.005490927355990471
2500,0.00021253700424584099,7.5214579747739096e-06,0.04361993835526938,0.6065290624911468,0.004845766964260831,5.789839041271162e-07,7.901273014977895e-06,0.005507428752513747
2600,0.00021580249776708953,7.520627450392688e-06,0.04548601083836168,0.6078982740635102,0.0046103025422044586,6.721106700871518e-07,7.845525206578303e-06,0.00553804291189093
2700,0.00019741331418782123,7.857682996580876e-06,0.04906550246204428,0.605377635005027,0.004541462374617171,7.278322562438961e-07,7.70609075968253e-06,0.005619417805073011
2800,0.00019310734332423423,8.50894162785963e-06,0.0495292937738954,0.603564881704539,0.004503044317569837,8.096319719353869e-07,7.641564984015854e-06,0.0055616174417093215
2900,0.00019112028899055875,8.662281263847285e-06,0.05245880806293619,0.604331879176804,0.004454956524129233,8.806351787249425e-07,7.4872979287166e-06,0.0054852640733751255
3000,0.00018470579942003572,9.22306541506196e-06,0.056106296909300524,0.6041610699922241,0.004327942901315916,1.0270117075424692e-06,7.525906114427157e-06,0.005465954275921194
3100,0.0001747257379358131,9.24385151114609e-06,0.05785046231030259,0.6037492183656039,0.0042699669922352315,1.0778001111223793e-06,7.436538107912325e-06,0.005490698909661605
3200,0.00016417468246480172,1.0018320996622796e-05,0.06139328925637045,0.6012607646895938,0.0038964723894086583,1.1566429213150027e-06,7.3304425605503295e-06,0.00542395599905607
3300,0.0001653934401653656,9.95230410542648e-06,0.06423748463288875,0.5981803930819414,0.00393225627504839,1.3156089801415408e-06,7.192528834507451e-06,0.0053450803038349
3400,0.00015711132298716933,1.0523098821469463e-05,0.06565984164287252,0.6003973127509639,0.004002612211479856,1.3728383678799022e-06,7.07172657049649e-06,0.005357141880610487
3500,0.0001543099489262324,1.0621876765202273e-05,0.07024053884610705,0.5992702296945996,0.003696535242041153,1.531927332498898e-06,7.020179711075155e-06,0.005385900866147555
3600,0.00013929446544946249,1.1258231034304412e-05,0.07245722623082099,0.5968645833627982,0.0037019422846751885,1.687533853035341e-06,6.842834003438202e-06,0.005287621281822909
