milliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_134_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP
0,-2.4038410084732952e-05,-4.445763150246676e-06,-8.729332453798376e-06,3.263133180091792e-05,-3.5203904393805032e-06,-5.7754274832969855e-08,3.0058189003662008e-06,-1.9135666481823496e-19,3.1184047456095544e-20,-1.0511532995647357e-17,9.639090080823464e-19,1.4178672957725993e-19,2.7844690068413813e-06,0.0,-6.73019153285599e-19,7.355366518813843e-18,-4.859791450061383e-06,0.0,-1.597363170352389e-06,-1.7487666506928177e-06,1.752775665196141e-20,0.0,7.473145120646805e-05,-7.179079699550722e-07,0.0,-3.149175013744142e-07,-5.394682708200304e-06,4.583959093864954e-19,-3.2381874633403357e-19,7.65283197616486e-18,0.0,0.0,0.0,0.0,-2.4960323073256356e-19,-7.754160861880022e-07,1.0240521572306349e-19,0.0,0.0,0.0,4.536965653325883e-19,7.363667189676379e-06,2.000000000002596e-06,6.741481603325962e-07,2.2389703863627676e-19,-5.972646286598967e-05,2.930467445887523e-07,6.518759211128181e-20,4.2469547896463626e-18,2.0383041436196648e-20,2.996889410154269e-07,6.054268094772392e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,-4.242965828596438e-05,5.920217396741171e-07,5.066849534154622e-06,6.93863349479564e-05,1.386067437446437e-06,-3.97015132381138e-08,3.2618729821900564e-05,-1.5328622155977718e-19,-4.0896506913160226e-19,1.239891863824701e-17,9.20956586442566e-19,-5.374211284036885e-19,-7.159858837817119e-06,0.0,5.421234490943248e-18,-7.866668804630585e-19,-2.5565273343444598e-06,0.0,4.4108294458139785e-06,-6.714446571570661e-07,8.544387800496188e-21,0.0,-8.163404911812535e-05,8.775371317486754e-07,0.0,-6.842555830389054e-08,-4.0158110062196183e-08,-2.1409643423691913e-19,-4.243323617506096e-19,-5.402587916063821e-18,0.0,0.0,0.0,0.0,-1.3957074368165555e-19,3.177018380151028e-07,-8.777887079664335e-20,0.0,0.0,0.0,5.86267430862726e-19,3.79982760732811e-07,1.99999999999685e-06,2.1178277659440895e-06,2.3013907267939523e-19,-0.00019551452186797975,-7.11202961001722e-08,-6.537891960101118e-20,-2.7249165830642323e-19,1.8573642444902095e-20,6.131697352687525e-08,-2.1541451504081055e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,-4.642753368728039e-05,-6.33609557576433e-06,9.30629684934313e-06,5.804223806631148e-06,-6.3336092553528096e-06,1.975077856129877e-07,-2.3694340217122145e-05,-1.7002792269234106e-19,9.113591892141568e-20,1.2149719161490348e-17,6.308202692694716e-19,-1.9013940219421276e-19,9.857661976612422e-07,0.0,6.628331697374718e-18,7.950743325227421e-18,-7.143555446632709e-06,0.0,-7.863347024877723e-08,-1.0498584696149176e-07,1.3722777906122347e-20,0.0,-3.568846733447274e-05,-2.2498752454937594e-06,0.0,-2.5975053785278647e-08,-3.810942466480827e-06,9.859132184154598e-20,1.7256252085301632e-20,7.267142479458933e-18,0.0,0.0,0.0,0.0,1.8600977281539708e-19,-1.9645071646306107e-06,-1.379281817245888e-19,0.0,0.0,0.0,-1.176955677034842e-19,-4.272077039516423e-06,2.000000000000524e-06,-9.076193396500022e-07,-1.3259731844359739e-19,-8.482680318996426e-05,2.0157241108034103e-07,1.759052554420233e-20,-7.670647542060962e-19,2.6728001911733828e-20,-2.1360452237946705e-07,-3.039080348284244e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,-1.5867778509238116e-05,8.335118869728887e-06,5.244443493646016e-06,-9.481670712293691e-05,1.7929642205465652e-06,2.444895196398082e-07,-1.768815307480814e-05,2.0471236509417373e-20,-4.8492941993296165e-19,1.0182385360526622e-17,-1.0335243667872717e-18,-1.0525764173712219e-20,8.685453804328357e-07,0.0,3.980380519731902e-18,-8.953344008404852e-18,3.3645467829595043e-06,0.0,3.359896475081326e-06,-5.459660568474383e-07,-5.283848307589581e-21,0.0,0.00010349071621592808,-5.901653518184199e-06,0.0,-4.72532108388648e-07,2.201814374115925e-06,-1.3539967782870886e-19,1.110807990848427e-19,4.8035132941860345e-18,0.0,0.0,0.0,0.0,-8.914617364019016e-20,3.6658890987560677e-07,-1.6702109764269243e-19,0.0,0.0,0.0,-1.1118897263801537e-19,7.506266706190156e-06,1.9999999999972322e-06,-1.602053704727377e-06,-3.106378339710772e-19,0.00014620661345900605,-3.0525727489144863e-07,-7.54474770341273e-21,5.525241558622765e-20,-4.949680287084465e-22,2.6376907054902165e-09,-2.7905318361481762e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,-2.7146096066295612e-05,-6.3510089345081396e-06,5.959730891404935e-06,8.733157846020608e-05,-1.0653898760029525e-06,3.168192729742739e-07,-2.5022428119308927e-05,1.5970704430980237e-19,-4.359097465599153e-20,-1.1306398897918387e-17,-9.33992590570474e-20,6.445002331841227e-19,-5.17507440464899e-06,0.0,4.206922358602427e-18,3.948650090268847e-18,1.9732904231253904e-06,0.0,-7.38325395544847e-08,-5.158724368228568e-07,1.8648562849119424e-20,0.0,0.00010635794789171275,-7.126533303551972e-06,0.0,9.010175541615275e-07,7.155980468826401e-06,-2.8268159954452383e-19,8.877986250372628e-20,-5.012538857609547e-18,0.0,0.0,0.0,0.0,-7.352879492666323e-20,-2.957792930850669e-06,-1.3328957217912882e-19,0.0,0.0,0.0,-1.5574215322353882e-19,-3.443057057691567e-07,2.000000000004878e-06,4.869603378876992e-07,2.436640216604699e-19,-0.00029705265608809717,1.5793016471931321e-07,-2.676277769649216e-20,-3.545030944145895e-18,-1.4443368969064994e-20,-3.019187564423093e-08,-1.7413764050370478e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,4.005675539098433e-05,1.2150412201185061e-05,-8.439604672089226e-06,9.079495636797708e-05,2.3855012878735603e-06,-1.1745740922034796e-07,3.211256023819039e-05,-9.424822439549859e-21,-2.7753679962320505e-19,1.0237726054788792e-18,6.256780674030681e-19,7.050605775318513e-19,-4.759073267374795e-06,0.0,-7.749954142272826e-18,-4.120227493738565e-18,1.3164547081026122e-06,0.0,2.393517933614035e-06,4.486799068894756e-07,-1.1196721770553681e-20,0.0,5.28642049251827e-05,-4.402870965567877e-06,0.0,8.565763614344712e-07,1.2030636196000608e-06,-4.048277270656507e-19,4.424568285807544e-19,-1.3679719907008271e-18,0.0,0.0,0.0,0.0,-2.856294149334382e-19,-3.9698935348055836e-07,-7.406281531483391e-20,0.0,0.0,0.0,1.4288781061476862e-19,-3.097492929301011e-06,2.000000000003731e-06,1.8029110687055895e-06,1.1888259255558358e-19,-1.0698003520022784e-05,-1.5359869608024264e-07,-5.605275610689844e-20,-4.925510430703522e-18,-3.0029009914073897e-21,-2.921478313416237e-07,2.004041982285712e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,9.727970991719164e-05,-8.559877045843493e-06,-1.7624023106249455e-06,7.771899829217676e-05,-4.7693409393944935e-06,-2.7365553519448054e-07,-2.738644123120465e-05,-6.296473160101569e-21,-9.346520282770255e-20,5.148903237577301e-18,1.0434343949545197e-18,-2.1020935884521433e-19,-1.1301151758941592e-06,0.0,1.0994904064498779e-17,-1.9122114671151693e-19,-4.3634806241326435e-06,0.0,-3.708506570539552e-06,-4.6290502349774885e-08,1.345061906690082e-20,0.0,-6.661668548926661e-05,-2.010850553086423e-06,0.0,-4.1374298557191307e-07,-5.495693405251883e-06,-4.861738023787739e-19,-6.060002791053639e-19,-5.546877761291558e-18,0.0,0.0,0.0,0.0,1.6471649082382434e-19,4.0587528355333335e-07,-1.5834647831151126e-19,0.0,0.0,0.0,-8.514382956232459e-20,-3.0704295823775825e-06,2.000000000002806e-06,1.98685211849717e-06,-2.9989330016035425e-19,0.00022137701890170705,2.980060092329437e-07,-2.1255244203149686e-20,9.523803978830302e-19,1.6365726600358794e-20,-2.854450288128409e-07,-4.4472488562017935e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,7.467724006753655e-05,1.1644477639069596e-05,8.070734455156846e-06,4.2276926932370364e-05,2.1788012734716335e-06,-2.8865420606492517e-07,-2.6473847338076642e-05,-2.686743537137117e-19,-4.203662798888015e-19,1.0915529695209727e-17,-3.8072272998529064e-19,-2.429227041173881e-19,4.284356566234742e-06,0.0,-1.5862715961430284e-18,-3.0467954159520295e-18,-5.116958901011249e-06,0.0,1.8755748328262322e-06,-4.880777931085507e-07,1.2123818576913852e-20,0.0,-4.9642126873446526e-05,-3.4459412725138078e-06,0.0,-7.763768724609387e-07,-7.179563984009975e-06,6.233271680064765e-19,4.659591847849803e-19,-1.2381868628935781e-18,0.0,0.0,0.0,0.0,-2.663108691025122e-19,-2.9273911729657458e-06,5.506980779531138e-20,0.0,0.0,0.0,-1.0602598744552504e-19,4.363403004438457e-06,2.000000000004232e-06,-1.7017877728596416e-07,-5.180724938009605e-19,0.00017136216006769281,1.8479101795425055e-07,-6.401329615585925e-20,4.784784068687806e-18,1.8803127132154726e-21,-2.7558489483593362e-08,3.234549002508674e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,4.2896465369303e-06,-3.2377550432913406e-06,-2.7310951483333923e-06,-7.235130483863473e-05,3.6245710003730484e-06,-4.379429913143763e-07,-1.3250822562861895e-05,1.9418095799594138e-19,3.0766860954505104e-19,4.394348690949946e-18,-1.0366310514595755e-18,-2.352752055457871e-19,-2.8119746412960615e-06,0.0,8.117324933684834e-19,-6.674606384682105e-18,5.585747829290726e-06,0.0,-1.9129579541190012e-06,-3.662724787451238e-07,5.432486522688353e-21,0.0,-6.635509913208962e-05,4.2708155848046655e-08,0.0,8.216455752038692e-07,-7.28079302723579e-07,2.9704286474063667e-19,3.018138562979626e-20,1.9873164783072093e-18,0.0,0.0,0.0,0.0,2.3123740678637703e-19,-2.453860787677305e-06,4.8469507007563814e-20,0.0,0.0,0.0,-3.4825421675387517e-19,-1.2325460622301243e-06,2.000000000002407e-06,-7.511188824716753e-07,-4.601518757994953e-19,4.566117792712608e-05,2.771271593195651e-07,-3.977445498383803e-21,1.0873541012100168e-18,-2.6434569073457547e-20,-2.2266132091063854e-07,-2.2490215555901032e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,-2.8027512523567573e-05,-7.830779705176134e-06,8.393321083589842e-06,-5.317531710912769e-06,3.973759111198221e-06,-5.79503627613911e-07,1.7271991838151565e-05,-8.112544075191876e-20,-2.5241180217056485e-19,1.155751624699919e-17,9.732842309618008e-19,4.887877970164725e-19,-3.4405888682121754e-06,0.0,-7.5943465766667705e-19,8.579013896648758e-19,-2.2962934255474096e-06,0.0,-3.080358888065442e-06,5.405068051083634e-07,7.783810101496612e-21,0.0,0.00010170964277338005,-8.36981858643323e-06,0.0,5.204285557008458e-07,7.225685715640351e-06,-2.8809503962838676e-19,4.633504782764451e-19,-4.370999333601008e-18,0.0,0.0,0.0,0.0,1.5846693981889802e-19,-3.362817350914522e-07,-1.812172719240385e-19,0.0,0.0,0.0,9.159247351987431e-20,4.1853354367101895e-06,1.9999999999954962e-06,-7.276565630734775e-07,3.4464471358431116e-19,-8.251264791296669e-05,-3.1451221986857626e-07,5.6752856104194956e-21,2.21029646964384e-18,2.2975322733706177e-20,-6.233517359309292e-08,1.629377869058227e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
