milliseconds,TGF_beta_ex,T1R_surf,T1R_endo,T2R_surf,T2R_endo,LRC_surf,LRC_endo,Smad2c,Smad2n,Smad4c,Smad4n,PSmad2c,PSmad2_PSmad2_c,PSmad2_Smad4_c,PSmad2n,PSmad2_PSmad2_n,PSmad2_Smad4_n,TGF_beta_endo,TGF_beta_ns
0,0.049987100151970935,0.7024939001501501,6.523437499999999,0.20107684957684957,1.439969696969697,0.0,0.0,60.599999999999994,28.5,50.8,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.04970889843133052,0.6432920096538607,6.521593927441103,0.14187497476570685,1.4381290182596953,0.05919560430717445,0.0018523277462207449,60.599291241130004,28.499754788172694,50.799950013443535,50.799006847555184,0.00032872474683091435,1.3665004701895543e-10,0.00041411496843715543,1.55672185653416e-05,4.260911610698104e-11,0.0001502914219752275,1.139227056158636e-05,0.00020927276887535272
200,0.049478573132220476,0.5978415994730741,6.518417373656811,0.09642459984843273,1.4349586761645126,0.10463224048001538,0.0050476404392764225,60.59766272613881,28.499472561963586,50.79930878167953,50.79802082283482,0.0009993057674820903,4.4748001158619527e-10,0.0013310058682824595,5.024324077600689e-05,1.3952961001604925e-10,0.0004902039331674087,3.5792745365726096e-05,0.00038493067169735314
300,0.04928234271912402,0.5621843407177542,6.514291522020567,0.06076739029986127,1.4308413990967255,0.14027039259194546,0.009199375373296948,60.59537918487901,28.499163974854476,50.79824647989896,50.79703987388759,0.0019133471716805937,8.823567481323042e-10,0.0026059612823642895,9.852808190580361e-05,2.7512936840580075e-10,0.0009651600122101762,6.945732314228737e-05,0.0005366500418526671
400,0.04911272351032312,0.5343731822978449,6.510231139127027,0.03295639140088605,1.4267968733022083,0.16803704077177006,0.013305235277428697,60.591115917662584,28.498599244541527,50.795451758379926,50.795905480427315,0.0030809181949044894,3.9994666802714885e-07,0.005155865766316856,0.0002458204053098804,1.8767708562593324e-07,0.002636221617126324,0.00012938667688047403,0.0006708172892915151
500,0.048974042469707,0.515532921067633,6.505650001903083,0.014116344333017049,1.4222360336621376,0.18681898300942215,0.017944239789663842,60.585638193592956,28.497911114543317,50.79168217405026,50.79470921843788,0.004496201915117858,9.674268314368184e-07,0.008451041968996832,0.0004427860417962961,4.541853693702494e-07,0.0048904211896001705,0.00020575964492886456,0.0007837405077891069
600,0.048866564490719216,0.5057318243318181,6.500512530706957,0.004315513022005342,1.4171231280424268,0.19654865572617766,0.023151531353638385,60.57899245915405,28.497107641463298,50.786983705318775,50.79345664594122,0.006158845285823887,1.689350492132316e-06,0.012459342178588488,0.0006864307522297969,7.932354230737109e-07,0.007690555884589179,0.0002979801514428262,0.0008751940563838116
700,0.0487902919890689,0.5049698920904,6.494818725538646,0.003553897467850933,1.4114581564430764,0.19722605892203654,0.028927109969352337,60.571178714345905,28.496188825301466,50.78135635218547,50.792147762937326,0.008068848307022574,2.565717650113642e-06,0.017180766395091827,0.0009767545366103831,1.2048272467363186e-06,0.011036625702093352,0.000406048196422359,0.0009451762728813697
800,0.04869117093324267,0.4927471401847707,6.488995066606275,-0.008668105222208651,1.4056760147747929,0.20929443633188285,0.034848663686308415,60.560030176164,28.49442944271052,50.772668889687104,50.79026193397315,0.01017015281403673,7.74733465331275e-06,0.023382455976303392,0.0016339908462098367,6.981322732849824e-06,0.0186510534873896,0.0005510471247528563,0.0010246060989854782
900,0.04856272098987392,0.46660674698388943,6.483092665451804,-0.03480727098638947,1.399828823159837,0.23520380952782652,0.040865580507589906,60.54528716639037,28.491742579261967,50.76066590106092,50.787736763466654,0.012456040513305275,1.7731655096959928e-05,0.031156349016775702,0.0026965180750786054,1.8756985258213263e-05,0.030979953193318015,0.0007355036709609585,0.0011171900428528661
1000,0.04844891174255617,0.4432234262695406,6.476764622519166,-0.0581891961650422,1.3935628366987096,0.2583256174625505,0.047321369523090996,60.52871214913949,28.488718132569915,50.74708092746441,50.78499573697264,0.01497210918889926,2.914240769811772e-05,0.039878451738149995,0.003903857917380181,3.222700077496498e-05,0.04499550123525875,0.0009422686148908561,0.0011977769651130247
1100,0.048349744324884154,0.4225971780417241,6.470010937808359,-0.07881388075816685,1.3868780553914108,0.2786598601360548,0.054216030732811685,60.51030512441134,28.485356102634366,50.731913968897565,50.7820388544911,0.01771835884081867,4.197959245678609e-05,0.0495487641404262,0.005256010373114557,4.739136928310487e-05,0.06069769761321184,0.0011713419565425492,0.0012663659368907228
1200,0.04826521987051114,0.40472800230044,6.462831611319383,-0.0966813247657634,1.379774479237941,0.29620653754833937,0.06154956413675196,60.49006609220595,28.481656489455315,50.71516502536039,50.77886611602203,0.020694789469063512,5.624320937296502e-05,0.06016728622360432,0.006752975442281727,6.425009078263296e-05,0.07808654232717717,0.0014227236959160363,0.001322956029262789
1300,0.048195339513148916,0.3896158990456883,6.4552266430522405,-0.1117915281878318,1.3722521082382995,0.3109656496994042,0.06932196973491182,60.46799505252332,28.477619293032767,50.696834096852875,50.77547752156544,0.023901401073633786,7.193325844665457e-05,0.07173401798768442,0.0083947531248817,8.280316527354928e-05,0.09716203537715479,0.0016964138330113178,0.0013675463132581125
1400,0.04814010438656777,0.37726086827746896,6.447196033006927,-0.12414449102437213,1.3643109423924868,0.3229371965892493,0.0775332475272913,60.44409200536343,28.47324451336672,50.67692118337504,50.77187307112133,0.027338193654529486,8.904973967785473e-05,0.08424895943266639,0.01018134342091447,0.00010305059275585376,0.11792417676314472,0.0019924123678283943,0.0014001358598576374
1500,0.04809951562459645,0.36766290999578205,6.438739781183446,-0.13374021327538435,1.3559509817005027,0.3321211782178747,0.08618339751389037,60.41835695072629,28.468532150457172,50.65542628492687,50.768052764689685,0.031005167211750617,0.0001075926530665655,0.09771211055855034,0.012112746330380043,0.0001249923732295465,0.14037296648514694,0.0023107193003672664,0.001420723739994362
1600,0.04807357436112232,0.3608220242006276,6.429857887581797,-0.14057869494086844,1.3471722261623476,0.3385175945852803,0.095272419694709,60.3907898886119,28.46348220430413,50.632349401508364,50.76401660227052,0.03490232174529717,0.0001275619986127868,0.1121234713653362,0.014188961853278408,0.00014862850669462738,0.16450840454316143,0.002651334630627932,0.0014293090245533387
1700,0.048062281730091166,0.3567382108920055,6.4205503522019765,-0.14465993602082447,1.3379746757780207,0.3421264456914662,0.10480031406974726,60.36139081902026,28.458094674907585,50.607690533119516,50.75976458386383,0.039029657255169166,0.0001489577763165187,0.12748304185302398,0.01640998998960958,0.00017395899315109654,0.19033049093718826,0.0030142583586103937,0.001425890784371668
1800,0.04806563886550736,0.3554114700699158,6.410817175043989,-0.14598393651525238,1.3283583305475226,0.34294773153643243,0.11476708063900512,60.33015974195136,28.452369562267545,50.58144967976035,50.75529670946961,0.043387173741366594,0.00017177998617776128,0.14379082202161375,0.018775830739373552,0.0002009838325989539,0.2178392256672274,0.0033994904843146507,0.0014104680902385005
1900,0.048083646901433776,0.3568418017343585,6.400658356107835,-0.1445506964241522,1.318323190470853,0.34098145212017894,0.12517271940248254,60.29709665740521,28.446306866384003,50.55362684143084,50.75061297908787,0.047974871203889435,0.0001960286281965144,0.1610468118711054,0.021286484102570315,0.00022970302503819937,0.2470346087332788,0.0038070310077407007,0.0013830400128950326
