milliseconds,Ligand_EGF,Surface_Receptor_External,Receptor_Ligand_Complex,Internalised_receptors,Receptor_Ligand_Pit_Protein_complex,Free_pit_proteins,Internalised_Ligand
0,198730648275147.06,72232.41177549306,-140.3561613110881,25167.954224712183,0.0,0.0,-695.5105915673666
100,198730648201695.78,681.0925088916161,73276.38533065464,25315.0427792775,0.0,0.0,-466.64857641905166
200,198730648203589.34,-778.3001107138932,73084.4626085225,24999.599466583128,0.0,0.0,479.24163969290873
300,198730648198249.47,652.181390388971,72735.55136042582,25560.116131264145,0.0,0.0,219.76525602085025
400,198730648187358.4,-642.4229165692839,71968.77890773823,24732.543841340994,0.0,0.0,-34.16849366929421
500,198730648188577.1,577.9282983180715,73548.1516060464,24897.461408879586,0.0,0.0,321.9076261167762
600,198730648187334.97,-75.31274099375047,72259.56096865087,25942.538758147854,0.0,0.0,1232.4502019518136
700,198730648180451.53,461.76890312406783,71166.77653957665,25479.55755562279,0.0,0.0,1416.0869485696198
800,198730648167907.34,850.6603972364094,71842.44891155775,26342.61168568862,0.0,0.0,2572.9930461858607
900,198730648175147.03,196.3198757548891,71784.09238302632,27080.60185036925,0.0,0.0,1999.8092718888834
1000,198730648168635.16,903.7580879274963,71569.79204164488,27004.29960317748,0.0,0.0,2857.4013250234916
1100,198730648165854.03,580.789937595314,71532.49293048446,27150.984697093183,0.0,0.0,3884.9159159356846
1200,198730648161600.06,904.4724694254043,70597.87516276911,27241.866049795306,0.0,0.0,4178.467105498421
1300,198730648156044.84,794.7173708636969,69931.37707949185,27824.49306970661,0.0,0.0,4419.997723113657
1400,198730648144084.78,-811.4096991569675,70190.72792989487,28093.29256134251,0.0,0.0,5327.9419821757565
1500,198730648147596.88,-736.6420406296489,68663.27179333779,29073.222028104705,0.0,0.0,5076.428941354242
1600,198730648135231.2,-915.0081243895769,69366.90123295691,28719.860037206352,0.0,0.0,6441.104794279914
1700,198730648134338.84,-321.2954392235394,68481.45250490749,29618.72345562978,0.0,0.0,6440.963686320362
1800,198730648134384.94,-463.96491085334816,68948.49127703138,29544.86051183893,0.0,0.0,7886.802644715881
1900,198730648131092.9,11.768497463055407,68041.097778161,30507.85500834097,0.0,0.0,7740.099968767205
2000,198730648125227.25,-395.2947205204182,67316.86294346748,30678.571950032674,0.0,0.0,8583.146666946768
2100,198730648117193.3,484.75717081344146,67331.93907413547,31703.947461094278,0.0,0.0,9113.213614641936
2200,198730648117361.34,934.3834401647282,66055.50956662977,32135.395281770187,0.0,0.0,9666.860873393673
2300,198730648105720.66,-800.9432967797231,66576.99373519866,31937.480194726242,0.0,0.0,10314.207586282453
2400,198730648104994.25,706.4181834659826,66247.7032819296,33238.70637228205,0.0,0.0,10336.361139912453
2500,198730648108999.8,291.69507411790084,65940.23092920451,32742.153101429616,0.0,0.0,11974.666970583035
2600,198730648099788.9,-805.7487479088282,63647.97144133134,33375.04346466392,0.0,0.0,11919.877649442959
2700,198730648096481.16,-427.94289412678256,64050.75985678937,33577.799670946464,0.0,0.0,13067.391806680687
2800,198730648089911.7,-129.52622554898937,62388.70069187228,34930.25376474827,0.0,0.0,12834.832741077425
2900,198730648092243.66,-591.4090100735555,62337.35549006831,34612.63609131629,0.0,0.0,14145.49336498084
3000,198730648085055.97,53.69067723253047,63421.54664463284,35544.755829852846,0.0,0.0,15092.661358627785
3100,198730648078425.34,-183.97089279956296,60792.223104068406,36234.36289639268,0.0,0.0,15300.565146228902
3200,198730648078337.62,797.0447054089094,60852.68284605311,36349.60265782809,0.0,0.0,15809.553373465298
3300,198730648078619.38,-805.3736503201983,60848.273032577126,36975.986733872676,0.0,0.0,16794.68966429723
3400,198730648074178.66,-79.35663389705958,60678.37042574542,37343.51771292206,0.0,0.0,17325.08794663006
3500,198730648065180.84,119.05899763963647,59773.63387071659,37912.031616385,0.0,0.0,17685.524646023696
3600,198730648060253.0,-314.01747960459755,59577.88933035957,39153.26278759169,0.0,0.0,17694.620053083025
3700,198730648061037.56,81.92851464801811,59311.769366450324,39208.49240906879,0.0,0.0,19782.67135392165
3800,198730648053428.4,363.91632473038885,58426.5985362423,39846.41862457496,0.0,0.0,19991.474162635877
3900,198730648045693.66,-560.4431773701499,57634.0815764902,40146.69701406962,0.0,0.0,20331.950672404375
4000,198730648052346.03,-583.4902443045203,57799.473514438476,41159.75200279818,0.0,0.0,20534.075870646357
4100,198730648041178.1,243.68425435655763,57284.58162548056,41775.95878847955,0.0,0.0,22188.021320651646
4200,198730648035762.25,-137.76369483284566,57450.11572512052,41072.845211563625,0.0,0.0,21915.939815408117
4300,198730648039562.16,549.2521297004283,55004.24743218414,42405.079711105085,0.0,0.0,23419.430164758716
4400,198730648028810.94,259.4009325730441,55058.3504196592,42841.642445281,0.0,0.0,22857.568426328446
4500,198730648029068.6,549.3339069632409,55768.10538515747,43678.22716525049,0.0,0.0,23977.342981599922
4600,198730648030348.56,718.2730534005269,54506.12054807788,43959.916562437225,0.0,0.0,25420.196183524513
4700,198730648018739.56,-208.08145315701006,55102.96656279973,43567.67549744183,0.0,0.0,26308.03487913488
4800,198730648014602.38,335.6481809397813,53300.39918696136,44584.78349290168,0.0,0.0,27029.208481346668
4900,198730648021781.28,-950.0943413127675,52123.97174542544,44378.826361341315,0.0,0.0,26432.72293112262
5000,198730648012314.62,-727.5139279185063,52526.58284432749,45902.175859194,0.0,0.0,27033.741176971347
