milliseconds,Ligand_EGF,Surface_Receptor_External,Receptor_Ligand_Complex,Internalised_receptors,Receptor_Ligand_Pit_Protein_complex,Free_pit_proteins,Internalised_Ligand
0,198730648280412.44,72791.78744292814,-937.5541556483138,25390.93128819407,0.0,0.0,-74.75764594217408
100,198730648203255.4,-830.6473451329698,72004.2950094384,25314.68668108502,0.0,0.0,-69.95812524160974
200,198730648201050.9,-129.3292652955001,73252.26810879984,24715.995505247414,0.0,0.0,573.9255841828245
300,198730648192435.28,217.67129162843648,72088.72557954649,24707.23058482177,0.0,0.0,750.5442922526686
400,198730648193574.6,207.37318758190514,73454.00674720899,25322.603791559628,0.0,0.0,306.43759328167647
500,198730648187332.78,-346.4307570453613,71513.6358623826,25313.270173121164,0.0,0.0,1934.0338854268364
600,198730648181294.16,-350.91336933826403,73049.74323630992,25615.98056119856,0.0,0.0,1765.8319652416035
700,198730648171745.72,-285.4793089238657,72141.2878077738,25796.780148957434,0.0,0.0,1495.4601794232335
800,198730648172467.2,-130.7685839984137,72643.79709744119,26036.929833785674,0.0,0.0,1502.6392148350615
900,198730648170689.4,-466.8969243208568,71123.44496445828,26096.931746042643,0.0,0.0,2926.3996230269563
1000,198730648168879.0,331.68411217874376,70834.8314082626,26661.878839213216,0.0,0.0,3817.338402826444
1100,198730648159060.5,82.69929826005504,71532.60978461168,26553.378926293924,0.0,0.0,2932.3406949123178
1200,198730648160717.16,571.6289290982687,71698.71786364594,27550.85680401578,0.0,0.0,3039.067817456516
1300,198730648155561.84,-457.0740894393468,69898.34014720483,27770.157997073016,0.0,0.0,4706.243809310612
1400,198730648145985.22,587.5743215824673,70561.33955993076,28485.281210528683,0.0,0.0,5424.19843337337
1500,198730648141005.4,138.64345857590072,69521.25171191418,28184.131447450614,0.0,0.0,5847.968712184217
1600,198730648144374.66,984.6685988169004,68590.14169233284,28608.473967920338,0.0,0.0,6326.624334537283
1700,198730648137861.38,-244.24856896189894,68076.41016313198,29762.253883745496,0.0,0.0,6468.882616841798
1800,198730648127047.38,347.64203706655616,68756.50127008195,29942.585628127887,0.0,0.0,7935.581719386142
1900,198730648132582.62,551.9677299433818,68263.46201109953,30935.643408128657,0.0,0.0,7898.459713406318
2000,198730648125359.72,-948.1024217532473,66660.81466896085,30537.281989671723,0.0,0.0,9081.298665198543
2100,198730648123626.22,-543.359035104093,66600.10575082271,30933.792938781964,0.0,0.0,8903.106440213895
2200,198730648113796.22,323.3278553038268,67444.98401534473,31697.064334240353,0.0,0.0,8994.778006015818
2300,198730648112475.4,286.47942632187056,65330.007867158565,31878.84588008281,0.0,0.0,10194.743733414814
2400,198730648101037.66,932.2607805636169,64643.794473663685,32260.37731641546,0.0,0.0,10208.622116438342
2500,198730648098924.03,-224.05719184951226,65356.26898010383,33396.87931048901,0.0,0.0,11478.244945514338
2600,198730648095471.16,-743.973668935014,65399.77420212669,33094.92070126791,0.0,0.0,12096.341563897722
2700,198730648092413.78,642.3385740806049,64450.850724520526,34237.14772354471,0.0,0.0,12937.313175516403
2800,198730648086792.47,-801.9216269209113,64128.67888385039,34121.19284074387,0.0,0.0,12655.370016925734
2900,198730648086430.3,-739.4808308838082,63777.48486851034,34788.25392331028,0.0,0.0,14392.006177444573
3000,198730648088398.28,-374.8801663346764,62390.53639807612,35508.12541206457,0.0,0.0,14787.716602006492
3100,198730648084587.44,-748.9570305197943,60924.00412954763,35548.71573138735,0.0,0.0,15663.379193926663
3200,198730648075417.88,1001.1042044268878,61638.90995582367,36595.305146907085,0.0,0.0,16220.123227539123
3300,198730648078721.53,-604.2405293247633,60923.83163727146,36558.016363865776,0.0,0.0,16640.587831505847
3400,198730648065915.78,-586.4591968400588,60639.53189910963,37825.789059475304,0.0,0.0,17356.633723779418
3500,198730648059561.53,-346.70055957335086,59158.33670952693,38686.10594865824,0.0,0.0,18391.945215928627
3600,198730648060724.16,-734.5056322625147,59977.45497918559,39309.76456479039,0.0,0.0,19077.749427094855
3700,198730648063477.72,-562.718992197397,58990.037496402045,39463.0141405462,0.0,0.0,19317.015575160465
3800,198730648058308.97,-651.3016034045298,58426.96227016095,39789.59921985805,0.0,0.0,20418.811525375182
3900,198730648044927.7,-482.4965816663127,56761.147738400614,39977.72474923462,0.0,0.0,19696.25995102575
4000,198730648051154.66,312.19401839772905,56642.59857755637,40304.18784358389,0.0,0.0,21847.883479602886
4100,198730648044617.34,143.83405869333475,55955.499904294076,41273.57463475914,0.0,0.0,21423.599804475612
4200,198730648046281.38,707.7003127090024,56323.73771161307,42228.3103981958,0.0,0.0,22302.750534169725
4300,198730648033457.66,451.840813465741,56393.68113595303,42211.90943937464,0.0,0.0,23547.734520384685
4400,198730648031418.44,-591.4441693045636,56241.92138829054,42918.16744054724,0.0,0.0,23157.585389440846
4500,198730648027644.0,-625.5499851735998,54143.840083603965,43720.82800533739,0.0,0.0,23882.566011900126
4600,198730648026848.8,146.0826899318198,55502.17673831286,43193.31827158223,0.0,0.0,24676.05037602019
4700,198730648028853.94,-443.81879853096507,53209.18104062971,43544.07091074493,0.0,0.0,25890.114005937437
4800,198730648019497.5,593.6599501460786,53941.4874412127,43889.79897388596,0.0,0.0,26326.60095428016
4900,198730648018408.9,-951.0492207554835,52092.25424173071,44977.595038925516,0.0,0.0,26846.08342221315
5000,198730648010882.5,369.77545705399547,51527.78762204073,45216.896954388605,0.0,0.0,27368.412204581946
