milliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_isolated,Quarantined,Hospitalised,Recovered,Deceased,Recovered_from_hospitals,Total_reported_cases
0,1336210000.0,501.23,0.22839,991.29,0.0,0.0,2.0,240.76,0.0,47.134117967265624,900.5034389805577
100,1336209866.8087134,623.1388610631549,7.175091243010076,941.1656756738469,0.4581838219502964,3.205001561767399e-07,2.163023179313863,294.5985247055518,0.00011480595636383065,47.141380027402654,900.6738390259649
200,1336209738.0388927,737.4115136517539,15.154630631784725,894.4997912930277,1.8613596492962192,9.503256387909866e-07,2.67787707547377,345.8632539228932,0.00024833332885979323,47.1498263122446,901.1972727343393
300,1336209612.9701161,844.7935874802906,24.014279410296968,851.0593193072665,4.323886516830139,1.7561302566001595e-06,3.588305345842658,394.75655993188894,0.00042150192565285424,47.16078010596387,902.1188279670243
400,1336209490.956119,945.961899181927,33.619417871826485,810.6283309414755,7.941111522258914,2.7096273740624224e-06,4.931131094824419,441.4661999469396,0.0006574788038881923,47.17570684265042,903.4768164295708
500,1336209371.4172719,1041.5309280218812,43.851619673219716,773.0066572878588,12.791678090564076,3.8005680099066653e-06,6.737089308630795,486.16647785924425,0.0009813152025106924,47.19619114046766,905.3035827775933
600,1336209253.8338468,1132.0586295233816,54.60692895615648,738.0086615542426,18.939587201518883,5.021532540850758e-06,9.03157059520889,529.0193086916985,0.001419627463727802,47.223916618313616,907.6262278542785
700,1336209137.7399836,1218.0516649431065,65.79431086134676,705.4621125596257,26.436036629369283,6.365718511316612e-06,11.835285203982192,570.1751942376069,0.002000317252926282,47.26064819830886,910.4672547328363
800,1336209022.718281,1299.9701134721306,77.33425806430179,675.2071505412913,35.32106065247112,7.826535178913223e-06,15.164855371459709,609.7741175867143,0.0027523268526193985,47.30821662689523,913.8451453384998
900,1336208908.3949337,1378.2317246054815,89.15753783332288,647.0953372357477,45.62499036400173,9.39765511006348e-06,19.033343204385734,647.946363516491,0.0037054257432638997,47.368504974987964,917.7748746184092
1000,1336208794.435356,1453.2157748060538,101.20406152000031,620.9887796382598,57.369757489582035,1.107314986201345e-05,23.450722325343943,684.8132739583775,0.004890024400427281,47.44343685970032,922.2683702227368
1100,1336208680.5402267,1525.2665682291697,113.42186513864719,596.759321334921,70.57005643474031,1.2847602478443187e-05,28.424298557682405,720.4879438730577,0.006337012567424789,47.53496621426605,927.334922797808
1200,1336208566.4421172,1594.6964448691829,125.7662400191415,574.2878370598379,85.23432339976951,1.4716034746541428e-05,33.959064662619234,755.0758271094995,0.008077626614839361,47.64506889785502,932.9815322003811
1300,1336208451.9021842,1661.7887503014158,138.19888176848082,553.463526305955,101.36568287375962,1.6673962584584192e-05,40.05804353591571,788.6753418566135,0.010143324955378424,47.77573481492978,939.2132426890929
1400,1336208336.7072885,1726.8004421319722,150.68715080784543,534.183283229293,118.9627575067116,1.8717413569227862e-05,46.722582154083184,821.3784094150263,0.012565685209612328,47.92896141045597,946.0334302630408
1500,1336208220.6673448,1789.964513941021,163.2033932882695,516.3511002081573,138.02039801681906,2.084289947844673e-05,53.95261681257417,853.2709627524227,0.01537631564585137,48.10674806802454,953.4440622095367
1600,1336208103.6132503,1851.4919020618315,175.72441346935744,499.87759247165843,158.53024088046294,2.3047390576322757e-05,61.74687599499682,884.4333508387501,0.018606790286270165,48.311092004984324,961.4458958035594
1700,1336207985.3948612,1911.5733662308367,188.2309579851397,484.67952302573156,180.48124520873833,2.532830892267905e-05,70.10307585688123,914.9407418641073,0.02228858885649732,48.543984473948456,970.0386699329783
1800,1336207865.8788428,1970.3815010086716,200.7071712845718,470.6792892718581,203.86025028075983,2.7683483210279338e-05,79.01812344164664,944.8635579958832,0.02645303717010914,48.807406991810616,979.2213044839195
1900,1336207744.9468942,2028.072418508453,213.14014757678396,457.80448417706054,228.65242113794193,3.0111117192120364e-05,88.48827939242378,974.2678456398814,0.031131263341938543,49.10332857001437,988.9920602390722
2000,1336207622.4944057,2084.787045771493,225.51959336442246,445.987548628773,254.841570368885,3.260976814681771e-05,98.50927576775429,1003.2155673359562,0.03635417024307516,49.4337039721919,999.3486549234814
2100,1336207498.4292293,2140.652323666488,237.83752051928565,435.1654463819246,282.4104434254559,3.5178315379008696e-05,109.07642066725762,1031.7648738945131,0.04215241317614979,49.80047230201235,1010.2883663957383
2200,1336207372.6704226,2195.782440553361,250.08793447362893,425.27932743164155,311.3410030005847,3.781592220584143e-05,120.18470262212605,1059.9703855717275,0.04855637901243006,50.205555683497074,1021.8081356979277
2300,1336207245.1471522,2250.2799214329966,262.2665616629951,416.2742261633807,341.61467139592685,4.052201018525613e-05,131.82887970974454,1087.8834435823428,0.05559617028673576,50.65085825494221,1033.9046551482656
2400,1336207115.7977943,2304.2365629556116,274.3706310547,408.0987880359811,373.2124985009309,4.329623593661461e-05,144.0035419023237,1115.5523350441765,0.06330160168366497,51.13826594665463,1046.574430463954
2500,1336206984.568192,2357.735027176498,286.3984272377132,400.70487237430495,406.11564108898057,4.613845513021548e-05,156.70328546979613,1143.022632629513,0.07170214515408178,51.66964300929092,1059.8139516375331
2600,1336206851.4132442,2410.847708426304,298.3497278651319,394.047717437327,440.30470596004886,4.9048707985537535e-05,169.92247743581223,1170.3370285572519,0.0808270496076688,52.24683958501953,1073.6194650837313
2700,1336206716.292316,2463.6407009047725,310.2246071939819,388.08503733020666,475.76116772468384,5.2027175281832385e-05,183.65576898377762,1197.5361246709779,0.0907051466805947,52.871679421338726,1087.9874745650884
2800,1336206579.1716337,2516.1719560584897,322.0240829597575,382.7773551010144,512.46647132973,5.5074150599349934e-05,197.89777259509512,1224.658120317406,0.10136500089969407,53.545969369724055,1102.9144279790103
2900,1336206440.024214,2568.4914900769786,333.75011207235383,378.08790071382435,550.401953728328,5.819000573484395e-05,212.64303503602358,1251.7388883840217,0.11283493766753071,54.27150115582579,1118.3966921428073
3000,1336206298.8250115,2620.6456276480812,345.40432815593573,373.9816210413503,589.5503100051802,6.137518318348684e-05,227.88656886841082,1278.812837238388,0.12514285027425534,55.050039171988274,1134.4310719039624
3100,1336206155.5576518,2672.671354924358,356.9897901396105,370.42638515587436,629.8934160748751,6.463041009166489e-05,243.62306512183653,1305.9118366147059,0.13831651131294664,55.88334017585274,1151.0140428222899
3200,1336206010.2066228,2724.6032174462252,368.5089936317616,367.3913792358775,671.4146085805611,6.79563263904362e-05,259.8477209138682,1333.0666136597683,0.15238328765014333,56.773135260794994,1168.142560475599
3300,1336205862.7617733,2776.4694887974674,379.9650242431971,364.84794765596155,714.0972796727572,7.135360094017736e-05,276.55573026864704,1360.3060062098868,0.16737032701753515,57.721141658798125,1185.8135632677468
3400,1336205713.216985,2828.2934516998557,391.36122661751824,362.76925269979535,757.9251936564991,7.482286699262618e-05,293.74240006711125,1387.6572488319125,0.18330453116665307,58.72906104235018,1204.0240866539107
3500,1336205561.5683994,2880.09511013333,402.70076142064823,361.1298094992055,802.8829075037498,7.836480661138498e-05,311.4033044229844,1415.1463651945128,0.20021252583489008,59.79857762464242,1222.7714155867432
3600,1336205407.816157,2931.8896304486107,413.98705103321083,359.90589001389196,848.9552786399144,8.198007057103114e-05,329.5341042780655,1442.7978125880218,0.2181206973226115,60.931360473257335,1242.052906461926
3700,1336205251.9624195,2983.6893651884197,425.2232887037174,359.07490939363805,896.1278604160813,8.566922682501729e-05,348.13069512366576,1470.6349964893648,0.23705519907559378,62.129063926541434,1261.8661352625631
3800,1336205094.0124261,3035.50287161688,436.4127050750308,358.61570217977453,944.3866286862151,8.943288799742435e-05,367.1891055741881,1498.6800274628702,0.25704195449113043,63.39332777110566,1282.2087963130652
3900,1336204933.973737,3087.3357356891447,447.558386243485,358.5082639340664,993.7180986833965,9.327163293427144e-05,386.7055416195017,1526.9539330528514,0.2781066663312713,64.72577783726058,1303.0787471363737
4000,1336204771.8558698,3139.191014276669,458.66318863190634,358.7336007452342,1044.109352141868,9.718593835573013e-05,406.67639758507084,1555.476777457549,0.30027482742598877,66.12802667604609,1324.4740201018233
4100,1336204607.6713436,3191.068318475332,469.7299969578095,359.27394961333556,1095.5477382699178,0.00010117624474418016,427.0981463252375,1584.2674633392069,0.3235717386224056,67.60167469461132,1346.3927137717515
4200,1336204441.433834,3242.9656474588514,480.7612783138939,360.11226889937257,1148.0212665250651,0.00010524292483522783,447.96748476650714,1613.3441610202458,0.3480225003419177,69.1483096221596,1368.8331379022886
4300,1336204273.1597319,3294.877986067052,491.7594691426955,361.2325917368021,1201.5181800233988,0.00010938621004276194,469.281176976856,1642.7239956204176,0.37365203449595025,70.76950789623157,1391.793657920863
4400,1336204102.8671367,3346.79835218759,502.72673101598474,362.6197127082023,1256.0271407752796,0.00011360623434219677,491.03612347884444,1672.4233070448038,0.40048508933989796,72.4668349697415,1415.272764551205
4500,1336203930.5758855,3398.7178403830785,513.6649634027119,364.2591629606977,1311.5371784785189,0.00011790302515087346,513.2293426228557,1702.4576630095683,0.4285462436330357,74.24184557411273,1439.2690554538804
4600,1336203756.307946,3450.625286129534,524.5759117366906,366.1373074501623,1368.0375630610577,0.00012227648869112367,535.8579231225749,1732.8417682696922,0.4578599037155403,76.09608353438452,1463.7811875739535
4700,1336203580.0867236,3502.508079389972,535.460990475467,368.2410488668142,1425.5178839870925,0.000126726367608219,558.9190558067586,1763.5897068402176,0.4884503344034,78.031083723472,1488.8079108779123
4800,1336203401.9375036,3554.351698680913,546.3214139137001,370.5580191820183,1483.9679568142578,0.00013125232713841902,582.409996560077,1794.71477488793,0.5203416236888894,80.04836982929189,1514.3480290263358
4900,1336203221.887103,3606.1402153295144,557.1581028200414,373.0763574135353,1543.3778073209055,0.00013585385607245133,606.3280633886893,1826.2296577746993,0.553557723882474,82.14945695719697,1540.4003990830468
5000,1336203039.9639516,3657.8562294959575,567.9717179462245,375.784748077845,1603.7376356281195,0.00014053029833448416,630.6706221262915,1858.1463921258778,0.5881224357860665,84.33585062885422,1566.9639162042097
