miliseconds,TGFb_R1_surface,TGFb_R2_surface,TGFb_R1_endo,TGFb_R2_endo,TGFb,TGFb_In,Active_R2,Active_Rec,Active_Rec_endo,Inactive_Rec,pS2_c,S2_c,S4_c,pS2_pS2_S4_c,pS2_pS2_pS2_c,Smad7mRNA,S7,Smad7mRNA1,pS2_n,pS2_pS2_S4_n,pS2_pS2_pS2_n,S2_n,S4_n
0,16.088565074553856,6.899896721815705,18.70581478343991,27.90871546164715,24.9997272022833,-0.00012032496743107039,-0.0016626573023363223,-0.0031825993719139935,5.956051676191787e-05,-0.07609285857901384,0.0011308818420858375,639.3910513849657,461.02734283616206,-0.20199189489529015,0.000805417809967789,0.056420052713744645,12.012835447192083,0.36708253327626233,0.0010163958642985698,0.15245636820146902,0.001599819834755769,237.17650895231807,169.41453921086716
100,10.074362482414353,0.34964199246086475,18.619990242645585,27.82276738539079,24.996243287417116,0.00046105316409485024,0.8119859760868694,3.339631644364105,0.043163838916266274,2.690432295768504,0.016202986774565994,638.7855760784981,460.719463206819,-0.2616732225434773,0.0007993364016125007,0.056420050091216284,9.349581611569066,0.36708213048729965,0.002324211784817873,0.055900145267385376,0.0016902692397383439,237.61609087225185,169.42057891770912
200,9.580120428346605,0.3411412317547366,18.48368427758027,27.344291473943024,24.996439023567397,0.0013221454980730375,0.670237198448246,2.410524314944146,0.0665944818945093,4.1436656197902115,0.025105586586480256,638.7645043089675,459.88893648065863,-0.047222566765920904,-0.001689364976730929,0.056420053279427555,7.958615323096468,0.36708245049729527,0.00019112863420007033,0.19428817893574168,0.00011732407936572947,237.567524807921,169.40608469312787
300,9.285910223420926,0.3572798069366065,18.374401014438533,26.76554928336031,24.995817563186087,0.002495142644544806,0.6447889404739224,2.269591931598113,0.08687833923595283,4.895597870873007,0.033965442282670504,637.8194720818689,459.62900595301323,0.24320702946378808,-2.699261941249474e-05,0.056420050264888055,7.205998731599865,0.36708241437585315,0.0049676715739699236,-0.12945384530231124,-0.00045720270949992,237.62993932025034,169.4013547229584
400,9.120735513396182,0.3789865438154284,18.26324733193591,26.446038196206636,24.993970941719017,0.0023356709447858214,0.709337306068168,2.1575342700140476,0.10418292126610167,5.167314629612972,0.038113593261555855,638.3354006471023,459.49950481335753,0.047967497871041154,0.0008085683309744509,0.05642005026405328,6.78974937009695,0.36708242637303035,0.0042169354493751705,-0.03908108321025804,-0.0023379577486802596,237.25762967307028,169.42828530221115
500,8.865891707222035,0.3688159338367273,18.115684678934493,26.246320491718812,24.99375725787974,0.003826291242998866,0.7388890119335623,2.208574366544264,0.11529827645313857,5.46262236337546,0.04081575814707748,636.7048415887765,459.1693823231114,0.6253035878410029,0.0008435652320517276,0.05642005261005907,6.634996730660626,0.36708239816326876,0.010311420352056115,-0.13681370433506332,0.00040180734412688444,237.03690108815866,169.41092296373813
600,8.659530406065263,0.3960333317542535,18.131022098596187,25.598816855758216,24.992712283828993,0.004094417780628415,0.7358708792581176,2.246844037713966,0.11812091181579258,5.73477568370138,0.04411294221333549,636.6016358723386,459.0946555557561,0.7450624955532508,-0.0004633968608237027,0.05642005225344626,6.376190093479099,0.36708212877681123,0.008761194927409531,0.04250924315895179,-0.0011336077656201775,236.9144374680626,169.39951208956143
700,8.543517086185725,0.3944713899163016,17.983841917315853,25.53693210126688,24.992969239642175,0.005676243784333501,0.8116877218167918,2.4274882248873046,0.13539437029906048,5.7713818303543984,0.04768178131867399,635.4031020144936,459.0802499125398,0.8262294989252787,0.00025379171249001963,0.0564200491482638,6.161908909661614,0.36708244877523283,0.012428591098965353,0.10491389744647979,-0.0003637411454957304,237.25851768067633,169.41234491690932
800,8.427312294725674,0.3791460123774709,17.825005062747003,24.9309133536443,24.99203601878936,0.006665080587328685,0.8627590001270868,2.4773548308160893,0.1529688997458108,6.050946011422401,0.05099635681718392,634.8005521321525,459.43641850578683,1.9937692189107163,0.0003069092244071749,0.05642004873651319,5.956015582395315,0.3670826225550715,0.015969755511479014,-0.04481385204691814,-0.0018028462723673464,236.94106120406087,169.40398669715094
900,8.216909750718866,0.3958121308458584,17.62568667353145,24.79943765392706,24.99134098852559,0.007437806732620406,0.8909273892791015,2.6768531845986425,0.16710779635727271,6.251845344034703,0.05659122346856444,634.2302638805993,458.7165284733752,2.125185785864818,0.0020362297540678868,0.05642005020212261,5.951930194757798,0.3670825518907217,0.017441095250454768,0.3166170711813995,0.00035317648342060365,236.78804363347197,169.37221239505104
