milliseconds,C,M,X
0,0.0,0.0,0.0
100,0.004997496483259036,0.0001859602775618183,2.8978886177837493e-06
200,0.009989968166100316,0.0003887919575875879,6.894877491558266e-06
300,0.014977397727953909,0.0005954660121689153,1.0978632836376386e-05
400,0.01995977620067538,0.0008060909119659539,1.5143768176491805e-05
500,0.02493709885953986,0.0010207793191124872,1.9392668004993944e-05
600,0.02990936338318316,0.0012396484283935152,2.3727827357558036e-05
700,0.03487656898511151,0.0014628196598647407,2.8151870122788253e-05
800,0.03983871575315578,0.001690419543573406,3.2667531838774386e-05
900,0.044795804351779774,0.0019225795066905081,3.7277649934266456e-05
1000,0.04974783586200531,0.0021594359319118293,4.1985179532250894e-05
1100,0.05469481169869561,0.002401130719296759,4.6793198034783136e-05
1200,0.05963673343605088,0.0026478114511221673,5.1704914452834254e-05
1300,0.0645736027263413,0.0028996318273890997,5.672367593285712e-05
1400,0.06950542127813016,0.0031567518120623624,6.18529733715302e-05
1500,0.07443219081104928,0.003419337824045209,6.709644763635273e-05
1600,0.0793539130974551,0.0036875628946166825,7.245788950898191e-05
1700,0.08427058984262499,0.0039616081585199395,7.794127411200511e-05
1800,0.08918222277716624,0.004241661240115701,8.355073044932724e-05
1900,0.09408881352504479,0.004527918023106458,8.92905838804266e-05
2000,0.09899036367216191,0.00482058334896176,9.516535901699528e-05
2100,0.103886874712259,0.005119870964381018,0.00010117978634373565
2200,0.10877834803598793,0.00542600550485009,0.0001073388523811621
2300,0.11366478496134844,0.005739220289331602,0.00011364774408022215
2400,0.11854618666455352,0.00605975965509447,0.00012011192412391295
2500,0.12342255424022525,0.006387877212268723,0.00012673706762561515
2600,0.12829388862667163,0.0067238370609027254,0.00013352911434183362
2700,0.1331601906575471,0.007067914388123715,0.00014049426043863243
2800,0.13802146100166737,0.007420397916997806,0.00014763901928474877
2900,0.14287770019328727,0.00778159376413225,0.00015497029130735597
3000,0.1477289085937471,0.008151829941395523,0.0001624954557763911
3100,0.15257508639280373,0.008531444457999674,0.00017022221658389276
3200,0.15741623360763837,0.008920793282296936,0.00017815871100860508
3300,0.16225235003983646,0.0093202348101212,0.00018631322392474213
3400,0.1670834353248026,0.009730145742490339,0.0001946944762771845
3500,0.17190948885520493,0.010150916892281706,0.00020331147675337863
3600,0.17673050984312677,0.01058296235749729,0.0002121737658410313
3700,0.18154649722839727,0.011026797049070051,0.00022129269228425016
3800,0.18635744969235193,0.011482860540472806,0.00023067930505733979
3900,0.19116336565162773,0.011951633019219338,0.00024034472622838364
4000,0.19596424324911452,0.012433629257304905,0.000250300852115088
4100,0.20076008033611434,0.012929410192021509,0.000260560741934067
4200,0.20555087444624917,0.013439560579797252,0.0002711384278180433
4300,0.210336622776166,0.013964675449852823,0.0002820482203638225
4400,0.21511732217325885,0.014505381066581849,0.0002933050099163151
4500,0.21989296911548922,0.01506235778355249,0.0003049249624112911
4600,0.2246635596822277,0.015636335347819223,0.00031692562175901403
4700,0.22942908952582858,0.016228070239477324,0.00032932544120610875
4800,0.23418955385509502,0.016838341509529176,0.0003421435762536017
4900,0.23894494740945788,0.01746796018310546,0.00035539995294940017
5000,0.24369526443525147,0.01811780986502956,0.0003691161217237439
